duration,trust,placebo1,private,community,placebo2,coproduce,mc,sex,race,age,ideology,income,education,at,gw,gwh,rand,DV_DO,mcpass,atpass,mcatpass,trustprime,climatebelief,climatebelief_scale,white,black,hispanic,asian,other
423,80,75,81,81,90,83,4,1,asian,37,4,5,6,81,1,1,Control,dv|community|private|placebo|placebo2,1,0,0,1,1,0.54212611,0,0,0,1,0
595,4,84,74,76,35,72,1,0,white,30,2,2,2,80,-1,0,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,-0.5,-2.347599673,1,0,0,0,0
122,50,46,51,50,48,50,2,1,white,29,4,3,5,80,1,0,Control,dv|community|placebo2|placebo|private,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
160,25,50,100,100,100,0,1,1,white,62,2,1,5,80,1,1,Corrupt,dv|placebo2|private|community|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
1114,61,40,56,67,96,43,2,1,white,26,2,3,5,80,1,1,Control,dv|private|placebo|community|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
2171,50,51,51,51,54,70,1,0,white,33,2,3,4,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
234,18,0,0,33,0,0,2,0,white,38,5,2,5,80,-1,-1,Control,dv|placebo|private|placebo2|community,0,1,0,1,-1,-3.310841601,1,0,0,0,0
390,70,24,61,86,92,76,2,0,black,26,2,2,5,80,1,1,Honest,dv|placebo|private|community|placebo2,1,1,1,2,1,0.54212611,0,1,0,0,0
332,3,75,95,65,100,40,1,0,white,57,4,4,5,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
389,14,51,32,78,89,82,1,1,white,42,2,6,6,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
215,70,50,61,79,76,47,2,0,hispanic,41,5,6,5,80,1,1,Honest,dv|private|community|placebo2|placebo,1,1,1,2,1,0.54212611,0,0,1,0,0
262,82,67,68,71,82,66,2,0,white,35,2,3,5,80,1,1,Honest,dv|placebo2|community|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
239,74,64,63,39,82,74,2,0,black,41,1,4,5,80,1,1,Control,dv|community|private|placebo2|placebo,0,1,0,1,1,0.54212611,0,1,0,0,0
125,96,50,45,90,99,95,2,0,other,29,2,3,4,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,0,0,0,0,1
448,61,70,60,70,60,70,1,0,white,35,2,4,6,80,1,1,Honest,dv|placebo2|community|private|placebo,0,1,0,2,1,0.54212611,1,0,0,0,0
61,65,39,63,58,43,75,2,1,white,25,2,4,2,80,1,0,Honest,dv|community|private|placebo|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
130,94,89,89,93,90,94,1,1,white,NA,5,3,5,86,1,1,Honest,dv|private|placebo|placebo2|community,0,0,0,2,1,0.54212611,1,0,0,0,0
550,90,70,90,100,85,30,4,1,black,67,2,1,3,80,-1,-1,Control,dv|placebo2|community|placebo|private,1,1,1,1,-1,-3.310841601,0,1,0,0,0
90,70,50,100,100,50,50,2,1,white,31,4,1,5,80,1,0,Honest,dv|community|placebo2|placebo|private,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
87,80,66,64,63,67,62,2,0,white,40,3,2,2,80,1,1,Honest,dv|placebo2|community|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
129,76,50,68,70,64,75,4,0,white,37,3,7,5,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
123,96,93,96,89,93,92,1,0,black,45,2,4,5,80,1,0,Honest,dv|placebo|private|community|placebo2,0,1,0,2,0.5,-0.421115818,0,1,0,0,0
146,90,30,30,70,90,40,2,0,asian,31,2,1,3,80,1,1,Honest,dv|placebo|private|community|placebo2,1,1,1,2,1,0.54212611,0,0,0,1,0
165,25,25,85,70,85,75,1,1,white,35,3,5,6,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
169,75,76,59,71,100,77,4,0,white,42,3,4,5,80,1,1,Control,dv|placebo2|community|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
145,73,69,73,73,68,71,2,1,white,48,2,5,5,80,1,1,Corrupt,dv|placebo2|private|community|placebo,0,1,0,0,1,0.54212611,1,0,0,0,0
462,76,73,74,72,74,67,2,1,white,44,2,3,6,80,1,0,Honest,dv|placebo|community|private|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
184,35,50,40,50,80,60,1,0,white,21,3,3,2,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
162,73,66,61,59,83,77,2,1,white,30,2,2,6,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
315,20,50,50,90,75,50,1,1,black,41,3,1,4,80,1,1,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,1,0.54212611,0,1,0,0,0
243,21,90,60,100,100,95,2,1,white,38,3,4,4,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
308,81,39,19,70,100,0,2,0,white,60,3,3,4,80,1,1,Honest,dv|private|placebo|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
239,78,65,67,81,78,75,1,0,white,33,4,4,5,80,1,1,Control,dv|placebo2|private|community|placebo,0,1,0,1,1,0.54212611,1,0,0,0,0
151,75,50,100,100,100,0,2,0,white,70,2,2,5,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
259,25,50,0,100,50,20,1,1,white,35,3,4,5,80,0,0,Corrupt,dv|community|private|placebo|placebo2,1,1,1,0,0,-1.384357745,1,0,0,0,0
94,70,70,60,75,40,70,1,0,white,37,3,2,5,80,1,1,Control,dv|placebo|private|placebo2|community,0,1,0,1,1,0.54212611,1,0,0,0,0
89,83,58,12,100,89,77,2,1,asian,28,1,4,5,80,1,1,Honest,dv|placebo2|private|placebo|community,1,1,1,2,1,0.54212611,0,0,0,1,0
145,40,51,40,78,81,87,1,0,white,40,4,7,5,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
153,39,51,43,91,77,68,4,1,white,35,3,3,5,80,0,0,Control,dv|placebo|private|community|placebo2,1,1,1,1,0,-1.384357745,1,0,0,0,0
72,65,34,68,39,88,86,1,0,white,44,2,2,NA,80,1,1,Control,dv|private|community|placebo|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
213,70,35,14,83,75,87,2,0,white,48,2,2,3,80,1,1,Honest,dv|placebo|placebo2|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
224,25,50,0,100,75,25,1,1,other,38,3,1,4,81,0,0,Corrupt,dv|placebo|community|placebo2|private,1,0,0,0,0,-1.384357745,0,0,0,0,1
154,20,50,30,100,100,100,1,0,white,31,1,2,3,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,1,0,0,0,0
170,65,66,72,70,65,71,2,0,hispanic,27,3,4,5,80,1,0,Corrupt,dv|placebo|private|placebo2|community,0,1,0,0,0.5,-0.421115818,0,0,1,0,0
116,16,61,32,88,81,61,1,0,white,38,1,5,5,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
277,60,71,71,61,60,71,2,1,asian,50,3,1,4,80,1,1,Control,dv|community|placebo2|placebo|private,0,1,0,1,1,0.54212611,0,0,0,1,0
240,10,50,75,80,50,25,1,0,white,46,4,5,5,80,0,0,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,0,-1.384357745,1,0,0,0,0
213,51,51,67,83,0,83,2,1,white,43,5,7,5,80,-1,1,Control,dv|private|placebo|placebo2|community,0,1,0,1,0,-1.384357745,1,0,0,0,0
174,50,100,0,100,100,100,2,0,white,42,1,1,5,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
156,0,50,50,100,90,51,1,0,black,25,1,5,2,80,1,1,Corrupt,dv|placebo2|private|community|placebo,1,1,1,0,1,0.54212611,0,1,0,0,0
200,35,62,40,67,93,71,1,0,white,26,2,5,2,80,1,1,Control,dv|placebo|private|community|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
138,85,50,55,70,70,70,2,0,white,39,2,4,5,80,1,1,Honest,dv|placebo|community|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
268,52,49,13,100,49,91,4,0,white,40,3,4,6,80,1,1,Control,dv|private|placebo2|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
118,6,91,30,95,100,55,1,0,white,39,2,1,1,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
303,80,55,45,75,55,75,2,1,white,28,4,4,4,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
334,100,75,85,85,100,100,2,1,white,42,2,3,4,80,1,1,Honest,dv|private|community|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
107,46,77,62,80,93,90,4,0,white,32,3,3,4,80,1,1,Control,dv|private|placebo2|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
204,8,21,73,82,21,0,1,1,black,28,1,4,3,80,1,1,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,1,0.54212611,0,1,0,0,0
561,71,39,37,70,62,67,1,0,white,67,3,4,3,82,-1,0,Control,dv|placebo|placebo2|community|private,0,0,0,1,-0.5,-2.347599673,1,0,0,0,0
112,8,51,28,83,84,90,1,1,white,40,3,4,5,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
66,15,73,76,69,67,69,1,0,white,24,4,4,5,80,-1,0,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,-0.5,-2.347599673,1,0,0,0,0
208,92,25,80,92,92,100,4,0,white,34,3,1,2,80,1,0,Control,dv|placebo|placebo2|private|community,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
287,78,64,91,97,90,87,2,1,hispanic,41,3,4,4,81,1,1,Honest,dv|placebo2|community|private|placebo,1,0,0,2,1,0.54212611,0,0,1,0,0
163,71,49,60,65,82,67,2,0,white,40,2,4,3,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
215,81,91,70,79,93,54,4,0,white,53,2,3,3,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
244,95,51,61,72,89,71,2,1,white,62,2,5,2,80,1,1,Honest,dv|placebo|placebo2|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
147,70,30,70,80,100,90,4,1,black,25,1,4,4,80,1,1,Control,dv|private|placebo|placebo2|community,1,1,1,1,1,0.54212611,0,1,0,0,0
233,80,51,100,100,51,74,4,1,white,73,4,5,4,80,0,0,Control,dv|placebo|placebo2|private|community,1,1,1,1,0,-1.384357745,1,0,0,0,0
83,37,73,82,57,82,65,2,0,white,31,2,2,5,80,1,1,Control,dv|placebo|private|placebo2|community,0,1,0,1,1,0.54212611,1,0,0,0,0
588,83,84,86,94,89,87,1,0,black,30,4,2,5,70,1,1,Honest,dv|placebo|placebo2|private|community,0,0,0,2,1,0.54212611,0,1,0,0,0
166,70,50,60,80,55,50,2,0,white,48,4,7,6,80,1,1,Honest,dv|placebo2|community|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
253,60,55,0,100,100,60,2,1,white,26,1,1,5,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
264,75,52,35,85,100,0,2,0,white,38,3,4,5,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
285,50,66,70,70,72,74,2,1,white,45,4,3,3,81,1,1,Control,dv|private|placebo|community|placebo2,0,0,0,1,1,0.54212611,1,0,0,0,0
93,61,41,65,78,88,82,4,0,white,26,2,5,6,80,1,1,Control,dv|community|placebo2|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
215,80,50,85,90,90,90,2,0,white,50,3,6,5,80,1,1,Control,dv|private|placebo|community|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
104,65,85,30,71,100,30,4,1,white,34,1,2,4,80,1,1,Control,dv|placebo|private|placebo2|community,1,1,1,1,1,0.54212611,1,0,0,0,0
160,90,100,10,100,100,55,2,0,white,33,1,3,5,80,1,1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
344,69,51,54,85,90,80,2,1,black,53,2,1,2,80,1,1,Control,dv|placebo|private|placebo2|community,0,1,0,1,1,0.54212611,0,1,0,0,0
235,90,20,20,100,100,60,4,1,white,54,4,2,4,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
125,0,50,74,83,0,50,1,0,white,43,5,1,2,80,-1,-1,Corrupt,dv|placebo|placebo2|community|private,1,1,1,0,-1,-3.310841601,1,0,0,0,0
254,38,74,76,54,87,52,2,1,black,NA,3,3,3,83,1,1,Corrupt,dv|placebo2|private|placebo|community,0,0,0,0,1,0.54212611,0,1,0,0,0
362,81,51,74,74,50,73,2,1,white,66,4,7,5,80,1,0,Honest,dv|placebo|community|private|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
112,62,31,63,80,88,61,4,1,white,26,2,1,4,80,1,1,Control,dv|private|placebo2|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
209,70,10,0,90,90,100,2,0,white,56,4,5,5,80,1,0,Honest,dv|placebo|community|private|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
112,65,61,59,39,78,74,1,0,black,30,4,4,5,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,0,1,0,0,0
322,65,50,5,100,100,100,2,0,white,48,1,3,5,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
135,92,92,51,85,92,100,4,1,white,40,2,3,5,80,1,1,Control,dv|placebo2|private|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
151,71,84,100,100,91,100,2,1,white,29,3,1,5,80,1,1,Control,dv|placebo2|community|placebo|private,0,1,0,1,1,0.54212611,1,0,0,0,0
132,0,81,78,76,88,79,2,1,white,42,5,2,3,80,1,0,Corrupt,dv|placebo2|community|placebo|private,0,1,0,0,0.5,-0.421115818,1,0,0,0,0
98,58,50,18,75,84,55,2,1,white,36,3,5,8,80,1,1,Honest,dv|placebo2|placebo|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
365,16,19,37,38,63,61,1,1,white,31,4,4,4,67,0,0,Corrupt,dv|private|community|placebo|placebo2,1,0,0,0,0,-1.384357745,1,0,0,0,0
610,81,49,49,89,40,81,4,0,white,35,3,3,5,80,1,1,Control,dv|placebo2|private|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
193,92,24,75,89,24,18,2,1,white,69,4,2,3,80,1,0,Honest,dv|placebo2|placebo|private|community,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
253,30,30,30,80,30,51,4,1,white,42,4,7,5,80,-1,-1,Control,dv|private|placebo|placebo2|community,1,1,1,1,-1,-3.310841601,1,0,0,0,0
86,34,51,20,66,67,54,4,0,white,20,3,4,3,80,-1,-1,Control,dv|community|placebo2|private|placebo,1,1,1,1,-1,-3.310841601,1,0,0,0,0
438,0,50,50,70,100,80,1,1,white,52,3,4,5,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
155,81,84,77,93,65,70,2,1,white,42,3,3,2,80,1,0,Control,dv|private|community|placebo2|placebo,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
333,83,82,75,76,88,88,1,0,black,40,1,2,5,82,1,1,Control,dv|private|community|placebo2|placebo,0,0,0,1,1,0.54212611,0,1,0,0,0
197,71,79,61,72,91,50,2,1,asian,63,4,6,5,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,0,0,0,1,0
730,29,59,45,51,67,40,1,1,white,40,4,4,5,80,1,1,Control,dv|community|placebo2|placebo|private,0,1,0,1,1,0.54212611,1,0,0,0,0
95,24,51,71,80,81,100,4,0,white,25,1,2,5,80,1,1,Control,dv|placebo|community|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
335,62,38,61,75,80,70,2,0,hispanic,25,3,2,3,80,1,0,Corrupt,dv|private|placebo|community|placebo2,0,1,0,0,0.5,-0.421115818,0,0,1,0,0
251,99,99,99,95,95,100,1,1,white,30,5,6,6,80,1,1,Control,dv|placebo|community|private|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
137,76,50,71,63,81,61,2,0,white,35,3,6,8,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
238,80,50,60,65,95,95,4,0,white,69,4,2,5,80,1,1,Control,dv|placebo|placebo2|private|community,1,1,1,1,1,0.54212611,1,0,0,0,0
343,11,16,66,64,94,74,1,1,white,61,2,4,4,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
388,85,97,89,88,92,88,2,0,black,31,3,2,6,82,1,0,Honest,dv|community|private|placebo|placebo2,1,0,0,2,0.5,-0.421115818,0,1,0,0,0
152,3,4,98,94,5,0,1,1,white,28,3,3,7,80,1,0,Corrupt,dv|community|placebo|placebo2|private,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
138,18,32,72,75,44,50,1,0,white,36,4,6,3,80,1,0,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
128,82,50,40,80,95,54,2,0,white,48,2,7,6,80,1,1,Honest,dv|placebo|community|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
107,87,70,77,83,64,82,1,0,black,32,2,5,6,80,1,1,Control,dv|community|placebo|placebo2|private,0,1,0,1,1,0.54212611,0,1,0,0,0
217,41,56,40,75,76,68,1,0,black,44,3,3,4,80,0,0,Honest,dv|placebo|placebo2|community|private,0,1,0,2,0,-1.384357745,0,1,0,0,0
124,89,78,83,80,93,77,1,1,black,46,4,4,5,80,1,1,Honest,dv|placebo2|community|private|placebo,0,1,0,2,1,0.54212611,0,1,0,0,0
179,38,57,44,56,57,56,1,0,white,38,4,6,5,80,-1,0,Control,dv|placebo2|private|placebo|community,0,1,0,1,-0.5,-2.347599673,1,0,0,0,0
606,14,89,67,61,96,76,1,1,asian,29,2,7,5,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,0,0,0,1,0
613,75,100,20,100,90,90,4,0,other,32,5,6,2,80,-1,-1,Control,dv|placebo2|placebo|community|private,1,1,1,1,-1,-3.310841601,0,0,0,0,1
225,20,50,100,100,100,100,1,0,white,58,2,4,3,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
690,71,33,69,100,100,100,4,1,other,27,3,5,5,80,1,1,Control,dv|placebo2|community|placebo|private,1,1,1,1,1,0.54212611,0,0,0,0,1
2166,0,17,18,80,81,72,1,0,black,30,2,4,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,0,1,0,0,0
119,24,0,59,78,100,63,1,1,white,28,4,4,5,80,1,0,Corrupt,dv|community|private|placebo|placebo2,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
176,98,50,0,95,100,100,2,0,white,44,2,4,5,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
217,70,65,65,65,75,40,4,0,white,68,2,3,5,80,1,1,Control,dv|placebo2|private|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
117,74,32,75,78,85,67,2,0,white,23,3,1,5,80,1,1,Corrupt,dv|private|placebo|community|placebo2,0,1,0,0,1,0.54212611,1,0,0,0,0
115,91,97,92,84,85,90,1,1,black,64,2,2,6,88,1,1,Control,dv|placebo2|placebo|community|private,0,0,0,1,1,0.54212611,0,1,0,0,0
178,0,50,79,74,95,71,1,1,white,56,4,6,5,80,1,1,Corrupt,dv|placebo2|community|placebo|private,1,1,1,0,1,0.54212611,1,0,0,0,0
115,30,50,31,74,100,60,4,0,white,24,3,4,5,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
77,91,84,82,85,100,74,2,0,asian,23,2,6,5,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,0,0,0,1,0
318,19,19,61,83,61,41,1,1,white,31,5,4,5,80,-1,0,Corrupt,dv|placebo2|community|placebo|private,1,1,1,0,-0.5,-2.347599673,1,0,0,0,0
164,75,17,84,79,75,83,4,0,black,26,2,2,5,80,1,1,Control,dv|placebo2|private|placebo|community,1,1,1,1,1,0.54212611,0,1,0,0,0
379,21,93,80,100,78,78,1,1,white,55,3,4,3,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
153,0,50,100,82,70,100,1,0,white,55,5,7,5,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,1,0,0,0,0
219,78,56,67,27,0,22,2,0,white,45,5,3,3,80,-1,-1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,-1,-3.310841601,1,0,0,0,0
118,24,50,19,81,100,72,4,1,white,30,2,4,6,80,1,1,Control,dv|private|placebo2|community|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
192,65,92,85,70,94,76,2,0,white,29,2,5,5,80,1,1,Control,dv|private|community|placebo|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
420,90,40,100,97,92,100,2,0,black,61,1,4,4,80,1,1,Honest,dv|placebo2|private|placebo|community,1,1,1,2,1,0.54212611,0,1,0,0,0
187,85,45,35,85,97,65,2,0,white,29,2,3,5,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
199,25,30,75,75,70,20,1,1,white,70,2,2,6,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
272,100,100,100,100,100,100,1,0,black,40,5,5,4,100,1,1,Honest,dv|placebo2|community|private|placebo,0,0,0,2,1,0.54212611,0,1,0,0,0
96,0,0,0,0,0,0,4,0,white,34,3,4,4,80,-1,-1,Control,dv|community|private|placebo2|placebo,1,1,1,1,-1,-3.310841601,1,0,0,0,0
227,60,19,20,45,35,25,2,0,white,36,4,1,3,80,-1,0,Honest,dv|placebo|placebo2|community|private,1,1,1,2,-0.5,-2.347599673,1,0,0,0,0
118,94,49,92,94,95,67,2,0,white,48,3,4,4,80,1,0,Honest,dv|placebo|private|placebo2|community,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
129,11,18,5,97,100,53,1,0,white,36,2,2,5,80,1,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
155,68,67,60,70,32,62,1,1,white,29,4,3,5,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,1,0,0,0,0
424,100,50,62,70,100,71,2,1,black,61,1,1,5,80,1,1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,1,0.54212611,0,1,0,0,0
167,30,60,100,100,100,75,1,1,white,28,3,2,3,80,1,1,Corrupt,dv|community|private|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
147,70,60,55,45,60,60,2,1,hispanic,29,5,4,5,80,0,0,Honest,dv|community|private|placebo2|placebo,1,1,1,2,0,-1.384357745,0,0,1,0,0
195,70,86,60,100,85,76,2,1,white,35,1,2,5,80,1,1,Honest,dv|placebo2|placebo|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
213,25,56,58,91,93,93,1,0,white,28,3,4,5,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
111,50,50,61,82,100,50,2,1,black,29,3,2,2,80,1,1,Control,dv|placebo|private|community|placebo2,0,1,0,1,1,0.54212611,0,1,0,0,0
236,95,25,65,81,95,71,2,0,white,63,2,1,3,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
694,60,19,81,81,41,61,4,1,white,63,5,4,5,80,0,0,Control,dv|placebo2|placebo|community|private,1,1,1,1,0,-1.384357745,1,0,0,0,0
142,100,100,81,81,100,49,2,1,black,54,5,2,5,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,0,1,0,0,0
198,51,89,66,74,85,55,2,1,asian,41,2,5,5,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,0,0,0,1,0
175,51,30,45,80,60,27,4,0,white,41,4,2,5,80,0,0,Control,dv|community|placebo2|private|placebo,1,1,1,1,0,-1.384357745,1,0,0,0,0
124,76,28,30,85,100,90,4,1,white,32,4,4,5,80,1,1,Control,dv|placebo|private|placebo2|community,1,1,1,1,1,0.54212611,1,0,0,0,0
267,76,40,90,93,60,91,4,1,white,42,4,4,5,80,1,0,Control,dv|placebo2|private|placebo|community,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
327,71,35,65,78,100,73,2,1,black,66,2,2,2,80,1,1,Honest,dv|community|placebo|placebo2|private,1,1,1,2,1,0.54212611,0,1,0,0,0
172,98,34,72,99,80,86,2,1,black,29,2,2,3,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,0,1,0,0,0
252,9,50,32,66,100,71,1,0,white,69,4,6,5,80,0,1,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
252,19,51,71,81,71,65,1,1,white,24,3,5,5,80,0,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
223,100,50,51,51,100,100,4,0,black,27,3,2,5,80,1,1,Corrupt,dv|placebo|community|private|placebo2,0,1,0,0,1,0.54212611,0,1,0,0,0
120,51,62,86,68,100,51,4,1,white,40,1,6,5,80,1,1,Control,dv|private|placebo2|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
219,95,70,60,100,60,0,4,1,white,32,5,1,5,80,-1,-1,Control,dv|placebo|placebo2|private|community,1,1,1,1,-1,-3.310841601,1,0,0,0,0
111,44,33,32,29,28,29,4,0,white,31,2,2,5,80,1,1,Honest,dv|private|placebo|placebo2|community,0,1,0,2,1,0.54212611,1,0,0,0,0
235,40,40,60,80,90,82,2,1,asian,35,2,4,6,80,1,1,Honest,dv|private|community|placebo|placebo2,1,1,1,2,1,0.54212611,0,0,0,1,0
176,23,51,51,76,85,65,2,1,white,43,4,1,4,80,1,-1,Control,dv|community|placebo2|placebo|private,0,1,0,1,0,-1.384357745,1,0,0,0,0
212,60,80,80,70,85,70,1,1,white,36,2,5,6,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
195,0,40,9,100,100,0,1,0,white,46,2,NA,4,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
204,78,50,88,82,50,76,2,1,white,32,3,6,6,80,-1,-1,Honest,dv|community|placebo|placebo2|private,1,1,1,2,-1,-3.310841601,1,0,0,0,0
