fip,age,race,year,sex,totcase,totpop,rate,totrate,id,ir,crack,alcohol,income,ur,poverty,black,perc1519,perc,repeal,aids,aidscapita,ac,acc,trend,tsq,blk,wht,male,female,lnr,t,younger,fa,pi,wm15,wf15,bm15,bf15
13.0,15.0,2.0,1985.0,2,9123.0,157340,6359.9,5798.3,254.0,217.21005,0.6221359,2.43,13137.0,6.258333,17.7,27.098772,8.299631,8.299631118774414,0.0,134.0,2.2468097,214.0,3.6255271,1.0,1.0,1.0,0.0,0.0,1.0,8.757768,1.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1986.0,2,8971.0,160089,6031.3,5603.8,254.0,235.72755,0.9872196,2.43,13970.0,5.875,14.6,27.065762,8.276225,8.276225090026855,0.0,234.0,3.8452873,443.0,7.382317,2.0,4.0,1.0,0.0,0.0,1.0,8.704718,2.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1987.0,2,8425.0,161496,5278.2,5216.8,254.0,254.24504,1.359885,2.49,14721.0,5.5416665,14.6,27.0248,8.182412,8.182412147521973,0.0,364.0,5.8622265,789.0,12.931102,3.0,9.0,1.0,0.0,0.0,1.0,8.571341,3.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1988.0,2,9206.0,161742,5793.2,5691.8,254.0,272.76254,2.138449,2.4,15738.0,5.525,14.0,26.992315,8.055014,8.055013656616211,0.0,538.0,8.516603,1270.0,20.470926,4.0,16.0,1.0,0.0,0.0,1.0,8.66444,4.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1989.0,2,10651.0,160156,6701.7,6650.4,254.0,291.28006,2.39422,2.37,16701.0,5.2916665,15.0,26.961823,7.8589864,7.8589863777160645,0.0,725.0,11.308612,1861.0,29.53273,5.0,25.0,1.0,0.0,0.0,1.0,8.810117,5.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1990.0,2,12188.0,157967,8106.7,7715.5,254.0,309.79755,2.028397,2.31,17603.0,5.1833334,15.8,26.871902,7.6384983,7.638498306274414,0.0,902.0,13.850071,2529.0,39.537514,6.0,36.0,1.0,0.0,0.0,1.0,9.000446,6.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1991.0,2,10387.0,157780,6337.7,6583.2,254.0,323.4739,2.168408,2.17,18070.0,5.016667,17.2,27.088661,7.2771025,7.277102470397949,0.0,1053.0,15.827435,3218.0,49.50272,7.0,49.0,1.0,0.0,0.0,1.0,8.7542715,7.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1992.0,2,8848.0,159775,5329.2,5537.8,254.0,337.15027,1.848083,2.23,19075.0,6.675,17.7,27.28311,7.108135,7.108135223388672,0.0,1181.0,17.32382,3861.0,58.309937,8.0,64.0,1.0,0.0,0.0,1.0,8.580956,8.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1993.0,2,0.0,163745,3798.9001,0.0,254.0,350.82663,1.689713,2.2,19719.0,5.95,13.5,27.53501,7.061007,7.061007022857666,0.0,1142.0,16.365158,4278.0,63.366486,9.0,81.0,1.0,0.0,0.0,1.0,8.242467,9.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1994.0,2,,0,2268.6,,254.0,364.503,2.091892,2.14,20711.0,5.075,14.0,27.750553,7.108809,7.108808994293213,0.0,1022.0,14.28706,4398.0,63.803474,10.0,100.0,1.0,0.0,0.0,1.0,7.726918,10.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1995.0,2,1184.0,177753,738.3,666.1,254.0,378.17935,1.740643,2.13,21677.0,4.775,12.1,27.966095,7.156611,7.15661096572876,0.0,1530.0,20.877644,4875.0,68.85368,11.0,121.0,1.0,0.0,0.0,1.0,6.60435,11.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1996.0,2,2910.0,185970,1868.1,1564.8,254.0,391.8557,1.972232,2.16,22945.0,4.5833335,14.8,28.176184,7.2726965,7.272696495056152,0.0,1221.0,16.27768,4915.0,67.80754,12.0,144.0,1.0,0.0,0.0,1.0,7.532677,12.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1997.0,2,3005.0,192746,1998.1,1559.0,254.0,405.53207,2.320406,2.14,23795.0,4.4666667,14.5,28.383734,7.3339977,7.33399772644043,0.0,724.0,9.420829,4497.0,60.863213,13.0,169.0,1.0,0.0,0.0,1.0,7.599952,13.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1998.0,2,4143.0,197807,2698.6,2094.5,254.0,419.20844,2.155122,2.14,25279.0,4.1583333,13.5,28.596664,7.3632016,7.36320161819458,0.0,669.0,8.507623,4144.0,55.083775,14.0,196.0,1.0,0.0,0.0,1.0,7.9004884,14.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,1999.0,2,4078.0,200732,2588.0,2031.6,254.0,432.8848,1.988691,2.2,26359.0,3.7833333,12.8,28.809223,7.328282,7.328281879425049,0.0,667.0,8.289869,3281.0,42.496002,15.0,225.0,1.0,0.0,0.0,1.0,7.8586407,15.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
13.0,15.0,2.0,2000.0,2,3672.0,202459,2400.9,1813.7,254.0,446.56116,1.472646,2.17,27989.0,3.475,12.1,28.929476,7.2582574,7.2582573890686035,0.0,592.0,7.1893754,2652.0,33.407696,16.0,256.0,1.0,0.0,0.0,1.0,7.783599,16.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1985.0,2,19.0,1630,1893.3,1165.6,278.0,173.26733,-0.0092976,2.88,15688.0,5.0416665,10.7,2.408969,7.349413,7.34941291809082,1.0,34.0,3.2693975,39.0,3.755772,1.0,1.0,1.0,0.0,0.0,1.0,7.546077,1.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1986.0,2,9.0,1627,1032.7,553.2,278.0,207.92079,1.922358,2.88,16377.0,4.508333,10.7,2.384368,7.2549205,7.254920482635498,1.0,37.0,3.517468,76.0,7.27324,2.0,4.0,1.0,0.0,0.0,1.0,6.939932,2.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1987.0,2,8.0,1624,859.1,492.6,278.0,242.57426,1.757092,2.73,17217.0,3.6416667,8.8,2.3544536,7.134611,7.134611129760742,1.0,52.0,4.8686357,128.0,12.141876,3.0,9.0,1.0,0.0,0.0,1.0,6.755885,3.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1988.0,2,8.0,1607,519.9,497.8,278.0,277.22772,1.239816,2.86,18671.0,3.0416665,11.1,2.3254135,6.984111,6.9841108322143555,1.0,82.0,7.5927334,205.0,19.248234,4.0,16.0,1.0,0.0,0.0,1.0,6.2536364,4.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1989.0,2,8.0,1578,704.2,507.0,278.0,311.8812,2.356388,2.76,20521.0,2.3916667,11.3,2.2998567,6.770846,6.770845890045166,1.0,88.0,8.03954,259.0,24.018377,5.0,25.0,1.0,0.0,0.0,1.0,6.5570626,5.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1990.0,2,10.0,1674,827.8,597.4,278.0,346.53467,3.00647,2.84,22186.0,2.425,11.0,2.3238626,6.5307217,6.530721664428711,1.0,110.0,9.87884,332.0,30.37975,6.0,36.0,1.0,0.0,0.0,1.0,6.7187715,6.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1991.0,2,50.0,1904,2222.2,2626.1,278.0,311.8812,1.365393,2.67,22895.0,2.775,7.7,2.4310448,6.445634,6.445633888244629,1.0,144.0,12.667648,424.0,38.178764,7.0,49.0,1.0,0.0,0.0,1.0,7.706253,7.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1992.0,2,48.0,2185,2601.8,2196.8,278.0,277.22772,1.131562,2.63,24089.0,4.241667,11.2,2.6125202,6.5095077,6.509507656097412,1.0,146.0,12.6012745,488.0,43.1873,8.0,64.0,1.0,0.0,0.0,1.0,7.863959,8.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1993.0,2,77.0,2126,4426.8,3621.8,278.0,242.57426,1.621175,2.51,24555.0,4.366667,8.0,2.5574718,6.4950147,6.495014667510986,1.0,171.0,14.580019,571.0,49.727783,9.0,81.0,1.0,0.0,0.0,1.0,8.395432,9.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1994.0,2,53.0,2182,3936.2,2429.0,278.0,207.92079,1.986278,2.47,24777.0,5.133333,8.7,2.5797954,6.518876,6.518876075744629,1.0,172.0,14.483771,633.0,54.332714,10.0,100.0,1.0,0.0,0.0,1.0,8.277971,10.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1995.0,2,33.0,2209,1954.7,1493.9,278.0,173.26733,4.252366,2.32,25004.0,5.508333,10.3,2.5557003,6.566465,6.566464900970459,1.0,168.0,14.036799,657.0,55.701866,11.0,121.0,1.0,0.0,0.0,1.0,7.577992,11.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1996.0,2,8.0,2225,829.9,359.6,278.0,138.61386,1.086532,2.34,25024.0,5.875,12.1,2.5042472,6.6609898,6.660989761352539,1.0,98.0,8.1411915,609.0,51.241783,12.0,144.0,1.0,0.0,0.0,1.0,6.7213054,12.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1997.0,2,12.0,2169,931.7,553.3,278.0,103.960396,1.569094,2.3,25587.0,5.7916665,13.9,2.4501503,6.7073555,6.707355499267578,1.0,59.0,4.8694334,497.0,41.531197,13.0,169.0,1.0,0.0,0.0,1.0,6.837011,13.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1998.0,2,11.0,2174,426.4,506.0,278.0,69.30693,2.594702,2.22,26132.0,5.65,10.9,2.4276004,6.7508864,6.7508864402771,1.0,38.0,3.1269724,363.0,30.174397,14.0,196.0,1.0,0.0,0.0,1.0,6.055378,14.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,1999.0,2,12.0,1927,1206.3,622.7,278.0,34.653465,1.08435,2.26,26973.0,4.991667,10.8,2.3180203,6.7362638,6.736263751983643,1.0,35.0,2.891845,230.0,19.029442,15.0,225.0,1.0,0.0,0.0,1.0,7.095313,15.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,2.0,2000.0,2,6.0,1779,659.6,337.3,278.0,0.0,0.1421856,2.33,28422.0,3.95,8.9,2.201669,6.686892,6.686892032623291,1.0,36.0,2.9686534,168.0,13.856904,16.0,256.0,1.0,0.0,0.0,1.0,6.4916334,16.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1986.0,2,4.0,175,3389.8,2285.7,302.0,891.4729,0.4999861,2.33,11949.0,8.108334,18.5,0.2107291,8.39443,8.394430160522461,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,8.128527,2.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1987.0,2,3.0,174,1694.9,1724.1,302.0,901.16284,1.054604,2.26,12554.0,7.5499997,15.1,0.2087937,8.363929,8.36392879486084,0.0,9.0,0.91353583,9.0,0.91353583,3.0,9.0,1.0,0.0,0.0,1.0,7.435379,3.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1988.0,2,4.0,173,3448.3,2312.1,302.0,910.8527,1.448337,2.18,13493.0,6.0666666,12.5,0.20651056,8.283954,8.283953666687012,0.0,12.0,1.2171546,21.0,2.1306906,4.0,16.0,1.0,0.0,0.0,1.0,8.145637,4.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1993.0,2,4.0,373,1190.5,1072.4,302.0,651.1628,0.5487219,2.11,18103.0,6.116667,13.1,0.36734465,8.422591,8.422591209411621,0.0,35.0,3.1566567,101.0,9.473505,9.0,81.0,1.0,0.0,0.0,1.0,7.0821285,9.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1994.0,2,1.0,377,568.2,265.3,302.0,558.1395,0.157391,2.12,18707.0,5.45,12.0,0.36842656,8.664792,8.66479206085205,0.0,35.0,3.0563948,115.0,10.455587,10.0,100.0,1.0,0.0,0.0,1.0,6.3424735,10.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1995.0,2,4.0,440,980.4,909.1,302.0,465.11627,-0.0306134,1.98,19426.0,5.258333,14.5,0.39190638,8.832588,8.832588195800781,0.0,39.0,3.3126028,138.0,12.231673,11.0,121.0,1.0,0.0,0.0,1.0,6.887961,11.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,1998.0,2,1.0,485,473.9,206.2,302.0,186.04651,1.072656,2.25,21789.0,5.1416664,13.0,0.4188193,8.929595,8.929594993591309,0.0,18.0,1.4373208,96.0,7.9675007,14.0,196.0,1.0,0.0,0.0,1.0,6.1609964,14.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
16.0,15.0,2.0,2000.0,2,1.0,604,350.9,165.6,302.0,0.0,0.4885283,2.32,24075.0,4.6083336,12.5,0.52657455,8.536294,8.536293983459473,0.0,5.0,0.38469794,37.0,2.9616015,16.0,256.0,1.0,0.0,0.0,1.0,5.8605013,16.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1985.0,2,6002.0,171994,3900.9,3489.7,326.0,254.00229,0.4492414,2.72,15661.0,9.075,15.6,14.739329,7.9198384,7.9198384284973145,0.0,167.0,1.4645807,276.0,2.4195929,1.0,1.0,1.0,0.0,0.0,1.0,8.268963,1.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1986.0,2,6817.0,171027,4742.3,3985.9,326.0,277.24725,0.4727673,2.68,16424.0,8.258333,13.3,14.715361,7.885291,7.88529109954834,0.0,310.0,2.7219968,576.0,5.054052,2.0,4.0,1.0,0.0,0.0,1.0,8.464277,2.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1987.0,2,7933.0,168459,5592.6,4709.2,326.0,300.49222,1.023624,2.66,17347.0,7.4166665,14.4,14.689983,7.764394,7.7643938064575195,0.0,446.0,3.9147658,1000.0,8.775998,3.0,9.0,1.0,0.0,0.0,1.0,8.6292,3.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1988.0,2,8093.0,164911,5505.0,4907.5,326.0,323.73718,1.511545,2.64,18613.0,6.7833333,12.7,14.670662,7.601682,7.601682186126709,0.0,638.0,5.6004643,1561.0,13.701808,4.0,16.0,1.0,0.0,0.0,1.0,8.613412,4.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1989.0,2,10882.0,160148,7501.4,6795.0,326.0,346.98215,1.764677,2.56,19770.0,6.075,12.7,14.650462,7.370788,7.370788097381592,0.0,889.0,7.7914753,2283.0,20.028702,5.0,25.0,1.0,0.0,0.0,1.0,8.922845,5.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1990.0,2,8896.0,155724,6120.9,5712.7,326.0,370.2271,1.562549,2.62,20824.0,6.258333,13.7,14.671716,7.1209683,7.120968341827393,0.0,981.0,8.565205,2954.0,25.87191,6.0,36.0,1.0,0.0,0.0,1.0,8.719464,6.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1991.0,2,7743.0,150521,5198.8,5144.1,326.0,388.34747,1.889388,2.48,21215.0,7.241667,13.5,14.7568445,6.8583755,6.858375549316406,0.0,1226.0,10.597319,3734.0,32.554462,7.0,49.0,1.0,0.0,0.0,1.0,8.556183,7.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1992.0,2,6824.0,148220,4824.6,4604.0,326.0,406.46783,1.587516,2.43,22550.0,7.8333335,15.6,14.857215,6.7560678,6.756067752838135,0.0,1463.0,12.510492,4559.0,39.464493,8.0,64.0,1.0,0.0,0.0,1.0,8.481483,8.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1993.0,2,6725.0,146967,4869.5,4575.9,326.0,424.58817,1.730049,2.38,22962.0,7.383333,13.6,14.962633,6.7377253,6.737725257873535,0.0,1639.0,13.878564,5309.0,45.55158,9.0,81.0,1.0,0.0,0.0,1.0,8.4907465,9.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1994.0,2,6315.0,148885,4971.7,4241.5,326.0,442.70853,2.217911,2.35,23969.0,5.8,12.4,15.036711,6.8115444,6.811544418334961,0.0,1737.0,14.581218,6065.0,51.567593,10.0,100.0,1.0,0.0,0.0,1.0,8.511518,10.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1995.0,2,5251.0,153853,4373.8,3413.0,326.0,460.8289,0.8614938,2.29,25123.0,5.1916666,12.4,15.101199,6.9421606,6.942160606384277,0.0,1778.0,14.806256,6617.0,55.77653,11.0,121.0,1.0,0.0,0.0,1.0,8.383388,11.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1996.0,2,4844.0,157502,3813.0,3075.5,326.0,478.94922,0.9472697,2.3,26449.0,5.3083334,12.1,15.13313,7.0820293,7.082029342651367,0.0,1410.0,11.6509695,6564.0,54.917007,12.0,144.0,1.0,0.0,0.0,1.0,8.246172,12.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1997.0,2,4753.0,159602,3741.5,2978.0,326.0,497.0696,0.6814119,2.26,27729.0,4.825,11.2,15.177665,7.168287,7.1682868003845215,0.0,779.0,6.392731,5704.0,47.431175,13.0,169.0,1.0,0.0,0.0,1.0,8.2272415,13.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1998.0,2,4810.0,161486,3904.1,2978.6,326.0,515.18994,1.514728,2.25,29343.0,4.4666667,10.1,15.199872,7.2384133,7.238413333892822,0.0,714.0,5.818195,4681.0,38.66815,14.0,196.0,1.0,0.0,0.0,1.0,8.269783,14.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,1999.0,2,4916.0,161457,4100.3,3044.8,326.0,533.3103,1.921045,2.27,30212.0,4.45,9.9,15.243498,7.2313905,7.231390476226807,0.0,575.0,4.6524725,3478.0,28.514368,15.0,225.0,1.0,0.0,0.0,1.0,8.318815,15.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
17.0,15.0,2.0,2000.0,2,4079.0,159823,3266.1,2552.2,326.0,551.43066,1.370892,2.24,32185.0,4.5,10.7,15.243497,7.1670127,7.167012691497803,0.0,565.0,4.541492,2633.0,21.40489,16.0,256.0,1.0,0.0,0.0,1.0,8.0913515,16.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1985.0,2,2831.0,43219,7439.6,6550.4,350.0,192.06648,0.120887,2.19,13159.0,7.7083335,12.0,7.8128767,8.336406,8.336405754089355,0.0,23.0,0.42119613,42.0,0.76919115,1.0,1.0,1.0,0.0,0.0,1.0,8.914573,1.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1986.0,2,2842.0,43198,7252.0,6579.0,350.0,214.83646,0.7545153,2.14,13820.0,6.766667,12.7,7.8006907,8.341491,8.341490745544434,0.0,67.0,1.2282588,109.0,1.99745,2.0,4.0,1.0,0.0,0.0,1.0,8.889032,2.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1987.0,2,2376.0,42850,5865.7,5544.9,350.0,237.6064,0.6984184,2.13,14589.0,6.0583334,11.1,7.7855234,8.246006,8.24600601196289,0.0,89.0,1.6259195,194.0,3.5501559,3.0,9.0,1.0,0.0,0.0,1.0,8.676877,3.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1988.0,2,2235.0,42260,5321.8,5288.7,350.0,260.37637,1.005227,2.1,15472.0,5.141667,10.1,7.7737694,8.104595,8.104595184326172,0.0,125.0,2.2757788,304.0,5.551153,4.0,16.0,1.0,0.0,0.0,1.0,8.579567,4.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1989.0,2,2957.0,41388,7143.2,7144.6,350.0,283.14633,0.8929545,2.04,16717.0,4.7083335,13.7,7.761654,7.892724,7.89272403717041,0.0,173.0,3.1319184,454.0,8.261875,5.0,25.0,1.0,0.0,0.0,1.0,8.873917,5.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1990.0,2,3000.0,40218,7541.4,7459.3,350.0,305.91632,0.5337259,2.09,17491.0,5.008333,13.0,7.7458377,7.635398,7.635397911071777,0.0,211.0,3.7964675,598.0,10.830084,6.0,36.0,1.0,0.0,0.0,1.0,8.928164,6.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1991.0,2,2878.0,39605,7079.9,7266.8,350.0,336.65277,1.055152,2.0,17869.0,5.625,15.7,7.826311,7.3089857,7.308985710144043,0.0,262.0,4.66492,771.0,13.869084,7.0,49.0,1.0,0.0,0.0,1.0,8.865015,7.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1992.0,2,2418.0,39728,6020.9,6086.4,350.0,367.38922,1.017135,1.95,19037.0,6.05,11.8,7.9372854,7.179093,7.179092884063721,0.0,330.0,5.815442,976.0,17.408749,8.0,64.0,1.0,0.0,0.0,1.0,8.702992,8.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1993.0,2,2298.0,40120,5517.7,5727.8,350.0,398.1257,1.019704,1.98,19764.0,5.0416665,12.2,8.028793,7.199558,7.199557781219482,0.0,380.0,6.6213408,1183.0,20.89817,9.0,81.0,1.0,0.0,0.0,1.0,8.615716,9.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1994.0,2,2601.0,41064,6269.8,6334.0,350.0,428.86215,1.240626,1.94,20761.0,4.5333333,13.7,8.132802,7.2782445,7.278244495391846,0.0,428.0,7.3875566,1400.0,24.48926,10.0,100.0,1.0,0.0,0.0,1.0,8.7435,10.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1995.0,2,2124.0,42343,5154.1,5016.2,350.0,459.59863,1.635781,1.91,21408.0,4.3416667,9.6,8.217626,7.3911138,7.391113758087158,0.0,485.0,8.288531,1623.0,28.112871,11.0,121.0,1.0,0.0,0.0,1.0,8.547547,11.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1996.0,2,1440.0,43376,3755.4,3319.8,350.0,490.33508,1.457932,1.89,22368.0,3.875,7.5,8.278106,7.4940405,7.494040489196777,0.0,314.0,5.3166156,1607.0,27.614044,12.0,144.0,1.0,0.0,0.0,1.0,8.23095,12.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1997.0,2,1317.0,44445,3441.5,2963.2,350.0,521.07153,2.56444,1.9,23306.0,3.3083334,8.8,8.395073,7.55815,7.558149814605713,0.0,228.0,3.8285437,1455.0,24.821247,13.0,169.0,1.0,0.0,0.0,1.0,8.143662,13.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1998.0,2,1367.0,45024,3831.4,3036.2,350.0,551.808,3.014156,1.91,24894.0,2.9083333,9.4,8.488085,7.586149,7.586149215698242,0.0,145.0,2.4171178,1172.0,19.85081,14.0,196.0,1.0,0.0,0.0,1.0,8.250985,14.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,1999.0,2,1251.0,45019,3505.8,2778.8,350.0,582.5445,3.132785,1.94,25615.0,2.8583333,6.7,8.561814,7.5294185,7.529418468475342,0.0,117.0,1.9354938,804.0,13.497771,15.0,225.0,1.0,0.0,0.0,1.0,8.162174,15.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
18.0,15.0,2.0,2000.0,2,1200.0,44801,3272.1,2678.5,350.0,613.28094,1.208173,1.98,27132.0,2.9166667,8.5,8.653469,7.410665,7.410665035247803,0.0,111.0,1.8220767,601.0,10.003232,16.0,256.0,1.0,0.0,0.0,1.0,8.093187,16.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1985.0,2,407.0,5475,7162.0,7433.8,374.0,314.24936,-0.1152265,2.02,13490.0,7.95,17.9,1.7361516,8.052472,8.052472114562988,0.0,7.0,0.24731505,7.0,0.24731505,1.0,1.0,1.0,0.0,0.0,1.0,8.876545,1.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1986.0,2,301.0,5379,5971.9,5595.8,374.0,342.02692,-0.1222203,2.04,14108.0,6.8166666,12.9,1.7299728,8.018391,8.018390655517578,0.0,16.0,0.57299286,23.0,0.8203079,2.0,4.0,1.0,0.0,0.0,1.0,8.69482,2.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1987.0,2,318.0,5237,6340.3,6072.2,374.0,369.80444,0.081721,2.08,14905.0,5.775,14.5,1.7223381,7.876684,7.876684188842773,0.0,22.0,0.79495305,45.0,1.615261,3.0,9.0,1.0,0.0,0.0,1.0,8.754682,3.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1988.0,2,287.0,5113,5306.5,5613.1,374.0,397.58197,1.122072,1.99,15321.0,4.7083335,9.4,1.7154989,7.685707,7.685707092285156,0.0,24.0,0.8667602,69.0,2.482021,4.0,16.0,1.0,0.0,0.0,1.0,8.576688,4.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1989.0,2,395.0,4943,8432.7,7991.1,374.0,425.35953,0.8915926,1.94,16596.0,4.3166666,10.3,1.7085768,7.4267874,7.426787376403809,0.0,41.0,1.479756,103.0,3.714462,5.0,25.0,1.0,0.0,0.0,1.0,9.039872,5.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1990.0,2,315.0,4860,6236.5,6481.5,374.0,453.13705,0.5816874,2.06,17389.0,4.508333,10.4,1.7091583,7.166944,7.1669440269470215,0.0,39.0,1.4023641,126.0,4.5438333,6.0,36.0,1.0,0.0,0.0,1.0,8.738174,6.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1991.0,2,321.0,4767,5964.9,6733.8,374.0,458.2868,0.2583479,2.01,17804.0,4.575,9.6,1.7603579,6.934662,6.934661865234375,0.0,80.0,2.8595808,184.0,6.608461,7.0,49.0,1.0,0.0,0.0,1.0,8.693647,7.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
19.0,15.0,2.0,1992.0,2,293.0,4875,6071.0,6010.3,374.0,463.43652,0.1379765,1.9,18834.0,4.491667,11.5,1.8184069,6.9182134,6.918213367462158,0.0,73.0,2.590121,233.0,8.331821,8.0,64.0,1.0,0.0,0.0,1.0,8.711279,8.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
