state,year,policy,fatalities,employment,rate,union,trtraut,pctttu,mlc,pctmlc,manuf,pctmanufacturing,ST,RTW,lr
KY,1996,-0.5419079,141,1666.9,8.458816,12.8,351,21.05705,101.7,6.101146,297.8,17.8655,KY,0,2.135209
KY,1997,-0.4370466,143,1699.8,8.412754,12.3,350.8,20.63772,107,6.294858,303.8,17.87269,KY,0,2.129749
KY,1998,-0.2987035,117,1752.3,6.676939,13.2,372.7,21.26919,107.8,6.151915,306.7,17.50271,KY,0,1.89866
KY,1999,-0.3099895,120,1792.1,6.696055,11.7,383.2,21.38274,109.4,6.10457,309.2,17.2535,KY,0,1.901519
KY,2000,-0.3859916,132,1818.7,7.257932,12.2,392.4,21.57585,104.8,5.762358,310.9,17.09463,KY,0,1.982095
KY,2001,-0.4213628,105,1791,5.862647,11.5,377.4,21.07203,109.1,6.091569,288,16.0804,KY,0,1.768601
KY,2002,-0.4493206,146,1774.7,8.226743,10.2,371.8,20.95002,103,5.803798,273.8,15.42796,KY,0,2.10739
KY,2003,-0.4196231,145,1768.9,8.197185,10.5,371.9,21.02436,101.3,5.726723,264.6,14.95845,KY,0,2.103791
KY,2004,-0.4910729,143,1790.6,7.98615,9.7,374,20.88685,103.5,5.780185,264,14.74366,KY,0,2.077709
KY,2005,-0.5296512,122,1821.9,6.696306,9.8,379.7,20.84088,106.6,5.851035,261.5,14.35315,KY,0,1.901556
KY,2006,-0.6586977,147,1837.6,7.999565,9.9,380.3,20.69547,105.8,5.75751,261.3,14.21963,KY,0,2.079387
KY,2007,-0.6328022,112,1851.1,6.050457,9.2,384.4,20.76603,107.2,5.791151,253,13.66755,KY,0,1.800134
KY,2008,-0.6553528,106,1841.8,5.755239,8.7,382.2,20.75144,109.6,5.9507,243.8,13.23705,KY,0,1.750111
KY,2009,-0.6247771,101,1751.7,5.765828,8.7,361.7,20.64851,94.8,5.411886,209.2,11.94268,KY,0,1.751949
KY,2010,-0.7139933,69,1758.8,3.923129,9,362.1,20.5879,89.5,5.088697,210.1,11.94564,KY,0,1.36689
KY,2011,-0.7687618,93,1790.1,5.19524,9,367.2,20.51282,91.7,5.122619,213.2,11.90995,KY,0,1.647743
KY,2012,-0.7547961,91,1808.6,5.031516,10.1,369.5,20.43017,86.8,4.799292,225.1,12.44609,KY,0,1.615721
KY,2013,-0.7264628,86,1833.3,4.690994,11.4,371.3,20.2531,86,4.690994,228.1,12.44204,KY,0,1.545645
KY,2014,-0.6976645,82,1863,4.401503,11.1,378.7,20.32743,89.8,4.820182,236.2,12.67848,KY,0,1.481946
KY,2015,,99,1888.9,5.241146,11.1,389.5,20.62047,89.7,4.748796,242.2,12.82228,KY,0,1.65654
KY,2016,,92,1916.8,4.799666,11.10785,399.3,20.83159,86.3,4.502295,248.9,12.98518,KY,0,1.568546
LA,1990,-0.8253222,,1598.7,,7.9,354.8,22.19303,153.6,9.607806,178.2,11.14656,LA,1,
LA,1991,-0.842478,,1611.2,,8,351.2,21.79742,155.2,9.632572,178.4,11.07249,LA,1,
LA,1992,-0.8743854,153,1626.4,9.40728,8,346.1,21.28013,145.3,8.933842,176.5,10.85219,LA,1,2.241484
LA,1993,-0.9002575,171,1656.8,10.3211,9.6,357.1,21.5536,144.7,8.733704,176.5,10.65307,LA,1,2.33419
LA,1994,-0.8982586,187,1729.4,10.813,7.8,364.7,21.08824,154.2,8.916388,179.8,10.39667,LA,1,2.380749
LA,1995,-0.9474014,139,1778.8,7.814257,7.1,367.8,20.67686,156.9,8.820553,182,10.23162,LA,1,2.05595
LA,1996,-0.969261,134,1811.9,7.395552,8.2,371.8,20.5199,164.9,9.100944,183.6,10.13301,LA,1,2.000879
LA,1997,-0.8888429,137,1851,7.401405,7,376,20.31334,175.9,9.502972,186,10.04862,LA,1,2.00167
LA,1998,-0.9888666,159,1894.2,8.394045,7.9,388.6,20.51526,187.2,9.8828,185.9,9.81417,LA,1,2.127522
LA,1999,-0.959806,141,1893.2,7.447708,8.2,387.4,20.46271,170.4,9.000634,180.1,9.512994,LA,1,2.007906
LA,2000,-0.9701365,143,1916.6,7.461129,7.1,391,20.40071,176.9,9.229886,176.7,9.219451,LA,1,2.009707
LA,2001,-0.9747757,117,1914.5,6.111256,7.9,389.1,20.32384,179.3,9.36537,170.8,8.92139,LA,1,1.810132
LA,2002,-0.8816772,103,1896.6,5.430771,8.4,384.3,20.26258,167.6,8.836866,160.2,8.446694,LA,1,1.692081
LA,2003,-0.8628196,95,1903.1,4.991856,6.5,379.9,19.96217,166.8,8.764647,154.7,8.128842,LA,1,1.607808
LA,2004,-0.8508956,121,1918.8,6.306025,7.7,379.2,19.76235,159.2,8.296852,153.3,7.989368,LA,1,1.841505
LA,2005,-0.8672742,111,1950,5.692307,6.5,386.5,19.82051,167.8,8.605128,155.1,7.953846,LA,1,1.739116
LA,2006,-0.9581314,118,1861.3,6.339655,6.4,375.8,20.19019,179.2,9.62768,153,8.220061,LA,1,1.846824
LA,2007,-0.8555598,139,1918.5,7.245244,5.6,382.3,19.92703,186.4,9.715924,157.2,8.193901,LA,1,1.980345
LA,2008,-0.8259245,135,1944.4,6.943016,4.7,383.9,19.74388,191.3,9.838511,152.7,7.853323,LA,1,1.937736
LA,2009,-0.7883368,140,1894.7,7.389032,5.8,369.6,19.50705,179.2,9.457962,140,7.389032,LA,1,1.999997
LA,2010,-0.8858954,111,1886.4,5.884224,4.4,367.5,19.48155,175.6,9.308736,137.5,7.289016,LA,1,1.772275
LA,2011,-0.9788527,111,1905.1,5.826466,4.5,375.1,19.68925,177,9.290851,140.3,7.364443,LA,1,1.762411
LA,2012,-0.983012,116,1923.4,6.030987,6.3,377,19.60071,180.1,9.363626,142.8,7.424353,LA,1,1.796911
LA,2013,-1.072427,114,1956.2,5.827625,4.4,383.5,19.60434,186.7,9.544014,144.8,7.402106,LA,1,1.762609
LA,2014,-1.040501,120,1989.6,6.031363,5.3,390.6,19.63209,197,9.901487,147.8,7.428629,LA,1,1.796973
LA,2015,,112,1997.3,5.60757,5.9,393.8,19.71662,188,9.412707,143.7,7.194713,LA,1,1.724118
LA,2016,,95,1961,4.844467,4.184989,386.9,19.72973,175.4,8.944416,134.6,6.863845,LA,1,1.577837
MA,1990,1.579071,,2973.6,,17.7,567.2,19.07452,99.4,3.34275,477.2,16.04789,MA,0,
MA,1991,1.553967,,2810,,17.6,523.3,18.62278,76.9,2.736655,443.9,15.79715,MA,0,
MA,1992,1.456304,67,2795.6,2.396623,17.1,512.7,18.33953,73.4,2.625555,429.5,15.36343,MA,0,0.8740608
MA,1993,1.523846,85,2853.4,2.978902,17.3,521.3,18.26943,80.8,2.83171,418.1,14.65269,MA,0,1.091555
MA,1994,1.527952,74,2918.6,2.535462,16,530.6,18.17995,88.7,3.039128,414,14.18488,MA,0,0.9303759
MA,1995,1.449468,66,2990.3,2.207136,16.2,541.9,18.12193,92.1,3.079958,411.9,13.77454,MA,0,0.791696
MA,1996,1.422845,62,3050.3,2.032587,15.5,551,18.0638,96.8,3.173458,410.2,13.44786,MA,0,0.7093094
MA,1997,1.646095,69,3115,2.215088,15.2,561.4,18.02247,102.8,3.30016,413.6,13.27769,MA,0,0.7952923
MA,1998,1.846292,44,3195.9,1.376764,16.1,576.6,18.04187,111.2,3.479458,411.5,12.87587,MA,0,0.3197358
MA,1999,1.753523,83,3259.1,2.546715,16.4,590.9,18.13077,120.2,3.688135,399.7,12.26412,MA,0,0.9348044
MA,2000,1.817414,70,3345.3,2.092488,14.4,595.1,17.78914,132.4,3.957792,405.4,12.11849,MA,0,0.7383538
MA,2001,1.748388,54,3340.3,1.616621,14.9,590.7,17.68404,141.2,4.227165,382,11.4361,MA,0,0.4803383
MA,2002,1.774723,46,3268.3,1.407459,14.5,580.2,17.75235,142,4.344767,344.9,10.55289,MA,0,0.3417863
MA,2003,1.783289,78,3207.2,2.432028,14.3,573.4,17.87852,138.5,4.318408,320.2,9.983787,MA,0,0.8887255
MA,2004,1.909455,72,3216,2.238806,13.5,570.9,17.75187,141.3,4.393657,313.8,9.757463,MA,0,0.8059427
MA,2005,2.025423,75,3236.6,2.317246,13.9,570.8,17.63579,142.9,4.415127,303.6,9.380214,MA,0,0.8403796
MA,2006,1.880919,66,3272.4,2.016868,14.5,570.8,17.44286,142.4,4.351546,298.7,9.127857,MA,0,0.701546
MA,2007,1.917756,75,3309.4,2.266272,13.2,569.8,17.21762,139.6,4.218287,293.5,8.868677,MA,0,0.8181361
MA,2008,2.003363,68,3320.8,2.047699,15.8,569.1,17.13744,133.4,4.017104,285.5,8.597326,MA,0,0.7167169
MA,2009,2.058894,64,3192.2,2.004887,16.7,538.4,16.86611,109.4,3.427104,253.8,7.95063,MA,0,0.6955876
MA,2010,2.016196,54,3222.4,1.67577,14.5,545,16.91286,107.7,3.342229,252.3,7.829568,MA,0,0.5162725
MA,2011,2.018628,68,3264.9,2.082759,14.7,548.8,16.80909,113.1,3.464118,253,7.749089,MA,0,0.7336935
MA,2012,2.0913,44,3315.7,1.32702,14.4,551.6,16.63601,116.2,3.504539,250.6,7.557981,MA,0,0.2829358
MA,2013,2.153217,57,3373.1,1.68984,13.6,557.5,16.52782,124.7,3.696896,249.7,7.402686,MA,0,0.5246339
MA,2014,2.215768,55,3430.3,1.603358,13.7,551.9,16.08897,130.7,3.810162,248.7,7.250095,MA,0,0.4721003
MA,2015,,69,3513.7,1.963742,13,571.7,16.2706,141.9,4.038478,249.3,7.095085,MA,0,0.6748518
MA,2016,,109,3573.8,3.049975,12.07501,577.3,16.15367,146.4,4.09648,245.5,6.869439,MA,0,1.115133
MD,1990,0.7869144,,2176.4,,14.7,441.5,20.28579,157.5,7.236721,199.7,9.175703,MD,0,
MD,1991,0.8294199,,2097.5,,14.3,421.6,20.10012,132.1,6.297974,186.1,8.872467,MD,0,
MD,1992,0.8034219,103,2087.3,4.934605,15.7,413.7,19.81986,122.4,5.864035,178.9,8.570881,MD,0,1.596273
MD,1993,0.9567661,82,2110.6,3.885151,15.7,416.3,19.72425,124.2,5.884583,174.7,8.277267,MD,0,1.357162
MD,1994,1.331084,80,2152.1,3.717299,16.1,426.6,19.8225,133.4,6.198597,175.5,8.154825,MD,0,1.312997
MD,1995,1.329885,86,2188.3,3.929991,15,435,19.87844,132.9,6.073207,175.7,8.029063,MD,0,1.368637
MD,1996,1.454769,82,2230.9,3.675647,14.9,436.1,19.54816,140.8,6.311354,173.3,7.768165,MD,0,1.301729
MD,1997,1.423999,82,2278.3,3.599175,15.1,444.3,19.50138,142.8,6.267831,174.6,7.663609,MD,0,1.280705
MD,1998,1.335274,78,2336.8,3.337898,14.2,450.5,19.2785,145.6,6.230743,172.7,7.390449,MD,0,1.205341
MD,1999,1.367247,82,2397.5,3.420229,15.1,463.6,19.33681,153.9,6.419187,172.6,7.199166,MD,0,1.229708
MD,2000,1.360327,84,2464.5,3.408399,14.7,473.5,19.21282,162.4,6.589572,172.8,7.011564,MD,0,1.226243
MD,2001,1.546912,64,2475.3,2.585545,13.8,465.8,18.81792,167.2,6.754737,166.3,6.718378,MD,0,0.9499364
MD,2002,1.575932,102,2486.4,4.102316,14.7,463.5,18.64141,167.1,6.72056,154.5,6.213803,MD,0,1.411552
MD,2003,1.54149,92,2491.2,3.692999,14.3,462.8,18.57739,170.1,6.828035,144.5,5.800417,MD,0,1.306439
MD,2004,1.512074,81,2525.8,3.206905,10.9,467.9,18.52482,179.1,7.090823,142.2,5.6299,MD,0,1.165306
MD,2005,1.522637,95,2568.1,3.699233,13.4,473.3,18.42997,186.6,7.266072,139.3,5.424243,MD,0,1.308125
MD,2006,1.535917,106,2594.4,4.085723,13.2,474.8,18.30096,190.2,7.331175,135.4,5.218933,MD,0,1.407499
MD,2007,1.671212,82,2617.6,3.132641,12.9,474.5,18.12729,190.7,7.285299,132.5,5.061889,MD,0,1.141876
MD,2008,1.669621,60,2605.6,2.302732,12.7,464.2,17.81547,178.6,6.854467,128.7,4.939362,MD,0,0.8340964
MD,2009,1.772373,65,2522.9,2.5764,12.7,437.1,17.3253,151.8,6.016885,117.7,4.665266,MD,0,0.9463932
MD,2010,1.669025,71,2534.3,2.801563,11.6,439.8,17.3539,145.5,5.74123,114.6,4.521959,MD,0,1.030177
MD,2011,1.659109,71,2553.6,2.780388,12.5,445.2,17.43421,144.7,5.66651,113,4.425125,MD,0,1.022591
MD,2012,1.748278,72,2583.2,2.787241,10.6,448.5,17.36219,144.4,5.589966,109.5,4.238928,MD,0,1.025052
MD,2013,1.721295,79,2610.4,3.026356,11.6,451.7,17.30386,147.9,5.665798,106.2,4.068342,MD,0,1.107359
MD,2014,1.965975,74,2637.1,2.806113,11.9,456.8,17.32206,151.8,5.756323,103.6,3.928558,MD,0,1.0318
MD,2015,,69,2680.5,2.574147,10.5,464.6,17.33259,157.1,5.860847,104.9,3.913449,MD,0,0.945518
MD,2016,,92,2714.7,3.388956,10.98167,468.6,17.26158,162.3,5.978561,103.4,3.808892,MD,0,1.220522
ME,1990,0.701323,,529.3,,17.7,110.4,20.85774,32.3,6.102399,93,17.57038,ME,0,
ME,1991,0.6185652,,511.5,,18.5,105.6,20.64516,24.4,4.770284,86.8,16.9697,ME,0,
ME,1992,0.6533166,19,513.5,3.700097,15.1,105.8,20.6037,24.2,4.712756,84,16.35833,ME,0,1.308359
ME,1993,0.5859984,20,520.2,3.844675,14.3,109.1,20.9727,23.6,4.536716,82.5,15.85929,ME,0,1.346689
ME,1994,0.6483023,22,531.5,4.139229,15.7,111.1,20.9031,23.5,4.421449,83,15.61618,ME,0,1.420509
ME,1995,0.7329209,18,537.7,3.347592,15.8,112.3,20.88525,23.8,4.42626,83.1,15.45471,ME,0,1.208241
ME,1996,0.6840871,23,544.1,4.227164,14.7,112.7,20.7131,26.1,4.796912,80.9,14.86859,ME,0,1.441531
ME,1997,0.8205612,19,556.2,3.416037,13.7,114.7,20.62208,25.9,4.656599,81,14.56311,ME,0,1.228481
ME,1998,0.7443568,26,570.1,4.560604,12.7,115.7,20.29469,27.6,4.841256,80.9,14.19049,ME,0,1.517455
ME,1999,0.8469272,32,588.1,5.441251,15.7,119.9,20.38769,31.7,5.39024,80.1,13.62013,ME,0,1.694009
ME,2000,0.9550619,26,604.8,4.298942,14.3,123.3,20.38691,32,5.291005,80.4,13.29365,ME,0,1.458369
ME,2001,1.018883,23,607.3,3.787255,13,123.2,20.28651,32.3,5.318624,73.9,12.16862,ME,0,1.331641
ME,2002,1.054234,30,606.9,4.943154,13.1,123.6,20.36579,32,5.272697,67.4,11.10562,ME,0,1.598004
ME,2003,1.066921,23,607.5,3.786008,12.9,123.6,20.34568,33.3,5.481482,63.6,10.46914,ME,0,1.331312
ME,2004,1.254413,16,612.8,2.610966,11.3,125.4,20.46345,33.2,5.417755,63.2,10.31332,ME,0,0.9597203
ME,2005,1.555148,15,612.5,2.44898,11.9,125.1,20.42449,33.5,5.469388,60.8,9.926531,ME,0,0.8956714
ME,2006,1.593652,20,615.9,3.24728,12,125.2,20.32798,34.3,5.569086,59.8,9.709369,ME,0,1.177818
ME,2007,1.491001,21,617.6,3.400259,11.8,125.9,20.38536,33.6,5.440414,59.4,9.617876,ME,0,1.223852
ME,2008,1.449459,24,616.8,3.891051,12.5,124.3,20.1524,31.5,5.107004,58.9,9.549287,ME,0,1.358679
ME,2009,1.458777,16,592.1,2.702246,11.8,118.3,19.97973,27.1,4.57693,51.3,8.664077,ME,0,0.9940833
ME,2010,1.429048,20,590.2,3.388682,11.7,117.1,19.84073,26.7,4.52389,50.6,8.573365,ME,0,1.220441
ME,2011,1.387885,26,595.5,4.366079,11.4,117.1,19.66415,27.9,4.685139,50.5,8.480268,ME,0,1.473865
ME,2012,1.364798,19,597.9,3.177789,11.6,116.8,19.53504,28,4.683057,50.6,8.462954,ME,0,1.156186
ME,2013,1.436388,19,602.5,3.153527,11.3,118.6,19.68465,28.1,4.6639,50.6,8.39834,ME,0,1.148522
ME,2014,1.46764,19,605.6,3.137384,11.1,119,19.64993,28.5,4.706077,50.2,8.2893,ME,0,1.143389
ME,2015,,15,612.1,2.45058,11.6,120.1,19.62098,29.2,4.770463,50.6,8.266623,ME,0,0.8963247
ME,2016,,18,618.1,2.91215,11.40011,121,19.57612,29.1,4.707976,50.7,8.202557,ME,0,1.068892
MI,1990,0.9223556,,3961.1,,25.6,776.6,19.60567,152.6,3.852465,830.9,20.9765,MI,0,
MI,1991,0.8456809,,3872.9,,24.9,752.4,19.4273,139.9,3.61228,783.9,20.24065,MI,0,
MI,1992,0.8894366,143,3929,3.639603,25.8,755.5,19.22881,138.3,3.51998,791.9,20.15526,MI,0,1.291875
MI,1993,0.790135,160,3987.5,4.012539,24.8,769,19.28527,142.6,3.576175,787.8,19.75674,MI,0,1.389424
MI,1994,0.6628938,180,4167.9,4.318722,24,797,19.12234,154.2,3.699705,844.4,20.2596,MI,0,1.46296
MI,1995,0.7841516,149,4281.4,3.48017,23.9,815.9,19.05685,163.7,3.823516,863.5,20.16864,MI,0,1.247081
MI,1996,0.5438657,155,4361.6,3.553742,24.2,828,18.98386,180.5,4.13839,858.8,19.69002,MI,0,1.268001
MI,1997,0.6315784,174,4439.7,3.919184,23.4,842.5,18.97651,194,4.369665,866.9,19.52609,MI,0,1.365883
MI,1998,0.5929531,179,4511.1,3.96799,21.9,852.9,18.9067,196.6,4.358139,880.5,19.51852,MI,0,1.37826
MI,1999,0.4492337,182,4594.7,3.961086,21.6,870.5,18.94574,206.9,4.503015,894.2,19.46155,MI,0,1.376518
MI,2000,0.500083,156,4681,3.332621,21,876.9,18.73318,221.4,4.729759,885.5,18.9169,MI,0,1.203759
MI,2001,0.3906542,175,4553.7,3.843029,22.1,856.2,18.80229,215.8,4.739004,799.7,17.56154,MI,0,1.346261
MI,2002,0.3493997,152,4490.7,3.384773,21.3,833.6,18.56281,207.3,4.616207,751.4,16.73236,MI,0,1.219287
MI,2003,0.3573789,152,4400.6,3.454074,22,815.1,18.52247,199.1,4.524383,704.9,16.01827,MI,0,1.239555
MI,2004,0.4067601,127,4400.1,2.886298,21.7,808.8,18.3814,200.2,4.549897,690.5,15.69283,MI,0,1.059975
MI,2005,0.4520101,110,4384.5,2.508838,20.6,806.1,18.38522,197.9,4.513628,660.5,15.06443,MI,0,0.9198197
MI,2006,0.3992664,157,4310.6,3.642184,19.7,793.1,18.39883,184.5,4.280147,633.6,14.69865,MI,0,1.292584
MI,2007,0.3300858,120,4260.1,2.816835,19.6,784.8,18.4221,173.5,4.072674,605.8,14.22032,MI,0,1.035614
MI,2008,0.3182789,123,4158.6,2.957726,19,767.9,18.46535,160.5,3.859472,555,13.34584,MI,0,1.084421
MI,2009,0.4837003,94,3831.3,2.453475,18.8,712,18.58377,129.7,3.385274,444.7,11.60703,MI,0,0.8975055
MI,2010,0.4283938,146,3864.7,3.777784,16.6,711.7,18.4154,128.9,3.335317,460.7,11.92072,MI,0,1.329137
MI,2011,0.3720917,141,3967.1,3.554234,17.6,723.7,18.24254,134.9,3.400469,504.7,12.72214,MI,0,1.268139
MI,2012,0.2039064,137,4038.4,3.392433,16.8,729.7,18.06904,134.2,3.323098,531,13.14877,MI,1,1.221547
MI,2013,0.2856247,135,4117.6,3.278609,16.4,747.2,18.14649,141.9,3.446182,548.6,13.3233,MI,1,1.187419
MI,2014,0.2737707,143,4192.9,3.410527,14.7,759.4,18.11157,152.1,3.627561,576.6,13.75182,MI,1,1.226867
MI,2015,,134,4252.5,3.151088,15.3,772.3,18.16108,155.6,3.659024,590.4,13.8836,MI,1,1.147748
MI,2016,,162,4332.3,3.739353,14.46099,785.5,18.13125,162,3.739353,598.8,13.82176,MI,1,1.318913
MN,1990,0.9033484,,2140.7,,20.6,451,21.06787,86.1,4.022049,341.9,15.97141,MN,0,
MN,1991,0.7681707,,2149.3,,21.9,445,20.70442,82.6,3.843112,340.1,15.82376,MN,0,
MN,1992,0.7560878,103,2200.3,4.68118,22.6,451.3,20.51084,83.3,3.785847,342.6,15.5706,MN,0,1.54355
MN,1993,1.244838,113,2253.6,5.0142,21.6,460.1,20.41622,84.3,3.740682,351.6,15.6017,MN,0,1.612274
MN,1994,1.308101,82,2326.4,3.524759,19.8,477.9,20.54247,89,3.825653,362.1,15.56482,MN,0,1.259812
MN,1995,1.286516,84,2395.4,3.506721,20.6,488,20.37238,91.8,3.832345,377.5,15.75937,MN,0,1.254681
MN,1996,1.196557,92,2447,3.759706,20.7,496,20.26972,98.7,4.03351,382.4,15.6273,MN,0,1.324341
MN,1997,1.32838,72,2507.9,2.870928,20.1,506.4,20.19219,103,4.107022,391.5,15.61067,MN,0,1.054635
MN,1998,1.357949,88,2570.4,3.423592,19.1,523.3,20.3587,110.4,4.295052,396.9,15.44118,MN,0,1.23069
MN,1999,1.483581,72,2632.6,2.734939,19.5,532,20.20816,120.4,4.573425,395.8,15.03457,MN,0,1.006109
MN,2000,1.430252,68,2692.2,2.525815,18.4,540.5,20.07652,127.5,4.735904,398,14.78345,MN,0,0.9265639
MN,2001,1.508293,76,2678.6,2.837303,18,539.2,20.12992,130.2,4.860748,372.3,13.89905,MN,0,1.042854
MN,2002,1.453956,81,2663,3.041682,17.8,522.9,19.63575,131.7,4.94555,354.3,13.30454,MN,0,1.112411
MN,2003,1.403467,72,2659.7,2.707072,17.1,519.9,19.54732,131.9,4.959206,340.9,12.81723,MN,0,0.9958677
MN,2004,1.338697,80,2682.8,2.981959,17.6,526.2,19.61384,135.2,5.039511,343.6,12.80751,MN,0,1.092581
MN,2005,1.359934,87,2732,3.18448,15.8,528.9,19.35944,137.6,5.036603,347.7,12.72694,MN,0,1.158289
MN,2006,1.311002,78,2755.3,2.830908,16,526.9,19.12314,131.4,4.768991,346.4,12.57213,MN,0,1.040597
MN,2007,1.307269,72,2769.6,2.599653,16.3,528.9,19.09662,124.6,4.498845,340.9,12.30864,MN,0,0.9553782
MN,2008,1.15391,65,2760.8,2.35439,16.2,520.9,18.86772,115.8,4.194437,335.3,12.14503,MN,0,0.8562818
MN,2009,1.117745,61,2634,2.315869,15.3,493.4,18.73197,95.4,3.621868,293.3,11.13516,MN,0,0.8397852
MN,2010,1.125959,70,2640,2.651515,15.9,490.3,18.57197,92.7,3.511364,293.7,11.125,MN,0,0.9751313
MN,2011,1.075009,60,2692.2,2.228661,15.3,498.7,18.52388,98.9,3.673575,302.1,11.22131,MN,0,0.8014008
MN,2012,1.022369,70,2727.1,2.566829,14.4,502.8,18.43717,101.5,3.721902,305.9,11.21704,MN,0,0.9426714
MN,2013,1.246484,69,2773.4,2.487921,14.4,512.2,18.46831,109.1,3.9338,306.7,11.05863,MN,0,0.9114474
MN,2014,1.175604,62,2824.1,2.19539,14.3,517.8,18.33504,116.4,4.121667,313.5,11.10088,MN,0,0.7863596
MN,2015,,74,2860.7,2.586779,14.3,525.5,18.36963,123.1,4.303143,317.5,11.09868,MN,0,0.9504136
MN,2016,,92,2904.1,3.167935,14.21276,533.6,18.37402,121.7,4.190627,317.9,10.94659,MN,0,1.15308
MO,1990,-0.2609405,,2351.9,,13.9,505.5,21.49326,101.2,4.302904,393.7,16.73966,MO,0,
MO,1991,-0.3559888,,2317.5,,14.3,496.6,21.42826,93.7,4.04315,375.3,16.19417,MO,0,
MO,1992,-0.3738882,140,2340.7,5.981117,13.9,494.8,21.13898,95.1,4.062887,365.6,15.61926,MO,0,1.788607
MO,1993,-0.3505618,131,2398.8,5.461064,14.4,497.9,20.75621,101.4,4.227114,363.2,15.1409,MO,0,1.697644
MO,1994,-0.3650383,155,2485.8,6.235417,14.9,511.6,20.5809,117.4,4.722826,369.8,14.8765,MO,0,1.830245
MO,1995,-0.3728173,125,2526.7,4.947164,14.7,518.8,20.53271,116.6,4.614715,378.6,14.98397,MO,0,1.598814
MO,1996,-0.3955987,140,2568.5,5.450652,15.4,522.8,20.35429,121.1,4.714814,373.1,14.52599,MO,0,1.695735
MO,1997,-0.2669598,123,2649.7,4.642035,14.7,534.8,20.18342,126.2,4.762804,378.7,14.29218,MO,0,1.535153
MO,1998,-0.0708987,145,2692.6,5.385129,13.9,542.8,20.15895,133,4.939464,378.8,14.06819,MO,0,1.683641
MO,1999,-0.122968,165,2727.3,6.04994,14.5,552.9,20.2728,142.3,5.217615,372.6,13.66186,MO,0,1.800048
MO,2000,-0.1676158,148,2748.2,5.385343,13.3,556.8,20.26053,144,5.239793,361.3,13.14679,MO,0,1.683681
MO,2001,-0.0766761,145,2729.9,5.31155,13.6,543.5,19.90915,146.2,5.355507,341.5,12.50962,MO,0,1.669884
MO,2002,-0.1283153,175,2691.2,6.502676,13.3,538.8,20.02081,138.6,5.150119,325,12.0764,MO,0,1.872214
MO,2003,-0.2096104,154,2675.1,5.756794,13.3,531.1,19.85346,138.6,5.181115,313.4,11.71545,MO,0,1.750381
MO,2004,-0.1841406,165,2700.1,6.110885,12.4,531.7,19.69186,142.7,5.284989,315.4,11.68105,MO,0,1.810072
MO,2005,-0.2315495,185,2751.6,6.723361,11.5,542.6,19.71944,150,5.451374,312,11.33886,MO,0,1.905588
MO,2006,-0.3067042,167,2776.9,6.0139,10.9,544.6,19.6118,152.2,5.480932,309.2,11.13472,MO,0,1.794073
MO,2007,-0.3818426,156,2798,5.575411,10.7,546.3,19.52466,153.7,5.493209,300.8,10.75054,MO,0,1.718366
MO,2008,-0.4054353,148,2791.1,5.302569,11.3,542,19.41887,145.4,5.209415,288.5,10.33643,MO,0,1.668191
MO,2009,-0.6250288,142,2677.9,5.302662,9.5,516.9,19.30244,119.8,4.473655,252,9.410358,MO,0,1.668209
MO,2010,-0.7429146,106,2670.2,3.96974,10,513.7,19.23826,109.4,4.097071,246.5,9.231518,MO,0,1.378701
MO,2011,-0.7528737,132,2666.5,4.950309,10.9,513.4,19.2537,108.3,4.061504,248.8,9.330584,MO,0,1.59945
MO,2012,-0.7924904,88,2685.3,3.277101,9,512,19.06677,108,4.021897,252.1,9.38815,MO,0,1.186959
MO,2013,-0.8465447,118,2713.4,4.348787,8.7,517.4,19.06833,112.6,4.149775,252.8,9.316725,MO,0,1.469897
MO,2014,-0.8095019,106,2746.4,3.859598,8.4,524.4,19.09409,114.7,4.176376,257.4,9.372269,MO,0,1.350563
MO,2015,,117,2805.2,4.170825,8.9,540.6,19.27135,119.1,4.245687,261.3,9.314844,MO,0,1.428114
MO,2016,,124,2848.3,4.353474,9.640661,545.5,19.15178,124.8,4.381561,263.5,9.251132,MO,0,1.470974
MS,1990,-2.086495,,931.2,,8,188.7,20.26418,47.3,5.079467,231.2,24.82818,MS,1,
MS,1991,-2.050787,,933.7,,8.3,183.6,19.6637,44.7,4.787405,232,24.84738,MS,1,
MS,1992,-2.118959,123,964,12.75934,9.3,186.6,19.35685,46,4.771784,236,24.48133,MS,1,2.546263
MS,1993,-2.313008,121,1005.1,12.0386,7.6,191.4,19.04288,49.1,4.885086,238.4,23.71903,MS,1,2.488118
MS,1994,-2.00359,126,1066.1,11.81878,6.5,200.6,18.81625,53.4,5.008911,245.7,23.04662,MS,1,2.46969
MS,1995,-2.061007,128,1079.2,11.86064,5.3,206.9,19.17161,56.6,5.244626,240.7,22.30356,MS,1,2.473225
MS,1996,-2.195145,103,1092.8,9.425329,5.9,211.1,19.31735,59.6,5.45388,230.5,21.09261,MS,1,2.243401
MS,1997,-2.210736,104,1109.9,9.370214,5.4,213.4,19.22696,62.9,5.667177,227.8,20.52437,MS,1,2.237536
MS,1998,-2.163211,113,1138.8,9.922726,5.7,218.5,19.18686,66.9,5.874605,233.2,20.4777,MS,1,2.294828
MS,1999,-2.118561,128,1160.1,11.03353,6.3,226,19.48108,64.9,5.594345,232.7,20.05861,MS,1,2.400939
MS,2000,-2.027215,125,1155.7,10.81596,6.1,227.4,19.67639,63.6,5.503158,221.4,19.15722,MS,1,2.381022
