state,year,tot_acc_all,DUI_1620,tot_acc_nt,tot_acc_dt,tot_acc_we,tot_acc_wd,nonDUI_1620,ur1620_r,mw2,mwdef,bac,pc_perinc,lpc_perinc,beertax,realbeertax,cpi,cpi2006,pop,pop1620,lpop
17.0,2010.0,134,19.95,71,63,48,86,114.05,21.49445,8.13,7.4907146,1,42154,10.649085,0.231,0.2128358,213.96683,197.142,12839695.0,919379.0,16.368052
17.0,2011.0,119,22.9,63,56,44,75,96.1,18.524698,8.25,7.3402753,1,44303,10.698808,0.23,0.20463797,221.575,197.142,12855970.0,912275.0,16.369318
17.0,2012.0,111,25.1,68,43,56,55,85.9,24.657825,8.25,7.1892705,1,46067,10.737852,0.23,0.20042814,226.229,197.142,12868192.0,899831.0,16.37027
17.0,2013.0,127,30.95,68,59,53,74,96.05,25.761328,8.25,7.0922427,1,46477,10.746713,0.23,0.19772314,229.324,197.142,12882135.0,884113.0,16.371351
18.0,1991.0,200,47.1,116,84,94,106,152.9,14.579543,4.14,6.0794625,0,18005,9.798405,0.115,0.16887397,134.25,197.142,5616388.0,431713.0,15.5412
18.0,1992.0,184,39.85,90,93,88,95,144.15,16.956406,4.25,6.0644436,0,19311,9.86843,0.115,0.16409671,138.15834,197.142,5674547.0,418523.0,15.551501
18.0,1993.0,176,32.9,73,102,79,96,143.1,14.372173,4.25,5.897954,0,20137,9.910315,0.115,0.15959169,142.05833,197.142,5739019.0,417053.0,15.5627985
18.0,1994.0,212,31.28333,93,119,96,116,180.71667,12.593478,4.25,5.752842,0,21201,9.961803,0.115,0.15566514,145.64166,197.142,5793526.0,422732.0,15.572251
18.0,1995.0,175,31.85,78,94,72,100,143.15,14.875438,4.25,5.5947037,0,21940,9.996067,0.115,0.1513861,149.75833,197.142,5851459.0,431444.0,15.582202
18.0,1996.0,222,40.1,101,119,90,130,181.9,14.316138,4.38,5.601873,0,22972,10.042031,0.115,0.14708114,154.14166,197.142,5906013.0,442094.0,15.591481
18.0,1997.0,202,38.35,95,104,84,115,163.65,9.22681,4.88,6.1060114,0,23968,10.084475,0.115,0.14389166,157.55833,197.142,5955267.0,451404.0,15.599787
18.0,1998.0,201,39.75,98,101,70,129,161.25,9.135177,5.15,6.359087,0,25688,10.153779,0.115,0.14199904,159.65834,197.142,5998880.0,457361.0,15.607083
18.0,1999.0,201,40.65,94,106,81,119,160.35,10.65422,5.15,6.2198157,0,26555,10.186974,0.115,0.13888909,163.23334,197.142,6044969.0,461557.0,15.614737
18.0,2000.0,187,29.35,85,100,82,103,157.65,14.30374,5.15,6.0114355,0,28122,10.2443075,0.115,0.13423593,168.89166,197.142,6091866.0,462964.0,15.622465
18.0,2001.0,196,32.5,93,102,86,109,163.5,15.428259,5.15,5.8512034,1,28652,10.262979,0.115,0.13065794,173.51666,197.142,6127760.0,462133.0,15.62834
18.0,2002.0,163,29.1,86,75,71,90,133.9,13.484943,5.15,5.7727437,1,28850,10.269865,0.115,0.12890592,175.875,197.142,6155967.0,459752.0,15.632933
18.0,2003.0,170,27.7,86,84,69,101,142.3,11.272238,5.15,5.6464643,1,29433,10.289872,0.12,0.13156809,179.80833,197.142,6196638.0,457992.0,15.639518
18.0,2004.0,190,37.7,102,88,83,107,152.3,13.554223,5.15,5.503377,1,30693,10.33179,0.12,0.12823401,184.48334,197.142,6233007.0,458459.0,15.64537
18.0,2005.0,160,31.3,77,83,72,88,128.7,15.67662,5.15,5.3163047,1,31272,10.350478,0.12,0.12387506,190.975,197.142,6278616.0,463011.0,15.65266
18.0,2006.0,167,24.35,87,80,63,104,142.65,14.8801775,5.15,5.1500087,1,32884,10.400742,0.12,0.120000206,197.14166,197.142,6332669.0,470255.0,15.661232
18.0,2007.0,147,27.75,69,78,64,83,119.25,13.621773,5.5,5.347419,1,33868,10.430226,0.12,0.11667096,202.76717,197.142,6379599.0,475621.0,15.668615
18.0,2008.0,138,27.8,64,74,51,87,110.2,15.220284,6.2,5.7913547,1,35047,10.464445,0.115,0.10742029,211.05258,197.142,6424806.0,481039.0,15.675677
18.0,2009.0,108,17.1,51,57,49,59,90.9,16.750217,6.9,6.488966,1,33588,10.421925,0.115,0.10814943,209.62967,197.142,6459325.0,483043.0,15.681035
18.0,2010.0,114,16.4,49,65,45,69,97.6,26.143503,7.25,6.6799116,1,34390,10.445521,0.115,0.10595722,213.96683,197.142,6489965.0,483127.0,15.685768
18.0,2011.0,95,22.0,44,51,40,55,73.0,17.781757,7.25,6.450545,1,36357,10.5011425,0.12,0.10676764,221.575,197.142,6516336.0,480483.0,15.689823
18.0,2012.0,120,20.466665,57,63,48,72,99.53333,16.844204,7.25,6.317844,1,37987,10.544999,0.12,0.10457121,226.229,197.142,6537782.0,473401.0,15.693109
18.0,2013.0,95,18.35,48,47,37,58,76.65,24.227093,7.25,6.232577,1,38291,10.55297,0.12,0.10315989,229.324,197.142,6570902.0,464667.0,15.698162
19.0,1991.0,110,32.4,55,53,54,54,77.6,12.553324,4.25,6.2409945,0,17945,9.795067,0.19,0.27900916,134.25,197.142,2797613.0,200988.0,14.844277
19.0,1992.0,93,28.75,52,41,46,47,64.25,13.288693,4.65,6.6352153,0,19130,9.859013,0.19,0.27111632,138.15834,197.142,2818401.0,196518.0,14.85168
19.0,1993.0,99,29.5,51,46,46,51,69.5,10.479522,4.65,6.4530554,0,19083,9.856553,0.19,0.26367322,142.05833,197.142,2836972.0,198010.0,14.858248
19.0,1994.0,99,23.15,45,52,45,52,75.85,12.355289,4.65,6.2942863,0,20698,9.937793,0.19,0.25718588,145.64166,197.142,2850746.0,203753.0,14.863091
19.0,1995.0,111,32.45,61,47,51,57,78.55,8.487383,4.65,6.121264,0,21440,9.973014,0.19,0.25011617,149.75833,197.142,2867373.0,211503.0,14.868907
19.0,1996.0,100,31.55,57,40,41,56,68.45,10.329202,4.67,5.972773,0,23266,10.054749,0.19,0.2430036,154.14166,197.142,2880000.0,218646.0,14.873301
19.0,1997.0,91,23.6,42,47,43,46,67.4,13.794443,4.88,6.1060114,0,24253,10.096295,0.19,0.23773403,157.55833,197.142,2891119.0,224506.0,14.877154
19.0,1998.0,79,14.0,39,40,32,47,65.0,6.8528028,5.15,6.359087,0,25324,10.139508,0.19,0.2346071,159.65834,197.142,2902872.0,228158.0,14.881211
19.0,1999.0,100,26.5,51,48,42,57,73.5,6.740602,5.15,6.2198157,0,25868,10.160762,0.19,0.22946893,163.23334,197.142,2917634.0,230408.0,14.886284
19.0,2000.0,95,21.45,47,46,36,57,73.55,7.002065,5.15,6.0114355,0,27561,10.224157,0.19,0.2217811,168.89166,197.142,2929067.0,230535.0,14.890195
19.0,2001.0,76,21.8,33,42,35,40,54.2,13.582775,5.15,5.8512034,0,28367,10.252982,0.19,0.21586964,173.51666,197.142,2931997.0,231946.0,14.891194
19.0,2002.0,72,14.9,34,37,31,40,57.1,9.919672,5.15,5.7727437,0,29099,10.27846,0.19,0.21297501,175.875,197.142,2934234.0,232038.0,14.891957
19.0,2003.0,78,19.0,41,36,36,41,59.0,10.143543,5.15,5.6464643,1,29698,10.298835,0.19,0.20831615,179.80833,197.142,2941999.0,228304.0,14.8946
19.0,2004.0,68,12.6,31,37,34,34,55.4,15.6575365,5.15,5.503377,1,32148,10.378105,0.19,0.2030372,184.48334,197.142,2953635.0,225640.0,14.898547
19.0,2005.0,76,12.65,36,40,37,39,63.35,12.073931,5.15,5.3163047,1,32869,10.400285,0.19,0.1961355,190.975,197.142,2964454.0,224533.0,14.902204
19.0,2006.0,75,15.55,37,37,35,39,59.45,7.8612185,5.15,5.1500087,1,34575,10.450886,0.19,0.19000033,197.14166,197.142,2982644.0,224587.0,14.90832
19.0,2007.0,70,16.9,43,27,33,37,53.1,8.454574,5.94,5.775213,1,36815,10.51366,0.19,0.18472902,202.76717,197.142,2999212.0,224646.0,14.91386
19.0,2008.0,58,7.95,26,32,22,36,50.05,9.85718,7.25,6.7721486,1,39339,10.579971,0.19,0.177477,211.05258,197.142,3016734.0,224870.0,14.919685
19.0,2009.0,55,11.8,30,25,27,28,43.2,13.543491,7.25,6.818116,1,38123,10.5485735,0.19,0.17868167,209.62967,197.142,3032870.0,224836.0,14.92502
19.0,2010.0,54,11.966666,25,29,21,33,42.033333,14.3130455,7.25,6.6799116,1,38687,10.563259,0.19,0.17505975,213.96683,197.142,3050314.0,223816.0,14.930755
19.0,2011.0,49,11.0,28,21,27,22,38.0,15.462913,7.25,6.450545,1,42058,10.646805,0.19,0.16904877,221.575,197.142,3064102.0,224617.0,14.935266
19.0,2012.0,44,6.7,18,26,20,24,37.3,13.807043,7.25,6.317844,1,43458,10.67955,0.19,0.16557108,226.229,197.142,3075039.0,222636.0,14.938828
19.0,2013.0,34,4.8,15,19,13,21,29.2,10.830949,7.25,6.232577,1,43735,10.685904,0.19,0.1633365,229.324,197.142,3090416.0,220235.0,14.943816
20.0,1991.0,79,29.75,50,29,40,39,49.25,10.071967,4.14,6.0794625,0,18934,9.848715,0.18,0.26432446,134.25,197.142,2498722.0,173969.0,14.73129
20.0,1992.0,83,17.066666,44,37,34,47,65.933334,10.401936,4.25,6.0644436,0,20147,9.91081,0.18,0.25684702,138.15834,197.142,2532394.0,172078.0,14.744676
20.0,1993.0,87,21.8,44,41,43,42,65.2,14.236036,4.25,5.897954,1,20881,9.946595,0.18,0.24979569,142.05833,197.142,2556547.0,175106.0,14.7541685
20.0,1994.0,96,27.05,50,46,47,49,68.95,13.739954,4.25,5.752842,1,21632,9.981929,0.18,0.24364978,145.64166,197.142,2580513.0,180364.0,14.763498
20.0,1995.0,84,17.5,42,42,37,47,66.5,12.024901,4.25,5.5947037,1,22358,10.014939,0.18,0.23695216,149.75833,197.142,2601007.0,186444.0,14.771409
20.0,1996.0,110,37.8,66,42,53,55,72.2,14.897834,4.38,5.601873,1,23703,10.073357,0.18,0.23021394,154.14166,197.142,2614554.0,192872.0,14.776604
20.0,1997.0,85,21.6,36,49,35,50,63.4,12.89218,4.88,6.1060114,1,24986,10.126071,0.18,0.22522172,157.55833,197.142,2635292.0,199552.0,14.784505
20.0,1998.0,79,17.4,41,38,36,43,61.6,11.709108,5.15,6.359087,1,26413,10.181612,0.18,0.22225936,159.65834,197.142,2660598.0,205398.0,14.794062
20.0,1999.0,105,24.25,58,47,53,52,80.75,8.435716,5.15,6.2198157,1,27244,10.212588,0.18,0.21739163,163.23334,197.142,2678338.0,209909.0,14.800707
20.0,2000.0,102,25.81667,55,47,43,59,76.183334,10.082711,5.15,6.0114355,1,28744,10.266184,0.18,0.21010841,168.89166,197.142,2693681.0,211763.0,14.806419
20.0,2001.0,114,30.3,59,55,45,69,83.7,13.46405,5.15,5.8512034,1,29789,10.301894,0.18,0.20450808,173.51666,197.142,2702162.0,216482.0,14.809563
20.0,2002.0,105,37.75,56,48,43,61,67.25,11.291852,5.15,5.7727437,1,29861,10.304309,0.18,0.20176579,175.875,197.142,2713535.0,217752.0,14.813763
20.0,2003.0,92,26.65,42,50,34,58,65.35,13.35385,5.15,5.6464643,1,30772,10.33436,0.18,0.19735214,179.80833,197.142,2723004.0,215083.0,14.817246
20.0,2004.0,81,19.9,41,39,33,47,61.1,13.672163,5.15,5.503377,1,31999,10.37346,0.18,0.19235103,184.48334,197.142,2734373.0,212181.0,14.821413
20.0,2005.0,69,11.0,34,35,27,42,58.0,13.576996,5.15,5.3163047,1,33483,10.418793,0.18,0.18581259,190.975,197.142,2745299.0,211515.0,14.8254
20.0,2006.0,72,16.8,32,39,29,42,55.2,13.34538,5.15,5.1500087,1,35987,10.490913,0.18,0.1800003,197.14166,197.142,2762931.0,211294.0,14.831802
20.0,2007.0,74,21.1,34,40,33,41,52.9,13.333304,5.5,5.347419,1,38122,10.548547,0.18,0.17500643,202.76717,197.142,2783785.0,209541.0,14.839322
20.0,2008.0,61,19.0,37,24,26,35,42.0,12.181678,6.2,5.7913547,1,40936,10.619765,0.18,0.1681361,211.05258,197.142,2808076.0,208512.0,14.84801
20.0,2009.0,61,17.9,34,26,36,24,43.1,16.816319,6.9,6.488966,1,38889,10.568467,0.18,0.16927737,209.62967,197.142,2832704.0,207856.0,14.856742
20.0,2010.0,66,17.1,31,33,30,34,48.9,15.320741,7.25,6.6799116,1,39235,10.577325,0.18,0.16584608,213.96683,197.142,2858910.0,208009.0,14.865951
20.0,2011.0,60,10.4,27,33,24,36,49.6,11.868356,7.25,6.450545,1,42403,10.654974,0.18,0.16015147,221.575,197.142,2869548.0,208919.0,14.869665
20.0,2012.0,65,19.0,35,29,27,37,46.0,17.682499,7.25,6.317844,1,43725,10.685676,0.18,0.1568568,226.229,197.142,2885398.0,209025.0,14.875174
20.0,2013.0,47,16.6,25,19,18,26,30.4,17.345331,7.25,6.232577,1,44311,10.698988,0.18,0.15473984,229.324,197.142,2893957.0,206018.0,14.878136
21.0,1991.0,181,57.75,90,91,85,96,123.25,19.009438,4.14,6.0794625,0,16292,9.698429,0.0806,0.11835862,134.25,197.142,3722328.0,288038.0,15.12986
21.0,1992.0,176,42.7,93,83,84,92,133.3,13.126808,4.25,6.0644436,0,17361,9.761982,0.0806,0.115010396,138.15834,197.142,3765469.0,282387.0,15.141383
21.0,1993.0,167,39.05,88,79,80,87,127.95,13.009431,4.25,5.897954,0,17813,9.7876835,0.0806,0.11185296,142.05833,197.142,3812206.0,282449.0,15.153719
21.0,1994.0,153,30.4,74,79,65,88,122.6,16.713293,4.25,5.752842,0,18544,9.827902,0.0806,0.10910096,145.64166,197.142,3849088.0,285396.0,15.163347
21.0,1995.0,183,28.9,92,91,67,116,154.1,18.198147,4.25,5.5947037,0,19241,9.864799,0.0806,0.10610191,149.75833,197.142,3887427.0,289793.0,15.173258
21.0,1996.0,170,27.65,84,86,72,98,142.35,15.377833,4.38,5.601873,0,20254,9.916107,0.0806,0.10308468,154.14166,197.142,3919535.0,294224.0,15.181483
21.0,1997.0,172,26.55,67,105,70,102,145.45,21.920351,4.88,6.1060114,0,21325,9.967635,0.0806,0.100849286,157.55833,197.142,3952747.0,297024.0,15.189921
21.0,1998.0,171,36.15,83,88,73,98,134.85,13.070667,5.15,6.359087,0,22443,10.018734,0.0806,0.0995228,159.65834,197.142,3985390.0,297712.0,15.198146
21.0,1999.0,151,30.0,71,80,62,89,121.0,14.491622,5.15,6.2198157,0,23253,10.05419,0.0806,0.09734314,163.23334,197.142,4018053.0,297005.0,15.206308
21.0,2000.0,163,28.2,83,80,68,95,134.8,9.1083355,5.15,6.0114355,0,24954,10.124789,0.08,0.09338152,168.89166,197.142,4049021.0,295178.0,15.213985
21.0,2001.0,171,26.05,84,87,76,95,144.95,14.094992,5.15,5.8512034,1,25733,10.155529,0.08,0.09089248,173.51666,197.142,4068132.0,292586.0,15.218695
21.0,2002.0,184,29.6,89,95,72,112,154.4,16.965366,5.15,5.7727437,1,26180,10.172751,0.08,0.08967369,175.875,197.142,4089875.0,288178.0,15.224025
21.0,2003.0,144,20.1,66,78,57,87,123.9,19.086227,5.15,5.6464643,1,26697,10.1923065,0.08,0.087712064,179.80833,197.142,4117170.0,286847.0,15.230677
21.0,2004.0,167,19.95,74,93,69,98,147.05,18.965517,5.15,5.503377,1,28046,10.241601,0.08,0.08548935,184.48334,197.142,4146101.0,285623.0,15.237679
21.0,2005.0,157,19.2,78,79,63,94,137.8,19.568779,5.15,5.3163047,1,29171,10.2809305,0.08,0.08258337,190.975,197.142,4182742.0,288841.0,15.246477
21.0,2006.0,153,22.15,60,93,70,83,130.85,18.330288,5.15,5.1500087,1,30596,10.328625,0.08,0.08000014,197.14166,197.142,4219239.0,291641.0,15.255165
21.0,2007.0,128,20.05,61,67,50,78,107.95,20.08638,5.5,5.347419,1,31682,10.363504,0.08,0.07778064,202.76717,197.142,4256672.0,294969.0,15.263998
21.0,2008.0,114,11.6,58,56,44,70,102.4,14.694093,6.2,5.7913547,1,32953,10.402838,0.08,0.07472716,211.05258,197.142,4289878.0,298939.0,15.271769
21.0,2009.0,121,14.8,63,58,46,75,106.2,22.769417,6.9,6.488966,1,32251,10.381305,0.08,0.07523439,209.62967,197.142,4317074.0,300254.0,15.278089
21.0,2010.0,102,11.65,48,54,47,55,90.35,28.461367,7.25,6.6799116,1,32977,10.403565,0.08,0.07370937,213.96683,197.142,4347698.0,301058.0,15.285157
21.0,2011.0,81,13.55,35,46,36,45,67.45,27.885529,7.25,6.450545,1,34578,10.450973,0.08,0.07117843,221.575,197.142,4366869.0,295782.0,15.2895565
21.0,2012.0,83,12.3,37,46,32,51,70.7,24.366648,7.25,6.317844,1,35814,10.486094,0.08,0.06971414,226.229,197.142,4379730.0,287868.0,15.292498
21.0,2013.0,78,11.7,32,46,31,47,66.3,19.355806,7.25,6.232577,1,35967,10.490357,0.08,0.06877326,229.324,197.142,4395295.0,285084.0,15.296045
22.0,1991.0,150,62.4,108,41,97,52,87.6,15.227005,4.14,6.0794625,0,15922,9.675457,0.323,0.47431558,134.25,197.142,4253279.0,333539.0,15.263201
22.0,1992.0,150,49.1,102,47,84,65,100.9,18.374138,4.25,6.0644436,0,16909,9.735601,0.323,0.46089774,138.15834,197.142,4293003.0,329336.0,15.272497
22.0,1993.0,145,49.6,102,42,83,61,95.4,24.770023,4.25,5.897954,0,17655,9.778774,0.323,0.44824448,142.05833,197.142,4316428.0,330462.0,15.277939
22.0,1994.0,144,53.55,97,47,79,65,90.45,20.876997,4.25,5.752842,0,18682,9.835316,0.323,0.437216,145.64166,197.142,4347481.0,335820.0,15.285108
22.0,1995.0,167,52.4,106,60,85,81,114.6,16.956543,4.25,5.5947037,0,19459,9.876065,0.323,0.42519748,149.75833,197.142,4378779.0,343901.0,15.29228
22.0,1996.0,149,40.733334,84,64,65,83,108.26666,18.734608,4.38,5.601873,0,20222,9.914526,0.323,0.4131061,154.14166,197.142,4398877.0,353138.0,15.29686
22.0,1997.0,160,40.4,95,65,71,89,119.6,17.244562,4.88,6.1060114,0,21173,9.960482,0.323,0.40414786,157.55833,197.142,4421071.0,360793.0,15.301892
22.0,1998.0,167,50.1,101,64,90,75,116.9,23.349777,5.15,6.359087,0,22048,10.0009775,0.323,0.39883205,159.65834,197.142,4440344.0,365084.0,15.306242
22.0,1999.0,169,51.55,94,73,87,80,117.45,13.437468,5.15,6.2198157,0,22407,10.017129,0.323,0.39009717,163.23334,197.142,4460811.0,367962.0,15.310842
22.0,2000.0,173,52.15,98,74,89,83,120.85,15.487833,5.15,6.0114355,0,23570,10.06773,0.32,0.37352607,168.89166,197.142,4471885.0,366700.0,15.31332
22.0,2001.0,182,41.6,101,81,76,106,140.4,17.296999,5.15,5.8512034,0,25121,10.131459,0.32,0.36356992,173.51666,197.142,4477875.0,363224.0,15.314659
22.0,2002.0,163,51.95,97,66,83,80,111.05,23.642965,5.15,5.7727437,0,25646,10.152143,0.32,0.35869476,175.875,197.142,4497267.0,358923.0,15.31898
22.0,2003.0,161,39.3,82,78,78,82,121.7,20.919306,5.15,5.6464643,1,26268,10.176106,0.32,0.35084826,179.80833,197.142,4521042.0,355218.0,15.324253
22.0,2004.0,168,40.35,89,77,83,83,127.65,17.952597,5.15,5.503377,1,27472,10.220922,0.32,0.3419574,184.48334,197.142,4552238.0,351395.0,15.331129
22.0,2005.0,140,30.633331,85,54,71,68,109.36667,9.343817,5.15,5.3163047,1,29308,10.285616,0.32,0.33033347,190.975,197.142,4411396.0,337932.0,15.299702
22.0,2006.0,165,52.2,99,66,87,78,112.8,12.978324,5.15,5.1500087,1,33247,10.41172,0.32,0.32000056,197.14166,197.142,4302665.0,327569.0,15.274745
22.0,2007.0,166,47.45,105,60,77,88,118.55,6.601442,5.5,5.347419,1,35857,10.487294,0.32,0.31112257,202.76717,197.142,4375581.0,331080.0,15.29155
22.0,2008.0,123,28.9,71,49,59,61,94.1,17.628214,6.2,5.7913547,1,37858,10.541597,0.32,0.29890865,211.05258,197.142,4435586.0,332583.0,15.30517
22.0,2009.0,128,47.0,79,48,63,64,81.0,19.262548,6.9,6.488966,1,36348,10.500895,0.32,0.30093756,209.62967,197.142,4491648.0,334272.0,15.31773
22.0,2010.0,101,25.0,69,29,47,51,76.0,24.02439,7.25,6.6799116,1,37227,10.52479,0.32,0.29483747,213.96683,197.142,4545392.0,332109.0,15.329624
22.0,2011.0,89,20.0,51,35,39,47,69.0,18.064837,7.25,6.450545,1,38506,10.558569,0.32,0.28471372,221.575,197.142,4575197.0,322089.0,15.336161
22.0,2012.0,97,20.8,58,39,40,57,76.2,28.76404,7.25,6.317844,1,40527,10.609724,0.32,0.27885655,226.229,197.142,4602134.0,311624.0,15.342031
22.0,2013.0,76,14.6,42,33,34,41,61.4,12.994911,7.25,6.232577,1,40819,10.616903,0.32,0.27509305,229.324,197.142,4625470.0,305265.0,15.347089
23.0,1991.0,41,15.0,29,12,23,18,26.0,15.241711,4.15,6.0941477,1,17780,9.78583,0.35,0.51396424,134.25,197.142,1237081.0,87839.0,14.028265
23.0,1992.0,34,11.2,19,15,14,20,22.8,15.548761,4.25,6.0644436,1,18589,9.830325,0.35,0.4994248,138.15834,197.142,1238508.0,84313.0,14.029418
23.0,1993.0,39,10.1,21,18,19,20,28.9,18.038177,4.25,5.897954,1,19132,9.8591175,0.35,0.48571384,142.05833,197.142,1242302.0,82642.0,14.032476
23.0,1994.0,32,7.0,17,14,13,18,25.0,18.721882,4.25,5.752842,1,19927,9.899831,0.35,0.47376347,145.64166,197.142,1242662.0,81948.0,14.032766
23.0,1995.0,30,2.0,8,22,10,20,28.0,11.490426,4.25,5.5947037,1,20812,9.943285,0.35,0.4607403,149.75833,197.142,1243480.0,82364.0,14.033424
23.0,1996.0,38,10.0,23,15,16,22,28.0,15.212828,4.38,5.601873,1,21903,9.994379,0.35,0.4476382,154.14166,197.142,1249060.0,83494.0,14.037902
23.0,1997.0,25,8.1,10,15,9,16,16.9,17.800362,4.88,6.1060114,1,22999,10.043206,0.35,0.43793112,157.55833,197.142,1254774.0,84434.0,14.042466
23.0,1998.0,38,5.35,20,18,15,23,32.65,14.290343,5.15,6.359087,1,24455,10.10459,0.35,0.43217096,159.65834,197.142,1259127.0,85309.0,14.045929
23.0,1999.0,38,8.4,19,19,12,26,29.6,18.588375,5.15,6.2198157,1,25488,10.145963,0.35,0.42270592,163.23334,197.142,1266808.0,85985.0,14.052011
23.0,2000.0,36,7.6,17,18,11,24,28.4,9.891146,5.15,6.0114355,1,27109,10.207621,0.35,0.40854415,168.89166,197.142,1277072.0,86430.0,14.060081
23.0,2001.0,35,4.6,19,16,11,24,30.4,8.817349,5.15,5.8512034,1,28279,10.249875,0.35,0.3976546,173.51666,197.142,1285692.0,88957.0,14.066808
23.0,2002.0,37,8.1,16,21,14,23,28.9,13.33997,5.75,6.4452963,1,29057,10.277015,0.35,0.3923224,175.875,197.142,1295960.0,91038.0,14.074762
23.0,2003.0,32,4.7,17,15,13,19,27.3,14.333584,6.25,6.8525047,1,30301,10.318936,0.35,0.38374028,179.80833,197.142,1306513.0,92200.0,14.082872
23.0,2004.0,39,13.4,23,16,18,21,25.6,10.670653,6.28,6.7109137,1,31762,10.366026,0.35,0.3740159,184.48334,197.142,1313688.0,92283.0,14.088349
23.0,2005.0,32,7.5,18,14,16,16,24.5,15.954039,6.39,6.596347,1,32307,10.383039,0.35,0.36130226,190.975,197.142,1318787.0,92619.0,14.092223
23.0,2006.0,37,9.4,16,21,15,22,27.6,12.783813,6.56,6.560011,1,34019,10.434674,0.35,0.3500006,197.14166,197.142,1323619.0,92908.0,14.0958805
23.0,2007.0,26,7.1,15,11,10,16,18.9,13.855211,6.81,6.621077,1,35350,10.473054,0.35,0.3402903,202.76717,197.142,1327040.0,92130.0,14.098461
23.0,2008.0,17,4.3,8,9,9,8,12.7,10.187611,7.06,6.5946717,1,36695,10.510396,0.35,0.32693133,211.05258,197.142,1330509.0,91881.0,14.101072
23.0,2009.0,19,4.6,9,10,7,12,14.4,24.519642,7.31,6.874542,1,36586,10.507421,0.35,0.32915044,209.62967,197.142,1329590.0,90676.0,14.100381
23.0,2010.0,24,5.0,14,10,8,16,19.0,22.549032,7.5,6.9102535,1,37102,10.521426,0.35,0.3224785,213.96683,197.142,1327366.0,88971.0,14.098707
23.0,2011.0,22,4.0,15,7,10,12,18.0,19.277798,7.5,6.6729774,1,38597,10.56093,0.35,0.31140563,221.575,197.142,1327844.0,87502.0,14.099067
23.0,2012.0,20,10.2,12,8,12,8,9.8,21.745293,7.5,6.5357003,1,39589,10.586307,0.35,0.30499935,226.229,197.142,1328501.0,85844.0,14.099562
23.0,2013.0,17,4.0,9,8,7,10,13.0,19.199293,7.5,6.447493,1,39562,10.585625,0.35,0.30088302,229.324,197.142,1328302.0,84027.0,14.099412
24.0,1991.0,105,18.8,64,41,38,67,86.2,16.308865,4.14,6.0794625,0,23574,10.0679,0.09,0.13216223,134.25,197.142,4867641.0,314876.0,15.39812
24.0,1992.0,96,18.65,66,30,50,46,77.35,24.274715,4.25,6.0644436,0,24488,10.105939,0.09,0.12842351,138.15834,197.142,4923368.0,303825.0,15.409503
24.0,1993.0,90,17.65,48,42,40,50,72.35,15.490527,4.25,5.897954,0,25235,10.135987,0.09,0.124897845,142.05833,197.142,4971889.0,299954.0,15.419311
24.0,1994.0,88,15.4,51,37,36,52,72.6,13.931337,4.25,5.752842,0,26124,10.170609,0.09,0.12182489,145.64166,197.142,5023060.0,300778.0,15.42955
24.0,1995.0,97,15.1,53,44,40,57,81.9,21.84157,4.25,5.5947037,0,26999,10.203555,0.09,0.11847608,149.75833,197.142,5070033.0,305888.0,15.438858
24.0,1996.0,98,18.95,51,47,46,52,79.05,22.815516,4.38,5.601873,0,28027,10.240924,0.09,0.11510697,154.14166,197.142,5111986.0,314029.0,15.447099
24.0,1997.0,101,28.55,52,49,47,54,72.45,16.923601,4.88,6.1060114,0,29335,10.286536,0.09,0.11261086,157.55833,197.142,5157328.0,323302.0,15.455929
24.0,1998.0,117,28.25,69,48,61,56,88.75,12.127043,5.15,6.359087,0,31291,10.351086,0.09,0.11112968,159.65834,197.142,5204464.0,332696.0,15.465027
24.0,1999.0,140,29.05,83,57,61,79,110.95,5.89792,5.15,6.2198157,0,32902,10.401289,0.09,0.10869581,163.23334,197.142,5254509.0,342516.0,15.474597
24.0,2000.0,117,29.6,66,50,50,66,87.4,13.0710335,5.15,6.0114355,0,35345,10.472912,0.09,0.10505421,168.89166,197.142,5311034.0,349593.0,15.485297
24.0,2001.0,118,39.9,72,46,53,65,78.1,14.955458,5.15,5.8512034,1,36819,10.513769,0.09,0.10225404,173.51666,197.142,5374691.0,357099.0,15.497211
24.0,2002.0,109,23.5,62,47,39,70,85.5,18.103922,5.15,5.7727437,1,37723,10.538025,0.09,0.100882895,175.875,197.142,5440389.0,363961.0,15.509361
24.0,2003.0,112,39.9,68,44,58,54,72.1,17.533918,5.15,5.6464643,1,39004,10.57142,0.09,0.09867607,179.80833,197.142,5496269.0,372886.0,15.51958
24.0,2004.0,98,21.5,64,34,46,52,76.5,12.769023,5.15,5.503377,1,41432,10.631809,0.09,0.096175514,184.48334,197.142,5546935.0,379879.0,15.528756
24.0,2005.0,102,19.75,60,42,44,58,82.25,18.727533,5.15,5.3163047,1,43301,10.675931,0.09,0.092906296,190.975,197.142,5592379.0,389221.0,15.536916
24.0,2006.0,103,27.25,61,42,44,59,75.75,9.496324,5.15,5.1500087,1,45904,10.734307,0.09,0.09000015,197.14166,197.142,5627367.0,397954.0,15.543152
24.0,2007.0,97,17.6,58,39,46,51,79.4,13.047169,6.15,5.979387,1,47708,10.772855,0.09,0.08750322,202.76717,197.142,5653408.0,404686.0,15.54777
24.0,2008.0,87,16.55,54,33,39,48,70.45,13.2952795,6.35,5.931468,1,49307,10.805821,0.09,0.08406805,211.05258,197.142,5684965.0,408774.0,15.553335
