"","ward_code","count","trnt","full","loc","year","treat","ward"
"1724","E05000418",5,0.611,"Lambeth claphamcommon","Lambeth",2010,0,"claphamcommon"
"1725","E05000418",5,0.319,"Lambeth claphamcommon","Lambeth",2006,0,"claphamcommon"
"1726","E05000418",5,0.312,"Lambeth claphamcommon","Lambeth",2002,0,"claphamcommon"
"1727","E05000419",5,0.3371,"Lambeth claphamtown","Lambeth",2014,0,NA
"1728","E05000419",5,0.33,"Lambeth claphamtown","Lambeth",2018,0,NA
"1729","E05000419",5,0.592,"Lambeth claphamtown","Lambeth",2010,0,"claphamtown"
"1730","E05000419",5,0.334,"Lambeth claphamtown","Lambeth",2006,0,"claphamtown"
"1731","E05000419",5,0.275,"Lambeth claphamtown","Lambeth",2002,0,"claphamtown"
"1732","E05000420",5,0.3067,"Lambeth coldharbour","Lambeth",2014,0,NA
"1733","E05000420",5,0.29,"Lambeth coldharbour","Lambeth",2018,0,NA
"1734","E05000420",5,0.533,"Lambeth coldharbour","Lambeth",2010,0,"coldharbour"
"1735","E05000420",5,0.218,"Lambeth coldharbour","Lambeth",2006,0,"coldharbour"
"1736","E05000420",5,0.171,"Lambeth coldharbour","Lambeth",2002,0,"coldharbour"
"1737","E05000421",5,0.2746,"Lambeth ferndale","Lambeth",2014,0,NA
"1738","E05000421",5,0.26,"Lambeth ferndale","Lambeth",2018,0,NA
"1739","E05000421",5,0.518,"Lambeth ferndale","Lambeth",2010,0,"ferndale"
"1740","E05000421",5,0.229,"Lambeth ferndale","Lambeth",2006,0,"ferndale"
"1741","E05000421",5,0.176,"Lambeth ferndale","Lambeth",2002,0,"ferndale"
"1742","E05000422",5,0.3765,"Lambeth gipsyhill","Lambeth",2014,0,NA
"1743","E05000422",5,0.41,"Lambeth gipsyhill","Lambeth",2018,0,NA
"1744","E05000422",5,0.604,"Lambeth gipsyhill","Lambeth",2010,0,"gipsyhill"
"1745","E05000422",5,0.313,"Lambeth gipsyhill","Lambeth",2006,0,"gipsyhill"
"1746","E05000422",5,0.325,"Lambeth gipsyhill","Lambeth",2002,0,"gipsyhill"
"1747","E05000423",5,0.4063,"Lambeth hernehill","Lambeth",2014,0,NA
"1748","E05000423",5,0.45,"Lambeth hernehill","Lambeth",2018,0,NA
"1749","E05000423",5,0.635,"Lambeth hernehill","Lambeth",2010,0,"hernehill"
"1750","E05000423",5,0.349,"Lambeth hernehill","Lambeth",2006,0,"hernehill"
"1751","E05000423",5,0.23,"Lambeth hernehill","Lambeth",2002,0,"hernehill"
"1752","E05000424",5,0.3382,"Lambeth knightshill","Lambeth",2014,0,NA
"1753","E05000424",5,0.35,"Lambeth knightshill","Lambeth",2018,0,NA
"1754","E05000424",5,0.587,"Lambeth knightshill","Lambeth",2010,0,"knightshill"
"1755","E05000424",5,0.345,"Lambeth knightshill","Lambeth",2006,0,"knightshill"
"1756","E05000424",5,0.283,"Lambeth knightshill","Lambeth",2002,0,"knightshill"
"1757","E05000425",5,0.2702,"Lambeth larkhall","Lambeth",2014,0,NA
"1758","E05000425",5,0.26,"Lambeth larkhall","Lambeth",2018,0,NA
"1759","E05000425",5,0.505,"Lambeth larkhall","Lambeth",2010,0,"larkhall"
"1760","E05000425",5,0.238,"Lambeth larkhall","Lambeth",2006,0,"larkhall"
"1761","E05000425",5,0.222,"Lambeth larkhall","Lambeth",2002,0,"larkhall"
"1762","E05000426",5,0.3819,"Lambeth oval","Lambeth",2014,0,NA
"1763","E05000426",5,0.35,"Lambeth oval","Lambeth",2018,0,NA
"1764","E05000426",5,0.559,"Lambeth oval","Lambeth",2010,0,"oval"
"1765","E05000426",5,0.267,"Lambeth oval","Lambeth",2006,0,"oval"
"1766","E05000426",5,0.242,"Lambeth oval","Lambeth",2002,0,"oval"
"1767","E05000427",5,0.3765,"Lambeth princes","Lambeth",2014,0,NA
"1768","E05000427",5,0.35,"Lambeth princes","Lambeth",2018,0,NA
"1769","E05000427",5,0.578,"Lambeth princes","Lambeth",2010,0,"princes"
"1770","E05000427",5,0.335,"Lambeth princes","Lambeth",2006,0,"princes"
"1771","E05000427",5,0.34,"Lambeth princes","Lambeth",2002,0,"princes"
"1772","E05000428",5,0.3467,"Lambeth stleonards","Lambeth",2014,0,NA
"1773","E05000428",5,0.4,"Lambeth stleonards","Lambeth",2018,0,NA
"1774","E05000428",5,0.558,"Lambeth stleonards","Lambeth",2010,0,"stleonards"
"1775","E05000428",5,0.286,"Lambeth stleonards","Lambeth",2006,0,"stleonards"
"1776","E05000428",5,0.28,"Lambeth stleonards","Lambeth",2002,0,"stleonards"
"1777","E05000429",5,0.3262,"Lambeth stockwell","Lambeth",2014,0,NA
"1778","E05000429",5,0.32,"Lambeth stockwell","Lambeth",2018,0,NA
"1779","E05000429",5,0.547,"Lambeth stockwell","Lambeth",2010,0,"stockwell"
"1780","E05000429",5,0.341,"Lambeth stockwell","Lambeth",2006,0,"stockwell"
"1781","E05000429",5,0.293,"Lambeth stockwell","Lambeth",2002,0,"stockwell"
"1782","E05000430",5,0.3644,"Lambeth streathamhill","Lambeth",2014,0,NA
"1783","E05000430",5,0.34,"Lambeth streathamhill","Lambeth",2018,0,NA
"1784","E05000430",5,0.583,"Lambeth streathamhill","Lambeth",2010,0,"streathamhill"
"1785","E05000430",5,0.312,"Lambeth streathamhill","Lambeth",2006,0,"streathamhill"
"1786","E05000430",5,0.239,"Lambeth streathamhill","Lambeth",2002,0,"streathamhill"
"1787","E05000431",5,0.341,"Lambeth streathamsouth","Lambeth",2014,0,NA
"1788","E05000431",5,0.34,"Lambeth streathamsouth","Lambeth",2018,0,NA
"1789","E05000431",5,0.592,"Lambeth streathamsouth","Lambeth",2010,0,"streathamsouth"
"1790","E05000431",5,0.384,"Lambeth streathamsouth","Lambeth",2006,0,"streathamsouth"
"1791","E05000431",5,0.307,"Lambeth streathamsouth","Lambeth",2002,0,"streathamsouth"
"1792","E05000432",5,0.3937,"Lambeth streathamwells","Lambeth",2014,0,NA
"1793","E05000432",5,0.38,"Lambeth streathamwells","Lambeth",2018,0,NA
"1794","E05000432",5,0.561,"Lambeth streathamwells","Lambeth",2010,0,"streathamwells"
"1795","E05000432",5,0.287,"Lambeth streathamwells","Lambeth",2006,0,"streathamwells"
"1796","E05000432",5,0.25,"Lambeth streathamwells","Lambeth",2002,0,"streathamwells"
"1797","E05000433",5,0.4328,"Lambeth thornton","Lambeth",2014,0,NA
"1798","E05000433",5,0.35,"Lambeth thornton","Lambeth",2018,0,NA
"1799","E05000433",5,0.627,"Lambeth thornton","Lambeth",2010,0,"thornton"
"1800","E05000433",5,0.369,"Lambeth thornton","Lambeth",2006,0,"thornton"
"1801","E05000433",5,0.319,"Lambeth thornton","Lambeth",2002,0,"thornton"
"1802","E05000434",5,0.3904,"Lambeth thurlowpark","Lambeth",2014,0,NA
"1803","E05000434",5,0.41,"Lambeth thurlowpark","Lambeth",2018,0,NA
"1804","E05000434",5,0.651,"Lambeth thurlowpark","Lambeth",2010,0,"thurlowpark"
"1805","E05000434",5,0.351,"Lambeth thurlowpark","Lambeth",2006,0,"thurlowpark"
"1806","E05000434",5,0.296,"Lambeth thurlowpark","Lambeth",2002,0,"thurlowpark"
"1807","E05000435",5,0.3229,"Lambeth tulsehill","Lambeth",2014,0,NA
"1808","E05000435",5,0.33,"Lambeth tulsehill","Lambeth",2018,0,NA
"1809","E05000435",5,0.586,"Lambeth tulsehill","Lambeth",2010,0,"tulsehill"
"1810","E05000435",5,0.272,"Lambeth tulsehill","Lambeth",2006,0,"tulsehill"
"1811","E05000435",5,0.213,"Lambeth tulsehill","Lambeth",2002,0,"tulsehill"
"1812","E05000436",5,0.3114,"Lambeth vassall","Lambeth",2014,0,NA
"1813","E05000436",5,0.31,"Lambeth vassall","Lambeth",2018,0,NA
"1814","E05000436",5,0.557,"Lambeth vassall","Lambeth",2010,0,"vassall"
"1815","E05000436",5,0.318,"Lambeth vassall","Lambeth",2006,0,"vassall"
"1816","E05000436",5,0.233,"Lambeth vassall","Lambeth",2002,0,"vassall"
"1817","E05000437",5,0.31,"Lewisham bellingham","Lewisham",2014,0,NA
"1818","E05000437",5,0.29,"Lewisham bellingham","Lewisham",2018,0,NA
"1819","E05000437",5,0.546,"Lewisham bellingham","Lewisham",2010,0,"bellingham"
"1820","E05000437",5,0.274,"Lewisham bellingham","Lewisham",2006,0,"bellingham"
"1821","E05000437",5,0.218,"Lewisham bellingham","Lewisham",2002,0,"bellingham"
"1822","E05000438",5,0.4154,"Lewisham blackheath","Lewisham",2014,0,NA
"1823","E05000438",5,0.44,"Lewisham blackheath","Lewisham",2018,0,NA
"1824","E05000438",5,0.678,"Lewisham blackheath","Lewisham",2010,0,"blackheath"
"1825","E05000438",5,0.314,"Lewisham blackheath","Lewisham",2006,0,"blackheath"
"1826","E05000438",5,0.284,"Lewisham blackheath","Lewisham",2002,0,"blackheath"
"1827","E05000439",5,0.356,"Lewisham brockley","Lewisham",2014,0,NA
"1828","E05000439",5,0.38,"Lewisham brockley","Lewisham",2018,0,NA
"1829","E05000439",5,0.59,"Lewisham brockley","Lewisham",2010,0,"brockley"
"1830","E05000439",5,0.32,"Lewisham brockley","Lewisham",2006,0,"brockley"
"1831","E05000439",5,0.245,"Lewisham brockley","Lewisham",2002,0,"brockley"
"1832","E05000440",5,0.3784,"Lewisham catfordsouth","Lewisham",2014,0,NA
"1833","E05000440",5,0.39,"Lewisham catfordsouth","Lewisham",2018,0,NA
"1834","E05000440",5,0.625,"Lewisham catfordsouth","Lewisham",2010,0,"catfordsouth"
"1835","E05000440",5,0.362,"Lewisham catfordsouth","Lewisham",2006,0,"catfordsouth"
"1836","E05000440",5,0.265,"Lewisham catfordsouth","Lewisham",2002,0,"catfordsouth"
"1837","E05000441",5,0.4061,"Lewisham croftonpark","Lewisham",2014,0,NA
"1838","E05000441",5,0.42,"Lewisham croftonpark","Lewisham",2018,0,NA
"1839","E05000441",5,0.648,"Lewisham croftonpark","Lewisham",2010,0,"croftonpark"
"1840","E05000441",5,0.344,"Lewisham croftonpark","Lewisham",2006,0,"croftonpark"
"1841","E05000441",5,0.256,"Lewisham croftonpark","Lewisham",2002,0,"croftonpark"
"1842","E05000442",5,0.3551,"Lewisham downham","Lewisham",2014,0,NA
"1843","E05000442",5,0.3,"Lewisham downham","Lewisham",2018,0,NA
"1844","E05000442",5,0.556,"Lewisham downham","Lewisham",2010,0,"downham"
"1845","E05000442",5,0.32,"Lewisham downham","Lewisham",2006,0,"downham"
"1846","E05000442",5,0.293,"Lewisham downham","Lewisham",2002,0,"downham"
"1847","E05000443",5,0.3115,"Lewisham evelyn","Lewisham",2014,0,NA
"1848","E05000443",5,0.3,"Lewisham evelyn","Lewisham",2018,0,NA
"1849","E05000443",5,0.518,"Lewisham evelyn","Lewisham",2010,0,"evelyn"
"1850","E05000443",5,0.276,"Lewisham evelyn","Lewisham",2006,0,"evelyn"
"1851","E05000443",5,0.202,"Lewisham evelyn","Lewisham",2002,0,"evelyn"
"1852","E05000444",5,0.4147,"Lewisham foresthill","Lewisham",2014,0,NA
"1853","E05000444",5,0.42,"Lewisham foresthill","Lewisham",2018,0,NA
"1854","E05000444",5,0.644,"Lewisham foresthill","Lewisham",2010,0,"foresthill"
"1855","E05000444",5,0.39,"Lewisham foresthill","Lewisham",2006,0,"foresthill"
"1856","E05000444",5,0.288,"Lewisham foresthill","Lewisham",2002,0,"foresthill"
"1857","E05000445",5,0.3588,"Lewisham grovepark","Lewisham",2014,0,NA
"1858","E05000445",5,0.38,"Lewisham grovepark","Lewisham",2018,0,NA
"1859","E05000445",5,0.591,"Lewisham grovepark","Lewisham",2010,0,"grovepark"
"1860","E05000445",5,0.335,"Lewisham grovepark","Lewisham",2006,0,"grovepark"
"1861","E05000445",5,0.265,"Lewisham grovepark","Lewisham",2002,0,"grovepark"
"1862","E05000446",5,0.4496,"Lewisham ladywell","Lewisham",2014,0,NA
"1863","E05000446",5,0.45,"Lewisham ladywell","Lewisham",2018,0,NA
"1864","E05000446",5,0.643,"Lewisham ladywell","Lewisham",2010,0,"ladywell"
"1865","E05000446",5,0.41,"Lewisham ladywell","Lewisham",2006,0,"ladywell"
"1866","E05000446",5,0.289,"Lewisham ladywell","Lewisham",2002,0,"ladywell"
"1867","E05000447",5,0.4416,"Lewisham leegreen","Lewisham",2014,0,NA
"1868","E05000447",5,0.43,"Lewisham leegreen","Lewisham",2018,0,NA
"1869","E05000447",5,0.679,"Lewisham leegreen","Lewisham",2010,0,"leegreen"
"1870","E05000447",5,0.413,"Lewisham leegreen","Lewisham",2006,0,"leegreen"
"1871","E05000447",5,0.32,"Lewisham leegreen","Lewisham",2002,0,"leegreen"
"1872","E05000448",5,0.3459,"Lewisham lewishamcentral","Lewisham",2014,0,NA
"1873","E05000448",5,0.35,"Lewisham lewishamcentral","Lewisham",2018,0,NA
"1874","E05000448",5,0.569,"Lewisham lewishamcentral","Lewisham",2010,0,"lewishamcentral"
"1875","E05000448",5,0.312,"Lewisham lewishamcentral","Lewisham",2006,0,"lewishamcentral"
"1876","E05000448",5,0.213,"Lewisham lewishamcentral","Lewisham",2002,0,"lewishamcentral"
"1877","E05000449",5,0.3199,"Lewisham newcross","Lewisham",2014,0,NA
"1878","E05000449",5,0.33,"Lewisham newcross","Lewisham",2018,0,NA
"1879","E05000449",5,0.524,"Lewisham newcross","Lewisham",2010,0,"newcross"
"1880","E05000449",5,0.267,"Lewisham newcross","Lewisham",2006,0,"newcross"
"1881","E05000449",5,0.192,"Lewisham newcross","Lewisham",2002,0,"newcross"
"1882","E05000450",5,0.3883,"Lewisham perryvale","Lewisham",2014,0,NA
"1883","E05000450",5,0.4,"Lewisham perryvale","Lewisham",2018,0,NA
"1884","E05000450",5,0.635,"Lewisham perryvale","Lewisham",2010,0,"perryvale"
"1885","E05000450",5,0.346,"Lewisham perryvale","Lewisham",2006,0,"perryvale"
"1886","E05000450",5,0.26,"Lewisham perryvale","Lewisham",2002,0,"perryvale"
"1887","E05000451",5,0.3337,"Lewisham rusheygreen","Lewisham",2014,0,NA
"1888","E05000451",5,0.35,"Lewisham rusheygreen","Lewisham",2018,0,NA
"1889","E05000451",5,0.565,"Lewisham rusheygreen","Lewisham",2010,0,"rusheygreen"
"1890","E05000451",5,0.291,"Lewisham rusheygreen","Lewisham",2006,0,"rusheygreen"
"1891","E05000451",5,0.22,"Lewisham rusheygreen","Lewisham",2002,0,"rusheygreen"
"1892","E05000452",5,0.3787,"Lewisham sydenham","Lewisham",2014,0,NA
"1893","E05000452",5,0.4,"Lewisham sydenham","Lewisham",2018,0,NA
"1894","E05000452",5,0.617,"Lewisham sydenham","Lewisham",2010,0,"sydenham"
"1895","E05000452",5,0.332,"Lewisham sydenham","Lewisham",2006,0,"sydenham"
"1896","E05000452",5,0.255,"Lewisham sydenham","Lewisham",2002,0,"sydenham"
"1897","E05000453",5,0.3988,"Lewisham telegraphhill","Lewisham",2014,0,NA
"1898","E05000453",5,0.39,"Lewisham telegraphhill","Lewisham",2018,0,NA
"1899","E05000453",5,0.623,"Lewisham telegraphhill","Lewisham",2010,0,"telegraphhill"
"1900","E05000453",5,0.34,"Lewisham telegraphhill","Lewisham",2006,0,"telegraphhill"
"1901","E05000453",5,0.268,"Lewisham telegraphhill","Lewisham",2002,0,"telegraphhill"
"1902","E05000454",5,0.3471,"Lewisham whitefoot","Lewisham",2014,0,NA
"1903","E05000454",5,0.32,"Lewisham whitefoot","Lewisham",2018,0,NA
"1904","E05000454",5,0.593,"Lewisham whitefoot","Lewisham",2010,0,"whitefoot"
"1905","E05000454",5,0.342,"Lewisham whitefoot","Lewisham",2006,0,"whitefoot"
"1906","E05000454",5,0.269,"Lewisham whitefoot","Lewisham",2002,0,"whitefoot"
"1907","E05000455",5,0.4335,"Merton abbey","Merton",2014,0,NA
"1908","E05000455",5,0.45,"Merton abbey","Merton",2018,0,NA
"1909","E05000455",5,0.663,"Merton abbey","Merton",2010,0,"abbey"
"1910","E05000455",5,0.441,"Merton abbey","Merton",2006,0,"abbey"
"1911","E05000455",5,0.274,"Merton abbey","Merton",2002,0,"abbey"
"1912","E05000456",5,0.4929,"Merton cannonhill","Merton",2014,0,NA
"1913","E05000456",5,0.5,"Merton cannonhill","Merton",2018,0,NA
"1914","E05000456",5,0.712,"Merton cannonhill","Merton",2010,0,"cannonhill"
"1915","E05000456",5,0.471,"Merton cannonhill","Merton",2006,0,"cannonhill"
"1916","E05000456",5,0.429,"Merton cannonhill","Merton",2002,0,"cannonhill"
"1917","E05000457",5,0.3749,"Merton collierswood","Merton",2014,0,NA
"1918","E05000457",5,0.38,"Merton collierswood","Merton",2018,0,NA
"1919","E05000457",5,0.615,"Merton collierswood","Merton",2010,0,"collierswood"
"1920","E05000457",5,0.49,"Merton collierswood","Merton",2006,0,"collierswood"
"1921","E05000457",5,0.378,"Merton collierswood","Merton",2002,0,"collierswood"
"1922","E05000458",5,0.4009,"Merton cricketgreen","Merton",2014,0,NA
"1923","E05000458",5,0.34,"Merton cricketgreen","Merton",2018,0,NA
"1924","E05000458",5,0.626,"Merton cricketgreen","Merton",2010,0,"cricketgreen"
"1925","E05000458",5,0.374,"Merton cricketgreen","Merton",2006,0,"cricketgreen"
"1926","E05000458",5,0.303,"Merton cricketgreen","Merton",2002,0,"cricketgreen"
"1927","E05000459",5,0.4474,"Merton dundonald","Merton",2014,0,NA
"1928","E05000459",5,0.51,"Merton dundonald","Merton",2018,0,NA
"1929","E05000459",5,0.705,"Merton dundonald","Merton",2010,0,"dundonald"
"1930","E05000459",5,0.455,"Merton dundonald","Merton",2006,0,"dundonald"
"1931","E05000459",5,0.336,"Merton dundonald","Merton",2002,0,"dundonald"
"1932","E05000460",5,0.3777,"Merton figgesmarsh","Merton",2014,0,NA
"1933","E05000460",5,0.36,"Merton figgesmarsh","Merton",2018,0,NA
"1934","E05000460",5,0.621,"Merton figgesmarsh","Merton",2010,0,"figgesmarsh"
"1935","E05000460",5,0.383,"Merton figgesmarsh","Merton",2006,0,"figgesmarsh"
"1936","E05000460",5,0.286,"Merton figgesmarsh","Merton",2002,0,"figgesmarsh"
"1937","E05000461",5,0.3878,"Merton graveney","Merton",2014,0,NA
"1938","E05000461",5,0.37,"Merton graveney","Merton",2018,0,NA
"1939","E05000461",5,0.617,"Merton graveney","Merton",2010,0,"graveney"
"1940","E05000461",5,0.373,"Merton graveney","Merton",2006,0,"graveney"
"1941","E05000461",5,0.296,"Merton graveney","Merton",2002,0,"graveney"
"1942","E05000462",5,0.3822,"Merton hillside","Merton",2014,0,NA
"1943","E05000462",5,0.4,"Merton hillside","Merton",2018,0,NA
"1944","E05000462",5,0.659,"Merton hillside","Merton",2010,0,"hillside"
"1945","E05000462",5,0.362,"Merton hillside","Merton",2006,0,"hillside"
"1946","E05000462",5,0.302,"Merton hillside","Merton",2002,0,"hillside"
"1947","E05000463",5,0.332,"Merton lavenderfields","Merton",2014,0,NA
"1948","E05000463",5,0.3,"Merton lavenderfields","Merton",2018,0,NA
"1949","E05000463",5,0.575,"Merton lavenderfields","Merton",2010,0,"lavenderfields"
"1950","E05000463",5,0.315,"Merton lavenderfields","Merton",2006,0,"lavenderfields"
"1951","E05000463",5,0.24,"Merton lavenderfields","Merton",2002,0,"lavenderfields"
"1952","E05000464",5,0.3797,"Merton longthornton","Merton",2014,0,NA
"1953","E05000464",5,0.34,"Merton longthornton","Merton",2018,0,NA
"1954","E05000464",5,0.648,"Merton longthornton","Merton",2010,0,"longthornton"
"1955","E05000464",5,0.475,"Merton longthornton","Merton",2006,0,"longthornton"
"1956","E05000464",5,0.358,"Merton longthornton","Merton",2002,0,"longthornton"
"1957","E05000465",5,0.4991,"Merton lowermorden","Merton",2014,0,NA
"1958","E05000465",5,0.45,"Merton lowermorden","Merton",2018,0,NA
"1959","E05000465",5,0.708,"Merton lowermorden","Merton",2010,0,"lowermorden"
"1960","E05000465",5,0.433,"Merton lowermorden","Merton",2006,0,"lowermorden"
"1961","E05000465",5,0.394,"Merton lowermorden","Merton",2002,0,"lowermorden"
"1962","E05000466",5,0.4741,"Merton mertonpark","Merton",2014,0,NA
"1963","E05000466",5,0.5,"Merton mertonpark","Merton",2018,0,NA
"1964","E05000466",5,0.722,"Merton mertonpark","Merton",2010,0,"mertonpark"
"1965","E05000466",5,0.489,"Merton mertonpark","Merton",2006,0,"mertonpark"
"1966","E05000466",5,0.418,"Merton mertonpark","Merton",2002,0,"mertonpark"
"1967","E05000467",5,0.3804,"Merton pollardshill","Merton",2014,0,NA
"1968","E05000467",5,0.34,"Merton pollardshill","Merton",2018,0,NA
"1969","E05000467",5,0.648,"Merton pollardshill","Merton",2010,0,"pollardshill"
"1970","E05000467",5,0.382,"Merton pollardshill","Merton",2006,0,"pollardshill"
"1971","E05000467",5,0.317,"Merton pollardshill","Merton",2002,0,"pollardshill"
"1972","E05000468",5,0.4069,"Merton ravensbury","Merton",2014,0,NA
"1973","E05000468",5,0.37,"Merton ravensbury","Merton",2018,0,NA
"1974","E05000468",5,0.642,"Merton ravensbury","Merton",2010,0,"ravensbury"
"1975","E05000468",5,0.443,"Merton ravensbury","Merton",2006,0,"ravensbury"
"1976","E05000468",5,0.29,"Merton ravensbury","Merton",2002,0,"ravensbury"
"1977","E05000469",5,0.4177,"Merton raynespark","Merton",2014,0,NA
"1978","E05000469",5,0.42,"Merton raynespark","Merton",2018,0,NA
"1979","E05000469",5,0.694,"Merton raynespark","Merton",2010,0,"raynespark"
"1980","E05000469",5,0.422,"Merton raynespark","Merton",2006,0,"raynespark"
"1981","E05000469",5,0.385,"Merton raynespark","Merton",2002,0,"raynespark"
"1982","E05000470",5,0.3872,"Merton sthelier","Merton",2014,0,NA
"1983","E05000470",5,0.33,"Merton sthelier","Merton",2018,0,NA
"1984","E05000470",5,0.639,"Merton sthelier","Merton",2010,0,"sthelier"
"1985","E05000470",5,0.467,"Merton sthelier","Merton",2006,0,"sthelier"
"1986","E05000470",5,0.325,"Merton sthelier","Merton",2002,0,"sthelier"
"1987","E05000471",5,0.3947,"Merton trinity","Merton",2014,0,NA
"1988","E05000471",5,0.48,"Merton trinity","Merton",2018,0,NA
"1989","E05000471",5,0.655,"Merton trinity","Merton",2010,0,"trinity"
"1990","E05000471",5,0.41,"Merton trinity","Merton",2006,0,"trinity"
"1991","E05000471",5,0.331,"Merton trinity","Merton",2002,0,"trinity"
"1992","E05000472",5,0.4523,"Merton village","Merton",2014,0,NA
"1993","E05000472",5,0.47,"Merton village","Merton",2018,0,NA
"1994","E05000472",5,0.726,"Merton village","Merton",2010,0,"village"
"1995","E05000472",5,0.475,"Merton village","Merton",2006,0,"village"
"1996","E05000472",5,0.378,"Merton village","Merton",2002,0,"village"
"1997","E05000473",5,0.4702,"Merton westbarnes","Merton",2014,0,NA
"1998","E05000473",5,0.54,"Merton westbarnes","Merton",2018,0,NA
"1999","E05000473",5,0.718,"Merton westbarnes","Merton",2010,0,"westbarnes"
"2000","E05000473",5,0.498,"Merton westbarnes","Merton",2006,0,"westbarnes"
"2001","E05000473",5,0.401,"Merton westbarnes","Merton",2002,0,"westbarnes"
"2002","E05000474",5,0.3978,"Merton wimbledonpark","Merton",2014,0,NA
"2003","E05000474",5,0.43,"Merton wimbledonpark","Merton",2018,0,NA
"2004","E05000474",5,0.687,"Merton wimbledonpark","Merton",2010,0,"wimbledonpark"
"2005","E05000474",5,0.417,"Merton wimbledonpark","Merton",2006,0,"wimbledonpark"
"2006","E05000474",5,0.406,"Merton wimbledonpark","Merton",2002,0,"wimbledonpark"
"2007","E05000475",5,0.318,"Newham beckton","Newham",2014,0,NA
"2008","E05000475",5,0.29,"Newham beckton","Newham",2018,0,NA
"2009","E05000475",5,0.451,"Newham beckton","Newham",2010,0,"beckton"
"2010","E05000475",5,0.266,"Newham beckton","Newham",2006,0,"beckton"
"2011","E05000475",5,0.213,"Newham beckton","Newham",2002,0,"beckton"
"2012","E05000476",5,0.4398,"Newham boleyn","Newham",2014,0,NA
"2013","E05000476",5,0.39,"Newham boleyn","Newham",2018,0,NA
"2014","E05000476",5,0.56,"Newham boleyn","Newham",2010,0,"boleyn"
"2015","E05000476",5,0.378,"Newham boleyn","Newham",2006,0,"boleyn"
"2016","E05000476",5,0.275,"Newham boleyn","Newham",2002,0,"boleyn"
"2017","E05000477",5,0.3585,"Newham canningtownnorth","Newham",2014,0,NA
"2018","E05000477",5,0.32,"Newham canningtownnorth","Newham",2018,0,NA
"2019","E05000477",5,0.504,"Newham canningtownnorth","Newham",2010,0,"canningtownnorth"
"2020","E05000477",5,0.275,"Newham canningtownnorth","Newham",2006,0,"canningtownnorth"
"2021","E05000477",5,0.228,"Newham canningtownnorth","Newham",2002,0,"canningtownnorth"
"2022","E05000478",5,0.3296,"Newham canningtownsouth","Newham",2014,0,NA
"2023","E05000478",5,0.28,"Newham canningtownsouth","Newham",2018,0,NA
"2024","E05000478",5,0.484,"Newham canningtownsouth","Newham",2010,0,"canningtownsouth"
"2025","E05000478",5,0.328,"Newham canningtownsouth","Newham",2006,0,"canningtownsouth"
"2026","E05000478",5,0.262,"Newham canningtownsouth","Newham",2002,0,"canningtownsouth"
"2027","E05000479",5,0.3215,"Newham customhouse","Newham",2014,0,NA
"2028","E05000479",5,0.29,"Newham customhouse","Newham",2018,0,NA
"2029","E05000479",5,0.486,"Newham customhouse","Newham",2010,0,"customhouse"
"2030","E05000479",5,0.288,"Newham customhouse","Newham",2006,0,"customhouse"
"2031","E05000479",5,0.203,"Newham customhouse","Newham",2002,0,"customhouse"
"2032","E05000480",5,0.4254,"Newham easthamcentral","Newham",2014,0,NA
"2033","E05000480",5,0.4,"Newham easthamcentral","Newham",2018,0,NA
"2034","E05000480",5,0.553,"Newham easthamcentral","Newham",2010,0,"easthamcentral"
"2035","E05000480",5,0.383,"Newham easthamcentral","Newham",2006,0,"easthamcentral"
"2036","E05000480",5,0.294,"Newham easthamcentral","Newham",2002,0,"easthamcentral"
"2037","E05000481",5,0.5197,"Newham easthamnorth","Newham",2014,0,NA
"2038","E05000481",5,0.45,"Newham easthamnorth","Newham",2018,0,NA
"2039","E05000481",5,0.578,"Newham easthamnorth","Newham",2010,0,"easthamnorth"
"2040","E05000481",5,0.452,"Newham easthamnorth","Newham",2006,0,"easthamnorth"
"2041","E05000481",5,0.346,"Newham easthamnorth","Newham",2002,0,"easthamnorth"
"2042","E05000482",5,0.4254,"Newham easthamsouth","Newham",2014,0,NA
"2043","E05000482",5,0.38,"Newham easthamsouth","Newham",2018,0,NA
"2044","E05000482",5,0.552,"Newham easthamsouth","Newham",2010,0,"easthamsouth"
"2045","E05000482",5,0.339,"Newham easthamsouth","Newham",2006,0,"easthamsouth"
"2046","E05000482",5,0.245,"Newham easthamsouth","Newham",2002,0,"easthamsouth"
"2047","E05000483",5,0.3873,"Newham forestgatenorth","Newham",2014,0,NA
"2048","E05000483",5,0.38,"Newham forestgatenorth","Newham",2018,0,NA
"2049","E05000483",5,0.548,"Newham forestgatenorth","Newham",2010,0,"forestgatenorth"
"2050","E05000483",5,0.353,"Newham forestgatenorth","Newham",2006,0,"forestgatenorth"
"2051","E05000483",5,0.265,"Newham forestgatenorth","Newham",2002,0,"forestgatenorth"
"2052","E05000484",5,0.3915,"Newham forestgatesouth","Newham",2014,0,NA
"2053","E05000484",5,0.36,"Newham forestgatesouth","Newham",2018,0,NA
"2054","E05000484",5,0.504,"Newham forestgatesouth","Newham",2010,0,"forestgatesouth"
"2055","E05000484",5,0.356,"Newham forestgatesouth","Newham",2006,0,"forestgatesouth"
"2056","E05000484",5,0.265,"Newham forestgatesouth","Newham",2002,0,"forestgatesouth"
"2057","E05000485",5,0.4879,"Newham greenstreeteast","Newham",2014,0,NA
