duration,agree,lt_follow,ht_follow,competence,benevolence,honesty,PPP,PCP,coproduce,sex,race,age,ideology,income,education,at,gw,gwh,covid_concern,covid_job,rand,trust_DO,dv_DO,climatebelief,covid,white,black,hispanic,asian,other,trustprime
949,1,NA,15,6,5,6,59,40,72,1,white,40,2,3,5,80,1,1,3,4,ht,trust intro|competence|honesty|benevolence,coproduce|PPP|PCP,1,7,1,0,0,0,0,2
853,1,NA,NA,6,5,3,82,94,67,1,asian,33,2,3,5,80,1,1,4,2,control,trust intro|benevolence|honesty|competence,PCP|PPP|coproduce,1,6,0,0,0,1,0,1
155,1,NA,13,6,5,5,82,92,89,1,white,53,3,7,6,80,1,0,2,2,ht,trust intro|benevolence|honesty|competence,PCP|coproduce|PPP,0.5,4,1,0,0,0,0,2
236,1,NA,16,7,7,7,100,100,98,0,white,25,1,3,5,80,1,1,5,5,ht,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,10,1,0,0,0,0,2
552,1,NA,15,6,5,5,79,94,85,1,other,71,4,2,3,80,1,1,4,4,ht,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,8,0,0,0,0,1,2
154,1,NA,NA,5,5,5,81,72,70,1,white,40,3,3,3,80,0,0,4,4,control,trust intro|honesty|benevolence|competence,PPP|PCP|coproduce,0,8,1,0,0,0,0,1
481,1,12,NA,5,4,4,100,100,100,1,black,34,2,4,5,80,1,1,5,2,lt,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,7,0,1,0,0,0,0
81,1,15,NA,5,3,3,61,60,60,0,hispanic,42,3,4,3,80,1,1,3,2,lt,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,5,0,0,1,0,0,0
189,1,NA,16,6,6,6,89,91,61,1,white,44,4,5,2,80,1,1,1,1,ht,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,1,2,1,0,0,0,0,2
247,1,NA,NA,5,6,5,69,88,28,0,white,41,4,6,3,80,0,0,2,2,control,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,0,4,1,0,0,0,0,1
176,1,NA,NA,6,6,5,39,72,62,0,hispanic,28,2,1,3,80,1,1,4,5,control,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,1,9,0,0,1,0,0,1
153,1,14,NA,7,6,5,78,82,72,0,black,35,5,4,5,80,1,1,5,5,lt,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,10,0,1,0,0,0,0
141,1,12,NA,2,3,2,74,75,73,0,white,29,4,2,2,80,1,1,3,2,lt,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,5,1,0,0,0,0,0
127,1,NA,16,5,3,3,79,100,100,1,other,40,4,4,3,80,-1,0,1,5,ht,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,-0.5,6,0,0,0,0,1,2
136,1,NA,NA,3,5,3,70,72,80,0,white,32,4,2,3,80,0,0,1,4,control,trust intro|benevolence|honesty|competence,PPP|PCP|coproduce,0,5,1,0,0,0,0,1
372,1,15,NA,6,5,7,64,72,83,1,white,41,5,4,6,80,1,1,5,4,lt,trust intro|honesty|benevolence|competence,PCP|coproduce|PPP,1,9,1,0,0,0,0,0
82,1,NA,NA,2,2,2,39,41,37,1,white,31,2,4,4,80,1,1,3,3,control,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,1
180,1,NA,14,3,2,1,55,81,90,1,white,18,2,2,2,80,1,1,5,4,ht,trust intro|honesty|benevolence|competence,PCP|coproduce|PPP,1,9,1,0,0,0,0,2
243,1,16,NA,6,7,6,78,80,79,1,white,28,2,5,5,80,1,1,4,5,lt,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,9,1,0,0,0,0,0
138,1,NA,NA,5,5,6,60,74,85,0,white,27,4,3,6,80,1,1,4,4,control,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,1,8,1,0,0,0,0,1
232,1,NA,15,5,6,5,61,95,0,0,white,51,1,1,3,80,1,1,4,5,ht,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,9,1,0,0,0,0,2
127,1,15,NA,6,5,6,86,86,60,0,white,30,5,4,6,80,1,0,4,5,lt,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,0.5,9,1,0,0,0,0,0
1285,1,NA,15,6,5,5,60,66,75,1,white,41,3,5,5,80,1,1,4,3,ht,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,1,7,1,0,0,0,0,2
327,1,NA,15,6,7,6,81,79,20,1,asian,43,1,7,5,80,1,1,4,1,ht,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,1,5,0,0,0,1,0,2
365,1,12,NA,3,3,3,26,62,56,1,white,24,3,1,2,80,1,1,2,5,lt,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,7,1,0,0,0,0,0
113,1,NA,NA,5,5,5,0,100,77,0,white,53,3,5,5,80,1,0,3,1,control,trust intro|honesty|competence|benevolence,PPP|PCP|coproduce,0.5,4,1,0,0,0,0,1
270,1,NA,NA,6,7,7,100,100,100,0,white,39,5,4,5,80,1,1,5,5,control,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,10,1,0,0,0,0,1
252,1,NA,15,7,7,6,95,89,100,1,white,43,4,4,4,80,1,1,5,4,ht,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,9,1,0,0,0,0,2
162,1,12,NA,4,5,4,0,100,80,0,hispanic,29,1,6,5,80,1,1,3,4,lt,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,7,0,0,1,0,0,0
455,1,NA,16,6,7,7,86,95,97,1,white,34,5,3,5,94,1,1,5,4,ht,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,9,1,0,0,0,0,2
209,1,13,NA,5,5,5,80,100,20,1,white,35,4,1,4,80,-1,-1,1,1,lt,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,-1,2,1,0,0,0,0,0
213,1,12,NA,6,5,3,52,100,82,1,white,48,3,3,4,80,1,1,4,4,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,1,8,1,0,0,0,0,0
291,1,NA,12,5,5,5,100,100,100,1,white,29,4,7,5,80,1,1,2,2,ht,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,4,1,0,0,0,0,2
173,1,NA,NA,3,2,3,20,100,84,1,white,26,2,6,2,80,1,1,4,2,control,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,6,1,0,0,0,0,1
294,1,12,NA,4,4,4,80,80,80,1,white,62,4,1,2,80,1,0,2,3,lt,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,0.5,5,1,0,0,0,0,0
77,1,NA,NA,4,5,5,51,71,77,1,other,37,3,4,4,80,1,0,3,3,control,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,0.5,6,0,0,0,0,1,1
581,1,NA,NA,6,7,6,51,52,52,1,white,37,1,4,5,92,-1,0,4,5,control,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,-0.5,9,1,0,0,0,0,1
437,1,12,NA,5,2,4,86,85,95,1,white,60,3,3,2,80,1,1,2,2,lt,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,1,4,1,0,0,0,0,0
91,1,NA,NA,7,6,7,100,100,100,0,black,41,1,2,7,80,1,0,5,4,control,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,0.5,9,0,1,0,0,0,1
128,1,NA,14,5,5,5,57,65,76,1,white,42,4,6,6,80,1,1,3,1,ht,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,4,1,0,0,0,0,2
113,1,NA,NA,3,4,3,76,71,68,1,white,31,3,4,4,80,1,0,3,1,control,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,0.5,4,1,0,0,0,0,1
112,1,NA,NA,6,5,7,82,63,75,1,white,48,5,2,5,80,1,0,5,4,control,trust intro|benevolence|honesty|competence,PCP|PPP|coproduce,0.5,9,1,0,0,0,0,1
272,1,NA,16,5,5,5,71,70,81,1,white,40,3,2,5,80,0,0,2,3,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,0,5,1,0,0,0,0,2
151,1,NA,NA,5,5,3,40,80,60,1,white,27,3,5,5,80,1,1,2,2,control,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,1,4,1,0,0,0,0,1
180,1,NA,NA,3,2,2,40,71,40,1,white,22,1,4,3,80,1,1,3,4,control,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,7,1,0,0,0,0,1
192,1,12,NA,3,1,1,40,96,100,1,black,30,2,1,6,80,1,1,2,1,lt,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,1,3,0,1,0,0,0,0
169,1,NA,16,5,6,5,89,81,19,1,white,34,2,4,3,80,0,0,2,2,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,0,4,1,0,0,0,0,2
182,1,NA,NA,6,5,5,30,90,70,0,white,58,4,5,3,80,1,1,2,1,control,trust intro|benevolence|honesty|competence,PCP|coproduce|PPP,1,3,1,0,0,0,0,1
1573,1,NA,NA,6,4,4,67,73,51,0,black,50,3,2,5,80,0,1,3,3,control,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,0.5,6,0,1,0,0,0,1
118,1,NA,15,7,6,7,100,100,100,0,black,41,1,3,7,80,1,1,4,5,ht,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,1,9,0,1,0,0,0,2
116,1,12,NA,5,5,3,65,86,95,1,white,36,4,4,5,80,1,1,4,5,lt,trust intro|honesty|benevolence|competence,PPP|PCP|coproduce,1,9,1,0,0,0,0,0
112,1,NA,NA,3,2,2,71,76,76,0,white,41,5,4,3,80,1,0,2,1,control,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,0.5,3,1,0,0,0,0,1
227,1,NA,16,6,5,5,100,100,100,1,white,40,2,6,2,80,1,1,3,3,ht,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,2
367,1,NA,15,6,6,6,29,83,70,0,white,31,4,6,5,80,-1,-1,1,3,ht,trust intro|honesty|benevolence|competence,PPP|PCP|coproduce,-1,4,1,0,0,0,0,2
160,1,NA,NA,4,3,5,40,79,86,0,white,35,4,6,6,80,0,0,3,4,control,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,0,7,1,0,0,0,0,1
217,1,NA,15,5,5,2,48,80,82,1,hispanic,24,1,4,2,80,1,1,5,5,ht,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,1,10,0,0,1,0,0,2
85,1,NA,16,6,6,6,100,100,100,1,white,30,3,2,4,80,1,1,3,4,ht,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,7,1,0,0,0,0,2
317,1,12,NA,5,2,2,50,90,85,1,black,34,2,2,3,80,1,1,3,2,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,1,5,0,1,0,0,0,0
135,1,NA,NA,5,6,5,70,70,80,1,hispanic,40,2,6,5,80,1,1,4,1,control,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,5,0,0,1,0,0,1
419,1,NA,NA,4,5,5,91,89,76,0,white,31,2,4,6,80,1,1,4,4,control,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,8,1,0,0,0,0,1
170,1,12,NA,2,2,3,26,100,90,0,white,55,1,2,5,80,1,1,4,1,lt,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,1,5,1,0,0,0,0,0
241,1,NA,15,6,6,3,69,70,82,1,white,52,3,1,3,80,1,1,2,5,ht,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,1,7,1,0,0,0,0,2
232,1,13,NA,6,5,6,100,95,25,0,white,53,2,4,3,80,1,1,4,1,lt,trust intro|competence|honesty|benevolence,coproduce|PPP|PCP,1,5,1,0,0,0,0,0
228,1,NA,16,5,5,4,72,80,51,1,white,55,4,4,5,80,-1,-1,2,1,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,-1,3,1,0,0,0,0,2
90,1,13,NA,5,3,3,10,80,90,0,black,25,1,3,4,80,1,1,4,1,lt,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,5,0,1,0,0,0,0
113,1,NA,16,6,6,6,74,96,81,1,white,44,3,4,4,80,1,1,4,3,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,1,7,1,0,0,0,0,2
177,1,12,NA,5,5,3,80,100,75,1,white,33,1,3,5,80,1,1,5,5,lt,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,10,1,0,0,0,0,0
52,1,13,NA,4,3,5,40,69,65,0,white,21,2,4,2,80,1,0,3,3,lt,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,0.5,6,1,0,0,0,0,0
72,1,NA,NA,6,6,6,83,88,86,0,white,26,4,4,8,80,1,0,2,1,control,trust intro|honesty|competence|benevolence,PCP|coproduce|PPP,0.5,3,1,0,0,0,0,1
134,1,12,NA,4,5,5,71,99,7,1,white,25,3,3,5,80,1,1,2,1,lt,trust intro|honesty|benevolence|competence,coproduce|PPP|PCP,1,3,1,0,0,0,0,0
153,1,NA,15,3,3,2,74,71,23,1,white,52,1,3,3,80,1,1,3,4,ht,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,1,7,1,0,0,0,0,2
273,1,12,NA,3,3,4,100,100,85,1,black,26,4,3,6,80,1,1,4,5,lt,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,9,0,1,0,0,0,0
167,1,NA,16,4,5,5,81,100,100,0,white,35,5,6,3,80,-1,1,1,5,ht,trust intro|benevolence|honesty|competence,PPP|PCP|coproduce,0,6,1,0,0,0,0,2
247,1,13,NA,6,4,4,89,100,100,1,white,35,5,2,5,80,1,0,3,1,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,0.5,4,1,0,0,0,0,0
114,1,NA,16,5,6,5,44,89,52,1,white,49,3,5,5,80,1,1,5,3,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,8,1,0,0,0,0,2
174,1,12,NA,1,2,1,18,100,27,1,white,36,2,1,5,80,1,1,5,5,lt,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,10,1,0,0,0,0,0
108,1,NA,16,6,6,6,40,90,70,1,asian,22,2,4,3,80,1,1,4,3,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,1,7,0,0,0,1,0,2
165,1,NA,12,1,1,1,47,100,70,1,black,23,2,3,3,80,1,1,4,2,ht,trust intro|honesty|benevolence|competence,coproduce|PPP|PCP,1,6,0,1,0,0,0,2
110,1,NA,NA,4,3,3,80,80,100,1,white,33,2,4,4,80,1,1,5,4,control,trust intro|benevolence|honesty|competence,PCP|coproduce|PPP,1,9,1,0,0,0,0,1
135,1,NA,NA,5,5,3,92,89,100,1,white,60,5,3,5,80,-1,-1,1,1,control,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,-1,2,1,0,0,0,0,1
176,1,12,NA,2,1,2,40,100,85,1,white,32,2,3,2,80,1,1,2,1,lt,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,3,1,0,0,0,0,0
221,1,12,NA,5,2,2,20,32,20,1,white,23,2,1,1,80,1,1,2,4,lt,trust intro|competence|honesty|benevolence,coproduce|PPP|PCP,1,6,1,0,0,0,0,0
283,1,16,NA,6,7,7,95,83,99,1,black,31,3,2,3,80,1,1,4,4,lt,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,8,0,1,0,0,0,0
289,1,NA,NA,6,2,1,40,80,100,0,white,34,3,1,3,80,1,1,3,5,control,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,8,1,0,0,0,0,1
580,1,NA,NA,7,6,6,100,100,97,1,asian,59,3,1,5,80,1,1,4,5,control,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,9,0,0,0,1,0,1
382,1,NA,15,4,5,4,51,81,51,1,black,61,3,2,4,80,1,1,3,5,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,8,0,1,0,0,0,2
121,1,NA,15,5,5,5,67,100,100,1,white,37,2,4,4,80,1,1,2,5,ht,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,7,1,0,0,0,0,2
344,1,12,NA,5,5,3,0,100,84,0,hispanic,43,4,5,3,80,1,1,3,4,lt,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,7,0,0,1,0,0,0
70,1,NA,NA,7,6,6,92,82,83,0,black,26,2,5,5,80,1,1,4,4,control,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,8,0,1,0,0,0,1
143,1,NA,15,7,6,7,91,88,80,0,black,41,4,4,5,80,1,0,4,4,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,0.5,8,0,1,0,0,0,2
115,1,NA,NA,5,5,5,51,100,51,1,white,34,3,1,2,51,1,0,2,5,control,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,0.5,7,1,0,0,0,0,1
438,1,NA,15,4,2,4,71,86,88,0,black,58,2,2,2,80,1,1,3,3,ht,trust intro|benevolence|honesty|competence,PCP|coproduce|PPP,1,6,0,1,0,0,0,2
138,1,NA,NA,5,4,3,55,100,100,1,white,22,1,6,1,80,1,1,5,5,control,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,10,1,0,0,0,0,1
159,1,NA,NA,4,2,2,20,60,60,0,white,39,3,1,1,80,1,1,2,2,control,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,4,1,0,0,0,0,1
204,1,NA,13,3,3,3,22,88,82,1,black,23,3,4,3,80,1,1,3,3,ht,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,6,0,1,0,0,0,2
171,1,15,NA,6,3,6,76,43,67,0,white,24,1,5,5,80,1,0,4,3,lt,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,0.5,7,1,0,0,0,0,0
145,1,NA,NA,5,2,2,17,100,100,1,white,28,1,1,2,80,1,1,4,5,control,trust intro|benevolence|competence|honesty,PCP|PPP|coproduce,1,9,1,0,0,0,0,1
110,1,12,NA,2,2,2,81,64,28,1,white,37,3,5,5,80,1,1,2,1,lt,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,1,3,1,0,0,0,0,0
108,1,NA,NA,3,7,3,99,100,93,1,asian,29,2,5,6,80,1,0,4,5,control,trust intro|honesty|benevolence|competence,coproduce|PCP|PPP,0.5,9,0,0,0,1,0,1
203,1,12,NA,5,3,3,71,30,29,1,white,38,3,2,3,80,1,0,4,2,lt,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,0.5,6,1,0,0,0,0,0
110,1,NA,16,7,6,6,0,100,100,0,hispanic,26,1,4,5,80,1,1,5,2,ht,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,7,0,0,1,0,0,2
319,1,NA,15,6,6,5,41,93,74,0,black,25,2,2,3,80,1,1,3,2,ht,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,5,0,1,0,0,0,2
97,1,15,NA,7,5,6,82,73,78,0,white,53,2,4,5,80,1,1,4,4,lt,trust intro|honesty|benevolence|competence,coproduce|PCP|PPP,1,8,1,0,0,0,0,0
319,1,NA,16,5,4,3,28,81,40,1,black,47,3,6,5,80,1,1,2,1,ht,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,3,0,1,0,0,0,2
270,1,NA,16,6,6,6,92,91,90,1,white,50,2,1,3,80,1,1,5,4,ht,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,9,1,0,0,0,0,2
204,1,12,NA,6,3,4,65,88,74,1,white,27,3,4,2,80,1,0,3,1,lt,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,0.5,4,1,0,0,0,0,0
157,1,NA,16,6,6,6,79,81,80,0,white,25,4,3,2,80,1,1,1,1,ht,trust intro|honesty|competence|benevolence,PPP|PCP|coproduce,1,2,1,0,0,0,0,2
139,1,NA,15,3,2,3,33,81,60,0,white,30,4,6,5,80,1,0,3,2,ht,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,0.5,5,1,0,0,0,0,2
150,1,12,NA,5,3,3,60,70,60,0,hispanic,18,3,1,2,80,1,1,2,2,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,1,4,0,0,1,0,0,0
137,1,NA,15,6,3,5,30,100,100,1,white,21,1,6,5,80,1,1,5,5,ht,trust intro|competence|honesty|benevolence,coproduce|PCP|PPP,1,10,1,0,0,0,0,2
125,1,NA,NA,5,5,3,100,100,75,0,white,40,4,4,5,80,1,0,2,1,control,trust intro|honesty|competence|benevolence,PCP|coproduce|PPP,0.5,3,1,0,0,0,0,1
168,1,NA,NA,5,5,4,45,70,30,1,white,23,2,3,3,80,1,1,4,2,control,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,6,1,0,0,0,0,1
93,1,NA,15,5,6,5,30,90,75,0,asian,20,2,4,5,80,1,1,4,5,ht,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,1,9,0,0,0,1,0,2
99,1,NA,NA,3,3,2,36,91,56,1,white,25,2,3,5,80,1,1,4,3,control,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,1,7,1,0,0,0,0,1
185,1,12,NA,3,3,2,90,100,100,0,white,30,5,5,5,80,1,1,1,1,lt,trust intro|honesty|competence|benevolence,PCP|coproduce|PPP,1,2,1,0,0,0,0,0
88,1,13,NA,3,5,3,55,68,44,0,white,29,3,5,8,80,1,1,1,3,lt,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,4,1,0,0,0,0,0
150,1,NA,16,6,6,6,55,62,55,0,asian,30,3,1,5,80,-1,-1,2,3,ht,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,-1,5,0,0,0,1,0,2
172,1,12,NA,4,5,5,75,69,59,0,other,39,3,5,5,80,1,1,3,4,lt,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,7,0,0,0,0,1,0
84,1,NA,16,6,6,6,10,96,73,1,asian,30,1,7,7,80,1,1,5,1,ht,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,6,0,0,0,1,0,2
192,1,NA,NA,6,5,5,47,100,67,1,white,21,1,1,3,80,1,1,5,4,control,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,9,1,0,0,0,0,1
167,1,NA,NA,5,5,5,71,81,40,1,white,61,4,4,5,80,1,0,3,2,control,trust intro|benevolence|competence|honesty,PCP|PPP|coproduce,0.5,5,1,0,0,0,0,1
215,1,NA,NA,6,5,4,60,86,77,0,black,43,2,3,6,80,1,1,4,4,control,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,8,0,1,0,0,0,1
206,1,NA,NA,5,5,5,40,100,100,1,white,36,1,6,6,80,1,1,4,2,control,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,6,1,0,0,0,0,1
156,1,NA,15,5,6,5,71,81,56,1,white,44,4,7,5,80,0,1,2,2,ht,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,0.5,4,1,0,0,0,0,2
365,1,NA,16,6,7,6,80,100,100,0,white,76,4,4,5,80,1,1,3,3,ht,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,6,1,0,0,0,0,2
124,1,NA,16,5,5,5,40,89,69,1,white,26,2,2,5,80,1,1,2,1,ht,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,3,1,0,0,0,0,2
152,1,13,NA,4,4,3,72,60,82,0,white,35,3,4,5,80,1,1,3,3,lt,trust intro|benevolence|honesty|competence,PCP|PPP|coproduce,1,6,1,0,0,0,0,0
169,1,12,NA,5,2,2,61,100,100,1,white,40,1,3,3,80,1,1,5,4,lt,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,1,9,1,0,0,0,0,0
121,1,NA,13,5,5,4,50,100,100,0,other,29,2,3,5,80,1,1,4,2,ht,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,0,0,0,0,1,2
136,1,NA,NA,6,5,5,24,100,78,1,white,22,1,4,3,80,1,1,4,2,control,trust intro|honesty|benevolence|competence,coproduce|PCP|PPP,1,6,1,0,0,0,0,1
87,1,12,NA,2,7,6,91,85,88,1,asian,31,2,5,7,79,1,1,5,5,lt,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,10,0,0,0,1,0,0
135,1,NA,16,7,6,5,90,95,80,1,white,34,2,4,5,80,1,1,2,4,ht,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,2
154,1,NA,16,5,6,6,76,93,22,0,white,52,2,7,5,80,1,1,4,2,ht,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,6,1,0,0,0,0,2
161,1,NA,NA,6,6,7,93,87,87,0,black,40,3,1,5,80,1,0,4,5,control,trust intro|benevolence|honesty|competence,PCP|coproduce|PPP,0.5,9,0,1,0,0,0,1
111,1,NA,NA,3,3,2,87,87,30,1,white,33,4,5,6,80,1,0,3,4,control,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,0.5,7,1,0,0,0,0,1
299,1,NA,15,6,6,6,62,62,75,0,white,25,4,3,5,80,0,1,4,5,ht,trust intro|honesty|benevolence|competence,PPP|PCP|coproduce,0.5,9,1,0,0,0,0,2
255,1,15,NA,5,5,5,70,90,71,1,black,30,2,5,5,80,1,1,5,4,lt,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,9,0,1,0,0,0,0
466,1,NA,NA,5,6,5,68,81,68,0,white,43,3,3,5,79,1,1,5,4,control,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,9,1,0,0,0,0,1
262,1,12,NA,5,5,5,45,90,20,1,white,38,2,6,8,80,1,1,5,1,lt,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,0
299,1,NA,15,6,6,6,61,90,100,1,white,51,2,4,5,80,1,1,5,1,ht,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,1,6,1,0,0,0,0,2
255,1,NA,12,3,1,1,51,100,100,1,white,54,1,2,2,80,1,1,2,5,ht,trust intro|competence|honesty|benevolence,coproduce|PCP|PPP,1,7,1,0,0,0,0,2
266,1,NA,NA,6,2,2,100,100,100,1,white,29,3,1,2,80,1,1,2,1,control,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,1,3,1,0,0,0,0,1
561,1,NA,13,4,6,5,61,62,61,0,white,32,2,4,5,80,1,1,4,4,ht,trust intro|competence|honesty|benevolence,coproduce|PCP|PPP,1,8,1,0,0,0,0,2
143,1,NA,NA,6,6,7,79,79,84,1,white,25,2,6,5,80,1,1,4,5,control,trust intro|benevolence|honesty|competence,PCP|PPP|coproduce,1,9,1,0,0,0,0,1
176,1,12,NA,1,1,1,0,0,0,0,white,30,1,3,3,80,1,1,1,1,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,1,2,1,0,0,0,0,0
307,1,12,NA,3,2,3,45,67,58,0,white,38,2,3,5,80,1,1,4,3,lt,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,7,1,0,0,0,0,0
125,1,NA,NA,3,4,3,40,80,60,0,white,48,2,4,6,80,1,1,5,2,control,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,7,1,0,0,0,0,1
205,1,NA,16,5,6,5,80,80,75,1,white,52,2,4,6,80,1,1,2,1,ht,trust intro|honesty|competence|benevolence,PCP|coproduce|PPP,1,3,1,0,0,0,0,2
266,1,NA,16,2,2,1,59,3,5,0,white,34,3,2,1,80,-1,1,1,5,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,0,6,1,0,0,0,0,2
