codi,year,spp,postp,treatment_postp,intensity_postp,yrrate,pop_thou,urate
171411,2004.0,15.770261,1.0,0.0,0.0,13.22796,8.902,1.4940463
171426,2000.0,16.70498,0.0,0.0,0.0,,,
171426,2004.0,12.708831,1.0,0.0,0.0,,,
171432,2000.0,19.565218,0.0,0.0,0.0,,,
171432,2004.0,10.638298,1.0,0.0,0.0,,,
171447,2000.0,10.967742,0.0,0.0,0.0,,,
171447,2004.0,14.285714,1.0,0.0,0.0,,,
171450,2000.0,8.262548,0.0,0.0,0.0,,,
171450,2004.0,4.571429,1.0,0.0,0.0,,,
171463,2000.0,17.79141,0.0,0.0,0.0,,,
171463,2004.0,11.975684,1.0,0.0,0.0,,,
171479,2000.0,11.990049,0.0,0.0,0.0,13.24431,10.796,2.5194516
171479,2004.0,8.142753,1.0,0.0,0.0,9.773157,10.862,2.504143
171485,2000.0,15.5737705,0.0,0.0,0.0,,,
171485,2004.0,8.913043,1.0,0.0,0.0,,,
171498,2000.0,11.111111,0.0,0.0,0.0,,,
171498,2004.0,4.779412,1.0,0.0,0.0,,,
171501,2000.0,10.011507,0.0,0.0,0.0,,,
171501,2004.0,6.122449,1.0,0.0,0.0,,,
171518,2000.0,37.272728,0.0,0.0,0.0,,,
171518,2004.0,18.58407,1.0,0.0,0.0,,,
171523,2000.0,26.614374,0.0,0.0,0.0,1.84068,13.911,3.6877291
171523,2004.0,22.387156,1.0,0.0,0.0,8.229462,17.637,2.732891
171539,2000.0,11.111111,0.0,0.0,0.0,,,
171539,2004.0,6.122449,1.0,0.0,0.0,,,
171544,2000.0,2.4390244,0.0,0.0,0.0,,,
171544,2004.0,0.0,1.0,0.0,0.0,,,
171557,2000.0,14.552955,0.0,0.0,0.0,8.213605,22.876,2.732121
171557,2004.0,11.092688,1.0,0.0,0.0,9.508787,27.746,2.454408
171576,2000.0,3.2967033,0.0,0.0,0.0,,,
171576,2004.0,4.123711,1.0,0.0,0.0,,,
171582,2000.0,23.928572,0.0,0.0,0.0,,,
171582,2004.0,13.103448,1.0,0.0,0.0,,,
171595,2000.0,16.129032,0.0,0.0,0.0,,,
171595,2004.0,12.681912,1.0,0.0,0.0,,,
171609,2000.0,15.23107,0.0,0.0,0.0,7.815857,18.882,2.8810508
171609,2004.0,11.020967,1.0,0.0,0.0,10.79809,21.04,2.59981
171616,2000.0,17.503805,0.0,0.0,0.0,,,
171616,2004.0,9.712231,1.0,0.0,0.0,,,
171621,2000.0,14.814815,0.0,0.0,0.0,,,
171621,2004.0,18.181818,1.0,0.0,0.0,,,
171637,2000.0,9.700315,0.0,0.0,0.0,,,
171637,2004.0,5.834306,1.0,0.0,0.0,,,
171642,2000.0,8.8562355,0.0,0.0,0.0,11.04317,5.137,1.7909286
171642,2004.0,5.505473,1.0,0.0,0.0,3.986095,5.447,2.3682761
171655,2000.0,14.159292,0.0,0.0,0.0,,,
171655,2004.0,7.784431,1.0,0.0,0.0,,,
171668,2000.0,3.1791906,0.0,0.0,0.0,,,
171668,2004.0,4.379562,1.0,0.0,0.0,,,
171674,2000.0,9.854369,0.0,0.0,0.0,,,
171674,2004.0,6.0668592,1.0,0.0,0.0,,,
171680,2000.0,9.756098,0.0,0.0,0.0,,,
171680,2004.0,7.073955,1.0,0.0,0.0,,,
171693,2000.0,11.696428,0.0,0.0,0.0,,,
171693,2004.0,10.245902,1.0,0.0,0.0,,,
171707,2000.0,10.714286,0.0,0.0,0.0,,,
171707,2004.0,5.673759,1.0,0.0,0.0,,,
171714,2000.0,14.563107,0.0,0.0,0.0,,,
171714,2004.0,6.060606,1.0,0.0,0.0,,,
171729,2000.0,9.836065,0.0,0.0,0.0,,,
171729,2004.0,4.77707,1.0,0.0,0.0,,,
171735,2000.0,16.161615,0.0,0.0,0.0,,,
171735,2004.0,8.474576,1.0,0.0,0.0,,,
171740,2000.0,17.592592,0.0,0.0,0.0,,,
171740,2004.0,9.322034,1.0,0.0,0.0,,,
171753,2000.0,15.53398,0.0,0.0,0.0,,,
171753,2004.0,11.202186,1.0,0.0,0.0,,,
171766,2000.0,17.777779,0.0,0.0,0.0,,,
171766,2004.0,10.92437,1.0,0.0,0.0,,,
171772,2000.0,10.148515,0.0,0.0,0.0,,,
171772,2004.0,4.3763676,1.0,0.0,0.0,,,
171788,2000.0,13.521545,0.0,0.0,0.0,,,
171788,2004.0,9.02439,1.0,0.0,0.0,,,
171805,2000.0,12.420958,0.0,0.0,0.0,12.97117,9.236,2.295366
171805,2004.0,8.779709,1.0,0.0,0.0,7.679893,10.832,2.6126292
171812,2000.0,19.047619,0.0,0.0,0.0,,,
171812,2004.0,14.383203,1.0,0.0,0.0,,,
171827,2000.0,18.562874,0.0,0.0,0.0,,,
171827,2004.0,14.367816,1.0,0.0,0.0,,,
171833,2000.0,12.643678,0.0,0.0,0.0,,,
171833,2004.0,8.376964,1.0,0.0,0.0,,,
171848,2000.0,12.6498,0.0,0.0,0.0,,,
171848,2004.0,6.7901235,1.0,0.0,0.0,,,
171851,2000.0,9.584664,0.0,0.0,0.0,,,
171851,2004.0,4.1331186,1.0,0.0,0.0,,,
171864,2000.0,9.985097,0.0,0.0,0.0,,,
171864,2004.0,7.096279,1.0,0.0,0.0,,,
171870,2000.0,11.851851,0.0,0.0,0.0,,,
171870,2004.0,6.4794817,1.0,0.0,0.0,,,
171886,2000.0,11.811024,0.0,0.0,0.0,,,
171886,2004.0,11.486486,1.0,0.0,0.0,,,
171899,2000.0,5.1217465,0.0,0.0,0.0,,,
171899,2004.0,3.8970587,1.0,0.0,0.0,,,
171903,2000.0,14.561028,0.0,0.0,0.0,,,
171903,2004.0,7.2968493,1.0,0.0,0.0,,,
171910,2000.0,15.384615,0.0,0.0,0.0,,,
171910,2004.0,6.6666665,1.0,0.0,0.0,,,
171925,2000.0,13.725491,0.0,0.0,0.0,,,
171925,2004.0,5.7377048,1.0,0.0,0.0,,,
171931,2000.0,17.577354,0.0,0.0,0.0,,,
171931,2004.0,12.102804,1.0,0.0,0.0,,,
171946,2000.0,4.4444447,0.0,0.0,0.0,,,
171946,2004.0,1.25,1.0,0.0,0.0,,,
171959,2000.0,9.444445,0.0,0.0,0.0,,,
171959,2004.0,6.1320753,1.0,0.0,0.0,,,
171962,2000.0,18.103449,0.0,0.0,0.0,,,
171962,2004.0,12.413794,1.0,0.0,0.0,,,
171978,2000.0,12.371134,0.0,0.0,0.0,,,
171978,2004.0,12.931034,1.0,0.0,0.0,,,
171984,2000.0,12.962963,0.0,0.0,0.0,,,
171984,2004.0,5.5555553,1.0,0.0,0.0,,,
171997,2000.0,15.194162,0.0,0.0,0.0,1.145125,8.881,4.0648575
171997,2004.0,12.170559,1.0,0.0,0.0,8.697051,10.747,2.633293
172001,2000.0,10.672853,0.0,0.0,0.0,,,
172001,2004.0,4.868154,1.0,0.0,0.0,,,
172018,2000.0,12.0,0.0,0.0,0.0,,,
172018,2004.0,7.5268817,1.0,0.0,0.0,,,
172023,2000.0,18.0776,0.0,0.0,0.0,,,
172023,2004.0,14.857555,1.0,0.0,0.0,,5.548,4.5782266
172039,2000.0,5.426357,0.0,0.0,0.0,,,
172039,2004.0,2.9629629,1.0,0.0,0.0,,,
172044,2000.0,16.945107,0.0,0.0,0.0,,,
172044,2004.0,11.228813,1.0,0.0,0.0,,,
172057,2000.0,10.144928,0.0,0.0,0.0,,,
172057,2004.0,4.2253523,1.0,0.0,0.0,,,
172060,2000.0,17.857143,0.0,0.0,0.0,,,
172060,2004.0,10.084034,1.0,0.0,0.0,,,
172076,2000.0,12.044046,0.0,0.0,0.0,,,
172076,2004.0,6.894587,1.0,0.0,0.0,,,
172082,2000.0,13.815789,0.0,0.0,0.0,,,
172082,2004.0,8.788282,1.0,0.0,0.0,,,
172095,2000.0,20.689655,0.0,0.0,0.0,,,
172095,2004.0,10.9375,1.0,0.0,0.0,,,
172109,2000.0,22.910217,0.0,0.0,0.0,,,
172109,2004.0,13.366337,1.0,0.0,0.0,,,
172116,2000.0,12.374582,0.0,0.0,0.0,,,
172116,2004.0,6.336088,1.0,0.0,0.0,,,
172121,2000.0,2.173913,0.0,0.0,0.0,,,
172121,2004.0,0.9174312,1.0,0.0,0.0,,,
172137,2000.0,17.970402,0.0,0.0,0.0,,,
172137,2004.0,12.829582,1.0,0.0,0.0,,6.84,2.3538013
172142,2000.0,15.192743,0.0,0.0,0.0,,,
172142,2004.0,10.21611,1.0,0.0,0.0,,,
172155,2000.0,10.72523,0.0,0.0,0.0,,,
172155,2004.0,9.137055,1.0,0.0,0.0,,,
172168,2000.0,14.444445,0.0,0.0,0.0,,,
172168,2004.0,7.142857,1.0,0.0,0.0,,,
172174,2000.0,13.095238,0.0,0.0,0.0,,,
172174,2004.0,5.319149,1.0,0.0,0.0,,,
172180,2000.0,17.660551,0.0,0.0,0.0,,,
172180,2004.0,8.893281,1.0,0.0,0.0,,,
172207,2000.0,17.735043,0.0,0.0,0.0,,,
172207,2004.0,10.902896,1.0,0.0,0.0,,,
172214,2000.0,21.812893,0.0,0.0,0.0,,,
172214,2004.0,18.155724,1.0,0.0,0.0,,5.087,1.7298998
172229,2000.0,11.688312,0.0,0.0,0.0,,,
172229,2004.0,2.4691358,1.0,0.0,0.0,,,
172235,2000.0,17.745302,0.0,0.0,0.0,,,
172235,2004.0,8.389262,1.0,0.0,0.0,,,
172240,2000.0,15.441176,0.0,0.0,0.0,,,
172240,2004.0,9.027778,1.0,0.0,0.0,,,
172253,2000.0,10.2739725,0.0,0.0,0.0,,,
172253,2004.0,11.173184,1.0,0.0,0.0,,,
172266,2000.0,27.716187,0.0,0.0,0.0,,,
172266,2004.0,23.201439,1.0,0.0,0.0,,,
172272,2000.0,9.230769,0.0,0.0,0.0,,,
172272,2004.0,6.1728396,1.0,0.0,0.0,,,
172288,2000.0,18.918919,0.0,0.0,0.0,,,
172288,2004.0,12.796208,1.0,0.0,0.0,,,
172305,2000.0,18.965517,0.0,0.0,0.0,,,
172305,2004.0,14.285714,1.0,0.0,0.0,,,
172327,2000.0,17.391304,0.0,0.0,0.0,,,
172327,2004.0,7.8431373,1.0,0.0,0.0,,,
172333,2000.0,9.302325,0.0,0.0,0.0,,,
172333,2004.0,6.3185043,1.0,0.0,0.0,,,
172348,2000.0,21.052631,0.0,0.0,0.0,,,
172348,2004.0,9.859155,1.0,0.0,0.0,,,
179011,2000.0,13.793103,0.0,0.0,0.0,,,
179011,2004.0,7.4229693,1.0,0.0,0.0,,,
179026,2000.0,7.541322,0.0,0.0,0.0,,,
179026,2004.0,5.1959114,1.0,0.0,0.0,,,
179032,2000.0,8.139535,0.0,0.0,0.0,,,
179032,2004.0,5.263158,1.0,0.0,0.0,,,
250019,2000.0,19.117647,0.0,0.0,0.0,,,
250019,2004.0,7.070707,1.0,0.0,0.0,,,
250024,2000.0,21.686747,0.0,0.0,0.0,,,
250024,2004.0,9.065156,1.0,0.0,0.0,,,
250030,2000.0,20.138605,0.0,0.0,0.0,,,
250030,2004.0,12.864078,1.0,0.0,0.0,,5.455,2.4197984
250045,2000.0,15.420561,0.0,0.0,0.0,,,
250045,2004.0,10.735586,1.0,0.0,0.0,,,
250058,2000.0,12.037037,0.0,0.0,0.0,,,
250058,2004.0,6.589147,1.0,0.0,0.0,,,
250061,2000.0,25.449102,0.0,0.0,0.0,,,
250061,2004.0,13.414634,1.0,0.0,0.0,,,
250077,2000.0,17.700455,0.0,0.0,0.0,,,
250077,2004.0,12.7684965,1.0,0.0,0.0,,,
250083,2000.0,25.904318,0.0,0.0,0.0,,,
250083,2004.0,17.605635,1.0,0.0,0.0,,,
250096,2000.0,26.02459,0.0,0.0,0.0,,,
250096,2004.0,17.241379,1.0,0.0,0.0,,,
250100,2000.0,16.17647,0.0,0.0,0.0,,,
250100,2004.0,7.8313255,1.0,0.0,0.0,,,
250117,2000.0,15.849056,0.0,0.0,0.0,,,
250117,2004.0,12.543312,1.0,0.0,0.0,,6.229,1.4769626
250122,2000.0,19.011816,0.0,0.0,0.0,,,
250122,2004.0,12.103004,1.0,0.0,0.0,,,
250138,2000.0,23.655256,0.0,0.0,0.0,,,
250138,2004.0,12.880044,1.0,0.0,0.0,,,
250143,2000.0,13.812155,0.0,0.0,0.0,,,
250143,2004.0,4.4444447,1.0,0.0,0.0,,,
250156,2000.0,22.45509,0.0,0.0,0.0,,,
250156,2004.0,14.204545,1.0,0.0,0.0,,,
250169,2000.0,13.859275,0.0,0.0,0.0,,,
250169,2004.0,9.367946,1.0,0.0,0.0,,,
250175,2000.0,17.5,0.0,0.0,0.0,,,
250175,2004.0,8.620689,1.0,0.0,0.0,,,
250194,2000.0,25.538568,0.0,0.0,0.0,9.64657,5.704,1.3674614
250194,2004.0,15.73499,1.0,0.0,0.0,9.17251,6.118,1.3076168
250208,2000.0,22.291021,0.0,0.0,0.0,,,
250208,2004.0,15.151515,1.0,0.0,0.0,,,
250215,2000.0,14.223195,0.0,0.0,0.0,,,
250215,2004.0,8.2820635,1.0,0.0,0.0,,,
250220,2000.0,10.31746,0.0,0.0,0.0,,,
250220,2004.0,6.9565215,1.0,0.0,0.0,,,
250236,2000.0,23.816568,0.0,0.0,0.0,,,
250236,2004.0,17.317846,1.0,0.0,0.0,,5.526,1.2848353
250241,2000.0,13.56784,0.0,0.0,0.0,,,
250241,2004.0,7.894737,1.0,0.0,0.0,,,
250254,2000.0,31.136951,0.0,0.0,0.0,,,
250254,2004.0,21.507538,1.0,0.0,0.0,,,
250273,2000.0,16.537468,0.0,0.0,0.0,,,
250273,2004.0,8.951708,1.0,0.0,0.0,,,
250292,2000.0,18.333334,0.0,0.0,0.0,,,
250292,2004.0,10.323887,1.0,0.0,0.0,,,
250306,2000.0,11.235955,0.0,0.0,0.0,,,
250306,2004.0,2.6785715,1.0,0.0,0.0,,,
250313,2000.0,15.151515,0.0,0.0,0.0,,,
250313,2004.0,17.142857,1.0,0.0,0.0,,,
250328,2000.0,12.0,0.0,0.0,0.0,,,
250328,2004.0,3.4482758,1.0,0.0,0.0,,,
250334,2000.0,17.227457,0.0,0.0,0.0,,,
250334,2004.0,9.462617,1.0,0.0,0.0,,,
250349,2000.0,19.941177,0.0,0.0,0.0,,,
250349,2004.0,11.900098,1.0,0.0,0.0,,,
250352,2000.0,16.206896,0.0,0.0,0.0,,,
250352,2004.0,13.905326,1.0,0.0,0.0,,,
250365,2000.0,19.54023,0.0,0.0,0.0,,,
250365,2004.0,17.460318,1.0,0.0,0.0,,,
250371,2000.0,23.297491,0.0,0.0,0.0,,,
250371,2004.0,18.910257,1.0,0.0,0.0,,,
250387,2000.0,26.05364,0.0,0.0,0.0,,,
250387,2004.0,22.575977,1.0,0.0,0.0,,,
250390,2000.0,7.207207,0.0,0.0,0.0,,,
250390,2004.0,6.27451,1.0,0.0,0.0,,,
250404,2000.0,19.809034,0.0,0.0,0.0,9.224806,13.561,1.7550328
250404,2004.0,15.585211,1.0,0.0,0.0,14.6313,15.768,2.3211567
250411,2000.0,23.462414,0.0,0.0,0.0,,,
250411,2004.0,17.045454,1.0,0.0,0.0,,,
250426,2000.0,17.567568,0.0,0.0,0.0,,,
250426,2004.0,10.0,1.0,0.0,0.0,,,
250432,2000.0,9.5,0.0,0.0,0.0,,,
250432,2004.0,4.974271,1.0,0.0,0.0,,,
250447,2000.0,43.00518,0.0,0.0,0.0,,,
250447,2004.0,20.858896,1.0,0.0,0.0,,,
250450,2000.0,17.5,0.0,0.0,0.0,,,
250450,2004.0,20.588236,1.0,0.0,0.0,,,
250463,2000.0,21.978022,0.0,0.0,0.0,,,
250463,2004.0,12.468828,1.0,0.0,0.0,,,
250479,2000.0,17.584993,0.0,0.0,0.0,,,
250479,2004.0,9.819413,1.0,0.0,0.0,,,
250485,2000.0,17.79388,0.0,0.0,0.0,,,
250485,2004.0,9.686817,1.0,0.0,0.0,,,
250498,2000.0,15.328467,0.0,0.0,0.0,,,
250498,2004.0,13.868613,1.0,0.0,0.0,,,
250501,2000.0,14.259846,0.0,0.0,0.0,,,
250501,2004.0,9.546351,1.0,0.0,0.0,,,
250518,2000.0,10.718789,0.0,0.0,0.0,,,
250518,2004.0,8.639706,1.0,0.0,0.0,,,
250523,2000.0,17.574257,0.0,0.0,0.0,,,
250523,2004.0,9.48588,1.0,0.0,0.0,,,
250539,2000.0,16.606499,0.0,0.0,0.0,,,
250539,2004.0,15.319149,1.0,0.0,0.0,,,
250557,2000.0,14.857142,0.0,0.0,0.0,,,
250557,2004.0,9.259259,1.0,0.0,0.0,,,
250560,2000.0,15.384615,0.0,0.0,0.0,,,
250560,2004.0,9.124087,1.0,0.0,0.0,,,
250576,2000.0,33.333332,0.0,0.0,0.0,,,
250576,2004.0,21.710526,1.0,0.0,0.0,,,
250582,2000.0,15.464658,0.0,0.0,0.0,8.383839,5.302,2.055828
250582,2004.0,9.940298,1.0,0.0,0.0,10.08304,5.661,1.8371313
250595,2000.0,32.889732,0.0,0.0,0.0,,,
250595,2004.0,30.0,1.0,0.0,0.0,,,
250609,2000.0,30.30303,0.0,0.0,0.0,,,
250609,2004.0,24.675325,1.0,0.0,0.0,,,
250616,2000.0,20.0,0.0,0.0,0.0,,,
250616,2004.0,7.8125,1.0,0.0,0.0,,,
250621,2000.0,17.001827,0.0,0.0,0.0,,,
250621,2004.0,12.280702,1.0,0.0,0.0,,,
250637,2000.0,14.814815,0.0,0.0,0.0,,,
250637,2004.0,20.338984,1.0,0.0,0.0,,,
250642,2000.0,12.790698,0.0,0.0,0.0,,,
250642,2004.0,2.7272727,1.0,0.0,0.0,,,
250674,2000.0,25.74956,0.0,0.0,0.0,,,
250674,2004.0,17.179903,1.0,0.0,0.0,,,
250680,2000.0,17.804878,0.0,0.0,0.0,,,
250680,2004.0,9.523809,1.0,0.0,0.0,,,
250693,2000.0,17.021276,0.0,0.0,0.0,,,
250693,2004.0,7.4074073,1.0,0.0,0.0,,,
250707,2000.0,12.444445,0.0,0.0,0.0,,,
250707,2004.0,9.635417,1.0,0.0,0.0,,,
250714,2000.0,6.6666665,0.0,0.0,0.0,,,
250714,2004.0,11.764706,1.0,0.0,0.0,,,
250729,2000.0,25.78125,0.0,0.0,0.0,10.94585,7.908,1.4162873
250729,2004.0,15.347084,1.0,1.0,1280.0,-0.4573029,9.184,3.059669
250735,2000.0,15.384615,0.0,0.0,0.0,,,
250735,2004.0,6.8222623,1.0,0.0,0.0,,,
250740,2000.0,15.436241,0.0,0.0,0.0,,,
250740,2004.0,9.411765,1.0,0.0,0.0,,,
250753,2000.0,9.411765,0.0,0.0,0.0,,,
250753,2004.0,9.473684,1.0,0.0,0.0,,,
250766,2000.0,6.060606,0.0,0.0,0.0,,,
250766,2004.0,2.1126761,1.0,0.0,0.0,,,
250772,2000.0,18.122978,0.0,0.0,0.0,,,
250772,2004.0,7.5842695,1.0,0.0,0.0,,,
250788,2000.0,15.873015,0.0,0.0,0.0,,,
250788,2004.0,9.90753,1.0,0.0,0.0,,,
250791,2000.0,19.30502,0.0,0.0,0.0,,,
250791,2004.0,13.385827,1.0,0.0,0.0,,,
250812,2000.0,14.529915,0.0,0.0,0.0,,,
250812,2004.0,7.6666665,1.0,0.0,0.0,,,
250827,2000.0,25.414364,0.0,0.0,0.0,,,
250827,2004.0,17.766497,1.0,0.0,0.0,,,
250851,2000.0,24.299065,0.0,0.0,0.0,,,
250851,2004.0,21.6,1.0,0.0,0.0,,,
250864,2000.0,7.8125,0.0,0.0,0.0,,,
250864,2004.0,5.973451,1.0,0.0,0.0,,,
250870,2000.0,7.142857,0.0,0.0,0.0,,,
250870,2004.0,0.0,1.0,0.0,0.0,,,
250886,2000.0,7.9545455,0.0,0.0,0.0,,,
250886,2004.0,4.3010755,1.0,0.0,0.0,,,
250899,2000.0,3.6363637,0.0,0.0,0.0,,,
250899,2004.0,1.5625,1.0,0.0,0.0,,,
250925,2000.0,13.333333,0.0,0.0,0.0,,,
250925,2004.0,8.730159,1.0,0.0,0.0,,,
250931,2000.0,14.698163,0.0,0.0,0.0,,,
250931,2004.0,9.643606,1.0,0.0,0.0,,,
250946,2000.0,14.173228,0.0,0.0,0.0,,,
250946,2004.0,19.10828,1.0,0.0,0.0,,,
250962,2000.0,23.994638,0.0,0.0,0.0,,,
250962,2004.0,17.926828,1.0,0.0,0.0,,,
250978,2000.0,14.705882,0.0,0.0,0.0,,,
250978,2004.0,13.580247,1.0,0.0,0.0,,,
250984,2000.0,6.4935064,0.0,0.0,0.0,,,
250984,2004.0,2.0304568,1.0,0.0,0.0,,,
250997,2000.0,21.008404,0.0,0.0,0.0,,,
250997,2004.0,11.045829,1.0,0.0,0.0,,,
251001,2000.0,7.017544,0.0,0.0,0.0,,,
251001,2004.0,3.3333333,1.0,0.0,0.0,,,
251018,2000.0,6.8410463,0.0,0.0,0.0,,,
251018,2004.0,3.4798534,1.0,0.0,0.0,,,
251023,2000.0,22.88961,0.0,0.0,0.0,,,
251023,2004.0,18.7404,1.0,0.0,0.0,,,
251039,2000.0,17.647058,0.0,0.0,0.0,,,
251039,2004.0,13.541667,1.0,0.0,0.0,,,
251044,2000.0,19.444445,0.0,0.0,0.0,,,
251044,2004.0,12.727273,1.0,0.0,0.0,,,
251057,2000.0,18.918919,0.0,0.0,0.0,,,
251057,2004.0,6.6115704,1.0,0.0,0.0,,,
251095,2000.0,12.970712,0.0,0.0,0.0,,,
251095,2004.0,9.704641,1.0,0.0,0.0,,,
251109,2000.0,16.698292,0.0,0.0,0.0,,,
251109,2004.0,10.77147,1.0,0.0,0.0,,5.202,0.90349865
251116,2000.0,20.22472,0.0,0.0,0.0,,,
251116,2004.0,9.90991,1.0,0.0,0.0,,,
251121,2000.0,22.594143,0.0,0.0,0.0,,,
251121,2004.0,13.409962,1.0,0.0,0.0,,,
251137,2000.0,10.65033,0.0,0.0,0.0,,,
251137,2004.0,9.552496,1.0,0.0,0.0,,,
251142,2000.0,10.084034,0.0,0.0,0.0,,,
251142,2004.0,2.9411764,1.0,0.0,0.0,,,
251155,2000.0,6.984668,0.0,0.0,0.0,,,
251155,2004.0,4.8640914,1.0,0.0,0.0,,,
251180,2000.0,25.07837,0.0,0.0,0.0,,,
251180,2004.0,15.789474,1.0,0.0,0.0,,,
251193,2000.0,12.807319,0.0,0.0,0.0,,,
251193,2004.0,8.020305,1.0,0.0,0.0,,,
251207,2000.0,26.834106,0.0,0.0,0.0,7.652604,113.913,2.261375
251207,2004.0,19.591938,1.0,0.0,0.0,9.973579,126.504,2.3540757
251214,2000.0,21.927711,0.0,0.0,0.0,,,
251214,2004.0,25.688074,1.0,0.0,0.0,,,
251229,2000.0,20.321638,0.0,0.0,0.0,,,
251229,2004.0,13.308224,1.0,0.0,0.0,,,
251235,2000.0,4.4117646,0.0,0.0,0.0,,,
251235,2004.0,0.729927,1.0,0.0,0.0,,,
251240,2000.0,25.203253,0.0,0.0,0.0,,,
251240,2004.0,13.953488,1.0,0.0,0.0,,,
251253,2000.0,29.619566,0.0,0.0,0.0,,,
251253,2004.0,17.894737,1.0,0.0,0.0,,,
251266,2000.0,11.242603,0.0,0.0,0.0,,,
251266,2004.0,7.582938,1.0,0.0,0.0,,,
251272,2000.0,6.25,0.0,0.0,0.0,,,
251272,2004.0,3.6363637,1.0,0.0,0.0,,,
251288,2000.0,13.69863,0.0,0.0,0.0,,,
251288,2004.0,4.424779,1.0,0.0,0.0,,,
251291,2000.0,23.076923,0.0,0.0,0.0,,,
251291,2004.0,7.746479,1.0,0.0,0.0,,,
251305,2000.0,17.880795,0.0,0.0,0.0,,,
251305,2004.0,7.3446326,1.0,0.0,0.0,,,
251312,2000.0,13.207547,0.0,0.0,0.0,,,
251312,2004.0,9.823678,1.0,0.0,0.0,,,
251327,2000.0,16.82243,0.0,0.0,0.0,,,
251327,2004.0,5.645161,1.0,0.0,0.0,,,
251333,2000.0,17.474049,0.0,0.0,0.0,,,
251333,2004.0,11.411411,1.0,0.0,0.0,,,
251348,2000.0,20.607376,0.0,0.0,0.0,,,
251348,2004.0,15.846994,1.0,0.0,0.0,,,
251351,2000.0,16.785206,0.0,0.0,0.0,,,
251351,2004.0,11.04369,1.0,0.0,0.0,,,
251364,2000.0,16.853933,0.0,0.0,0.0,,,
251364,2004.0,14.893617,1.0,0.0,0.0,,,
251370,2000.0,18.776077,0.0,0.0,0.0,11.94915,10.034,1.6244768
251370,2004.0,11.747525,1.0,0.0,0.0,9.617279,12.813,1.2019043
251386,2000.0,26.336634,0.0,0.0,0.0,,,
251386,2004.0,16.11111,1.0,0.0,0.0,,,
251399,2000.0,8.469055,0.0,0.0,0.0,,,
251399,2004.0,6.451613,1.0,0.0,0.0,,,
251403,2000.0,13.520409,0.0,0.0,0.0,,,
251403,2004.0,9.054326,1.0,0.0,0.0,,,
251410,2000.0,31.896551,0.0,0.0,0.0,,,
251410,2004.0,19.047619,1.0,0.0,0.0,,,
251425,2000.0,13.235294,0.0,0.0,0.0,,,
251425,2004.0,10.062893,1.0,0.0,0.0,,,
251431,2000.0,30.30303,0.0,0.0,0.0,,,
251431,2004.0,11.111111,1.0,0.0,0.0,,,
251459,2000.0,8.333333,0.0,0.0,0.0,,,
251459,2004.0,2.8169014,1.0,0.0,0.0,,,
251462,2000.0,26.857143,0.0,0.0,0.0,,,
251462,2004.0,20.231215,1.0,0.0,0.0,,,
251484,2000.0,18.452381,0.0,0.0,0.0,,,
251484,2004.0,7.0652175,1.0,0.0,0.0,,,
251497,2000.0,16.971714,0.0,0.0,0.0,,,
251497,2004.0,11.444357,1.0,0.0,0.0,,,
251500,2000.0,25.954199,0.0,0.0,0.0,,,
251500,2004.0,7.2916665,1.0,0.0,0.0,,,
251517,2000.0,24.742268,0.0,0.0,0.0,,,
251517,2004.0,10.192838,1.0,0.0,0.0,,,
251522,2000.0,12.0,0.0,0.0,0.0,,,
251522,2004.0,12.931034,1.0,0.0,0.0,,,
251538,2000.0,32.183907,0.0,0.0,0.0,,,
251538,2004.0,32.596684,1.0,0.0,0.0,,,
251543,2000.0,22.222221,0.0,0.0,0.0,,,
251543,2004.0,9.090909,1.0,0.0,0.0,,,
251556,2000.0,18.918919,0.0,0.0,0.0,,,
251556,2004.0,10.433387,1.0,0.0,0.0,,,
251569,2000.0,16.594828,0.0,0.0,0.0,,,
251569,2004.0,10.885609,1.0,0.0,0.0,,,
251575,2000.0,26.027397,0.0,0.0,0.0,,,
251575,2004.0,16.233767,1.0,0.0,0.0,,,
251581,2000.0,19.037434,0.0,0.0,0.0,,,
251581,2004.0,9.9494095,1.0,0.0,0.0,,,
251615,2000.0,9.606987,0.0,0.0,0.0,,,
251615,2004.0,5.035971,1.0,0.0,0.0,,,
251636,2000.0,24.113476,0.0,0.0,0.0,,,
251636,2004.0,13.29114,1.0,0.0,0.0,,,
251641,2000.0,15.605096,0.0,0.0,0.0,,,
251641,2004.0,11.455109,1.0,0.0,0.0,,,
251654,2000.0,16.015625,0.0,0.0,0.0,,,
251654,2004.0,12.9921255,1.0,0.0,0.0,,,
251667,2000.0,27.941177,0.0,0.0,0.0,,,
251667,2004.0,18.300653,1.0,0.0,0.0,,,
251673,2000.0,23.699423,0.0,0.0,0.0,,,
251673,2004.0,14.1552515,1.0,0.0,0.0,,,
251689,2000.0,24.352331,0.0,0.0,0.0,,,
251689,2004.0,18.140589,1.0,0.0,0.0,,,
251692,2000.0,21.538462,0.0,0.0,0.0,,,
251692,2004.0,15.277778,1.0,0.0,0.0,,,
251706,2000.0,7.142857,0.0,0.0,0.0,,,
251706,2004.0,5.4054055,1.0,0.0,0.0,,,
251713,2000.0,12.145015,0.0,0.0,0.0,,,
251713,2004.0,7.4484944,1.0,0.0,0.0,,,
251728,2000.0,24.145617,0.0,0.0,0.0,,,
251728,2004.0,15.330789,1.0,0.0,0.0,,,
