Outcome,Nuclear,Wind,Dist_nuclear,Dist_wind,Region,Urban_rural,Health,Job,Landscape,Supply,Trust_reg,Trust_health,Trust_plant,Env,Gender,Age,Income,Education,Race,Religion,PID,AC1,AC2,AC3,AC
-46,27,73,160.918349569804,64.0775264682216,Western,0,3,3,3,2,2,2,2,2,Male,After 1996,"$40,000 to $69,999",High,Asian,Catholic,Democrat,1,3,2,2
-100,0,100,148.243848219088,37.0482327253547,Western,0,2,3,3,3,2,1,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Republican,1,2,2,3
-100,0,100,155.407341188971,74.6906555253731,Western,0,1,2,1,4,1,2,1,2,Male,Before 1946,"Less than $40,000",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
-20,40,60,56.5926436267736,28.6802675422737,Eastern,0,4,4,4,4,2,3,3,2,Female,1965 to 1996,"Less than $40,000",4 yrs college,Latin or Hispanic,Protestant,Democrat,1,1,1,1
0,50,50,158.98497153453,59.2313471742502,Western,0,4,4,3,4,2,2,1,2,Female,After 1996,"Less than $40,000",4 yrs college,Latin or Hispanic,Protestant,Independent,1,2,2,3
-82,9,91,148.052213610743,55.208431780873,Western,0,4,4,4,4,2,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,African-American,Other Christians,Democrat,2,1,1,0
30,65,35,19.6468695130421,7.44750013208053,Eastern,0,2,4,3,4,2,3,2,1,Female,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Not religious,Democrat,1,2,1,2
-60,20,80,155.579989094842,69.9973567842287,Western,0,4,4,1,3,2,3,2,2,Female,After 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Other faiths,Independent,1,2,2,3
-80,10,90,10.127407308518,17.0959185123389,Eastern,0,4,2,2,3,2,2,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-68,16,84,155.579989094842,69.9973567842287,Western,0,4,4,3,4,3,2,3,2,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Protestant,Republican,1,2,2,3
60,80,20,169.467420846471,68.1438401109752,Western,0,1,3,4,4,1,1,1,1,Female,1965 to 1996,"$160,000 or higher",College (no degree),Caucasian,Other Christians,Republican,1,1,1,1
40,70,30,166.718312665188,72.4595951604728,Western,0,3,3,3,4,2,4,3,2,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Asian,Other Christians,Independent,1,3,1,1
0,50,50,157.015275217236,65.2455088051883,Western,0,4,4,3,3,2,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Not religious,Republican,1,2,2,3
-4,48,52,157.730235862216,15.805373187894,Eastern,0,3,3,3,2,2,3,2,1,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),African-American,Other Christians,Independent,1,3,1,1
30,65,35,19.6468695130421,7.44750013208053,Eastern,0,3,3,3,3,2,4,4,2,Male,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Independent,1,2,1,2
-20,40,60,115.619284069458,58.7246716385968,Eastern,1,3,4,1,4,2,2,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,1,2
40,70,30,176.161828966036,61.2830070868692,Western,0,4,3,1,4,1,1,1,2,Female,1965 to 1996,"Less than $40,000",High (incomplete),Caucasian,Other Christians,Republican,1,1,2,2
-100,0,100,154.612765852599,35.9795353383299,Western,0,2,3,1,4,2,4,2,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
40,70,30,224.57881879171,32.9899557210757,Western,1,3,2,1,4,2,3,2,1,Male,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,200.577345393561,111.977072143843,Western,0,1,4,4,4,3,4,3,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,African-American,Protestant,Independent,1,2,2,3
44,72,28,127.386434203304,34.8719736363821,Eastern,0,3,2,1,4,3,4,2,2,Female,1946 to 1964,"$40,000 to $69,999",Grad school,Caucasian,Catholic,Democrat,1,1,1,1
-50,25,75,216.601780062758,138.69351935896,Western,0,3,2,2,4,3,3,2,2,Male,1946 to 1964,"$160,000 or higher",College (no degree),Caucasian,Protestant,Democrat,1,1,2,2
90,95,5,178.430902878726,72.4405380248162,Western,0,2,3,1,4,3,1,2,1,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Independent,1,2,1,2
-40,30,70,131.471127363284,36.2105106769423,Eastern,0,3,3,1,4,2,3,3,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Republican,1,2,2,3
-90,5,95,46.0736839547976,43.6359724175005,Eastern,0,4,4,2,4,2,3,2,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,1,1,1
-100,0,100,181.878227417958,37.7881283052653,Eastern,0,1,4,1,4,4,4,1,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Democrat,1,1,1,1
-40,30,70,146.547855598347,33.1753731497142,Western,0,2,4,3,4,3,3,2,1,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Republican,1,2,2,3
-20,40,60,173.362837307107,32.6087063272694,Eastern,0,4,2,3,4,2,3,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Catholic,Democrat,1,2,2,3
-60,20,80,172.447399246593,91.4580506505026,Western,0,4,2,2,4,1,1,1,1,Female,1946 to 1964,"$70,000 to $104,999",High,African-American,Other faiths,Independent,1,3,2,2
40,70,30,142.034383044023,35.2529503458347,Western,0,4,2,2,4,3,3,1,2,Male,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Protestant,Independent,1,2,2,3
0,50,50,159.715769122867,56.0359151287392,Western,0,3,4,3,4,3,3,2,2,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-80,10,90,169.467420846471,68.1438401109752,Western,0,4,2,1,4,2,3,1,2,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,1,2,2
24,62,38,66.9767429898057,13.121174299961,Eastern,0,4,4,4,4,3,3,3,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Republican,1,1,2,2
-100,0,100,181.599194850973,83.6152763682301,Western,1,3,2,2,4,2,3,1,2,Female,1965 to 1996,"$70,000 to $104,999",High (incomplete),Caucasian,Not religious,Democrat,1,2,1,2
0,50,50,146.353474009431,38.1557710386068,Western,0,4,4,4,4,1,3,1,2,Female,After 1996,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Democrat,1,2,1,2
20,60,40,19.6468695130421,7.44750013208053,Eastern,0,3,2,2,2,2,2,1,1,Female,1965 to 1996,"$40,000 to $69,999",High,Latin or Hispanic,Catholic,Democrat,1,1,2,2
36,68,32,55.7344895323095,23.5739287707253,Eastern,0,3,4,1,4,2,2,3,1,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Republican,1,2,1,2
82,91,9,155.950616358838,35.5155467659989,Western,0,4,3,4,4,2,1,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Catholic,Independent,1,2,2,3
-100,0,100,163.030235880594,71.2551427204201,Western,0,4,3,3,3,2,3,1,2,Male,1965 to 1996,"$105,000 to $159,999",College (no degree),Caucasian,Protestant,Independent,1,3,2,2
68,84,16,92.6390781502473,11.0367532979685,Eastern,1,2,4,1,4,2,3,3,1,Male,1946 to 1964,"Less than $40,000",Grad school,Caucasian,Protestant,Republican,1,2,2,3
-22,39,61,167.298595237425,76.4793646546092,Western,0,4,4,1,4,4,4,3,2,Female,1946 to 1964,"Less than $40,000",Grad school,Caucasian,Other faiths,Democrat,1,2,2,3
0,50,50,215.574570131122,137.155601704645,Western,0,3,2,3,3,1,2,2,2,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,1,1,2,2
-18,41,59,125.396728817223,38.1219955930433,Eastern,0,4,4,1,4,1,1,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Native American,Other Christians,Republican,1,1,1,1
-40,30,70,210.477577619296,132.092920310355,Western,0,2,3,2,3,2,2,2,2,Female,After 1996,"Less than $40,000",4 yrs college,Asian,Not religious,Democrat,1,1,1,1
-50,25,75,166.718312665188,72.4595951604728,Western,0,2,4,1,4,3,3,3,2,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-38,31,69,66.9767429898057,13.121174299961,Eastern,0,4,3,4,4,2,1,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Independent,1,2,2,3
-20,40,60,146.547855598347,33.1753731497142,Western,0,4,3,3,3,3,4,2,2,Female,After 1996,"Less than $40,000",Grad school,Caucasian,Not religious,Independent,1,2,2,3
82,91,9,121.807614289876,36.272966661781,Eastern,0,2,4,2,4,3,2,4,1,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Catholic,Republican,1,2,2,3
-50,25,75,66.3204971357749,34.0836477238813,Eastern,0,3,4,2,4,1,3,1,2,Female,Before 1946,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
0,50,50,22.0908629724955,5.37126614959665,Eastern,0,4,4,4,4,1,2,2,2,Female,1965 to 1996,"Less than $40,000",High,Caucasian,Other faiths,Independent,1,2,2,3
-100,0,100,167.134059489138,86.1633041596194,Western,0,4,4,2,3,3,4,1,2,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Catholic,Democrat,1,2,2,3
28,64,36,52.1715356640495,36.5264873356756,Eastern,0,1,2,1,2,2,2,2,2,Female,After 1996,"Less than $40,000",Grad school,Native American,Not religious,Independent,2,1,1,0
30,65,35,166.928672016788,68.1656048411187,Western,0,2,3,3,3,4,2,3,2,Male,1965 to 1996,"$105,000 to $159,999",High,Asian,Protestant,Democrat,1,3,2,2
60,80,20,170.327888161257,77.0141299789697,Western,0,1,2,1,4,3,3,3,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Republican,1,2,2,3
-10,45,55,181.524270580695,91.4326866409008,Western,1,4,4,4,4,2,2,1,1,Male,1965 to 1996,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,1,2
100,100,0,163.030235880594,71.2551427204201,Western,0,1,4,1,4,1,3,4,2,Male,Before 1946,"Less than $40,000",High,Caucasian,Other faiths,Republican,1,2,1,2
60,80,20,169.346357301436,31.2121004524357,Eastern,0,1,2,2,4,2,3,4,1,Female,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Democrat,1,1,1,1
100,100,0,157.730235862216,15.805373187894,Eastern,0,1,4,3,4,2,1,4,1,Male,After 1996,"$160,000 or higher",College (no degree),Caucasian,Other Christians,Republican,1,1,2,2
20,60,40,152.963351016984,55.4434934837591,Western,0,3,3,3,4,2,2,2,2,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-20,40,60,155.288800178408,31.2686397535704,Western,0,4,4,2,3,2,3,2,2,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,2,3
-20,40,60,167.134059489138,86.1633041596194,Western,0,3,4,2,4,2,3,2,1,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Democrat,1,1,1,1
-20,40,60,155.288800178408,31.2686397535704,Western,0,4,4,1,4,2,3,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,African-American,Other Christians,Republican,1,2,2,3
-100,0,100,154.62513085366,43.129202947055,Western,0,1,4,1,4,1,4,1,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Latin or Hispanic,Protestant,Democrat,1,2,2,3
80,90,10,168.286963681735,72.9774256047688,Western,0,2,2,3,4,4,2,4,1,Male,1946 to 1964,"Less than $40,000",4 yrs college,Native American,Protestant,Republican,1,2,2,3
-42,29,71,210.477577619296,132.092920310355,Western,0,4,3,2,3,3,3,3,2,Female,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,1,2
58,79,21,224.169396795106,147.062222453433,Western,0,4,4,4,4,4,4,4,1,Male,After 1996,"$160,000 or higher",College (no degree),African-American,Other Christians,Republican,1,1,2,2
-50,25,75,167.298595237425,76.4793646546092,Western,0,4,3,3,4,2,3,2,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Asian,Other Christians,Democrat,1,2,1,2
52,76,24,152.963351016984,55.4434934837591,Western,0,4,4,4,4,3,3,3,2,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,Asian,Not religious,Independent,1,2,2,3
-60,20,80,152.454031093721,58.3166242574932,Western,0,2,4,4,2,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",High,Asian,Other Christians,Republican,1,3,1,1
0,50,50,139.175301226995,49.0664182190078,Western,1,3,3,1,3,4,4,3,2,Male,After 1996,"Less than $40,000",High,Caucasian,Not religious,Independent,1,1,2,2
40,70,30,191.156423882729,112.106375692073,Western,0,2,1,3,4,3,2,2,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
-88,6,94,169.467420846471,68.1438401109752,Western,0,4,3,1,3,1,3,1,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Independent,1,2,2,3
-2,49,51,79.1058979183621,26.4165604622724,Eastern,0,4,4,1,4,3,3,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Democrat,1,2,2,3
-64,18,82,165.301388032673,41.9237982142894,Western,0,4,4,4,4,2,3,2,2,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Independent,1,2,1,2
-30,35,65,135.049895230102,60.4141042624316,Eastern,1,3,4,1,4,3,2,2,1,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Republican,1,2,2,3
-42,29,71,165.877297096226,23.0452422263278,Eastern,0,2,2,3,4,1,2,2,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Independent,1,3,1,1
0,50,50,164.321590680486,71.3009667734846,Western,0,3,4,2,4,1,4,1,2,Male,Before 1946,"Less than $40,000",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,154.255458780208,56.6645469502323,Western,0,4,4,3,4,2,4,3,2,Male,1946 to 1964,"Less than $40,000",4 yrs college,Asian,Catholic,Democrat,1,2,2,3
100,100,0,168.132919855636,25.7583178104708,Eastern,0,1,2,1,4,2,1,2,1,Female,1946 to 1964,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Republican,1,1,2,2
-22,39,61,166.718312665188,72.4595951604728,Western,0,2,4,1,4,4,4,4,2,Female,After 1996,"$70,000 to $104,999",Grad school,Caucasian,Catholic,Democrat,2,3,1,0
-20,40,60,162.080580058526,74.216532443247,Western,0,2,3,2,4,4,3,3,1,Male,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Republican,1,1,2,2
100,100,0,169.886503667903,49.3306467362,Western,1,3,1,4,4,2,2,3,1,Male,1946 to 1964,"$70,000 to $104,999",Grad school,Native American,Protestant,Independent,1,2,2,3
-8,46,54,155.288800178408,31.2686397535704,Western,0,3,4,1,3,1,2,3,2,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
100,100,0,145.6276234501,25.1827539104539,Western,0,4,3,3,4,2,3,1,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Latin or Hispanic,Catholic,Democrat,1,2,1,2
0,50,50,18.8511911433631,10.25140513964,Eastern,0,3,4,2,3,3,2,1,2,Male,1965 to 1996,"Less than $40,000",High,Latin or Hispanic,Catholic,Democrat,1,2,1,2
0,50,50,134.671749378053,56.2286105467661,Eastern,0,3,3,2,4,2,2,2,2,Female,1946 to 1964,"Less than $40,000",4 yrs college,Other/Unknown,Protestant,Independent,1,2,2,3
-20,40,60,46.0736839547976,43.6359724175005,Eastern,0,4,4,3,4,4,3,4,1,Male,After 1996,"Less than $40,000",High,Caucasian,Protestant,Republican,1,1,2,2
-62,19,81,153.180641529817,66.093511182502,Western,0,3,3,3,3,3,3,3,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Other Christians,Republican,1,1,2,2
-12,44,56,137.816872458845,41.9332247752219,Eastern,1,4,3,3,2,4,2,3,2,Male,After 1996,"$70,000 to $104,999",High,Caucasian,Not religious,Democrat,3,3,2,1
-44,28,72,169.648259618144,72.4492649509883,Western,0,4,2,3,3,2,3,2,2,Female,1946 to 1964,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Democrat,1,2,1,2
-42,29,71,134.980538592019,53.733764308168,Western,1,3,3,1,3,2,4,2,2,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,1,1,1
20,60,40,156.056426604351,61.3095449365209,Western,0,2,3,1,3,4,4,4,2,Female,After 1996,"Less than $40,000",4 yrs college,Caucasian,Jewish,Democrat,1,2,2,3
-56,22,78,66.3204971357749,34.0836477238813,Eastern,0,3,4,3,3,1,2,2,1,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-60,20,80,189.364912811775,70.5471895635869,Western,1,4,3,1,3,2,4,4,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
20,60,40,159.620133195415,39.1946535617096,Western,0,4,4,1,4,3,3,3,1,Male,1946 to 1964,"Less than $40,000",High,Caucasian,Catholic,Independent,1,2,2,3
-4,48,52,227.718914326831,2.87105059286432,Western,1,4,2,2,3,3,3,2,2,Male,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Not religious,Democrat,1,1,2,2
80,90,10,155.288800178408,31.2686397535704,Western,0,2,2,1,4,2,1,3,1,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Catholic,Independent,1,2,2,3
10,55,45,166.718312665188,72.4595951604728,Western,0,3,4,3,4,2,2,3,1,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Catholic,Republican,1,2,3,2
100,100,0,175.296964883511,94.3372300129595,Western,0,3,1,1,4,3,3,3,1,Male,Before 1946,"Less than $40,000",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
-32,34,66,154.62513085366,43.129202947055,Western,0,2,3,3,2,2,4,3,2,Male,After 1996,"Less than $40,000",4 yrs college,African-American,Muslim,Democrat,3,2,2,2
0,50,50,167.754121298133,81.5449899857157,Western,0,3,2,3,3,3,4,3,2,Male,After 1996,"$40,000 to $69,999",High,Caucasian,Not religious,Democrat,1,2,2,3
-60,20,80,163.493467302722,73.2244135580318,Western,0,4,3,2,4,3,4,3,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
20,60,40,175.101052683325,43.0797997109575,Western,0,3,3,1,3,2,4,2,2,Female,1946 to 1964,"$70,000 to $104,999",High,Caucasian,Not religious,Democrat,1,2,2,3
20,60,40,63.4010767701208,42.2470272720363,Eastern,1,2,4,1,4,2,2,2,1,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,1,2
0,50,50,159.664944919872,32.0070938557715,Western,0,3,4,2,4,2,3,3,2,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Other Christians,Republican,1,1,1,1
-20,40,60,163.967363250126,76.996793633522,Western,0,4,4,4,4,4,4,4,2,Female,1965 to 1996,"$105,000 to $159,999",College (no degree),African-American,Other Christians,Democrat,1,1,1,1
-40,30,70,165.461898437746,85.2998912456585,Western,1,3,3,2,4,2,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",High,Native American,Not religious,Independent,1,1,1,1
-62,19,81,167.134059489138,86.1633041596194,Western,0,4,4,3,4,2,2,3,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
62,81,19,102.804805045946,33.849032405293,Eastern,1,4,4,4,4,3,3,4,1,Male,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Catholic,Democrat,1,2,2,3
-40,30,70,154.612765852599,35.9795353383299,Western,0,4,2,2,3,2,4,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,1,2,2
64,82,18,198.203698311089,105.465504229444,Western,1,2,3,2,4,2,1,3,1,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,Latin or Hispanic,Protestant,Independent,1,1,1,1
-20,40,60,157.015275217236,65.2455088051883,Western,0,3,3,3,4,1,2,1,2,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Asian,Protestant,Democrat,1,2,2,3
-20,40,60,214.87138446053,18.3248061616427,Western,0,4,4,2,4,1,4,2,2,Female,Before 1946,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,1,2,2
-62,19,81,168.057757587349,72.9470091657747,Western,0,3,1,1,3,1,2,2,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Independent,1,2,2,3
0,50,50,172.311591975572,27.5284241849545,Eastern,0,2,1,3,4,3,4,4,1,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Catholic,Democrat,2,3,2,1
-100,0,100,171.174391152639,47.8768902897843,Western,0,3,4,4,3,1,1,1,2,Female,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Other faiths,Independent,1,3,1,1
2,51,49,169.467420846471,68.1438401109752,Western,0,4,3,2,4,2,3,3,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,3,2
-70,15,85,159.664944919872,32.0070938557715,Western,0,4,4,3,3,1,3,1,1,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Other faiths,Independent,1,1,1,1
22,61,39,154.517625800301,53.2959828826343,Western,0,4,4,3,4,4,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
-50,25,75,172.447399246593,91.4580506505026,Western,0,4,3,2,3,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Democrat,1,1,2,2
98,99,1,125.180812383174,41.1183077900971,Eastern,0,2,4,4,4,2,2,4,1,Male,1946 to 1964,"Less than $40,000",High,Caucasian,Other Christians,Republican,1,1,2,2
-20,40,60,160.654013234896,36.7531231224937,Western,0,4,4,3,3,4,4,4,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,African-American,Not religious,Democrat,1,1,1,1
-50,25,75,10.9103377719207,18.0982182254453,Eastern,0,1,4,2,4,2,3,4,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
-100,0,100,131.396523285318,40.9665452600517,Eastern,0,3,2,3,2,4,4,1,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Republican,1,1,2,2
-40,30,70,123.082390346128,38.3401743011657,Eastern,0,1,4,1,4,4,4,3,1,Male,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Not religious,Democrat,1,1,2,2
-20,40,60,155.288800178408,31.2686397535704,Western,0,3,4,1,3,3,3,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Catholic,Independent,1,2,2,3
-80,10,90,166.946951734315,84.2104814665944,Western,0,3,3,2,4,1,3,1,2,Female,After 1996,"$40,000 to $69,999",College (no degree),Other/Unknown,Catholic,Republican,1,3,1,1
-70,15,85,165.749189574095,67.6459974503873,Western,0,4,4,1,3,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",High,Caucasian,Other faiths,Democrat,1,2,2,3
0,50,50,163.030235880594,71.2551427204201,Western,0,4,3,2,4,3,3,2,2,Female,1946 to 1964,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
80,90,10,176.082164134011,95.8647295165238,Western,0,4,4,4,4,2,2,3,1,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-4,48,52,147.729869824252,44.6567682794698,Western,0,2,2,1,3,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Independent,3,1,2,1
0,50,50,154.45310740171,66.1345657262036,Western,0,1,4,1,4,4,4,4,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
18,59,41,163.375803190704,65.3172484690425,Western,0,3,3,2,3,3,3,4,2,Female,After 1996,"Less than $40,000",High,Latin or Hispanic,Other faiths,Democrat,1,2,2,3
-48,26,74,241.710964480376,87.6129126794173,Western,0,4,3,1,3,2,1,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Republican,1,2,1,2
-100,0,100,125.180812383174,41.1183077900971,Eastern,0,4,4,2,4,2,3,1,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Democrat,1,1,2,2
-60,20,80,155.35033055735,123.505810793188,Eastern,1,1,3,1,3,2,2,2,2,Female,1946 to 1964,"Less than $40,000",High (incomplete),Caucasian,Not religious,Independent,1,2,2,3
-48,26,74,149.65112005588,59.1585823460955,Western,0,2,4,3,4,2,1,2,2,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Asian,Not religious,Democrat,1,2,2,3
100,100,0,154.801521948918,123.10555984362,Eastern,1,3,2,4,4,2,2,3,1,Female,1946 to 1964,"Less than $40,000",College (no degree),Other/Unknown,Protestant,Republican,1,2,2,3
0,50,50,145.6276234501,25.1827539104539,Western,0,4,4,4,4,4,4,4,1,Female,1946 to 1964,"$160,000 or higher",High,Caucasian,Catholic,Democrat,1,1,3,1
64,82,18,165.301388032673,41.9237982142894,Western,0,3,3,2,4,2,2,2,2,Male,1946 to 1964,"$160,000 or higher",Grad school,Asian,Catholic,Independent,1,3,2,2
38,69,31,148.052213610743,55.208431780873,Western,0,4,4,1,4,2,2,3,1,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Other Christians,Republican,1,1,2,2
-100,0,100,156.902094596001,55.7683283740268,Western,0,4,4,2,4,2,2,1,2,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Independent,1,2,1,2
-50,25,75,157.732167522325,38.2590054495107,Western,0,2,2,1,4,3,4,3,2,Male,1946 to 1964,"Less than $40,000",High,African-American,Protestant,Democrat,1,3,2,2
-98,1,99,148.412655218251,29.7152201753648,Western,0,4,4,2,4,1,1,1,1,Female,1946 to 1964,"$40,000 to $69,999",Grad school,Caucasian,Not religious,Republican,1,2,2,3
86,93,7,178.273244689419,29.378720306096,Eastern,0,2,1,3,3,1,2,2,2,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Independent,1,1,2,2
100,100,0,154.572684857985,53.7313132221528,Western,1,4,2,4,3,4,1,4,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
-80,10,90,146.547855598347,33.1753731497142,Western,0,4,4,2,3,2,3,2,2,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Democrat,1,1,1,1
10,55,45,163.01741296368,69.1424612878211,Western,0,4,4,2,4,2,2,2,2,Male,1965 to 1996,"$105,000 to $159,999",College (no degree),Asian,Other Christians,Independent,1,2,2,3
