,statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
4817,24222,0.33303374,0.41206494,1.0,0.0,-0.16695964,0.027875522,-0.004654087,0.000777045,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.0790312
4818,24222,0.4470217,0.41652018,1.0,0.0,-0.33393252,0.111510925,-0.037237126,0.012434687,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.030501515
4819,24222,0.4309196,0.33303374,1.0,0.0,-0.105956584,0.011226798,-0.001189553,0.000126041,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09788585
4822,24223,0.44125688,0.30595148,1.0,0.0,-0.13273275,0.017617982,-0.002338483,0.000310393,0.0,5.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1353054
4823,24223,0.5471164,0.43363363,1.0,0.0,-0.11748624,0.013803016,-0.001621665,0.000190523,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11348277
4824,24223,0.71522033,0.44125688,1.0,0.0,0.09423283,0.008879826,0.000836771,7.8851306e-05,7.0,7.0,11.0,11.0,1.0,0.09423283,0.008879826,0.000836771,7.8851306e-05,0.27396345
4827,24224,0.72732466,0.63920057,1.0,1.0,0.5730022,0.32833153,0.1881347,0.1078016,10.0,10.0,0.0,0.0,1.0,0.5730022,0.32833153,0.1881347,0.1078016,0.0881241
4828,24224,0.66040343,0.7865011,1.0,1.0,0.48555082,0.2357596,0.11447327,0.05558259,11.0,11.0,0.0,0.0,1.0,0.48555082,0.2357596,0.11447327,0.05558259,-0.12609768
4829,24224,0.5520884,0.72732466,1.0,1.0,0.42705852,0.18237898,0.0778865,0.033262093,12.0,12.0,0.0,0.0,1.0,0.42705852,0.18237898,0.0778865,0.033262093,-0.17523628
4832,24232,0.3104784,0.35448125,1.0,0.0,-0.35080525,0.123064324,-0.04317161,0.015144828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04400286
4833,24232,0.33482057,0.3245974,1.0,0.0,-0.37904322,0.14367376,-0.054458566,0.02064215,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01022318
4834,24232,0.32682517,0.3104784,1.0,0.0,-0.33035886,0.10913698,-0.03605437,0.01191088,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.016346782
4837,24233,0.26777476,0.28525367,1.0,0.0,-0.34433568,0.11856706,-0.04082687,0.014058147,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.017478913
4838,24233,0.4804864,0.32783216,1.0,0.0,-0.46445048,0.21571425,-0.10018858,0.046532635,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.15265423
4839,24233,0.39767215,0.26777476,1.0,0.0,-0.039027214,0.001523124,-5.94e-05,2.319905e-06,3.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12989739
4842,24234,0.7320103,0.4726974,1.0,0.0,0.042540163,0.001809666,7.6983466e-05,3.274889e-06,0.0,1.0,0.0,0.0,1.0,0.042540163,0.001809666,7.6983466e-05,3.274889e-06,0.2593129
4843,24234,0.747717,0.34758073,1.0,1.0,0.4640206,0.21531513,0.099910654,0.046360604,1.0,2.0,0.0,0.0,1.0,0.4640206,0.21531513,0.099910654,0.046360604,0.4001363
4844,24234,0.99995846,0.7320103,1.0,1.0,0.49543405,0.24545489,0.12160671,0.060248107,2.0,3.0,0.0,0.0,1.0,0.49543405,0.24545489,0.12160671,0.060248107,0.26794815
4847,24243,0.41503844,0.44271964,1.0,0.25,0.032299,0.001043225,3.3695138e-05,1.0883193e-06,1.875,2.5833333,3.2083333,3.2916667,1.0,0.032299,0.001043225,3.3695138e-05,1.0883193e-06,-0.027681202
4848,24243,0.2964902,0.5161495,1.0,0.41666666,-0.16992316,0.02887388,-0.004906341,0.000833701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21965933
4849,24243,0.45093432,0.41503844,1.0,0.0,-0.40700626,0.1656541,-0.067422256,0.02744128,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.035895884
4852,24981,0.460935,0.40475982,1.0,0.0,0.040581703,0.001646875,6.6832974e-05,2.712196e-06,0.0,0.0,1.0,1.0,1.0,0.040581703,0.001646875,6.6832974e-05,2.712196e-06,0.056175172
4855,24983,0.4285706,0.39473307,1.0,0.0,0.043432236,0.001886359,8.1928796e-05,3.5583507e-06,0.0,0.0,3.0,3.0,1.0,0.043432236,0.001886359,8.1928796e-05,3.5583507e-06,0.033837527
4856,24983,0.39512107,0.5217161,1.0,1.0,-0.14285883,0.020408645,-0.002915555,0.000416513,2.25,2.5416667,2.9583333,2.9583333,0.0,0.0,0.0,0.0,0.0,-0.12659505
4857,24983,0.43665764,0.4285706,1.0,0.20833333,-0.20957638,0.04392226,-0.009205068,0.001929165,2.0833333,2.4166667,3.75,3.7916667,0.0,0.0,0.0,0.0,0.0,0.008087039
4860,25011,0.42815077,0.42790464,1.0,0.0,-0.043118477,0.001859203,-8.02e-05,3.456636e-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000246137
4863,25012,0.42931896,0.4063365,1.0,0.0,-0.08883464,0.007891594,-0.000701047,6.227726e-05,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.022982478
4864,25012,0.5058149,0.45558268,1.0,0.0,-0.14136207,0.019983236,-0.002824872,0.00039933,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05023223
4865,25012,0.47297472,0.42931896,1.0,0.0,0.01162979,0.000135252,1.5729526e-06,1.8293107e-08,0.0,1.0,0.0,0.0,1.0,0.01162979,0.000135252,1.5729526e-06,1.8293107e-08,0.043655753
4868,25013,0.48963034,0.4670638,1.0,0.0,0.030375838,0.000922692,2.8027529e-05,8.513597e-07,0.0,0.0,2.0,2.0,1.0,0.030375838,0.000922692,2.8027529e-05,8.513597e-07,0.022566527
4869,25013,0.49111265,0.5151879,1.0,1.0,-0.020739317,0.000430119,-8.92e-06,1.8500259e-07,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.02407527
4870,25013,0.6092756,0.48963034,1.0,0.0,-0.017774701,0.00031594,-5.62e-06,9.981808e-08,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11964524
4873,25014,0.64902717,0.64428633,1.0,1.0,0.40979433,0.1679314,0.06881733,0.028200952,2.0,2.0,6.0,6.0,1.0,0.40979433,0.1679314,0.06881733,0.028200952,0.004740834
4874,25014,0.5448818,0.70489717,1.0,1.0,0.30856463,0.09521213,0.029379098,0.009065351,3.0,3.0,0.0,0.0,1.0,0.30856463,0.09521213,0.029379098,0.009065351,-0.16001534
4875,25014,0.5623939,0.64902717,1.0,1.0,0.08976361,0.008057506,0.000723271,6.49234e-05,4.0,4.0,0.0,1.0,1.0,0.08976361,0.008057506,0.000723271,6.49234e-05,-0.086633265
4878,25015,0.74256134,0.6101013,1.0,1.0,0.1242089,0.01542785,0.001916276,0.000238019,7.0,7.0,0.0,1.0,1.0,0.1242089,0.01542785,0.001916276,0.000238019,0.13246006
4879,25015,0.7616394,0.56210446,1.0,1.0,0.50156844,0.2515709,0.12618002,0.063287914,8.0,8.0,0.0,0.0,1.0,0.50156844,0.2515709,0.12618002,0.063287914,0.19953495
4880,25015,1.0,0.74256134,1.0,1.0,0.52327883,0.27382073,0.14328459,0.07497779,9.0,9.0,0.0,0.0,1.0,0.52327883,0.27382073,0.14328459,0.07497779,0.25743866
4883,25016,0.4908409,0.5756172,1.0,1.0,-0.006594479,4.3487154e-05,-2.87e-07,1.8911326e-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08477628
4884,25016,0.42799214,0.48762062,1.0,0.0,-0.018318176,0.000335556,-6.15e-06,1.1259755e-07,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.059628487
4887,25021,0.4220194,0.3625551,1.0,0.0,-0.08230451,0.006774032,-0.000557533,4.5887507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059464306
4890,25022,0.44676766,0.37074733,1.0,0.0,-0.07984248,0.006374821,-0.000508982,4.0638348e-05,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07602033
4891,25022,0.5209039,0.46007875,1.0,0.0,-0.106464654,0.011334723,-0.001206747,0.000128476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06082514
4892,25022,0.53370225,0.44676766,1.0,0.0,0.04180774,0.001747887,7.3075214e-05,3.0551096e-06,0.0,1.0,1.0,1.0,1.0,0.04180774,0.001747887,7.3075214e-05,3.0551096e-06,0.0869346
4895,25023,0.5803105,0.5247524,1.0,1.0,0.27223215,0.074110344,0.020175217,0.005492343,3.0,4.0,0.0,0.0,1.0,0.27223215,0.074110344,0.020175217,0.005492343,0.055558145
4896,25023,0.5988013,0.6361161,1.0,1.0,0.16062102,0.02579911,0.004143879,0.000665594,4.0,5.0,0.0,0.0,1.0,0.16062102,0.02579911,0.004143879,0.000665594,-0.037314773
4897,25023,0.6848692,0.5803105,1.0,1.0,0.19760266,0.039046813,0.007715754,0.001524653,5.0,6.0,3.0,3.0,1.0,0.19760266,0.039046813,0.007715754,0.001524653,0.10455871
4900,25024,0.65603703,0.68165547,1.0,1.0,0.29540122,0.08726188,0.025777265,0.007614635,8.0,9.0,0.0,0.0,1.0,0.29540122,0.08726188,0.025777265,0.007614635,-0.025618434
4901,25024,0.5767686,0.6477006,1.0,1.0,0.31207404,0.097390205,0.030392954,0.009484852,9.0,10.0,0.0,1.0,1.0,0.31207404,0.097390205,0.030392954,0.009484852,-0.07093203
4902,25024,0.53979164,0.65603703,1.0,1.0,0.16336113,0.02668686,0.004359596,0.000712189,10.0,11.0,0.0,0.0,1.0,0.16336113,0.02668686,0.004359596,0.000712189,-0.11624539
4905,25025,0.55537146,0.60567963,1.0,1.0,0.27311286,0.07459064,0.020371662,0.005563763,13.0,14.0,0.0,0.0,1.0,0.27311286,0.07459064,0.020371662,0.005563763,-0.050308168
4906,25025,0.5850408,0.63655645,1.0,1.0,0.11304399,0.012778944,0.001444583,0.000163301,14.0,15.0,0.0,0.0,1.0,0.11304399,0.012778944,0.001444583,0.000163301,-0.05151564
4907,25025,0.46764857,0.55537146,1.0,1.0,0.17008162,0.028927756,0.004920079,0.000836815,15.0,16.0,0.0,1.0,1.0,0.17008162,0.028927756,0.004920079,0.000836815,-0.0877229
4910,25026,0.41027668,0.3698501,1.0,0.0,-0.4055441,0.16446602,-0.06669822,0.027049072,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.040426582
4911,25026,0.52921486,0.28686517,1.0,0.0,-0.16375116,0.02681444,-0.004390896,0.000719014,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24234968
4914,25031,0.41044536,0.0,1.0,0.0,-0.3877148,0.15032277,-0.058282364,0.022596935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41044536
4917,25032,0.3879796,0.24920006,1.0,0.0,-0.24119508,0.05817507,-0.014031541,0.003384339,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13877954
4918,25032,0.48796353,0.37940246,1.0,0.0,-0.22404084,0.050194297,-0.011245572,0.002519467,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.10856107
4919,25032,0.45369807,0.3879796,1.0,0.0,-0.024072915,0.000579505,-1.4e-05,3.3582634e-07,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06571847
4922,25033,0.31155688,0.38699323,1.0,0.0,-0.21241808,0.04512144,-0.009584609,0.002035945,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.07543635
4923,25033,0.3631489,0.39379096,1.0,0.0,-0.37688625,0.14204325,-0.053534146,0.020176284,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.030642062
4924,25033,0.44526228,0.31155688,1.0,0.0,-0.27370223,0.07491291,-0.020503832,0.005611945,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1337054
4927,25034,0.58120525,0.44563827,1.0,0.0,0.03664863,0.001343122,4.922359e-05,1.8039772e-06,0.0,0.0,7.0,7.0,1.0,0.03664863,0.001343122,4.922359e-05,1.8039772e-06,0.13556698
4928,25034,0.62799734,0.51114726,1.0,1.0,0.1624105,0.02637717,0.004283929,0.000695755,1.0,1.0,0.0,0.0,1.0,0.1624105,0.02637717,0.004283929,0.000695755,0.11685008
4929,25034,0.490068,0.58120525,1.0,1.0,0.25599468,0.06553327,0.016776169,0.00429461,2.0,2.0,0.0,0.0,1.0,0.25599468,0.06553327,0.016776169,0.00429461,-0.09113726
4932,25035,0.358915,0.42819282,1.0,0.0,-0.36722484,0.13485408,-0.04952177,0.018185625,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.06927782
4933,25035,0.31649223,0.31638756,1.0,0.0,-0.28217003,0.07961992,-0.022466356,0.006339333,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.000104666
4934,25035,0.38994178,0.358915,1.0,0.0,-0.36701557,0.13470043,-0.049437154,0.018144205,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03102678
4937,25036,0.52097493,0.41745198,1.0,0.0,-0.14717996,0.021661941,-0.003188204,0.00046924,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.10352296
4938,25036,0.7154867,0.41044366,1.0,0.0,0.04194984,0.001759789,7.382286e-05,3.0968572e-06,0.0,0.0,0.0,0.0,1.0,0.04194984,0.001759789,7.382286e-05,3.0968572e-06,0.30504304
4941,25041,0.6087742,0.3300623,1.0,0.0,0.16401029,0.026899373,0.004411774,0.000723576,0.0,0.0,1.0,1.0,1.0,0.16401029,0.026899373,0.004411774,0.000723576,0.2787119
4944,25042,0.65657324,0.6427412,1.0,1.0,0.42172492,0.1778519,0.07500458,0.0316313,3.0,3.0,0.0,1.0,1.0,0.42172492,0.1778519,0.07500458,0.0316313,0.013832033
4945,25042,0.7412892,0.71086246,1.0,1.0,0.3131465,0.098060735,0.030707374,0.009615907,4.0,4.0,0.0,0.0,1.0,0.3131465,0.098060735,0.030707374,0.009615907,0.03042674
4946,25042,0.7170724,0.65657324,1.0,1.0,0.48257843,0.23288193,0.1123838,0.054233998,5.0,5.0,0.0,0.0,1.0,0.48257843,0.23288193,0.1123838,0.054233998,0.06049919
4949,25043,0.7430681,0.7251002,1.0,1.0,0.4833703,0.23364685,0.11293795,0.05459085,8.0,8.0,0.0,0.0,1.0,0.4833703,0.23364685,0.11293795,0.05459085,0.01796788
4950,25043,0.72623664,0.74168515,1.0,1.0,0.4861362,0.23632841,0.11488779,0.055851113,9.0,9.0,0.0,0.0,1.0,0.4861362,0.23632841,0.11488779,0.055851113,-0.015448511
4951,25043,0.80345017,0.7430681,1.0,1.0,0.45247328,0.20473208,0.092635795,0.041915223,10.0,10.0,0.0,0.0,1.0,0.45247328,0.20473208,0.092635795,0.041915223,0.06038207
4954,25044,1.0,0.7566374,1.0,1.0,0.48679376,0.23696816,0.11535462,0.05615391,13.0,13.0,0.0,0.0,1.0,0.48679376,0.23696816,0.11535462,0.05615391,0.2433626
4955,25044,0.6608653,0.72457474,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.06370944
4956,25044,0.7002066,1.0,1.0,1.0,0.32173064,0.1035106,0.033302534,0.010714446,15.0,15.0,0.0,0.0,1.0,0.32173064,0.1035106,0.033302534,0.010714446,-0.29979342
4959,25045,1.0,0.94575435,1.0,1.0,0.33864108,0.11467778,0.038834605,0.013150993,0.0,0.0,0.0,0.0,1.0,0.33864108,0.11467778,0.038834605,0.013150993,0.05424565
4960,25045,1.0,0.6663252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3336748
4961,25045,0.6928105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.30718952
4964,25046,0.5773524,0.65801364,1.0,1.0,0.08912814,0.007943825,0.000708018,6.310435e-05,5.0,5.0,0.0,0.0,1.0,0.08912814,0.007943825,0.000708018,6.310435e-05,-0.08066124
4965,25046,0.57992846,0.53708804,1.0,1.0,0.15470484,0.023933588,0.003702642,0.000572817,6.0,6.0,0.0,1.0,1.0,0.15470484,0.023933588,0.003702642,0.000572817,0.04284042
4968,25051,0.4838541,0.4233927,1.0,0.0,0.083321184,0.00694242,0.000578451,4.819719e-05,0.0,1.0,1.0,1.0,1.0,0.083321184,0.00694242,0.000578451,4.819719e-05,0.060461372
4971,25052,0.57751733,0.48379487,1.0,0.0,0.04495406,0.002020868,9.084621e-05,4.083906e-06,0.0,0.0,3.0,4.0,1.0,0.04495406,0.002020868,9.084621e-05,4.083906e-06,0.09372246
4972,25052,0.6945533,0.52247703,1.0,1.0,0.15503466,0.024035746,0.003726374,0.000577717,1.0,1.0,0.0,0.0,1.0,0.15503466,0.024035746,0.003726374,0.000577717,0.17207628
4973,25052,0.57719797,0.57751733,1.0,1.0,0.38910663,0.15140396,0.05891229,0.022923162,2.0,2.0,0.0,0.0,1.0,0.38910663,0.15140396,0.05891229,0.022923162,-0.000319362
4976,25053,0.70024353,0.6356576,1.0,1.0,0.51917493,0.2695426,0.13993977,0.07265322,5.0,5.0,0.0,0.0,1.0,0.51917493,0.2695426,0.13993977,0.07265322,0.064585924
4977,25053,0.67781806,0.75958747,1.0,1.0,0.40363154,0.16291842,0.06575901,0.02654241,6.0,6.0,0.0,0.0,1.0,0.40363154,0.16291842,0.06575901,0.02654241,-0.08176941
4978,25053,0.7594128,0.70024353,1.0,1.0,0.36339584,0.13205653,0.047988795,0.01743893,7.0,7.0,0.0,0.0,1.0,0.36339584,0.13205653,0.047988795,0.01743893,0.059169292
4981,25054,0.7776875,0.77304286,1.0,1.0,0.5994493,0.35933945,0.21540576,0.12912484,10.0,10.0,0.0,0.0,1.0,0.5994493,0.35933945,0.21540576,0.12912484,0.004644632
4982,25054,0.73070943,0.79972464,1.0,1.0,0.56782395,0.32242402,0.18308009,0.10395726,11.0,11.0,0.0,0.0,1.0,0.56782395,0.32242402,0.18308009,0.10395726,-0.069015205
4983,25054,0.77030176,0.7776875,1.0,1.0,0.471426,0.22224249,0.104770884,0.04939172,12.0,12.0,0.0,0.0,1.0,0.471426,0.22224249,0.104770884,0.04939172,-0.007385731
4986,25055,1.0,0.63545465,1.0,1.0,0.9623307,0.92608035,0.8911956,0.8576249,1.0,1.0,0.0,0.0,1.0,0.9623307,0.92608035,0.8911956,0.8576249,0.36454535
4987,25055,0.64214784,0.98116535,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.3390175
4988,25055,0.68164,1.0,1.0,1.0,0.28429568,0.08082403,0.022977924,0.006532524,3.0,3.0,0.0,0.0,1.0,0.28429568,0.08082403,0.022977924,0.006532524,-0.31835997
4991,25056,0.7343167,0.69547486,1.0,1.0,0.26088223,0.068059534,0.017755523,0.004632101,1.0,1.0,0.0,0.0,1.0,0.26088223,0.068059534,0.017755523,0.004632101,0.038841844
4992,25056,0.78332204,0.62483364,1.0,1.0,0.48785752,0.23800497,0.11611251,0.056646362,2.0,2.0,0.0,0.0,1.0,0.48785752,0.23800497,0.11611251,0.056646362,0.1584884
4995,25061,0.34951475,0.34676045,1.0,0.0,-0.117379636,0.013777979,-0.001617254,0.000189833,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002754301
4998,25062,0.32817575,0.28336126,1.0,0.0,-0.2500091,0.062504545,-0.015626704,0.003906818,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.044814497
4999,25062,0.47228396,0.37499544,1.0,0.0,-0.34364846,0.118094265,-0.040582914,0.013946256,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09728852
5000,25062,0.44201058,0.32817575,1.0,0.0,-0.05543208,0.003072716,-0.000170327,9.441581e-06,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11383483
5003,25063,0.47617617,0.40849206,1.0,0.0,0.015510231,0.000240567,3.731254e-06,5.787261e-08,0.0,1.0,7.0,7.0,1.0,0.015510231,0.000240567,3.731254e-06,5.787261e-08,0.067684114
5004,25063,0.34331787,0.5077551,1.0,1.0,-0.047647685,0.002270302,-0.000108175,5.1542706e-06,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16443723
5005,25063,0.30779696,0.47617617,1.0,0.0,-0.2965353,0.08793319,-0.026075296,0.007732246,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.16837922
5008,25064,0.36645994,0.32045177,1.0,0.0,-0.24084997,0.058008708,-0.013971396,0.00336501,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04600817
5009,25064,0.29600033,0.35406268,1.0,0.0,-0.2670801,0.07133178,-0.019051298,0.005088223,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.058062345
5010,25064,0.40653235,0.36645994,1.0,0.0,-0.4001905,0.16015244,-0.06409148,0.025648804,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04007241
5013,25065,0.0,0.34986863,1.0,0.0,-0.5166409,0.26691782,-0.13790067,0.07124513,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.34986863
5014,25065,0.25753215,0.24167955,1.0,0.0,-0.96681076,0.9347231,-0.9037003,0.8737072,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0158526
5015,25065,0.0,0.0,1.0,0.0,-0.48493567,0.2351626,-0.114038736,0.05530145,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,25066,0.2390897,0.47125578,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.23216608
5019,25066,0.0,0.0,1.0,0.0,-0.49148592,0.24155842,-0.11872256,0.058350466,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,25071,0.3167566,0.27829003,1.0,0.0,-0.26370645,0.06954109,-0.018338434,0.004835963,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.038466573
5025,25072,0.38154107,0.27684197,1.0,0.0,-0.18225217,0.033215854,-0.006053662,0.001103293,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.104699105
5026,25072,0.39537022,0.40887392,1.0,0.0,-0.23691785,0.05613007,-0.013298215,0.003150585,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.013503701
5027,25072,0.32877156,0.38154107,1.0,0.0,-0.20925954,0.043789554,-0.009163382,0.001917525,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.052769512
5030,25073,0.3485287,0.33939692,1.0,0.0,-0.23511341,0.055278316,-0.012996674,0.003055692,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.009131789
5031,25073,0.35877863,0.38244328,1.0,0.0,-0.3029426,0.09177422,-0.027802322,0.008422508,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.023664653
5032,25073,0.67608273,0.3485287,1.0,0.0,-0.28244272,0.07977389,-0.022531554,0.006363873,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.32755402
5035,25074,0.73266834,0.62796855,1.0,1.0,0.41118735,0.16907504,0.06952152,0.028586369,2.0,2.0,0.0,0.0,1.0,0.41118735,0.16907504,0.06952152,0.028586369,0.10469979
5036,25074,0.6218326,0.7052359,1.0,1.0,0.47207054,0.2228506,0.10520121,0.04966239,3.0,3.0,0.0,0.0,1.0,0.47207054,0.2228506,0.10520121,0.04966239,-0.08340329
5037,25074,0.6467914,0.73266834,1.0,1.0,0.25307623,0.064047575,0.016208919,0.004102092,4.0,4.0,0.0,0.0,1.0,0.25307623,0.064047575,0.016208919,0.004102092,-0.08587694
5040,25075,0.6214074,0.67975444,1.0,1.0,0.22470856,0.050493937,0.011346419,0.002549638,7.0,7.0,0.0,0.0,1.0,0.22470856,0.050493937,0.011346419,0.002549638,-0.058347046
5041,25075,0.6177992,0.6123543,1.0,1.0,0.25212717,0.06356811,0.016027248,0.004040905,8.0,8.0,0.0,0.0,1.0,0.25212717,0.06356811,0.016027248,0.004040905,0.005444944
5042,25075,0.6214308,0.6214074,1.0,1.0,0.24382293,0.05944962,0.014495181,0.003534258,9.0,9.0,0.0,1.0,1.0,0.24382293,0.05944962,0.014495181,0.003534258,2.3424625e-05
5045,25076,0.57073087,0.64425594,1.0,1.0,0.08652246,0.007486136,0.000647719,5.6042234e-05,12.0,12.0,0.0,0.0,1.0,0.08652246,0.007486136,0.000647719,5.6042234e-05,-0.07352507
5046,25076,0.6063767,0.54326123,1.0,1.0,0.14146173,0.020011421,0.00283085,0.000400457,13.0,13.0,0.0,1.0,1.0,0.14146173,0.020011421,0.00283085,0.000400457,0.06311548
5049,25081,0.3789491,0.35299897,1.0,0.0,-0.14091468,0.019856947,-0.002798135,0.000394298,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025950134
5052,25082,0.3535332,0.26410934,1.0,0.0,-0.24068284,0.05792823,-0.013942331,0.00335568,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.089423865
5053,25082,0.4268111,0.37965858,1.0,0.0,-0.29293358,0.08581009,-0.025136655,0.007363371,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04715252
5054,25082,0.41158536,0.3535332,1.0,0.0,-0.1463778,0.021426462,-0.003136358,0.000459093,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.058052152
5057,25083,0.38730273,0.37183324,1.0,0.0,-0.19118997,0.036553606,-0.006988683,0.001336166,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.015469492
5058,25083,0.3200846,0.40440503,1.0,0.0,-0.22539458,0.050802715,-0.011450657,0.002580916,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,-0.084320426
5059,25083,0.43563792,0.38730273,1.0,0.0,-0.35983077,0.12947819,-0.04659023,0.0167646,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.048335195
5062,25084,0.50853133,0.48504373,1.0,0.0,0.088780195,0.007881923,0.000699759,6.212471e-05,0.0,2.0,1.0,1.0,1.0,0.088780195,0.007881923,0.000699759,6.212471e-05,0.023487598
5063,25084,0.42055172,0.5443901,1.0,1.0,0.03922841,0.001538868,6.0367347e-05,2.368115e-06,1.0,3.0,0.0,0.0,1.0,0.03922841,0.001538868,6.0367347e-05,2.368115e-06,-0.123838365
5064,25084,0.5880122,0.50853133,1.0,1.0,-0.15889657,0.025248118,-0.004011839,0.000637468,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948089
5067,25085,0.32643208,0.4201839,1.0,0.0,-0.37078354,0.13748044,-0.05097548,0.01890087,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.09375182
