"","total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","fuel_type","distance","forcing","treat","katiya","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","hb_r","yrs_r","el_r","ex_zsc","ex_icw","k_zsc","k_icw","l_zsc","l_icw","a_zsc","a_icw","ha_zsc","ha_icw","sa_zsc","sa_icw","village","te_log","fe_log","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other"
"372",3000,2500,0,0,0,0,0,0,0,0,0,0,1,5,2.5,0,2,4,4,5,3.2,4,200,NA,0,0,3.2,0.2,1,29,1,1,0,0,1,45,1,0,FALSE,NA,5,8,1058,8,6,7,2,1,0,1,1,10,NA,5,8,-0.77243434625871,-0.693205254335835,-1.36327300540094,-1.22952276605159,-0.767332865005008,-0.378574095383095,0.158036860560961,0.306294517009754,-1.75086836602065,-1.44861518513225,0.308896392022961,0.0307605960427545,"Jalim Nagar khash",8.00636790098353,7.82404641085621,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"373",3000,2500,0,54,NA,1,2,5,0,1.33333333333333,0,0,0,0,3.16666666666667,0,4,4,4,4,3.4,2,80,NA,0,0,4,0,2,49,0,0,NA,0,1,35,1,1,FALSE,NA,NA,NA,1057,NA,NA,NA,2,2,0,1,2,12,NA,NA,NA,-0.374288986721347,-0.0906692306251983,0.525702697173985,0.544889381453593,0.717188866925517,0.3128007947793,-0.543009498597405,-0.414247546542954,-1.06091068963195,-1.0064387294302,0.215030643492698,0.236761855941609,"Jalim Nagar khash",8.00636790098353,7.82404641085621,0,0,0,0,0,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",3000,2500,0,84,NA,1,2,5,0,0,0,0,0,0,3.33333333333333,2,4,4,3,3,3,3,30,NA,0,0,3,0,2,55,0,0,NA,0,1,40,0,0,FALSE,25,NA,NA,1059,NA,NA,NA,4,2,0,1,1,12,25,NA,NA,-0.153097120311701,0.2440730047696,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,0.556041761565554,0.394342727787921,-0.671882215355505,-0.276500545582953,"Jangalpurwa",8.00636790098353,7.82404641085621,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",5000,4000,0,56,NA,1,2,5,0,0,0,0,0,0,3.5,0,3,4,4,3,3.2,3,50,NA,0,1,3,0.1,2,50,0,0,NA,0,1,60,0,0,FALSE,35,NA,NA,1059,NA,NA,NA,4,2,0,2,1,12,35,NA,NA,0.36978788512687,0.222157288432512,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.715931851437594,-0.785350501579182,-0.142882153873894,-0.169481640630709,"Jangalpurwa",8.51719339141622,8.294049890102,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",3000,2600,100,54,NA,1,1,4,0,1,1,0,0,0,2.33333333333333,2,4,5,5,4,4,5,100,NA,0,1,3.8,0,5,23,1,0,NA,0,1,30,0,0,TRUE,5,NA,NA,1059,NA,NA,NA,2,1,0,2,0,9,5,NA,NA,-0.265651476338797,-0.0920923246027719,0.115022593089398,0.221347160417795,1.46834484527907,0.549705960264907,-0.543009498597405,-0.414247546542954,-0.478894753017501,-0.268921955765145,1.87243885347108,0.80019604862984,"Jangalpurwa",8.00636790098353,7.86326710862488,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",4000,3000,0,0,NA,0,0,0,0,1.16666666666667,0,0,1,1,3.16666666666667,2.14285714285714,3,2,2,2,2,3,50,NA,0,1,4.6,0.1,2,47,0,0,NA,0,1,25,0,0,FALSE,20,NA,NA,1059,NA,NA,NA,2,2,0,1,2,12,20,NA,NA,-0.481267605617752,-0.550822585832245,-1.36327300540094,-1.22952276605159,0.531623650434202,0.226378933509,-0.148541343680677,-0.217509591027176,0.486728273332687,0.375958424097596,-0.780481737367063,0.170881083800292,"Jangalpurwa",8.294049890102,8.00636790098353,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",4000,3500,200,54,200,1,2,4,0,1,0,0,1,8,2.33333333333333,1.85714285714286,4,4,2,4,3,5,200,NA,1,0,3.4,0,1,22,1,1,0,0,1,40,0,0,TRUE,3,2,11,1059,11,4.66666666666667,4.66666666666667,2,1,0,2,0,9,3,2,11,0.222351134368107,0.0523142697377708,0.405852186844196,0.297611501238809,0.346058433942886,0.139957072238701,0.387970513742189,0.699147598037452,-0.58207068388181,-0.361081766000331,0.893837692644849,0.472116705262843,"Jangalpurwa",8.294049890102,8.16051853319175,4,0,0,0,0,2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",3500,3000,0,54,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.66666666666667,2.42857142857143,4,4,4,4,3.6,4,50,NA,0,0,3.2,0,5,25,1,0,NA,0,1,35,0,0,FALSE,7,NA,NA,1059,NA,NA,NA,3,1,0,2,0,10,7,NA,NA,-0.155206983331373,-0.0166053798612979,0.405852186844196,0.297611501238809,-0.396202432022377,-0.205730372842497,-0.543009498597405,-0.414247546542954,0.175611877769777,0.228645702791437,0.28400653223109,-0.0761474231705002,"Jangalpurwa",8.16051853319175,8.00636790098353,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380",3500,3000,0,0,NA,0,0,0,0,1,0,0,0,0,3,1.71428571428571,4,4,4,4,3.4,5,0,NA,1,0,3.2,0,2,60,0,0,NA,0,1,35,1,1,TRUE,40,NA,NA,1060,NA,NA,NA,2,1,0,2,3,10,40,NA,NA,-0.553352342868736,-0.619141403571934,-1.36327300540094,-1.22952276605159,0.346058433942886,0.139957072238701,-0.543009498597405,-0.414247546542954,0.00471106164258466,-0.0110651205334745,0.778378006823121,0.341226091667869,"Jhala kala",8.16051853319175,8.00636790098353,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",3000,2500,0,0,NA,0,0,0,0,1.5,0,0,0,0,3.33333333333333,0,4,4,4,4,3.4,5,150,NA,1,1,3.6,0,2,59,0,0,NA,0,1,40,1,1,TRUE,30,NA,NA,1060,NA,NA,NA,3,1,0,2,4,10,30,NA,NA,-0.77243434625871,-0.693205254335835,-1.36327300540094,-1.22952276605159,0.902754083416833,0.399222656049599,-0.543009498597405,-0.414247546542954,-0.88842127053477,-0.895894615504693,1.81662377685075,0.93396609582457,"Jhala kala",8.00636790098353,7.82404641085621,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",10000,6000,0,0,NA,0,0,0,0,0,2,0,0,0,3.05,2,4,4,4,4,4,4,100,NA,0,0,3.2,0,4,29,1,0,NA,0,1,62,0,1,FALSE,25,NA,NA,1060,NA,NA,NA,2,1,0,0.3,2,13,25,NA,NA,1.265732838228,0.303473425189292,-1.36327300540094,-1.22952276605159,1.47723995766735,0.440923680669317,-0.543009498597405,-0.414247546542954,0.262809749100356,0.206417734114552,0.542837681095597,-0.292773423169136,"Jhala kala",9.21034047197618,8.69951491487685,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",8000,6000,0,0,NA,0,0,0,0,0.333333333333333,1,0,1,3,3.66666666666667,1.14285714285714,4,4,4,4,4,3,150,NA,0,0,3.2,0.2,4,33,1,0,NA,0,1,65,0,1,FALSE,15,NA,NA,1060,NA,NA,NA,4,1,0,1,2,14,15,NA,NA,0.977393889224063,0.0301981542305354,-1.36327300540094,-1.22952276605159,0.726083979313805,0.20401851518371,0.00474775844014188,0.044392462991289,0.281965014574053,0.0624720942278221,0.456549105294508,-0.33324174633588,"Jhala kala",8.98719694566197,8.69951491487685,0,1,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"384",10000,8000,1500,0,0,0,0,0,0,0,1,0,6,24,3.33333333333333,2.14285714285714,4,4,5,5,4.6,4,200,NA,1,1,3.2,0.2,4,26,1,1,0,0,1,45,1,1,FALSE,30,8,7,1060,7,5,7,2,2,0,2,2,12,30,8,7,3.04229276010525,0.2878720485499,-1.36327300540094,-1.22952276605159,0.354953546331173,0.0311747926431108,3.20340134999033,3.1232986727179,0.659217692429863,0.486502538023108,2.32246507696022,0.307140259613342,"Jhala kala",9.21034047197618,8.98719694566197,0,0,0,0,0,0,NA,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"385",4000,3200,100,75,NA,1,1,4,0,0.833333333333333,0,0,4,15,3.16666666666667,2.28571428571429,3,2,4,4,2.8,5,150,NA,0,0,3.8,0,2,55,0,0,NA,0,1,40,0,0,FALSE,3,NA,NA,1137,NA,NA,NA,1,2,0,2,4,10,3,NA,NA,0.209749024016712,0.285758915282018,0.115022593089398,0.221347160417795,0.16049321745157,0.0535352109684015,1.87795318273401,1.81316557262172,0.589904204196996,0.468118234332783,0.191720570053924,0.159104191550193,"Jokara",8.294049890102,8.07090640128777,0,3,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"386",10000,8000,500,0,0,0,0,0,0,0.5,2,0,5,9,4.33333333333333,2.14285714285714,4,4,4,4,4,4,250,NA,0,1,3.2,0.1,4,22,1,1,0,0,1,50,0,1,FALSE,25,2,7.33333333333333,1061,7.33333333333333,6.66666666666667,6,8,2,0,2,2,12,25,2,7,2.24991218855772,0.313593054374058,-1.36327300540094,-1.22952276605159,2.0339356071413,0.700189264480215,1.73590948022787,1.09324633907287,1.69415420701292,1.14976722157617,1.40277657763888,0.13112483765089,"Jokaha",9.21034047197618,8.98719694566197,0,2,0,0,0,1,NA,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"387",3000,2500,100,50,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.5,2,3,2,4,3,2.8,5,100,NA,1,0,3,0,2,58,0,0,NA,0,1,45,0,0,TRUE,25,NA,NA,1061,NA,NA,NA,2,1,0,2,0,10,25,NA,NA,-0.324543178421214,-0.137873629260254,0.405852186844196,0.297611501238809,-0.396202432022377,-0.205730372842497,-0.543009498597405,-0.414247546542954,-0.306405333920325,-0.158377841839634,-0.0385665047375259,-0.173161340763105,"Jokaha",8.00636790098353,7.82404641085621,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",6000,5000,0,50,0,1,2,3,10,0.166666666666667,0,0,3,1,3.33333333333333,1.71428571428571,4,4,4,4,4,4,100,NA,1,1,3.2,0.1,2,35,1,1,0,0,1,60,0,1,FALSE,35,5,7,1137,7,9.33333333333333,12,6,0,0,0,2,12,35,5,7,0.76371351862489,0.303336542881353,11.331508396807,2.30461602751132,-0.581767648513693,-0.292152234112796,0.487105864031961,-0.0859357340140856,0.349689899836937,0.210023107317547,1.45962040213512,0.196909291217922,"Jokara",8.69951491487685,8.51719339141622,0,0,0,0,0,1,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"389",3000,2300,100,48,NA,1,2,6,0,0.5,0,0,1,0,3,1.85714285714286,3,2,4,4,2.8,5,50,NA,0,0,3.4,0.1,2,59,0,0,NA,0,1,35,0,0,FALSE,2,NA,NA,1061,NA,NA,NA,1,2,0,1,4,10,2,NA,NA,-0.39808820930412,-0.162487791496258,0.645553207503774,0.792167261668378,-0.210637215531061,-0.119308511572197,-0.225185894741086,-0.348460618036409,0.107886992506894,0.0810946897017123,-0.261246102702965,-0.125627687846639,"Jokaha",8.00636790098353,7.74066483669976,0,0,0,0,0,3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"390",3000,2500,0,50,NA,1,2,4,0,0.333333333333333,0,0,0,0,2.83333333333333,1.71428571428571,4,2,4,4,3,5,50,NA,0,0,3,0,2,59,0,0,NA,0,1,24,0,0,FALSE,40,NA,NA,1137,NA,NA,NA,1,1,0,2,3,10,40,NA,NA,-0.403781235575967,-0.135301528677838,0.405852186844196,0.297611501238809,-0.396202432022377,-0.205730372842497,-0.543009498597405,-0.414247546542954,-0.167778357454591,-0.121609234458985,-0.14341458083306,-0.172877521111254,"Jokara",8.00636790098353,7.82404641085621,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",12000,10000,8500,56,0,1,2,3,0,0.166666666666667,2,0,6,24.15,4.5,2.04285714285714,4,4,4,4,4.2,5,150,NA,1,0,3.6,0.2,4,25,1,1,0,0,1,28,0,1,FALSE,18,1,7,1137,7,5.66666666666667,7.66666666666667,8,2,1,2,2,12,18,1,7,9.8781762584625,1.02893258357335,0.286001676514408,0.050333621024025,1.66280517415867,0.527345541939616,3.2148980326494,3.14294132676929,1.79442047450508,1.19579946833705,1.61167707767275,0.134760903037349,"Jokara",9.39266201210347,9.21034047197618,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
"392",8000,6000,500,52,0,1,2,3,0,0.166666666666667,0.5,0.5,2,0.1,4.5,2.42857142857143,4,4,4,4,4,4,200,NA,0,1,3.2,0.2,4,22,1,1,0,0,1,27,0,1,FALSE,30,2,7.33333333333333,1137,7.33333333333333,8,7.33333333333333,8,2,1,2,2,12,30,2,7,1.75698341010788,0.597557526002773,0.286001676514408,0.050333621024025,0.596480228689722,0.42234915534067,0.100302164221274,-0.26957858682894,2.07299548783871,1.44463095597206,1.26544667800261,0.0731797696208116,"Jokara",8.98719694566197,8.69951491487685,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"393",6000,4000,0,81,0,1,3,4,0,1.83333333333333,0,0,3,3,2.83333333333333,1.57142857142857,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,1,30,1,1,0,1,0,40,0,0,FALSE,15,0.166,9,1063,9,3.33333333333333,4.66666666666667,3,4,0,1,0,9,15,0,9,0.698283914970209,0.637746786740888,0.696681780598996,0.373875842059823,1.27388451639946,0.572066378590198,0.64039496615278,0.17596632000438,-0.2709542883189,-0.213769044694172,0.207427257208934,-0.271378025214936,"Kaggar ( pole no.3)",8.69951491487685,8.294049890102,0,2,9,0,0,0,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"394",6000,5000,0,108,NA,1,3,4,0,0.166666666666667,0,0,0,0,3,1.71428571428571,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,2,33,1,0,NA,1,0,45,0,0,FALSE,20,NA,NA,1063,NA,NA,NA,3,4,0,1,1,9,20,NA,NA,1.19135112701687,0.950504864644629,0.696681780598996,0.373875842059823,-0.581767648513693,-0.292152234112796,-0.543009498597405,-0.414247546542954,0.00471106164258466,-0.0110651205334745,0.258468581044118,-0.253901280351601,"Kaggar ( pole no.3)",8.69951491487685,8.51719339141622,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",4000,3000,0,0,NA,0,0,0,0,1.16666666666667,0,0,1,1,2.16666666666667,0,4,4,4,4,3.6,4,0,NA,0,0,4.6,0.3,5,46,0,0,NA,0,1,27,0,0,FALSE,6,NA,NA,1063,NA,NA,NA,1,2,0,1,1,8,6,NA,NA,-0.481267605617752,-0.550822585832245,-1.36327300540094,-1.22952276605159,0.531623650434202,0.226378933509,-0.148541343680677,-0.217509591027176,-2.095847204215,-1.66970341298327,0.770750689790019,0.456853610477782,"Kaggar ( pole no.3)",8.294049890102,8.00636790098353,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",2500,1500,300,75,NA,1,4,8,0,0,0,0,1,2,2.33333333333333,1.71428571428571,2,2,2,3,2,3,100,NA,0,1,4.6,0.2,2,55,0,0,NA,0,1,35,1,1,TRUE,5,NA,NA,1062,NA,NA,NA,2,2,0,1,1,8,5,NA,NA,-0.347819778299303,0.0561251486158012,1.46691341567295,1.43925170373997,-0.767332865005008,-0.378574095383095,-0.0718967926202676,-0.0865585640179437,-0.685246614746119,-0.453241576235518,-0.673362656879372,0.146205343011092,"Kaggar",7.82404641085621,7.31322105375675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397",3000,2500,0,50,NA,1,2,8,0,0,0,0,0,0,2.5,1.85714285714286,4,3,3,4,3.2,3,0,NA,0,1,3.2,0.1,2,52,0,0,NA,0,1,55,0,0,FALSE,14,NA,NA,1063,NA,NA,NA,3,2,0,1,1,8,14,NA,NA,-0.403781235575967,-0.135301528677838,0.885254228163352,1.28672302209795,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.409581264784634,-0.25053765207482,-0.141067083513459,-0.199102166506247,"Kaggar ( pole no.3)",8.00636790098353,7.82404641085621,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398",3000,2500,0,50,NA,1,2,6,0,0,0,0,0,0,2.16666666666667,1.57142857142857,3,4,3,3,3,3,0,NA,0,0,3.6,0.2,2,57,0,0,NA,0,1,39,0,0,FALSE,15,NA,NA,1064,NA,NA,NA,1,1,0,1,0,10,15,NA,NA,-0.403781235575967,-0.135301528677838,0.645553207503774,0.792167261668378,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.960911964707604,-0.655945500396216,-0.722207615650884,-0.316882415482405,"Kaggar (pole no. 2)",8.00636790098353,7.82404641085621,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399",7000,4000,0,54,NA,1,2,3,0,0.333333333333333,0,0,0,0,3,1.42857142857143,4,4,4,4,3.8,3,100,NA,0,0,3.2,0.1,2,27,1,0,NA,0,1,40,0,0,FALSE,12,NA,NA,1064,NA,NA,NA,3,3,0,2,1,9,12,NA,NA,0.643380709703495,0.473116410364949,0.286001676514408,0.050333621024025,-0.396202432022377,-0.205730372842497,-0.543009498597405,-0.414247546542954,-0.201640800086033,-0.195384741003848,0.258468581044118,-0.253901280351601,"Kaggar (pole no. 2)",8.85366557089458,8.294049890102,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400",4000,2500,0,75,NA,1,2,8,0,0,0,0,0,0,2.33333333333333,1.57142857142857,2,2,2,3,2,4,50,NA,0,0,3.2,0.1,2,52,0,0,NA,0,1,50,1,1,FALSE,20,NA,NA,1062,NA,NA,NA,1,2,0,1,1,9,20,NA,NA,-0.0752852057326276,0.280287969630539,0.885254228163352,1.28672302209795,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.788422545610428,-0.545401386470705,-1.65909733590795,-0.654335492230316,"Kaggar",8.294049890102,7.82404641085621,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",5500,4000,0,50,NA,1,3,6,0,0,0,0,1,1,2.66666666666667,1.71428571428571,3,3,2,3,2.8,3,100,NA,0,0,3.4,0,2,54,0,0,NA,1,0,56,0,0,FALSE,15,NA,NA,1064,NA,NA,NA,3,2,0,1,1,9,15,NA,NA,0.397634249095924,0.223527659093241,0.936382801258573,0.868431602489392,-0.767332865005008,-0.378574095383095,-0.148541343680677,-0.217509591027176,-0.340267776551767,-0.232153348384496,-0.988025066811772,-0.639358025943579,"Kaggar (pole no. 2)",8.61250355303873,8.294049890102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402",5000,3000,0,108,NA,1,3,4,0,0,0,0,0,0,2.5,1.85714285714286,4,4,4,4,3.8,3,100,NA,0,0,2.4,0,2,22,1,0,NA,1,1,20,1,0,TRUE,15,NA,NA,1063,NA,NA,NA,3,2,0,1,0,9,15,NA,NA,0.459192587958941,0.790887097068406,0.696681780598996,0.373875842059823,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.409581264784634,-0.25053765207482,-0.0981451659245693,-0.59158476702495,"Kaggar ( pole no.3)",8.51719339141622,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403",4500,3500,200,0,NA,0,0,0,0,1,1,0,0,0,2.5,1.71428571428571,5,4,5,4,4,4,40,NA,0,0,3.4,0.1,5,58,0,0,NA,0,1,46,0,0,FALSE,10,NA,NA,1063,NA,NA,NA,2,2,0,1,1,9,10,NA,NA,-0.103709487918272,-0.481902936233176,-1.36327300540094,-1.22952276605159,1.46834484527907,0.549705960264907,-0.543009498597405,-0.414247546542954,-0.512757195648943,-0.342697462310007,0.903339059133022,0.21093161006072,"Kaggar ( pole no.3)",8.41183289798061,8.16051853319175,0,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404",5000,3000,0,81,NA,1,2,3,0,0,0,0,0,0,3,0,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,2,22,1,0,NA,1,0,25,1,1,FALSE,15,NA,NA,1062,NA,NA,NA,3,4,0,2,0,9,15,NA,NA,0.26011990819026,0.489619085213088,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-1.23340010872912,-1.11698284335572,0.258468581044118,-0.253901280351601,"Kaggar",8.51719339141622,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",6000,4000,0,81,0,1,3,4,0,0,0,0,0,0,2.5,1.28571428571429,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,1,22,1,1,0,1,0,28,0,0,FALSE,15,0.3,9.66666666666667,1064,9.66666666666667,3.33333333333333,4,3,2,0,1,0,9,15,0,10,0.698283914970209,0.637746786740888,0.696681780598996,0.373875842059823,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.82228498824187,-0.619176893015567,0.207427257208934,-0.271378025214936,"Kaggar (pole no. 2)",8.69951491487685,8.294049890102,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",4000,3000,0,54,NA,1,2,3,0,0,0,0,0,0,3,1.28571428571429,4,4,4,4,3.8,3,0,NA,0,0,3.2,0.1,2,34,1,0,NA,0,1,45,1,1,FALSE,15,NA,NA,1062,NA,NA,NA,3,4,0,2,0,9,15,NA,NA,-0.083122246080389,0.0517134378783912,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.304816730950342,-0.287544551239035,-0.0161912182284279,-0.369791416411758,"Kaggar",8.294049890102,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",5000,3000,0,81,NA,1,3,3,0,0.333333333333333,0,0,0,0,2.66666666666667,1.57142857142857,4,4,4,4,4,3,100,NA,0,0,3.2,0,2,48,0,0,NA,0,1,35,1,0,FALSE,15,NA,NA,1064,NA,NA,NA,3,2,0,1,1,9,15,NA,NA,0.26011990819026,0.489619085213088,0.576831270269206,0.126597961845039,-0.396202432022377,-0.205730372842497,-0.543009498597405,-0.414247546542954,-0.443443707416076,-0.324313158619683,0.319219205658235,-0.391186814365958,"Kaggar (pole no. 2)",8.51719339141622,8.00636790098353,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",5000,4000,0,140,NA,1,3,7,0,0,0,0,2,4,2.5,2,2,2,1,2,1.8,3,100,NA,0,0,3.2,0,2,59,0,0,NA,0,0,38,1,1,FALSE,20,NA,NA,1062,NA,NA,NA,3,2,0,1,1,8,20,NA,NA,0.989125111073879,1.15943554753795,1.05623331158836,1.11570948270418,-0.767332865005008,-0.378574095383095,0.39921591335687,0.241130418507067,-0.306405333920325,-0.158377841839634,-2.21206953803335,-0.963715715761036,"Kaggar",8.51719339141622,8.294049890102,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",10000,7000,1000,0,250,0,0,0,0,0.666666666666667,1,0,8,4,3.33333333333333,1.85714285714286,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,1,30,1,1,0,0,1,27,1,0,TRUE,13,12,9,1062,9,4.33333333333333,3.33333333333333,4,4,0,2,1,9,13,12,9,2.3521079420535,0.289242485413556,-1.36327300540094,-1.22952276605159,1.09721441229644,0.376862237724308,2.30615753649478,0.635851989546339,0.452865830701246,0.302182917552734,0.207427257208934,-0.271378025214936,"Kaggar",9.21034047197618,8.85366557089458,0,3,1,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
"410",8000,5000,600,0,NA,0,0,0,0,0.166666666666667,1,0,4,18,2.83333333333333,2.42857142857143,1,1,1,1,1.2,2,50,NA,0,1,4.2,0.1,5,46,0,0,NA,0,1,20,0,0,TRUE,NA,NA,NA,1065,NA,NA,NA,2,3,0,1,1,10,NA,NA,NA,1.1588276998746,0.00327548468761804,-1.36327300540094,-1.22952276605159,0.540518762822489,0.11759665391341,2.10788683591524,2.20601865364942,0.348101296866953,0.339189816716948,-2.49193526689419,-0.732473846983098,"Kalanderpurwa",8.98719694566197,8.51719339141622,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",7000,5000,1000,0,NA,0,0,0,0,0.5,1.5,0,2,10,3.5,2.71428571428571,5,5,5,4,4,5,60,NA,0,1,4.6,0.1,4,59,0,0,NA,0,1,40,0,0,TRUE,28,NA,NA,1065,NA,NA,NA,5,2,0,2,2,10,28,NA,NA,1.33161045399164,-0.143650553121423,-1.36327300540094,-1.22952276605159,1.47279240147321,0.495314820467112,0.859083219719327,1.02683658056246,1.24441083498427,0.965685892889365,2.35457645147088,1.35040092496554,"Kalanderpurwa",8.85366557089458,8.51719339141622,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",10000,5000,1500,0,NA,0,0,0,0,0,0,0,2,9.1,3.66666666666667,2.42857142857143,2,2,3,3,2.4,3,0,NA,0,0,3.4,0.2,5,30,1,0,NA,1,1,55,0,1,FALSE,12,NA,NA,1065,NA,NA,NA,2,2,0,1,2,15,12,NA,NA,2.1603091632713,0.253401850404632,-1.36327300540094,-1.22952276605159,-0.767332865005008,-0.378574095383095,0.790103123764958,0.908980656254154,1.21054839235283,0.891910386344502,-1.60863497489253,-0.770903348706398,"Kalanderpurwa",9.21034047197618,8.51719339141622,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",10000,2000,800,0,0,0,0,0,0,0,1,0,3,11,1.88333333333333,2.42857142857143,4,4,3,4,3.8,5,0,NA,0,0,3.8,0.1,1,30,1,1,0,0,1,60,0,1,FALSE,15,0.5,8.66666666666667,1065,8.66666666666667,13.3333333333333,13.3333333333333,1,2,0,0.3,0,8,15,0,9,0.723659166354091,0.236936356336276,-1.36327300540094,-1.22952276605159,0.354953546331173,0.0311747926431108,1.25355137463606,1.22357453607824,-0.63508839198695,-0.290911632658464,0.497749992754161,-0.149642818124298,"Kalanderpurwa",9.21034047197618,7.60090295954196,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
