year,policy_year,share_detained_sheriff,share_detained_crime0,share_detained_crime1,share_detained_crime2,share_detained_crime3,no_287g,no_detention_contract,no_ice_alerts,ice_interrogation_limits,sanctuary_2018,in_287g_2018,enforcement_scale_2018,large_county,county_id,election_id,rv,treat,rv2,rv3,rv4,rv5,treat_rv,treat_rv2,treat_rv3,all_sheriff_per1k_fb,all_sheriff_per1k_pop,log_all_sheriff,detained_sheriff_per1k_fb,detained_sheriff_per1k_pop,log_detained_sheriff,sub_per_fb,rem_per1k_fb,miss_share_detained_sheriff,pre_share_detained_sheriff,pre_all_sheriff_per1k_fb,pre_all_sheriff_per1k_pop,pre_log_all_sheriff,pre_detained_sheriff_per1k_fb,pre_detained_sheriff_per1k_pop,pre_log_detained_sheriff,pre_year
2012,2013.0,0.74358976,0.7083333,0.6,1.0,0.8888889,,,,,,,,1.0,408.0,692.0,4.6695633,1.0,21.804821,101.81899,475.45023,2220.145,4.6695633,21.804821,101.81899,1.4617144,0.09211279,3.6888795,1.0869157,0.06849412,3.4011974,,,0.0,0.625,4.4975824,0.28342396,4.7957907,2.8109891,0.17713997,4.3307333,2010.0
2013,2014.0,0.4,0.3809524,0.33333334,0.5,0.44444445,,,,,,,,1.0,408.0,693.0,-7.5227776,0.0,56.592182,-425.7304,3202.675,-24093.012,0.0,0.0,0.0,1.3117949,0.08266532,3.583519,0.524718,0.033066127,2.7080503,402.27127,11.094037,0.0,0.74358976,1.4617144,0.09211279,3.6888795,1.0869157,0.06849412,3.4011974,2013.0
2014,2015.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,,,,1.0,408.0,693.0,-7.5227776,0.0,56.592182,-425.7304,3202.675,-24093.012,0.0,0.0,0.0,0.07495971,0.0047237324,1.0986123,0.0,0.0,0.0,343.50287,11.881114,0.0,0.74358976,1.4617144,0.09211279,3.6888795,1.0869157,0.06849412,3.4011974,2013.0
2015,2016.0,,,,,,,,,,,,,1.0,408.0,693.0,-7.5227776,0.0,56.592182,-425.7304,3202.675,-24093.012,0.0,0.0,0.0,,,,,,,83.50512,3.335707,,0.74358976,1.4617144,0.09211279,3.6888795,1.0869157,0.06849412,3.4011974,2013.0
2016,2017.0,,,,,,,,,,,,,1.0,408.0,694.0,-2.540882,0.0,6.456082,-16.404142,41.680992,-105.906494,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2016.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,408.0,694.0,-2.540882,0.0,6.456082,-16.404142,41.680992,-105.906494,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2016.0
2005,2006.0,0.0,,,,,,,,,,,,1.0,409.0,695.0,9.192467,1.0,84.50144,776.77673,7140.494,65638.76,9.192467,84.50144,776.77673,0.056577086,0.003929798,1.0986123,0.0,0.0,0.0,,,0.0,,,,,,,,
2006,2007.0,0.625,,,,,,,,,,,,1.0,409.0,696.0,15.796982,1.0,249.54463,3942.052,62272.523,983717.94,15.796982,249.54463,3942.052,0.67892504,0.04715758,3.218876,0.42432815,0.029473485,2.7725887,,,0.0,0.0,0.056577086,0.003929798,1.0986123,0.0,0.0,0.0,2006.0
2007,2008.0,0.8137255,,,,,,,,,,,,1.0,409.0,696.0,15.796982,1.0,249.54463,3942.052,62272.523,983717.94,15.796982,249.54463,3942.052,2.8854313,0.20041971,4.634729,2.347949,0.16308662,4.4308167,,,0.0,0.0,0.056577086,0.003929798,1.0986123,0.0,0.0,0.0,2006.0
2008,2009.0,0.63684213,,,,,,,,,,,,1.0,409.0,696.0,15.796982,1.0,249.54463,3942.052,62272.523,983717.94,15.796982,249.54463,3942.052,5.374823,0.37333083,5.2522736,3.4229138,0.23775278,4.804021,,,0.0,0.0,0.056577086,0.003929798,1.0986123,0.0,0.0,0.0,2006.0
2009,2010.0,0.7692308,,,,,,,,,,,,1.0,409.0,697.0,8.7474785,1.0,76.51838,669.3429,5855.0625,51217.03,8.7474785,76.51838,669.3429,3.6775105,0.25543687,4.8751974,2.8288543,0.1964899,4.6151204,,,0.0,0.63684213,5.374823,0.37333083,5.2522736,3.4229138,0.23775278,4.804021,2009.0
2010,2011.0,0.5744681,,,,,,,,,,,,1.0,409.0,697.0,8.7474785,1.0,76.51838,669.3429,5855.0625,51217.03,8.7474785,76.51838,669.3429,2.659123,0.1847005,4.553877,1.5275813,0.106104545,4.0073333,,,0.0,0.63684213,5.374823,0.37333083,5.2522736,3.4229138,0.23775278,4.804021,2009.0
2011,2012.0,0.664,,,,,,,,,,,,1.0,409.0,697.0,8.7474785,1.0,76.51838,669.3429,5855.0625,51217.03,8.7474785,76.51838,669.3429,3.536068,0.24561238,4.836282,2.347949,0.16308662,4.4308167,,,0.0,0.63684213,5.374823,0.37333083,5.2522736,3.4229138,0.23775278,4.804021,2009.0
2012,2013.0,0.5,,,,,,,,,,,,1.0,409.0,698.0,17.276665,1.0,298.48315,5156.7935,89092.19,1539215.9,17.276665,298.48315,5156.7935,2.4328146,0.16898131,4.465908,1.2164073,0.08449066,3.7841897,,,0.0,0.664,3.536068,0.24561238,4.836282,2.347949,0.16308662,4.4308167,2012.0
2013,2014.0,0.35526314,,,,,,,,,,,,1.0,409.0,698.0,17.276665,1.0,298.48315,5156.7935,89092.19,1539215.9,17.276665,298.48315,5156.7935,2.1499293,0.14933233,4.3438053,0.76379067,0.053052273,3.3322046,472.41867,7.5247526,0.0,0.664,3.536068,0.24561238,4.836282,2.347949,0.16308662,4.4308167,2012.0
2014,2015.0,0.0,,,,,1.0,1.0,0.0,0.0,,,,1.0,409.0,698.0,17.276665,1.0,298.48315,5156.7935,89092.19,1539215.9,17.276665,298.48315,5156.7935,0.2545969,0.01768409,2.3025851,0.0,0.0,0.0,454.48373,7.18529,0.0,0.664,3.536068,0.24561238,4.836282,2.347949,0.16308662,4.4308167,2012.0
2015,2016.0,,,,,,,,,,,,,1.0,409.0,699.0,12.082226,1.0,145.98018,1763.7655,21310.213,257474.81,12.082226,145.98018,1763.7655,,,,,,,53.77652,2.3762376,,,,,,,,,2015.0
2016,2017.0,,,,,,,,,,,,,1.0,409.0,699.0,12.082226,1.0,145.98018,1763.7655,21310.213,257474.81,12.082226,145.98018,1763.7655,,,,,,,,,,,,,,,,,2015.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,409.0,699.0,12.082226,1.0,145.98018,1763.7655,21310.213,257474.81,12.082226,145.98018,1763.7655,,,,,,,,,,,,,,,,,2015.0
2008,2009.0,0.59574467,0.5,0.625,0.6666667,1.0,,,,,,,,1.0,410.0,700.0,-10.274704,0.0,105.56954,-1084.6958,11144.928,-114510.836,0.0,0.0,0.0,14.294404,0.4593163,3.871201,8.515815,0.27363524,3.3672957,,,0.0,0.8076923,7.9075427,0.25408986,3.295837,6.3868613,0.20522644,3.0910425,2008.0
2009,2010.0,0.68,0.56666666,0.90909094,1.0,0.75,,,,,,,,1.0,410.0,700.0,-10.274704,0.0,105.56954,-1084.6958,11144.928,-114510.836,0.0,0.0,0.0,15.206813,0.48863438,3.9318256,10.340632,0.33227137,3.5553482,,,0.0,0.8076923,7.9075427,0.25408986,3.295837,6.3868613,0.20522644,3.0910425,2008.0
2010,2011.0,0.84782606,0.8064516,0.8,1.0,1.0,,,,,,,,1.0,410.0,700.0,-10.274704,0.0,105.56954,-1084.6958,11144.928,-114510.836,0.0,0.0,0.0,13.990268,0.44954363,3.8501475,11.861314,0.3811348,3.6888795,,,0.0,0.8076923,7.9075427,0.25408986,3.295837,6.3868613,0.20522644,3.0910425,2008.0
2017,2018.0,,,,,,,,,,0.0,1.0,1.0,1.0,410.0,701.0,-1.155262,0.0,1.3346303,-1.5418476,1.781238,-2.0577965,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2017.0
2008,2009.0,0.6218182,,,,,,,,,,,,1.0,411.0,702.0,1.8474274,1.0,3.412988,6.3052473,11.648486,21.519732,1.8474274,3.412988,6.3052473,30.531809,1.8779279,5.620401,18.985233,1.1677297,5.1474943,,,0.0,0.3469388,21.760853,1.3384504,5.2832036,7.5496836,0.46436036,4.2341065,2008.0
2009,2010.0,0.7748918,,,,,,,,,,,,1.0,411.0,702.0,1.8474274,1.0,3.412988,6.3052473,11.648486,21.519732,1.8474274,3.412988,6.3052473,25.646719,1.5774595,5.4467373,19.873432,1.2223604,5.192957,,,0.0,0.3469388,21.760853,1.3384504,5.2832036,7.5496836,0.46436036,4.2341065,2008.0
2010,2011.0,0.6897959,,,,,,,,,,,,1.0,411.0,702.0,1.8474274,1.0,3.412988,6.3052473,11.648486,21.519732,1.8474274,3.412988,6.3052473,27.201065,1.673063,5.5053315,18.763184,1.154072,5.1357985,,,0.0,0.3469388,21.760853,1.3384504,5.2832036,7.5496836,0.46436036,4.2341065,2008.0
2011,2012.0,0.61509436,,,,,,,,,,,,1.0,411.0,703.0,1.0683289,1.0,1.1413265,1.2193121,1.3026263,1.3916333,1.0683289,1.1413265,1.2193121,29.42156,1.8096396,5.583496,18.097036,1.1130991,5.0998664,,,0.0,0.6897959,27.201065,1.673063,5.5053315,18.763184,1.154072,5.1357985,2011.0
2012,2013.0,0.6830986,,,,,,,,,,,,1.0,411.0,703.0,1.0683289,1.0,1.1413265,1.2193121,1.3026263,1.3916333,1.0683289,1.1413265,1.2193121,15.765515,0.96969366,4.962845,10.769402,0.6623964,4.5849676,,,0.0,0.6897959,27.201065,1.673063,5.5053315,18.763184,1.154072,5.1357985,2011.0
2013,2014.0,0.20833333,,,,,,,,,,,,1.0,411.0,703.0,1.0683289,1.0,1.1413265,1.2193121,1.3026263,1.3916333,1.0683289,1.1413265,1.2193121,5.3291883,0.32778376,3.8918202,1.1102476,0.06828829,2.3978953,850.44965,31.308983,0.0,0.6897959,27.201065,1.673063,5.5053315,18.763184,1.154072,5.1357985,2011.0
2014,2015.0,0.16666667,,,,,1.0,1.0,0.0,0.0,,,,1.0,411.0,704.0,0.9658241,1.0,0.93281627,0.9009364,0.87014616,0.84040815,0.9658241,0.93281627,0.9009364,1.9984456,0.12291891,2.944439,0.33307427,0.020486485,1.3862944,712.44586,20.872654,0.0,0.20833333,5.3291883,0.32778376,3.8918202,1.1102476,0.06828829,2.3978953,2014.0
2015,2016.0,,,,,,,,,,,,,1.0,411.0,704.0,0.9658241,1.0,0.93281627,0.9009364,0.87014616,0.84040815,0.9658241,0.93281627,0.9009364,,,,,,,153.99133,6.883535,,0.20833333,5.3291883,0.32778376,3.8918202,1.1102476,0.06828829,2.3978953,2014.0
2016,2017.0,,,,,,,,,,,,,1.0,411.0,704.0,0.9658241,1.0,0.93281627,0.9009364,0.87014616,0.84040815,0.9658241,0.93281627,0.9009364,,,,,,,,,,0.20833333,5.3291883,0.32778376,3.8918202,1.1102476,0.06828829,2.3978953,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,411.0,705.0,8.537491,1.0,72.88875,622.28705,5312.77,45357.723,8.537491,72.88875,622.28705,,,,,,,,,,,,,,,,,2017.0
2006,2007.0,0.7368421,0.7,0.6666667,1.0,1.0,,,,,,,,1.0,412.0,706.0,24.441017,1.0,597.36334,14600.167,356842.94,8721604.0,24.441017,597.36334,14600.167,0.11298427,0.023940537,2.9957323,0.083251566,0.017640395,2.7080503,,,0.0,1.0,0.0059465407,0.0012600282,0.6931472,0.0059465407,0.0012600282,0.6931472,2006.0
2007,2008.0,0.58208954,0.5487805,0.625,0.73333335,0.6,,,,,,,,1.0,412.0,706.0,24.441017,1.0,597.36334,14600.167,356842.94,8721604.0,24.441017,597.36334,14600.167,1.5936729,0.33768758,5.5947113,0.92766035,0.1965644,5.056246,,,0.0,1.0,0.0059465407,0.0012600282,0.6931472,0.0059465407,0.0012600282,0.6931472,2006.0
2008,2009.0,0.68666667,0.6879699,0.6210526,0.65,0.7826087,,,,,,,,1.0,412.0,706.0,24.441017,1.0,597.36334,14600.167,356842.94,8721604.0,24.441017,597.36334,14600.167,2.6759434,0.5670127,6.1114674,1.837481,0.38934872,5.7365723,,,0.0,1.0,0.0059465407,0.0012600282,0.6931472,0.0059465407,0.0012600282,0.6931472,2006.0
2009,2010.0,0.6658768,0.7155963,0.5943396,0.6818182,0.6184211,,,,,,,,1.0,412.0,707.0,24.745728,1.0,612.351,15153.072,374973.78,9278999.0,24.745728,612.351,15153.072,2.5094402,0.5317319,6.0473723,1.670978,0.35406795,5.641907,,,0.0,0.68666667,2.6759434,0.5670127,6.1114674,1.837481,0.38934872,5.7365723,2009.0
2010,2011.0,0.5561497,0.6123595,0.42372882,0.4,0.70689654,,,,,,,,1.0,412.0,707.0,24.745728,1.0,612.351,15153.072,374973.78,9278999.0,24.745728,612.351,15153.072,2.2240062,0.47125056,5.926926,1.2368804,0.26208588,5.3423343,,,0.0,0.68666667,2.6759434,0.5670127,6.1114674,1.837481,0.38934872,5.7365723,2009.0
2011,2012.0,0.5104167,0.62827224,0.33333334,0.42307693,0.4915254,,,,,,,,1.0,412.0,707.0,24.745728,1.0,612.351,15153.072,374973.78,9278999.0,24.745728,612.351,15153.072,2.2834716,0.48385084,5.9532433,1.165522,0.24696554,5.2832036,,,0.0,0.68666667,2.6759434,0.5670127,6.1114674,1.837481,0.38934872,5.7365723,2009.0
2012,2013.0,0.41525424,0.5116279,0.1764706,0.625,0.48387095,,,,,,,,1.0,412.0,708.0,30.751663,1.0,945.6648,29080.766,894281.9,27500656.0,30.751663,945.6648,29080.766,1.4033836,0.29736668,5.46806,0.582761,0.12348277,4.59512,,,0.0,0.5104167,2.2834716,0.48385084,5.9532433,1.165522,0.24696554,5.2832036,2012.0
2013,2014.0,0.23809524,0.37209302,0.0,0.07692308,0.42105263,,,,,,,,1.0,412.0,708.0,30.751663,1.0,945.6648,29080.766,894281.9,27500656.0,30.751663,945.6648,29080.766,0.6243868,0.13230297,4.6634393,0.14866352,0.031500705,3.2580965,170.90358,7.558053,0.0,0.5104167,2.2834716,0.48385084,5.9532433,1.165522,0.24696554,5.2832036,2012.0
2014,2015.0,0.52238804,0.41935483,0.5625,0.8333333,0.5714286,1.0,0.0,0.0,0.0,,,,1.0,412.0,708.0,30.751663,1.0,945.6648,29080.766,894281.9,27500656.0,30.751663,945.6648,29080.766,0.39841822,0.084421895,4.2195077,0.20812891,0.04410099,3.583519,139.20851,7.2666726,0.0,0.5104167,2.2834716,0.48385084,5.9532433,1.165522,0.24696554,5.2832036,2012.0
2015,2016.0,,,,,,,,,,,,,1.0,412.0,709.0,29.301208,1.0,858.5608,25156.87,737126.7,21598702.0,29.301208,858.5608,25156.87,,,,,,,17.875301,2.0812893,,,,,,,,,2015.0
2016,2017.0,,,,,,,,,,,,,1.0,412.0,709.0,29.301208,1.0,858.5608,25156.87,737126.7,21598702.0,29.301208,858.5608,25156.87,,,,,,,,,,,,,,,,,2015.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,412.0,709.0,29.301208,1.0,858.5608,25156.87,737126.7,21598702.0,29.301208,858.5608,25156.87,,,,,,,,,,,,,,,,,2015.0
2012,2013.0,0.29411766,0.3,0.0,,0.33333334,,,,,,,,1.0,413.0,710.0,8.70512,1.0,75.77911,659.6663,5742.4746,49988.93,8.70512,75.77911,659.6663,1.9845903,0.06675227,2.8903718,0.58370304,0.01963302,1.7917595,,,0.0,0.61538464,1.5176278,0.05104585,2.6390574,0.9339248,0.031412832,2.1972246,2012.0
2013,2014.0,0.0,0.0,,,,,,,,,,,1.0,413.0,710.0,8.70512,1.0,75.77911,659.6663,5742.4746,49988.93,8.70512,75.77911,659.6663,0.1167406,0.003926604,0.6931472,0.0,0.0,0.0,699.1595,6.5374737,0.0,0.61538464,1.5176278,0.05104585,2.6390574,0.9339248,0.031412832,2.1972246,2012.0
2014,2015.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,,,,1.0,413.0,710.0,8.70512,1.0,75.77911,659.6663,5742.4746,49988.93,8.70512,75.77911,659.6663,0.1167406,0.003926604,0.6931472,0.1167406,0.003926604,0.6931472,549.498,6.420733,0.0,0.61538464,1.5176278,0.05104585,2.6390574,0.9339248,0.031412832,2.1972246,2012.0
2015,2016.0,,,,,,,,,,,,,1.0,413.0,711.0,8.857998,1.0,78.46413,695.0351,6156.619,54535.32,8.857998,78.46413,695.0351,,,,,,,97.361664,1.9845903,,,,,,,,,2015.0
2016,2017.0,,,,,,,,,,,,,1.0,413.0,711.0,8.857998,1.0,78.46413,695.0351,6156.619,54535.32,8.857998,78.46413,695.0351,,,,,,,,,,,,,,,,,2015.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,413.0,711.0,8.857998,1.0,78.46413,695.0351,6156.619,54535.32,8.857998,78.46413,695.0351,,,,,,,,,,,,,,,,,2015.0
2005,2006.0,0.75,0.5,1.0,,1.0,,,,,,,,1.0,414.0,712.0,21.813606,1.0,475.8334,10379.643,226417.44,4938981.0,21.813606,475.8334,10379.643,0.017050516,0.006568414,1.609438,0.012787887,0.0049263104,1.3862944,,,0.0,,,,,,,,
2006,2007.0,0.71428573,0.5,0.8666667,1.0,0.75,,,,,,,,1.0,414.0,712.0,21.813606,1.0,475.8334,10379.643,226417.44,4938981.0,21.813606,475.8334,10379.643,0.14919202,0.057473622,3.583519,0.10656573,0.041052587,3.2580965,,,0.0,,,,,,,,
2007,2008.0,0.76344085,0.75697213,0.75,0.73333335,0.8235294,,,,,,,,1.0,414.0,713.0,34.74839,1.0,1207.4506,41956.965,1457937.0,50660964.0,34.74839,1207.4506,41956.965,1.9821225,0.7635781,6.1441855,1.5132333,0.5829468,5.874931,,,0.0,0.71428573,0.14919202,0.057473622,3.583519,0.10656573,0.041052587,3.2580965,2007.0
2008,2009.0,0.78,0.7431694,0.8018868,0.8333333,0.81333333,,,,,,,,1.0,414.0,713.0,34.74839,1.0,1207.4506,41956.965,1457937.0,50660964.0,34.74839,1207.4506,41956.965,1.7050517,0.6568414,5.9939613,1.3299403,0.5123363,5.7462034,,,0.0,0.71428573,0.14919202,0.057473622,3.583519,0.10656573,0.041052587,3.2580965,2007.0
2009,2010.0,0.75615764,0.6935484,0.7413793,0.76,0.9240506,,,,,,,,1.0,414.0,713.0,34.74839,1.0,1207.4506,41956.965,1457937.0,50660964.0,34.74839,1207.4506,41956.965,1.7306274,0.66669405,6.0088134,1.3086271,0.5041258,5.7300997,,,0.0,0.71428573,0.14919202,0.057473622,3.583519,0.10656573,0.041052587,3.2580965,2007.0
2010,2011.0,0.64659685,0.6785714,0.5471698,0.6388889,0.7222222,,,,,,,,1.0,414.0,714.0,16.946846,1.0,287.1956,4867.0596,82481.305,1397798.0,16.946846,287.1956,4867.0596,1.6283243,0.6272836,5.948035,1.0528694,0.40559956,5.5134287,,,0.0,0.75615764,1.7306274,0.66669405,6.0088134,1.3086271,0.5041258,5.7300997,2010.0
2011,2012.0,0.53405994,0.53535354,0.4318182,0.5217391,0.6896552,,,,,,,,1.0,414.0,714.0,16.946846,1.0,287.1956,4867.0596,82481.305,1397798.0,16.946846,287.1956,4867.0596,1.5643849,0.602652,5.908083,0.8354753,0.3218523,5.2832036,,,0.0,0.75615764,1.7306274,0.66669405,6.0088134,1.3086271,0.5041258,5.7300997,2010.0
2012,2013.0,0.6229508,0.6178344,0.5,0.7368421,0.75438595,,,,,,,,1.0,414.0,714.0,16.946846,1.0,287.1956,4867.0596,82481.305,1397798.0,16.946846,287.1956,4867.0596,1.3001019,0.50084156,5.723585,0.8098995,0.31199968,5.2522736,,,0.0,0.75615764,1.7306274,0.66669405,6.0088134,1.3086271,0.5041258,5.7300997,2010.0
2013,2014.0,0.59076923,0.59876543,0.60747665,0.4117647,0.5897436,,,,,,,,1.0,414.0,715.0,24.134895,1.0,582.49316,14058.412,339298.28,8188929.0,24.134895,582.49316,14058.412,1.3853544,0.53368366,5.786897,0.81842476,0.31528386,5.26269,48.05688,5.127943,0.0,0.6229508,1.3001019,0.50084156,5.723585,0.8098995,0.31199968,5.2522736,2013.0
2014,2015.0,0.42718446,0.3402778,0.54545456,0.3181818,0.5,0.0,0.0,0.0,0.0,,,,1.0,414.0,715.0,24.134895,1.0,582.49316,14058.412,339298.28,8188929.0,24.134895,582.49316,14058.412,1.3171524,0.50741,5.7365723,0.562667,0.21675767,4.890349,38.934853,4.1901646,0.0,0.6229508,1.3001019,0.50084156,5.723585,0.8098995,0.31199968,5.2522736,2013.0
2015,2016.0,,,,,,,,,,,,,1.0,414.0,715.0,24.134895,1.0,582.49316,14058.412,339298.28,8188929.0,24.134895,582.49316,14058.412,,,,,,,6.837257,1.1466472,,0.6229508,1.3001019,0.50084156,5.723585,0.8098995,0.31199968,5.2522736,2013.0
2016,2017.0,,,,,,,,,,,,,1.0,414.0,716.0,28.069649,1.0,787.90515,22116.22,620794.56,17425486.0,28.069649,787.90515,22116.22,,,,,,,,,,,,,,,,,2016.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,414.0,716.0,28.069649,1.0,787.90515,22116.22,620794.56,17425486.0,28.069649,787.90515,22116.22,,,,,,,,,,,,,,,,,2016.0
2005,2006.0,0.0,0.0,,,,,,,,,,,1.0,415.0,717.0,-8.003296,0.0,64.05274,-512.63306,4102.7544,-32835.555,0.0,0.0,0.0,0.12973534,0.00819746,0.6931472,0.0,0.0,0.0,,,0.0,,,,,,,,
2006,2007.0,0.0,0.0,,0.0,,,,,,,,,1.0,415.0,717.0,-8.003296,0.0,64.05274,-512.63306,4102.7544,-32835.555,0.0,0.0,0.0,0.38920602,0.024592381,1.3862944,0.0,0.0,0.0,,,0.0,,,,,,,,
2007,2008.0,0.74285716,0.6315789,0.9,0.5,1.0,,,,,,,,1.0,415.0,718.0,-4.401085,0.0,19.369549,-85.247025,375.1794,-1651.1964,0.0,0.0,0.0,4.5407367,0.2869111,3.583519,3.3731189,0.21313398,3.295837,,,0.0,0.0,0.38920602,0.024592381,1.3862944,0.0,0.0,0.0,2007.0
2008,2009.0,0.7826087,0.8181818,0.90909094,0.2,0.875,,,,,,,,1.0,415.0,718.0,-4.401085,0.0,19.369549,-85.247025,375.1794,-1651.1964,0.0,0.0,0.0,5.9678254,0.37708318,3.8501475,4.670472,0.2951086,3.6109178,,,0.0,0.0,0.38920602,0.024592381,1.3862944,0.0,0.0,0.0,2007.0
2009,2010.0,0.8,0.8333333,0.6,1.0,0.85714287,,,,,,,,1.0,415.0,718.0,-4.401085,0.0,19.369549,-85.247025,375.1794,-1651.1964,0.0,0.0,0.0,3.2433834,0.2049365,3.2580965,2.5947068,0.1639492,3.0445225,,,0.0,0.0,0.38920602,0.024592381,1.3862944,0.0,0.0,0.0,2007.0
2013,2014.0,0.44444445,0.5,0.0,,0.5,,,,,,,,1.0,415.0,719.0,-19.747553,0.0,389.96585,-7700.871,152073.36,-3003076.8,0.0,0.0,0.0,1.167618,0.07377715,2.3025851,0.51894134,0.03278984,1.609438,204.98184,12.324858,0.0,0.625,4.1515307,0.26231873,3.4965076,2.5947068,0.1639492,3.0445225,2013.0
2014,2015.0,0.33333334,0.0,0.5,,,1.0,1.0,0.0,0.0,,,,1.0,415.0,719.0,-19.747553,0.0,389.96585,-7700.871,152073.36,-3003076.8,0.0,0.0,0.0,0.77841204,0.049184762,1.9459101,0.25947067,0.01639492,1.0986123,166.06123,9.211209,0.0,0.625,4.1515307,0.26231873,3.4965076,2.5947068,0.1639492,3.0445225,2013.0
2015,2016.0,,,,,,,,,,,,,1.0,415.0,719.0,-19.747553,0.0,389.96585,-7700.871,152073.36,-3003076.8,0.0,0.0,0.0,,,,,,,43.331604,2.2055008,,0.625,4.1515307,0.26231873,3.4965076,2.5947068,0.1639492,3.0445225,2013.0
2014,2015.0,0.14285715,0.25,0.0,,,1.0,1.0,0.0,0.0,,,,1.0,416.0,720.0,14.381905,1.0,206.83917,2974.7415,42782.445,615293.06,14.381905,206.83917,2974.7415,0.14385828,0.01995661,2.0794415,0.020551182,0.0028509442,0.6931472,143.91994,7.9533076,0.0,0.54285717,1.4385828,0.19956608,4.26268,0.78094494,0.108335875,3.6635616,2014.0
2015,2016.0,,,,,,,,,,,,,1.0,416.0,720.0,14.381905,1.0,206.83917,2974.7415,42782.445,615293.06,14.381905,206.83917,2974.7415,,,,,,,26.182207,2.4866931,,0.54285717,1.4385828,0.19956608,4.26268,0.78094494,0.108335875,3.6635616,2014.0
2016,2017.0,,,,,,,,,,,,,1.0,416.0,720.0,14.381905,1.0,206.83917,2974.7415,42782.445,615293.06,14.381905,206.83917,2974.7415,,,,,,,,,,0.54285717,1.4385828,0.19956608,4.26268,0.78094494,0.108335875,3.6635616,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,416.0,721.0,20.090889,1.0,403.64383,8109.563,162928.33,3273375.0,20.090889,403.64383,8109.563,,,,,,,,,,,,,,,,,2017.0
2005,2006.0,,,,,,,,,,,,,1.0,417.0,722.0,9.190437,1.0,84.46414,776.2624,7134.1904,65566.33,9.190437,84.46414,776.2624,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,
2006,2007.0,0.6315789,0.6666667,0.5,0.8,0.8,,,,,,,,1.0,417.0,722.0,9.190437,1.0,84.46414,776.2624,7134.1904,65566.33,9.190437,84.46414,776.2624,0.31359863,0.075983584,4.060443,0.19806229,0.047989633,3.6109178,,,0.0,,,,,,,,
2007,2008.0,0.7961905,0.7777778,0.784,0.86206895,0.8769231,,,,,,,,1.0,417.0,723.0,8.425587,1.0,70.99051,598.1367,5039.653,42462.03,8.425587,70.99051,598.1367,2.8884084,0.69984883,6.265301,2.2997231,0.55721295,6.037871,,,0.0,0.6315789,0.31359863,0.075983584,4.060443,0.19806229,0.047989633,3.6109178,2007.0
2008,2009.0,0.85507244,0.84615386,0.8765432,0.92,0.8378378,,,,,,,,1.0,417.0,723.0,8.425587,1.0,70.99051,598.1367,5039.653,42462.03,8.425587,70.99051,598.1367,2.2777164,0.5518808,6.0282784,1.9476125,0.47189808,5.872118,,,0.0,0.6315789,0.31359863,0.075983584,4.060443,0.19806229,0.047989633,3.6109178,2007.0
2009,2010.0,0.8228228,0.8,0.8153846,0.8333333,0.8923077,,,,,,,,1.0,417.0,723.0,8.425587,1.0,70.99051,598.1367,5039.653,42462.03,8.425587,70.99051,598.1367,1.8320762,0.4439041,5.811141,1.5074741,0.36525443,5.616771,,,0.0,0.6315789,0.31359863,0.075983584,4.060443,0.19806229,0.047989633,3.6109178,2007.0
2010,2011.0,0.7073864,0.65957445,0.6956522,0.71875,0.85714287,,,,,,,,1.0,417.0,724.0,4.019726,1.0,16.158195,64.951515,261.08728,1049.4993,4.019726,16.158195,64.951515,1.936609,0.469232,5.866468,1.3699309,0.3319283,5.521461,,,0.0,0.8228228,1.8320762,0.4439041,5.811141,1.5074741,0.36525443,5.616771,2010.0
2011,2012.0,0.59150326,0.51497006,0.6909091,0.6956522,0.6721311,,,,,,,,1.0,417.0,724.0,4.019726,1.0,16.158195,64.951515,261.08728,1049.4993,4.019726,16.158195,64.951515,1.6835295,0.4079119,5.7268476,0.9958132,0.24128121,5.2040067,,,0.0,0.8228228,1.8320762,0.4439041,5.811141,1.5074741,0.36525443,5.616771,2010.0
2012,2013.0,0.69310343,0.6768293,0.59322035,1.0,0.7818182,,,,,,,,1.0,417.0,724.0,4.019726,1.0,16.158195,64.951515,261.08728,1049.4993,4.019726,16.158195,64.951515,1.5955018,0.38658318,5.673323,1.1058478,0.26794213,5.3082676,,,0.0,0.8228228,1.8320762,0.4439041,5.811141,1.5074741,0.36525443,5.616771,2010.0
