wave,duration,country,device,sex,age,agerecode,vaccine,south_korea_score,china_score,usa_score,japan_score,ideology,education,region_ar,region_br,region_co,region_cl,region_mx,region_pe,delta_china,delta_usa,income,region_code,country_name,respondent_code,news_experiment,both_waves,excluded
2021,1663,2,1,0,23,2,0,,10,30,,5,8,,2841,,,,,,-60,3,2841,Brazil,1608,1,1,0
2020,782,6,3,1,46,5,0,60,20,50,50,5,9,,,,,,15,,,1,15,Peru,1609,0,1,0
2021,462,6,1,1,47,5,0,70,10,70,60,8,10,,,,,,15,-10,20,1,15,Peru,1609,1,1,0
2020,333,4,1,1,57,6,0,80,30,30,80,4,9,,,,13,,,,,2,13,Chile,1610,1,0,1
2020,309,5,3,1,44,4,0,100,100,0,100,5,9,,,,,22,,,,2,22,Mexico,1611,1,0,1
2020,538,4,3,1,46,5,0,60,80,50,70,3,8,,,,5,,,,,1,5,Chile,1612,0,0,1
2020,421,3,1,1,50,5,0,0,0,90,0,4,9,,,1,,,,,,2,1,Colombia,1613,0,1,0
2021,414,3,1,1,51,5,0,,10,100,,5,9,,,1,,,,,,2,1,Colombia,1613,0,1,0
2020,347,2,1,1,51,5,0,0,0,70,10,7,5,,2826,,,,,,,3,2826,Brazil,1614,1,0,1
2020,342,6,3,1,57,6,0,70,50,30,70,5,7,,,,,,14,,,3,14,Peru,1615,1,1,0
2021,395,6,3,1,58,6,0,0,0,0,0,5,9,,,,,,14,-50,-30,2,14,Peru,1615,1,1,0
2020,251,1,1,1,54,5,0,,10,70,80,5,5,2,,,,,,,,2,2,Argentina,1616,0,1,0
2021,1043,1,3,1,55,5,0,50,70,90,90,5,6,2,,,,,,,20,3,2,Argentina,1616,1,1,0
2020,306,1,1,0,40,4,0,50,80,30,70,1,5,3,,,,,,,,3,3,Argentina,1617,1,1,0
2021,319,1,3,0,42,4,1,70,80,10,70,5,8,3,,,,,,0,-20,3,3,Argentina,1617,1,1,0
2020,267,5,1,1,27,3,0,,10,80,80,8,9,,,,,49,,,,3,49,Mexico,1618,0,0,1
2020,266,5,1,0,27,3,0,30,70,30,30,6,7,,,,,39,,,,3,39,Mexico,1619,1,0,1
2020,707,6,3,1,30,3,0,40,80,70,80,10,9,,,,,,21,,,3,21,Peru,1620,0,1,0
2021,471,6,1,1,30,3,0,,10,90,1,5,9,,,,,,21,,,1,21,Peru,1620,1,1,0
2020,725,6,1,1,45,4,0,100,95,50,70,9,9,,,,,,7,,,2,7,Peru,1621,1,0,1
2020,460,5,3,0,40,4,0,30,90,50,50,0,9,,,,,49,,,,1,49,Mexico,1622,1,1,0
2021,354,5,3,0,41,4,0,70,80,70,80,4,9,,,,,49,,-10,20,2,49,Mexico,1622,0,1,0
2020,381,4,1,1,30,3,0,40,60,70,80,2,9,,,,13,,,,,2,13,Chile,1623,1,0,1
2020,231,3,3,0,52,5,0,20,20,10,40,5,8,,,1,,,,,,1,1,Colombia,1624,1,1,0
2021,374,3,1,0,53,5,0,60,80,80,90,5,8,,,1,,,,60,70,2,1,Colombia,1624,1,1,0
2020,255,4,3,1,46,5,0,80,70,70,90,4,9,,,,13,,,,,4,13,Chile,1625,1,1,0
2021,410,4,3,1,46,5,1,90,90,90,90,3,10,,,,13,,,20,20,3,13,Chile,1625,1,1,0
2020,675,5,3,0,37,4,0,,50,50,70,8,8,,,,,28,,,,2,28,Mexico,1626,0,0,1
2020,601,3,1,0,46,5,0,15,10,10,25,6,10,,,1,,,,,,1,1,Colombia,1627,0,0,1
2020,142,2,3,0,21,2,0,80,60,80,95,5,8,,2826,,,,,,,3,2826,Brazil,1628,0,0,1
2020,217,2,3,1,19,2,0,60,10,65,70,3,4,,2841,,,,,,,4,2841,Brazil,1629,0,0,1
2020,427,6,1,1,47,5,0,20,100,30,35,2,8,,,,,,15,,,3,15,Peru,1630,1,1,0
2021,355,6,1,1,48,5,0,70,70,0,70,3,8,,,,,,15,-30,-30,1,15,Peru,1630,0,1,0
2020,268,4,3,1,58,6,0,0,0,50,100,10,7,,,,13,,,,,4,13,Chile,1631,0,1,0
2021,259,4,3,1,58,6,1,0,70,0,0,5,8,,,,13,,,70,-50,4,13,Chile,1631,1,1,0
2020,221,4,3,1,19,2,0,10,60,99,50,2,3,,,,13,,,,,4,13,Chile,1632,0,0,1
2020,331,2,1,1,53,5,0,40,0,75,75,7,9,,2841,,,,,,,2,2841,Brazil,1633,1,0,1
2020,404,1,3,0,61,6,0,100,10,60,90,10,7,2,,,,,,,,3,2,Argentina,1634,1,1,0
2021,355,1,3,0,62,6,0,6,0,8,5,8,7,2,,,,,,-10,-52,3,2,Argentina,1634,1,1,0
2020,144,6,1,0,22,2,0,98,70,76,98,5,8,,,,,,15,,,2,15,Peru,1635,0,1,0
2021,180,6,3,0,23,2,0,80,50,70,100,5,5,,,,,,15,-20,-6,3,15,Peru,1635,0,1,0
2020,272,4,1,0,60,6,0,100,100,0,100,0,9,,,,5,,,,,4,5,Chile,1636,1,1,0
2021,269,4,1,0,61,6,0,40,60,0,50,0,9,,,,5,,,-40,0,4,5,Chile,1636,1,1,0
2020,180,4,3,0,30,3,0,10,80,30,100,4,9,,,,15,,,,,2,15,Chile,1637,1,1,0
2021,232,4,3,0,31,3,0,70,90,90,60,3,9,,,,15,,,10,60,1,15,Chile,1637,1,1,0
2020,732,1,1,1,33,3,0,90,20,30,100,8,8,10,,,,,,,,2,10,Argentina,1638,1,1,0
2021,441,1,1,1,34,3,1,80,30,70,100,8,8,10,,,,,,10,40,1,10,Argentina,1638,0,1,0
2020,230,3,1,0,19,2,0,95,10,85,95,2,4,,,1,,,,,,2,1,Colombia,1639,0,0,1
2020,253,2,3,1,22,2,0,50,50,87,88,5,7,,2833,,,,,,,2,2833,Brazil,1640,0,0,1
2020,971,1,3,0,62,6,0,,10,1,,10,7,2,,,,,,,,2,2,Argentina,1641,1,1,0
2021,410,1,3,0,63,6,1,,10,50,,10,7,2,,,,,,,49,1,2,Argentina,1641,1,1,0
2020,401,1,1,1,61,6,0,60,75,70,85,5,6,2,,,,,,,,2,2,Argentina,1642,1,1,0
2021,357,1,1,1,62,6,1,30,30,70,70,5,6,2,,,,,,-45,0,2,2,Argentina,1642,0,1,0
2020,398,3,1,1,23,2,0,0,50,0,0,6,9,,,4,,,,,,2,4,Colombia,1643,1,1,0
2021,548,3,1,1,24,2,1,0,10,20,10,0,9,,,4,,,,-40,20,2,4,Colombia,1643,1,1,0
2020,164,5,3,1,47,5,0,90,90,100,100,10,9,,,,,29,,,,1,29,Mexico,1644,0,1,0
2021,227,5,3,1,48,5,0,90,85,90,95,9,9,,,,,29,,-5,-10,2,29,Mexico,1644,0,1,0
2020,164,1,3,0,40,4,0,70,70,80,80,8,9,2,,,,,,,,1,2,Argentina,1645,0,1,0
2021,261,1,3,0,40,4,0,40,60,0,70,6,9,2,,,,,,-10,-80,1,2,Argentina,1645,1,1,0
2020,296,4,3,1,71,7,0,20,80,0,55,9,9,,,,13,,,,,2,13,Chile,1646,1,1,0
2021,256,4,3,1,72,7,0,50,100,50,80,0,9,,,,13,,,20,50,2,13,Chile,1646,1,1,0
2020,168,3,3,0,49,5,0,60,80,100,100,5,10,,,1,,,,,,1,1,Colombia,1647,0,1,0
2021,232,3,3,0,50,5,1,60,60,100,70,7,10,,,1,,,,-20,0,1,1,Colombia,1647,0,1,0
2020,252,4,3,1,24,2,0,50,0,90,50,5,9,,,,13,,,,,4,13,Chile,1648,1,1,0
2021,442,4,1,1,25,2,1,,100,90,,5,9,,,,13,,,100,,1,13,Chile,1648,0,1,0
2020,207,6,1,0,34,3,0,80,60,70,75,6,10,,,,,,15,,,2,15,Peru,1649,0,1,0
2021,186,6,1,0,35,3,0,90,85,80,95,7,10,,,,,,15,25,10,1,15,Peru,1649,1,1,0
2020,252,5,3,0,41,4,0,50,50,20,50,3,10,,,,,28,,,,2,28,Mexico,1650,1,0,1
2020,325,6,3,0,60,6,0,,10,70,,7,10,,,,,,15,,,2,15,Peru,1651,0,1,0
2021,328,6,1,0,61,6,0,100,100,100,100,8,10,,,,,,15,,30,2,15,Peru,1651,1,1,0
2020,262,3,3,0,24,2,0,,70,30,100,2,9,,,1,,,,,,1,1,Colombia,1652,1,0,1
2020,316,5,3,1,50,5,0,85,75,80,90,9,8,,,,,49,,,,3,49,Mexico,1653,1,1,0
2021,413,5,3,1,51,5,0,80,45,80,90,8,8,,,,,49,,-30,0,3,49,Mexico,1653,1,1,0
2020,271,5,1,0,46,5,0,90,90,70,90,7,9,,,,,45,,,,2,45,Mexico,1654,0,0,1
2020,166,6,3,0,33,3,0,50,10,80,60,0,9,,,,,,4,,,1,4,Peru,1655,0,0,1
2020,138,6,1,1,54,5,0,91,89,46,92,5,9,,,,,,15,,,2,15,Peru,1656,0,1,0
2021,181,6,1,1,55,5,0,1,5,5,5,5,9,,,,,,15,-84,-41,1,15,Peru,1656,1,1,0
2020,361,5,1,0,48,5,0,60,30,70,70,7,6,,,,,45,,,,3,45,Mexico,1657,1,1,0
2021,609,5,3,0,49,5,0,70,30,60,80,5,6,,,,,45,,0,-10,3,45,Mexico,1657,1,1,0
2020,376,3,3,0,35,3,0,,70,90,,7,8,,,4,,,,,,3,4,Colombia,1658,1,0,1
2020,222,5,1,0,34,3,0,30,30,10,30,5,9,,,,,28,,,,3,28,Mexico,1659,1,0,1
2020,257,2,1,0,37,4,0,100,100,100,100,5,8,,2841,,,,,,,3,2841,Brazil,1660,1,0,1
2020,335,4,1,1,47,5,0,80,70,50,90,7,8,,,,13,,,,,2,13,Chile,1661,1,1,0
2021,483,4,3,1,48,5,1,,70,40,,10,8,,,,13,,,0,-10,1,13,Chile,1661,1,1,0
2020,417,3,3,0,48,5,0,70,80,60,60,5,10,,,17,,,,,,2,17,Colombia,1662,1,1,0
2021,564,3,1,0,48,5,0,,60,50,60,5,10,,,17,,,,-20,-10,2,17,Colombia,1662,0,1,0
2020,1546,5,3,0,47,5,0,30,30,50,20,0,5,,,,,34,,,,2,34,Mexico,1663,1,0,1
2020,222,4,1,1,42,4,0,30,10,30,,3,9,,,,13,,,,,1,13,Chile,1664,1,0,1
2020,442,3,1,1,30,3,0,55,40,70,80,3,9,,,1,,,,,,1,1,Colombia,1665,0,0,1
2020,259,1,2,0,60,6,0,50,50,50,70,5,7,2,,,,,,,,1,2,Argentina,1666,1,1,0
2021,307,1,3,0,61,6,0,,10,70,70,8,7,2,,,,,,,20,2,2,Argentina,1666,1,1,0
2020,228,1,3,0,32,3,0,20,20,50,60,5,5,11,,,,,,,,2,11,Argentina,1667,1,1,0
2021,245,1,3,0,33,3,1,50,87,89,45,3,5,1,,,,,,67,39,2,1,Argentina,1667,0,1,0
2020,279,3,3,0,54,5,0,50,30,100,80,8,9,,,1,,,,,,3,1,Colombia,1668,1,1,0
2021,345,3,3,0,55,5,0,60,45,80,100,7,9,,,1,,,,15,-20,2,1,Colombia,1668,1,1,0
2020,283,5,3,0,29,3,0,70,90,85,80,5,9,,,,,29,,,,2,29,Mexico,1669,1,1,0
2021,474,5,3,0,30,3,0,70,100,90,90,5,9,,,,,29,,10,5,2,29,Mexico,1669,0,1,0
2020,334,3,3,0,49,5,0,50,30,90,50,1,9,,,17,,,,,,4,17,Colombia,1670,1,0,1
2020,253,3,1,1,60,6,0,100,50,100,100,9,9,,,2,,,,,,1,2,Colombia,1671,1,1,0
2021,345,3,1,1,61,6,1,60,50,90,60,10,9,,,2,,,,0,-10,1,2,Colombia,1671,1,1,0
2020,563,3,3,1,31,3,0,80,70,80,80,3,9,,,3,,,,,,3,3,Colombia,1672,0,0,1
2020,258,3,3,0,25,2,0,50,50,90,50,8,5,,,1,,,,,,3,1,Colombia,1673,1,1,0
2021,657,3,3,0,26,3,0,70,30,100,70,5,5,,,1,,,,-20,10,2,1,Colombia,1673,1,1,0
2020,317,3,3,0,51,5,0,60,70,60,90,7,9,,,17,,,,,,2,17,Colombia,1674,1,1,0
2021,323,3,2,0,52,5,0,,50,70,80,5,10,,,17,,,,-20,10,1,17,Colombia,1674,1,1,0
2020,291,2,3,0,39,4,0,50,0,50,90,5,9,,2826,,,,,,,3,2826,Brazil,1675,1,0,1
2020,295,6,3,1,31,3,0,5,2,1,50,7,9,,,,,,14,,,2,14,Peru,1676,0,1,0
2021,267,6,3,1,32,3,0,40,30,10,40,5,9,,,,,,14,28,9,1,14,Peru,1676,1,1,0
2020,306,2,1,0,33,3,0,50,50,20,50,5,10,,2841,,,,,,,2,2841,Brazil,1677,1,1,0
2021,392,2,3,0,34,3,0,50,50,80,70,5,10,,2841,,,,,0,60,1,2841,Brazil,1677,1,1,0
2020,411,6,1,1,50,5,0,70,80,50,90,7,9,,,,,,15,,,2,15,Peru,1678,0,1,0
2021,315,6,3,1,50,5,0,70,60,60,80,7,9,,,,,,15,-20,10,2,15,Peru,1678,1,1,0
2020,208,5,1,1,45,4,0,70,70,70,70,5,9,,,,,49,,,,1,49,Mexico,1679,0,1,0
2021,156,5,1,1,46,5,0,70,50,80,70,5,9,,,,,49,,-20,10,1,49,Mexico,1679,1,1,0
2020,245,6,3,0,26,3,0,60,70,80,60,5,9,,,,,,4,,,3,4,Peru,1680,1,0,1
2020,338,1,1,1,61,6,0,100,0,55,80,9,8,7,,,,,,,,2,7,Argentina,1681,1,0,1
2020,567,6,3,1,57,6,0,90,90,80,90,6,8,,,,,,4,,,2,4,Peru,1682,1,1,0
2021,778,6,3,1,58,6,1,85,70,80,90,5,8,,,,,,4,-20,0,2,4,Peru,1682,1,1,0
2020,241,4,3,0,41,4,0,30,40,70,80,5,5,,,,13,,,,,2,13,Chile,1683,0,1,0
2021,258,4,3,0,42,4,1,,10,90,,5,5,,,,13,,,,,1,13,Chile,1683,1,1,0
2020,299,3,3,0,24,2,0,50,20,40,50,5,7,,,17,,,,,,2,17,Colombia,1684,0,0,1
2020,378,3,3,0,40,4,0,,80,80,80,5,10,,,13,,,,,,2,13,Colombia,1685,1,1,0
2021,257,3,3,0,40,4,1,,70,70,100,8,10,,,13,,,,-10,-10,2,13,Colombia,1685,1,1,0
2020,306,3,3,1,58,6,0,50,30,80,70,8,8,,,2,,,,,,2,2,Colombia,1686,0,1,0
2021,266,3,3,1,59,6,1,80,10,90,80,7,8,,,2,,,,-20,10,1,2,Colombia,1686,1,1,0
2020,474,2,3,1,37,4,0,80,20,90,70,10,7,,2834,,,,,,,2,2834,Brazil,1687,0,0,1
2020,241,5,1,1,56,6,0,80,50,70,100,8,8,,,,,28,,,,3,28,Mexico,1688,0,1,0
2021,819,5,1,1,57,6,0,80,75,90,100,10,9,,,,,28,,25,20,2,28,Mexico,1688,0,1,0
2020,369,2,3,1,43,4,0,40,60,60,50,5,7,,2841,,,,,,,3,2841,Brazil,1689,1,0,1
2020,365,2,3,1,41,4,0,50,50,50,50,5,5,,2823,,,,,,,3,2823,Brazil,1690,1,1,0
2021,491,2,3,1,42,4,0,10,30,20,20,9,7,,2823,,,,,-20,-30,2,2823,Brazil,1690,1,1,0
2020,271,3,3,0,28,3,0,,10,80,,3,9,,,9,,,,,,3,9,Colombia,1691,0,1,0
2021,299,3,3,0,29,3,0,48,34,93,55,5,9,,,9,,,,,13,4,9,Colombia,1691,1,1,0
2020,252,6,1,0,25,2,0,80,70,70,70,2,9,,,,,,15,,,2,15,Peru,1692,0,1,0
2021,499,6,3,0,26,3,0,80,60,60,80,3,9,,,,,,15,-10,-10,2,15,Peru,1692,1,1,0
2020,1883,1,1,1,50,5,0,80,70,75,100,7,7,3,,,,,,,,1,3,Argentina,1693,1,1,0
2021,333,1,1,1,51,5,0,50,50,80,90,6,7,3,,,,,,-20,5,1,3,Argentina,1693,1,1,0
2020,267,4,3,1,46,5,0,,30,20,40,8,8,,,,13,,,,,3,13,Chile,1694,1,1,0
2021,278,4,3,1,47,5,1,20,0,0,30,7,8,,,,13,,,-30,-20,2,13,Chile,1694,1,1,0
2020,285,5,1,1,67,7,0,90,60,90,80,8,10,,,,,34,,,,1,34,Mexico,1695,1,0,1
2020,274,5,1,0,41,4,0,35,20,25,20,8,9,,,,,28,,,,2,28,Mexico,1696,1,0,1
2020,383,3,3,0,33,3,0,50,40,40,40,8,9,,,17,,,,,,2,17,Colombia,1697,1,1,0
2021,205,3,3,0,34,3,1,50,70,80,70,8,8,,,17,,,,30,40,1,17,Colombia,1697,0,1,0
2020,244,6,3,0,26,3,0,50,60,50,60,5,9,,,,,,13,,,2,13,Peru,1698,0,0,1
2020,304,6,3,1,39,4,0,50,50,80,50,4,8,,,,,,13,,,3,13,Peru,1699,1,0,1
2020,514,2,3,1,54,5,0,50,50,30,70,5,7,,2841,,,,,,,3,2841,Brazil,1700,1,0,1
2020,391,1,1,1,29,3,0,80,60,75,85,6,8,4,,,,,,,,2,4,Argentina,1701,1,1,0
2021,297,1,1,1,30,3,0,90,60,75,100,7,8,4,,,,,,0,0,1,4,Argentina,1701,0,1,0
2020,264,6,1,1,40,4,0,80,50,80,80,7,9,,,,,,18,,,1,18,Peru,1702,0,1,0
2021,255,6,1,1,42,4,0,100,50,100,100,5,9,,,,,,18,0,20,1,18,Peru,1702,0,1,0
2020,285,4,3,0,29,3,0,80,40,0,80,4,9,,,,5,,,,,2,5,Chile,1703,1,0,1
2020,252,3,1,0,34,3,0,70,40,60,90,4,10,,,1,,,,,,2,1,Colombia,1704,0,1,0
2021,277,3,1,0,35,3,1,50,50,70,90,5,9,,,1,,,,10,10,3,1,Colombia,1704,1,1,0
2020,210,4,1,0,40,4,0,70,90,70,80,5,9,,,,6,,,,,3,6,Chile,1705,0,1,0
2021,312,4,3,0,41,4,1,80,80,100,85,1,9,,,,6,,,-10,30,2,6,Chile,1705,1,1,0
2020,271,2,1,0,32,3,0,5,5,8,5,2,5,,2822,,,,,,,3,2822,Brazil,1706,1,0,1
2020,362,3,3,1,45,4,0,50,60,60,80,5,10,,,1,,,,,,3,1,Colombia,1707,1,0,1
2020,1106,5,3,0,34,3,0,50,40,30,30,6,7,,,,,28,,,,3,28,Mexico,1708,1,1,0
2021,542,5,3,0,35,3,0,80,0,0,50,5,7,,,,,28,,-40,-30,3,28,Mexico,1708,1,1,0
2020,1169,6,3,0,57,6,0,70,80,90,90,10,9,,,,,,15,,,2,15,Peru,1709,1,0,1
2020,641,6,1,1,48,5,0,75,90,1,100,1,10,,,,,,15,,,1,15,Peru,1710,0,1,0
2021,407,6,1,1,48,5,1,70,80,30,80,2,10,,,,,,15,-10,29,1,15,Peru,1710,0,1,0
2020,224,2,3,1,37,4,0,100,80,90,100,6,9,,2841,,,,,,,2,2841,Brazil,1711,1,1,0
2021,411,2,3,1,37,4,1,80,60,60,80,6,9,,2841,,,,,-20,-30,2,2841,Brazil,1711,1,1,0
2020,294,4,3,1,47,5,0,50,70,70,70,5,8,,,,6,,,,,2,6,Chile,1712,0,0,1
2020,303,3,3,0,45,4,0,50,30,50,60,5,10,,,1,,,,,,1,1,Colombia,1713,1,0,1
2020,189,6,1,1,40,4,0,50,30,30,60,5,5,,,,,,15,,,3,15,Peru,1714,1,0,1
2020,212,5,3,0,37,4,0,90,100,50,99,5,7,,,,,33,,,,2,33,Mexico,1715,1,1,0
2021,362,5,3,0,38,4,0,50,50,50,60,5,8,,,,,33,,-50,0,2,33,Mexico,1715,1,1,0
2020,300,4,1,0,66,7,0,,30,20,40,7,7,,,,13,,,,,3,13,Chile,1716,1,1,0
2021,456,4,3,0,67,7,1,80,80,80,80,8,7,,,,13,,,50,60,3,13,Chile,1716,1,1,0
2020,359,5,3,0,18,2,0,100,60,50,80,8,5,,,,,25,,,,1,25,Mexico,1717,0,0,1
2020,379,4,3,0,56,6,0,10,30,30,60,4,7,,,,5,,,,,2,5,Chile,1718,1,1,0
2021,837,4,3,0,57,6,1,30,30,70,30,4,7,,,,5,,,0,40,1,5,Chile,1718,1,1,0
2020,261,6,1,1,47,5,0,80,60,55,75,8,9,,,,,,15,,,2,15,Peru,1719,0,1,0
2021,208,6,1,1,49,5,0,10,30,10,10,7,8,,,,,,15,-30,-45,1,15,Peru,1719,1,1,0
2020,813,1,3,1,29,3,0,50,40,80,50,5,5,8,,,,,,,,3,8,Argentina,1720,1,0,1
2020,428,6,3,0,38,4,0,70,30,80,70,10,9,,,,,,15,,,2,15,Peru,1721,0,1,0
2021,463,6,3,0,39,4,0,70,70,70,70,5,9,,,,,,15,40,-10,3,15,Peru,1721,1,1,0
2020,168,1,1,1,49,5,0,85,90,70,90,5,9,1,,,,,,,,2,1,Argentina,1722,0,1,0
2021,232,1,3,1,50,5,0,75,60,60,80,5,9,5,,,,,,-30,-10,1,5,Argentina,1722,1,1,0
2020,217,6,3,1,37,4,0,60,80,90,40,10,9,,,,,,20,,,2,20,Peru,1723,1,1,0
2021,313,6,1,1,38,4,0,30,80,50,50,9,9,,,,,,20,0,-40,3,20,Peru,1723,1,1,0
2020,192,3,1,1,55,5,0,60,60,65,65,5,8,,,2,,,,,,1,2,Colombia,1724,0,0,1
2020,441,1,3,1,24,2,0,80,80,70,100,5,5,5,,,,,,,,2,5,Argentina,1725,1,1,0
2021,307,1,3,1,25,2,0,1,1,1,1,6,4,5,,,,,,-79,-69,3,5,Argentina,1725,0,1,0
2020,396,3,3,1,70,7,0,90,78,90,70,8,9,,,3,,,,,,3,3,Colombia,1726,1,1,0
2021,870,3,3,1,71,7,1,100,80,100,100,7,9,,,3,,,,2,10,2,3,Colombia,1726,0,1,0
2020,386,6,3,0,28,3,0,70,60,70,70,4,10,,,,,,4,,,1,4,Peru,1727,0,0,1
2020,189,6,3,1,21,2,0,80,80,80,90,6,8,,,,,,1,,,1,1,Peru,1728,0,1,0
2021,298,6,1,1,21,2,1,50,50,60,70,5,8,,,,,,1,-30,-20,3,1,Peru,1728,0,1,0
2020,283,1,3,0,31,3,0,30,30,30,30,5,4,4,,,,,,,,3,4,Argentina,1729,0,0,1
2020,415,4,1,1,73,7,0,,80,0,,5,9,,,,13,,,,,2,13,Chile,1730,1,0,1
2020,265,6,1,1,52,5,0,60,20,60,80,7,7,,,,,,15,,,2,15,Peru,1731,1,1,0
2021,312,6,1,1,53,5,0,10,20,90,90,8,7,,,,,,15,0,30,2,15,Peru,1731,1,1,0
2020,603,6,3,0,25,2,0,,10,90,,5,7,,,,,,13,,,4,13,Peru,1732,1,1,0
2021,353,6,3,0,26,3,0,,70,90,,5,7,,,,,,13,,,4,13,Peru,1732,0,1,0
2020,368,3,3,1,62,6,0,,60,70,70,5,8,,,1,,,,,,2,1,Colombia,1733,1,1,0
2021,991,3,3,1,63,6,1,40,30,60,50,8,8,,,1,,,,-30,-10,3,1,Colombia,1733,0,1,0
2020,327,3,3,0,51,5,0,50,40,80,80,5,5,,,17,,,,,,4,17,Colombia,1734,0,0,1
2020,273,3,3,1,35,3,0,70,60,60,80,3,10,,,1,,,,,,2,1,Colombia,1735,1,0,1
2020,492,2,1,0,50,5,0,10,10,70,90,5,10,,2834,,,,,,,2,2834,Brazil,1736,0,1,0
2021,267,2,1,0,51,5,0,50,60,85,95,5,10,,2834,,,,,50,15,2,2834,Brazil,1736,1,1,0
2020,455,2,1,1,36,4,0,50,50,50,50,5,6,,2826,,,,,,,1,2826,Brazil,1737,1,0,1
2020,262,2,1,1,74,7,0,70,50,30,25,7,7,,2841,,,,,,,3,2841,Brazil,1738,0,1,0
2021,337,2,1,1,75,7,1,30,70,80,85,7,9,,2841,,,,,20,50,3,2841,Brazil,1738,0,1,0
2020,256,6,3,0,19,2,0,75,85,65,99,6,5,,,,,,15,,,1,15,Peru,1739,1,0,1
2020,533,5,1,1,54,5,0,30,0,90,35,5,9,,,,,35,,,,4,35,Mexico,1740,1,0,1
2020,310,4,3,0,39,4,0,70,70,60,60,5,7,,,,6,,,,,2,6,Chile,1741,0,0,1
2020,326,3,3,0,42,4,0,50,60,70,100,5,9,,,1,,,,,,1,1,Colombia,1742,1,1,0
2021,937,3,3,0,43,4,0,60,80,80,80,5,9,,,1,,,,20,10,1,1,Colombia,1742,1,1,0
2020,212,5,3,0,27,3,0,80,80,20,80,7,9,,,,,34,,,,2,34,Mexico,1743,1,0,1
2020,247,3,3,0,28,3,0,,10,60,,2,9,,,17,,,,,,3,17,Colombia,1744,0,0,1
2020,157,6,1,0,32,3,0,30,30,10,80,5,8,,,,,,15,,,2,15,Peru,1745,1,1,0
2021,235,6,1,0,33,3,0,,10,10,60,8,8,,,,,,15,-20,0,2,15,Peru,1745,1,1,0
2020,316,2,3,1,31,3,0,50,10,90,,5,10,,2821,,,,,,,1,2821,Brazil,1746,1,1,0
2021,368,2,3,1,32,3,1,,10,100,,5,10,,2821,,,,,,,2,2821,Brazil,1746,0,1,0
2020,289,4,3,1,41,4,0,60,50,30,50,5,9,,,,13,,,,,3,13,Chile,1747,1,0,1
2020,697,2,1,1,78,7,0,50,70,70,70,10,5,,2841,,,,,,,2,2841,Brazil,1748,1,1,0
2021,587,2,1,1,79,7,1,1,100,50,1,5,7,,2841,,,,,30,-20,2,2841,Brazil,1748,1,1,0
2020,404,2,1,0,26,3,0,100,0,70,20,10,9,,2839,,,,,,,1,2839,Brazil,1749,1,1,0
2021,216,2,1,0,26,3,0,80,0,50,50,8,9,,2839,,,,,0,-20,2,2839,Brazil,1749,1,1,0
2020,213,1,3,1,28,3,0,,50,40,85,5,8,1,,,,,,,,4,1,Argentina,1750,1,1,0
2021,377,1,3,1,29,3,0,,50,50,90,5,8,1,,,,,,0,10,3,1,Argentina,1750,0,1,0
2020,181,5,3,0,39,4,0,50,90,50,50,5,9,,,,,41,,,,3,41,Mexico,1751,1,1,0
2021,439,5,3,0,40,4,0,60,70,90,70,5,9,,,,,41,,-20,40,4,41,Mexico,1751,0,1,0
2020,266,3,3,1,53,5,0,100,100,100,100,10,9,,,17,,,,,,1,17,Colombia,1752,0,1,0
2021,247,3,3,1,54,5,1,70,50,100,90,10,9,,,17,,,,-50,0,3,17,Colombia,1752,1,1,0
2020,377,3,3,0,26,3,0,,10,0,,3,8,,,1,,,,,,2,1,Colombia,1753,1,1,0
2021,259,3,1,0,27,3,0,,10,90,,5,9,,,1,,,,,,4,1,Colombia,1753,1,1,0
2020,1704,2,1,0,26,3,0,60,70,70,80,8,10,,2821,,,,,,,2,2821,Brazil,1754,1,1,0
2021,735,2,3,0,27,3,1,40,75,80,80,9,10,,2821,,,,,5,10,1,2821,Brazil,1754,1,1,0
2020,288,3,3,1,18,2,0,80,50,90,80,3,5,,,3,,,,,,2,3,Colombia,1755,0,0,1
2020,255,3,3,0,35,3,0,30,80,60,40,5,8,,,4,,,,,,3,4,Colombia,1756,1,1,0
2021,442,3,3,0,36,4,1,50,50,50,50,8,8,,,4,,,,-30,-10,3,4,Colombia,1756,0,1,0
2020,229,5,3,0,35,3,0,90,90,60,90,6,8,,,,,29,,,,2,29,Mexico,1757,0,0,1
2020,204,5,1,1,47,5,0,50,50,50,100,10,7,,,,,28,,,,2,28,Mexico,1758,0,1,0
2021,200,5,1,1,48,5,0,10,10,10,100,10,7,,,,,28,,-40,-40,1,28,Mexico,1758,1,1,0
2020,442,2,1,1,64,6,0,30,30,70,70,10,2,,2833,,,,,,,1,2833,Brazil,1759,1,1,0
2021,569,2,3,1,64,6,0,,10,40,,10,5,,2833,,,,,,-30,2,2833,Brazil,1759,0,1,0
2020,192,4,3,0,58,6,0,80,95,50,100,7,7,,,,7,,,,,2,7,Chile,1760,0,0,1
2020,318,2,1,0,46,5,0,,50,50,,7,10,,2820,,,,,,,3,2820,Brazil,1761,1,1,0
2021,417,2,1,0,47,5,0,,10,50,,10,10,,2820,,,,,,0,3,2820,Brazil,1761,0,1,0
2020,267,5,3,1,37,4,0,60,60,50,60,5,10,,,,,28,,,,3,28,Mexico,1762,1,1,0
