"","geoid","geoname","distname","district","State_FIPS","state.y","year.x","general2p","general2palt","minorityprimarymargin","incumbentrunning","incumbentwins","womanwins","party","Dem_2pyShare","Total.x","uniquedist_noyear","uniquedist","pctWhite","pctBlack","RDDBlack","pctLatino","RDDLatino","pctAsian","RDDAsian","uncontestedgen","Upper.x","mmd2keep"
"184","62000US42022","State House District 22 (2018), Pennsylvania","22","22",42,"PA",2020,NA,1,-0.0126757317354229,1,1,0,"Democratic",0.747365517241379,40265,"PA 0 22","2020 PA 0 22",0.331553458338507,0.118340990935055,0,0.512852353160313,1,0.0201167266857072,0,1,0,NA
"185","62000US12023","State House District 23 (2018), Florida","23","23",12,"FL",2020,0.329443703019311,0.329443703019311,0.514336127040141,1,0,1,"Democratic",0.327633858319779,125495,"FL 0 23","2020 FL 0 23",0.792621219968923,0.0949041794493805,0,0.0882903701342683,0,0.00959400772939161,1,NA,0,NA
"186","62000US19023","State House District 23 (2018), Iowa","23","23",19,"IA",2020,NA,1,-0.657049314507878,1,1,0,"Republican",0.290641807099319,22305,"IA 0 23","2020 IA 0 23",0.963685272360457,0.00493162967944407,0,0.0192781887469177,1,0.000896659941717104,0,1,0,NA
"187","62000US35023","State House District 23 (2018), New Mexico","23","23",35,"NM",2020,0.451644395631216,0.451644395631216,-0.360977415771936,1,0,0,"Republican",0.546520658589624,24755,"NM 0 23","2020 NM 0 23",0.538477075338315,0.0212078368006463,0,0.373257927691376,1,0.014340537265199,0,NA,0,NA
"188","62000US09024","State House District 24 (2018), Connecticut","24","24",9,"CT",2020,0.647160627366144,0.647160627366144,0.181984175289105,0,0,0,"Democratic",0.658648744251857,15850,"CT 0 24","2020 CT 0 24",0.59589905362776,0.125552050473186,0,0.248895899053628,1,0.0173501577287066,0,NA,0,NA
"189","62000US29024","State House District 24 (2018), Missouri","24","24",29,"MO",2020,NA,1,0.487769955852524,0,0,1,"Democratic",0.860368587082849,36595,"MO 0 24","2020 MO 0 24",0.716218062576855,0.139636562371909,0,0.0881267932777702,0,0.025276677141686,1,1,0,NA
"190","62000US49024","State House District 24 (2018), Utah","24","24",49,"UT",2018,0.772913816689466,0.772913816689466,-0.0112751127511275,0,0,1,"Democratic",0.810963714397191,31880,"UT 0 24","2018 UT 0 24",0.841122961104141,0.0136449184441656,0,0.0821831869510665,0,0.0332496863237139,0,NA,0,NA
"191","62000US39025","State House District 25 (2018), Ohio","25","25",39,"OH",2020,0.823243394045674,0.823243394045674,NA,0,0,0,"Democratic",0.457323154228641,89225,"OH 0 25","2020 OH 0 25",0.390697674418605,0.509498458952087,NA,0.0307088820397871,NA,0.0235920425889605,NA,NA,0,NA
"192","62000US04026","State House District 26 (2018), Arizona","26",NA,4,"AZ",2020,0.674290401483857,0.674290401483857,NA,1,0,1,"Democratic",0.650612976415184,156320,"AZ 0 26","2020 AZ 0 26",0.565186796315251,0.0636194984646878,NA,0.26010747185261,NA,0.0318257420675537,NA,NA,0,1
"193","62000US10026","State House District 26 (2018), Delaware","26","26",10,"DE",2020,0.715701455558997,0.715701455558997,0.0143812709030101,1,0,1,"Democratic",0.713674745037833,15090,"DE 0 26","2020 DE 0 26",0.555003313452618,0.297216699801193,1,0.0805168986083499,0,0.0493704440026508,0,NA,0,NA
"194","62000US30026","State House District 26 (2018), Montana","26","26",30,"MT",2020,0.528638497652582,0.528638497652582,-0.100496277915633,0,0,0,"Republican",0.428627760252366,7935,"MT 0 26","2020 MT 0 26",0.804032766225583,0.0459987397605545,0,0.0844360428481411,0,0.0126023944549464,1,NA,0,NA
"195","62000US48026","State House District 26 (2018), Texas","26","26",48,"TX",2020,0.482104108543768,0.482104108543768,NA,0,0,1,"Democratic",0.474601698220769,115745,"TX 0 26","2020 TX 0 26",0.475657695796795,0.113395827033565,NA,0.151799213788933,NA,0.250507581321007,NA,NA,0,NA
"196","62000US48026","State House District 26 (2018), Texas","26","26",48,"TX",2020,0.517895891456232,0.517895891456232,0.0479961103007571,0,0,0,"Republican",0.474601698220769,115745,"TX 0 26","2020 TX 0 26",0.475657695796795,0.113395827033565,0,0.151799213788933,0,0.250507581321007,1,NA,0,NA
"197","62000US2726A","State House District 26A (2018), Minnesota","26A","26A",27,"MN",2018,0.632981306142268,0.632981306142268,-0.79863394889957,1,1,1,"Democratic",0.595728316175601,29765,"MN 0 26A","2018 MN 0 26A",0.841592474382664,0.0651772215689568,0,0.0357802788509995,0,0.0401478246262389,0,NA,0,NA
"198","62000US12027","State House District 27 (2018), Florida","27","27",12,"FL",2020,0.56190032815179,0.56190032815179,NA,0,0,0,"Republican",0.440291790621417,128015,"FL 0 27","2020 FL 0 27",0.702808264656486,0.0649142678592353,NA,0.205639964066711,NA,0.014373315627075,NA,NA,0,NA
"199","62000US37027","State House District 27 (2018), North Carolina","27","27",37,"NC",2020,0.667771501037584,0.667771501037584,-0.188663901764658,1,1,0,"Democratic",0.634458774090711,56470,"NC 0 27","2020 NC 0 27",0.408092792633257,0.53523995041615,1,0.0121303346909864,0,0.00504692757216221,0,NA,0,NA
"200","62000US37027","State House District 27 (2018), North Carolina","27","27",37,"NC",2018,0.69325457474493,0.69325457474493,-0.122976601457614,1,1,0,"Democratic",0.634458774090711,56470,"NC 0 27","2018 NC 0 27",0.408092792633257,0.53523995041615,1,0.0121303346909864,0,0.00504692757216221,0,NA,0,NA
"201","62000US12028","State House District 28 (2018), Florida","28","28",12,"FL",2020,0.468635526397483,0.468635526397483,0.00833461954005243,1,0,1,"Democratic",0.481326674195183,127400,"FL 0 28","2020 FL 0 28",0.667032967032967,0.100431711145997,1,0.184576138147567,0,0.0315934065934066,0,NA,0,NA
"202","62000US39028","State House District 28 (2018), Ohio","28","28",39,"OH",2020,0.516917183296292,0.516917183296292,-0.994430077581062,1,1,1,"Democratic",0.457323154228641,87610,"OH 0 28","2020 OH 0 28",0.744264353384317,0.191074078301564,1,0.0232279420157516,0,0.024026937564205,0,NA,0,NA
"203","62000US39028","State House District 28 (2018), Ohio","28","28",39,"OH",2018,0.500507559003734,0.500507559003734,-0.205009528995372,1,0,1,"Democratic",0.457323154228641,87610,"OH 0 28","2018 OH 0 28",0.744264353384317,0.191074078301564,0,0.0232279420157516,0,0.024026937564205,1,NA,0,NA
"204","62000US41028","State House District 28 (2018), Oregon","28","28",41,"OR",2020,0.652929598788796,0.652929598788796,0.279878419452888,0,0,1,"Democratic",0.654644398573841,46335,"OR 0 28","2020 OR 0 28",0.724937951872235,0.030322650264379,0,0.111686629977339,1,0.100248192511061,0,NA,0,NA
"205","62000US48028","State House District 28 (2018), Texas","28","28",48,"TX",2018,0.458352642747384,0.458352642747384,-0.620096138936269,1,0,1,"Democratic",0.447019334382006,138690,"TX 0 28","2018 TX 0 28",0.49718797317759,0.156031437017809,1,0.172507030067056,0,0.158482947580936,0,NA,0,NA
"206","62000US04029","State House District 29 (2018), Arizona","29",NA,4,"AZ",2020,0.305692123871271,0.305692123871271,-0.0708323934130386,1,0,1,"Republican",0.689190449542996,122335,"AZ 0 29","2020 AZ 0 29",0.323210855437937,0.0848081088813504,NA,0.535006335063555,NA,0.0296726202640291,NA,NA,0,1
"207","62000US48029","State House District 29 (2018), Texas","29","29",48,"TX",2018,NA,0,-0.194522161684583,1,0,0,"Democratic",0.4290888670504,136745,"TX 0 29","2018 TX 0 29",0.516033492997916,0.160737138469414,0,0.224322644338001,1,0.0808804709495777,0,1,0,NA
"208","62000US09003","State House District 3 (2018), Connecticut","3","3",9,"CT",2018,NA,1,0.303076923076923,1,1,1,"Democratic",0.9237651444548,13385,"CT 0 3","2018 CT 0 3",0.142323496451251,0.23421740754576,0,0.605528576765035,1,0.0134478894284647,0,1,0,NA
"209","62000US10003","State House District 3 (2018), Delaware","3","3",10,"DE",2018,NA,1,0.441742654508612,0,0,1,"Democratic",0.872745348672064,12915,"DE 0 3","2018 DE 0 3",0.281455671699574,0.536585365853659,1,0.16105303910182,0,0.00696864111498258,0,1,0,NA
"210","62000US15003","State House District 3 (2018), Hawaii","3","3",15,"HI",2020,0.722197840779426,0.722197840779426,0.209532241404751,1,1,0,"Democratic",0.731249227727666,20045,"HI 0 3","2020 HI 0 3",0.306560239461212,0.00349214267897231,0,0.1134946370666,0,0.353704165627338,1,NA,0,NA
"211","62000US15003","State House District 3 (2018), Hawaii","3","3",15,"HI",2018,NA,1,0.099211443242252,1,1,0,"Democratic",0.731249227727666,20045,"HI 0 3","2018 HI 0 3",0.306560239461212,0.00349214267897231,0,0.1134946370666,0,0.353704165627338,1,1,0,NA
"212","62000US17003","State House District 3 (2018), Illinois","3","3",17,"IL",2020,NA,1,NA,1,1,1,"Democratic",0.829760108237498,60120,"IL 0 3","2020 IL 0 3",0.300232867598137,0.0669494344644045,NA,0.588489687292083,NA,0.0331004657351963,NA,1,0,NA
"213","62000US18003","State House District 3 (2018), Indiana","3","3",18,"IN",2020,NA,1,0.30307210031348,1,1,1,"Democratic",0.788965143579556,46005,"IN 0 3","2020 IN 0 3",0.370720573850668,0.496250407564395,1,0.112379089229432,0,0.00358656667753505,0,1,0,NA
"214","62000US18003","State House District 3 (2018), Indiana","3","3",18,"IN",2018,NA,1,0.182477599203527,0,0,1,"Democratic",0.788965143579556,46005,"IN 0 3","2018 IN 0 3",0.370720573850668,0.496250407564395,1,0.112379089229432,0,0.00358656667753505,0,1,0,NA
"215","62000US26003","State House District 3 (2018), Michigan","3","3",26,"MI",2020,0.958603106444362,0.958603106444362,NA,0,0,0,"Democratic",0.975522171707188,58490,"MI 0 3","2020 MI 0 3",0.0768507437168747,0.896136091639597,NA,0.00906137801333561,NA,0.00435971961018978,NA,NA,0,NA
"216","62000US44003","State House District 3 (2018), Rhode Island","3","3",44,"RI",2020,NA,1,0.295514511873351,1,0,0,"Democratic",0.859461025789626,8895,"RI 0 3","2020 RI 0 3",0.264193367060146,0.262507026419337,1,0.413153456998314,0,0.0174255199550309,0,1,0,NA
"217","62000US12030","State House District 30 (2018), Florida","30","30",12,"FL",2018,0.529327929452634,0.529327929452634,-0.193664076509265,1,0,1,"Democratic",0.543517266302835,126080,"FL 0 30","2018 FL 0 30",0.636302347715736,0.125634517766497,0,0.189839784263959,1,0.0304568527918782,0,NA,0,NA
"218","62000US13030","State House District 30 (2018), Georgia","30","30",13,"GA",2018,0.271758977480219,0.271758977480219,0.297019527235355,1,0,1,"Democratic",0.297682826622843,38270,"GA 0 30","2018 GA 0 30",0.778155212960543,0.0698980925006532,1,0.118108178730076,0,0.0182910896263392,0,NA,0,NA
"219","62000US26030","State House District 30 (2018), Michigan","30","30",26,"MI",2018,0.431368728689722,0.431368728689722,-0.0739977816510854,1,0,0,"Democratic",0.40789083358054,64595,"MI 0 30","2018 MI 0 30",0.862760275563124,0.0401733880331295,0,0.0147070206672343,0,0.0648657016796966,0,NA,0,NA
"220","62000US29030","State House District 30 (2018), Missouri","30","30",29,"MO",2018,0.531716093088039,0.531716093088039,0.202018033490769,0,0,0,"Republican",0.46671211088389,28165,"MO 0 30","2018 MO 0 30",0.872004260607137,0.0742055742943369,0,0.026628794603231,0,0.011184093733357,1,NA,0,NA
"221","62000US48030","State House District 30 (2018), Texas","30","30",48,"TX",2020,NA,1,-0.574923686728325,1,1,1,"Republican",0.275875234474859,124945,"TX 0 30","2020 TX 0 30",0.565888991156109,0.0539837528512545,1,0.359118011925247,0,0.00972427868262035,0,1,0,NA
"222","62000US02031","State House District 31 (2018), Alaska","31","31",2,"AK",2018,NA,1,-0.0364697301239971,1,0,1,"Republican",0.381591985026973,14605,"AK 0 31","2018 AK 0 31",0.875727490585416,0.00410818212940774,0,0.0356042451215337,1,0.00718931872646354,0,1,0,NA
"223","62000US10031","State House District 31 (2018), Delaware","31","31",10,"DE",2018,0.654853620955316,0.654853620955316,-0.246819338422392,1,1,0,"Democratic",0.652911182260168,18415,"DE 0 31","2018 DE 0 31",0.462394786858539,0.419766494705403,1,0.0526744501764866,0,0.0203638338311159,0,NA,0,NA
"224","62000US16031","State House District 31 (2018), Idaho","31","31",16,"ID",2018,NA,1,-0.0829589697514226,1,0,1,"Republican",0.211409153351168,29665,"ID 0 31","2018 ID 0 31",0.804483397943705,0.0010112927692567,0,0.117815607618406,0,0.00488791505140738,1,1,0,NA
"225","62000US29031","State House District 31 (2018), Missouri","31","31",29,"MO",2020,0.455518327749162,0.455518327749162,-0.593329057087877,1,0,1,"Democratic",0.439479348160295,26820,"MO 0 31","2020 MO 0 31",0.844705443698732,0.0708426547352722,1,0.04082774049217,0,0.0203206562266965,0,NA,0,NA
"226","62000US12032","State House District 32 (2018), Florida","32","32",12,"FL",2020,0.442949113678455,0.442949113678455,NA,1,0,1,"Democratic",0.42025841494801,135325,"FL 0 32","2020 FL 0 32",0.707629780158877,0.0990208756696841,NA,0.15233696656198,NA,0.0261222981710696,NA,NA,0,NA
"227","62000US20032","State House District 32 (2018), Kansas","32","32",20,"KS",2020,0.746560846560847,0.746560846560847,-0.495459132189707,1,1,1,"Democratic",0.734951779181909,8420,"KS 0 32","2020 KS 0 32",0.454275534441805,0.127672209026128,0,0.34144893111639,1,0.0533254156769596,0,NA,0,NA
"228","62000US41032","State House District 32 (2018), Oregon","32","32",41,"OR",2020,0.542275277427646,0.542275277427646,-0.606231533709374,0,0,1,"Republican",0.487415295256534,52255,"OR 0 32","2020 OR 0 32",0.901444837814563,0.00507128504449335,0,0.0472682039996173,0,0.0106209932063917,1,NA,0,NA
"229","62000US10034","State House District 34 (2018), Delaware","34","34",10,"DE",2020,0.42676649508657,0.42676649508657,0.0753935376967689,1,0,0,"Democratic",0.450766068759342,17745,"DE 0 34","2020 DE 0 34",0.675965060580445,0.221470836855452,1,0.0400112707805015,0,0.0309946463792618,0,NA,0,NA
"230","62000US26034","State House District 34 (2018), Michigan","34","34",26,"MI",2018,0.899847531923004,0.899847531923004,0.808385933273219,1,1,0,"Democratic",0.875059766817463,58065,"MI 0 34","2018 MI 0 34",0.370102471368294,0.564453629553087,1,0.0315164040299664,0,0.00213553775940756,0,NA,0,NA
"231","62000US42034","State House District 34 (2018), Pennsylvania","34","34",42,"PA",2020,NA,1,0.53967043027159,1,1,1,"Democratic",0.709428626518414,47220,"PA 0 34","2020 PA 0 34",0.716010165184244,0.236552308343922,1,0.0139771283354511,0,0.0108005082592122,0,1,0,NA
"232","62000US42034","State House District 34 (2018), Pennsylvania","34","34",42,"PA",2018,NA,1,0.35542050578318,1,0,1,"Democratic",0.709428626518414,47220,"PA 0 34","2018 PA 0 34",0.716010165184244,0.236552308343922,1,0.0139771283354511,0,0.0108005082592122,0,1,0,NA
"233","62000US02035","State House District 35 (2018), Alaska","35","35",2,"AK",2020,0.411435674331883,0.411435674331883,0.0654708520179372,1,0,0,"Republican",0.477336389101095,13625,"AK 0 35","2020 AK 0 35",0.638165137614679,0.00954128440366972,0,0.0488073394495413,0,0.0407339449541284,0,NA,0,NA
"234","62000US02035","State House District 35 (2018), Alaska","35","35",2,"AK",2018,0.429081177520071,0.429081177520071,-0.212677231025855,1,0,0,"Republican",0.477336389101095,13625,"AK 0 35","2018 AK 0 35",0.638165137614679,0.00954128440366972,0,0.0488073394495413,0,0.0407339449541284,0,NA,0,NA
"235","62000US19035","State House District 35 (2018), Iowa","35","35",19,"IA",2020,NA,1,NA,1,1,0,"Democratic",0.75008188666885,19215,"IA 0 35","2020 IA 0 35",0.63856362217018,0.180588082227426,NA,0.0996617226125423,NA,0.0603174603174603,NA,1,0,NA
"236","62000US26035","State House District 35 (2018), Michigan","35","35",26,"MI",2020,0.839133110002051,0.839133110002051,NA,1,1,1,"Democratic",0.838897464987818,71615,"MI 0 35","2020 MI 0 35",0.331424980800112,0.612232074286113,NA,0.0138239195699225,NA,0.0144522795503735,NA,NA,0,NA
"237","62000US26035","State House District 35 (2018), Michigan","35","35",26,"MI",2018,0.854539332463488,0.854539332463488,0.218957046919367,0,0,1,"Democratic",0.838897464987818,71615,"MI 0 35","2018 MI 0 35",0.331424980800112,0.612232074286113,1,0.0138239195699225,0,0.0144522795503735,0,NA,0,NA
"238","62000US15036","State House District 36 (2018), Hawaii","36","36",15,"HI",2020,0.47696823724221,0.47696823724221,0.178541492036882,1,0,1,"Democratic",0.620598498466744,19635,"HI 0 36","2020 HI 0 36",0.155334861217214,0.017825311942959,0,0.0723198370257194,0,0.556404379933792,1,NA,0,NA
"239","62000US15036","State House District 36 (2018), Hawaii","36","36",15,"HI",2018,0.452740181939206,0.452740181939206,-0.0373225862975293,0,0,1,"Democratic",0.620598498466744,19635,"HI 0 36","2018 HI 0 36",0.155334861217214,0.017825311942959,0,0.0723198370257194,0,0.556404379933792,1,NA,0,NA
"240","62000US18036","State House District 36 (2018), Indiana","36","36",18,"IN",2018,0.55409788449436,0.55409788449436,-0.385594761731539,1,1,1,"Democratic",0.439162398810507,49195,"IN 0 36","2018 IN 0 36",0.826303486126639,0.125012704543145,1,0.0194125419249924,0,0.00741945319646306,0,NA,0,NA
"241","62000US21036","State House District 36 (2018), Kentucky","36","36",21,"KY",2018,0.417391304347826,0.417391304347826,0.0686650400836528,1,0,0,"Democratic",0.3945108169196,37015,"KY 0 36","2018 KY 0 36",0.863568823449953,0.0728083209509658,1,0.0229636633797109,0,0.0248547885992165,0,NA,0,NA
"242","62000US29036","State House District 36 (2018), Missouri","36","36",29,"MO",2020,0.680043253634507,0.680043253634507,0.28156862745098,1,1,0,"Democratic",0.662410983511901,29980,"MO 0 36","2020 MO 0 36",0.551034022681788,0.383755837224817,1,0.0375250166777852,0,0.00983989326217478,0,NA,0,NA
"243","62000US02037","State House District 37 (2018), Alaska","37","37",2,"AK",2018,0.352967326072461,0.352967326072461,-0.253443526170799,1,0,0,"Republican",0.555402615278734,11510,"AK 0 37","2018 AK 0 37",0.269765421372719,0.0286707211120765,0,0.053866203301477,0,0.129018245004344,0,NA,0,NA
"244","62000US13037","State House District 37 (2018), Georgia","37","37",13,"GA",2018,0.503652408900899,0.503652408900899,-0.516934046345811,1,0,1,"Democratic",0.54465711887809,38665,"GA 0 37","2018 GA 0 37",0.651234967024441,0.216992111728954,1,0.075908444329497,0,0.0387947756368809,0,NA,0,NA
"245","62000US26037","State House District 37 (2018), Michigan","37","37",26,"MI",2020,0.651977230746032,0.651977230746032,-0.182128720923928,0,0,1,"Democratic",0.627902606080855,65855,"MI 0 37","2020 MI 0 37",0.687798952243565,0.204768051021183,1,0.019057019208868,0,0.0687115632829702,0,NA,0,NA
"246","62000US41037","State House District 37 (2018), Oregon","37","37",41,"OR",2020,0.42791436896477,0.42791436896477,-0.418269230769231,1,0,1,"Republican",0.618382155334588,48975,"OR 0 37","2020 OR 0 37",0.8631955079122,0.0125574272588055,0,0.0648289943848902,1,0.0367534456355283,0,NA,0,NA
"247","62000US08038","State House District 38 (2018), Colorado","38","38",8,"CO",2020,0.555675103624658,0.555675103624658,0.306703940648352,1,0,0,"Democratic",0.517141557421116,66740,"CO 0 38","2020 CO 0 38",0.883652981720108,0.00899011087803416,0,0.072370392568175,1,0.0167815403056638,0,NA,0,NA
"248","62000US19038","State House District 38 (2018), Iowa","38","38",19,"IA",2018,0.515885972623383,0.515885972623383,-0.595664860358483,1,0,1,"Democratic",0.462251243781095,26075,"IA 0 38","2018 IA 0 38",0.922339405560882,0.0230105465004794,1,0.0247363374880153,0,0.0151486097794823,0,NA,0,NA
"249","62000US20038","State House District 38 (2018), Kansas","38","38",20,"KS",2018,0.576471666972309,0.576471666972309,0.281858129315756,1,1,0,"Republican",0.324841325811001,18495,"KS 0 38","2018 KS 0 38",0.939443092727764,0.0156799134901325,1,0.0308191403081914,0,0.0032441200324412,0,NA,0,NA
"250","62000US26038","State House District 38 (2018), Michigan","38","38",26,"MI",2020,0.483845899470899,0.483845899470899,-0.387307236061684,0,0,0,"Republican",0.480770406603485,67635,"MI 0 38","2020 MI 0 38",0.833370296444149,0.0646115177053301,0,0.0198861536186885,0,0.0705995416574259,1,NA,0,NA
"251","62000US26038","State House District 38 (2018), Michigan","38","38",26,"MI",2018,0.493372407574391,0.493372407574391,-0.146132339235788,1,0,1,"Democratic",0.480770406603485,67635,"MI 0 38","2018 MI 0 38",0.833370296444149,0.0646115177053301,0,0.0198861536186885,0,0.0705995416574259,0,NA,0,NA
"252","62000US44038","State House District 38 (2018), Rhode Island","38","38",44,"RI",2020,0.583050847457627,0.583050847457627,-0.302383939774153,1,1,0,"Democratic",0.464863025353071,10145,"RI 0 38","2020 RI 0 38",0.976343026121242,0.0103499260719566,0,0.00837851158206013,1,0.00295712173484475,0,NA,0,NA
"253","62000US05039","State House District 39 (2018), Arkansas","39","39",5,"AR",2018,0.455743879472693,0.455743879472693,-0.342574257425743,1,0,1,"Democratic",0.461882229232387,25065,"AR 0 39","2018 AR 0 39",0.684619988031119,0.262916417314981,0,0.0241372431677638,0,0.0121683622581289,1,NA,0,NA
"254","62000US40039","State House District 39 (2018), Oklahoma","39","39",40,"OK",2018,0.634314339386349,0.634314339386349,0.338657202011239,1,1,0,"Republican",0.435967170904409,29345,"OK 0 39","2018 OK 0 39",0.799113988754473,0.0489010052819901,0,0.054353382177543,1,0.0110751405690918,0,NA,0,NA
"255","62000US08004","State House District 4 (2018), Colorado","4","4",8,"CO",2018,0.827250900360144,0.827250900360144,0.253891491612513,0,0,1,"Democratic",0.831257710156847,56275,"CO 0 4","2018 CO 0 4",0.593602843180809,0.0248778320746335,0,0.346423811639271,1,0.0120835184362506,0,NA,0,NA
"256","62000US15004","State House District 4 (2018), Hawaii","4","4",15,"HI",2020,0.800595238095238,0.800595238095238,0.234456175632646,0,0,0,"Democratic",0.700013338668801,21260,"HI 0 4","2020 HI 0 4",0.422624647224835,0.00470366886171214,0,0.154045155221072,0,0.250235183443086,1,NA,0,NA
"257","62000US26004","State House District 4 (2018), Michigan","4","4",26,"MI",2020,0.942354308484144,0.942354308484144,0.24439188704938,0,0,0,"Democratic",0.948309196366687,58050,"MI 0 4","2020 MI 0 4",0.286649440137812,0.578036175710594,0,0.0159345391903531,0,0.0904392764857881,0,NA,0,NA
"258","62000US26004","State House District 4 (2018), Michigan","4","4",26,"MI",2018,0.945760014975665,0.945760014975665,-0.0549215406562054,0,0,0,"Democratic",0.948309196366687,58050,"MI 0 4","2018 MI 0 4",0.286649440137812,0.578036175710594,0,0.0159345391903531,0,0.0904392764857881,0,NA,0,NA
"259","62000US13040","State House District 40 (2018), Georgia","40","40",13,"GA",2018,0.546785863364408,0.546785863364408,-0.161058309786797,0,0,1,"Democratic",0.607974046734684,45575,"GA 0 40","2018 GA 0 40",0.637301151947339,0.237081733406473,1,0.0630828304991772,0,0.0448710916072408,0,NA,0,NA
"260","62000US17040","State House District 40 (2018), Illinois","40","40",17,"IL",2020,NA,1,NA,1,1,0,"Democratic",0.87534263189812,64370,"IL 0 40","2020 IL 0 40",0.478716793537362,0.0412459220133603,NA,0.359561907720988,NA,0.0956967531458754,NA,1,0,NA
"261","62000US21040","State House District 40 (2018), Kentucky","40","40",21,"KY",2020,NA,1,0.570990237099024,1,1,1,"Democratic",0.687019667170953,35550,"KY 0 40","2020 KY 0 40",0.654289732770745,0.283403656821378,0,0.0246132208157525,0,0.0163150492264416,1,1,0,NA
"262","62000US21040","State House District 40 (2018), Kentucky","40","40",21,"KY",2018,0.741546932805644,0.741546932805644,0.212258796821793,1,0,1,"Democratic",0.687019667170953,35550,"KY 0 40","2018 KY 0 40",0.654289732770745,0.283403656821378,0,0.0246132208157525,0,0.0163150492264416,1,NA,0,NA
"263","62000US23040","State House District 40 (2018), Maine","40","40",23,"ME",2018,NA,1,0.514472455648926,1,1,1,"Democratic",0.807802281799394,6370,"ME 0 40","2018 ME 0 40",0.827315541601256,0.0525902668759812,1,0.054160125588697,0,0.0313971742543171,0,1,0,NA
"264","62000US26040","State House District 40 (2018), Michigan","40","40",26,"MI",2018,0.56548911009655,0.56548911009655,0.0613800083348217,0,0,1,"Democratic",0.556546067493831,68610,"MI 0 40","2018 MI 0 40",0.823713744352135,0.0830053927998834,0,0.0169071563911966,0,0.0603410581547879,0,NA,0,NA
"265","62000US05041","State House District 41 (2018), Arkansas","41",NA,5,"AR",2020,0.448824070424386,0.448824070424386,0.297555158020274,1,0,1,"Democratic",NA,22905,"AR 0 41","2020 AR 0 41",0.746561886051081,0.19056974459725,1,0.0207378301680856,0,0.0240122244051517,0,NA,0,NA
"266","62000US15041","State House District 41 (2018), Hawaii","41","41",15,"HI",2020,0.507904368818628,0.507904368818628,-0.302212299573777,0,0,0,"Democratic",0.56989247311828,25525,"HI 0 41","2020 HI 0 41",0.186287952987267,0.0319294809010774,0,0.101077375122429,0,0.487365328109696,0,NA,0,NA
"267","62000US15041","State House District 41 (2018), Hawaii","41","41",15,"HI",2018,0.538069021082315,0.538069021082315,0.156475384132957,0,0,1,"Democratic",0.56989247311828,25525,"HI 0 41","2018 HI 0 41",0.186287952987267,0.0319294809010774,0,0.101077375122429,0,0.487365328109696,1,NA,0,NA
"268","62000US17041","State House District 41 (2018), Illinois","41","41",17,"IL",2020,0.516797175132007,0.516797175132007,NA,1,0,1,"Democratic",0.591059291802786,76760,"IL 0 41","2020 IL 0 41",0.788757165190203,0.04794163626889,NA,0.0496352266805628,NA,0.0984887962480459,NA,NA,0,NA
"269","62000US48041","State House District 41 (2018), Texas","41","41",48,"TX",2018,0.614888817273606,0.614888817273606,-0.655429162357808,1,1,0,"Democratic",0.617541834968263,100360,"TX 0 41","2018 TX 0 41",0.159276604224791,0.00737345555998406,1,0.803208449581507,0,0.0273515344758868,0,NA,0,NA
"270","62000US19042","State House District 42 (2018), Iowa","42","42",19,"IA",2020,0.438715412823647,0.438715412823647,0.222623345367028,1,0,0,"Republican",0.548029937527061,22335,"IA 0 42","2020 IA 0 42",0.88202372957242,0.0371614058652339,1,0.0380568614282516,0,0.0320125363778822,0,NA,0,NA
"271","62000US21042","State House District 42 (2018), Kentucky","42","42",21,"KY",2018,0.888432178508514,0.888432178508514,0.625409977559123,1,1,0,"Democratic",0.874960596826731,31510,"KY 0 42","2018 KY 0 42",0.499365280863218,0.46620120596636,1,0.0149158997143764,0,0.00285623611551888,0,NA,0,NA
"272","62000US23042","State House District 42 (2018), Maine","42","42",23,"ME",2018,0.777200849657777,0.777200849657777,-0.569583931133429,1,1,0,"Democratic",0.807802281799394,7105,"ME 0 42","2018 ME 0 42",0.885995777621393,0.0281491907107671,0,0.0161857846586911,0,0.0408163265306122,0,NA,0,NA
"273","62000US35042","State House District 42 (2018), New Mexico","42","42",35,"NM",2020,0.258128687062697,0.258128687062697,-0.0834170854271357,0,0,1,"Republican",0.791723549488055,23225,"NM 0 42","2020 NM 0 42",0.357588805166846,0.00258342303552207,0,0.557804090419806,1,0.00103336921420883,0,NA,0,NA
"274","62000US39042","State House District 42 (2018), Ohio","42","42",39,"OH",2018,0.592984456833925,0.592984456833925,0.350898203592814,1,1,0,"Republican",0.457323154228641,82715,"OH 0 42","2018 OH 0 42",0.893066553829414,0.0577283443148159,0,0.0153539261318987,0,0.0196457716254609,1,NA,0,NA
"275","62000US21043","State House District 43 (2018), Kentucky","43","43",21,"KY",2018,0.217706295732812,0.217706295732812,-0.0102389078498293,0,0,0,"Republican",0.740290747028862,29920,"KY 0 43","2018 KY 0 43",0.484792780748663,0.488135026737968,1,0.00852272727272727,0,0.00467914438502674,0,NA,0,NA
"276","62000US26043","State House District 43 (2018), Michigan","43","43",26,"MI",2018,0.565210241954428,0.565210241954428,-0.164258188824663,0,0,1,"Republican",0.397447565027831,73630,"MI 0 43","2018 MI 0 43",0.887817465706913,0.0396577482004618,0,0.0345647154692381,1,0.0167730544614967,0,NA,0,NA
