year,deaths_drugod,crude_drugod,ageadjust_drugod,statefips,pop,unemp_rate,welf_fs_4p_benefit,ssi_total,pov_rate,state_min_wage,expansion,exp_st,neighbor_st
1998.0,606.0,,9.5,17.0,12069774.0,4.5,813.0,494.0,10.1,5.15,0.0,0.0,
2009.0,1927.0,28.3,28.7,17.0,12796778.0,10.0,1062.0,674.0,13.2,8.0,0.0,0.0,
2010.0,1877.0,27.4,27.7,17.0,12839695.0,10.5,1142.0,674.0,14.1,8.0,0.0,0.0,
1984.0,282.0,,4.8,17.0,11412132.0,9.100000381469727,575.0,332.0,15.0,3.0,0.0,0.0,
2003.0,1376.0,20.9,21.1,17.0,12556006.0,6.699999809265137,900.0,552.0,12.6,5.15,0.0,0.0,
2008.0,1929.0,28.5,28.8,17.0,12747038.0,6.400000095367432,977.0,637.0,12.3,7.75,0.0,0.0,
1990.0,390.0,,6.5,17.0,11430602.0,6.300000190734863,708.0,386.0,13.7,3.8,0.0,0.0,
1992.0,413.0,,6.7,17.0,11635197.0,7.800000190734863,755.0,422.0,15.6,4.25,0.0,0.0,
1981.0,208.0,,3.6,17.0,11443458.0,8.600000381469727,551.0,365.0,12.1,2.3,0.0,0.0,
1980.0,207.0,,3.6,17.0,11426518.0,8.199999809265137,504.0,238.0,12.3,2.3,0.0,0.0,
2007.0,1716.0,25.5,25.8,17.0,12695866.0,5.099999904632568,953.0,623.0,10.0,7.5,0.0,0.0,
2011.0,2003.0,29.1,29.5,17.0,12855970.0,9.699999809265137,1142.0,674.0,14.2,8.25,0.0,0.0,
1987.0,307.0,,5.1,17.0,11391178.0,7.400000095367432,616.0,340.0,14.4,3.35,0.0,0.0,
1996.0,429.0,,6.8,17.0,11953003.0,5.300000190734863,802.0,470.0,12.1,4.75,0.0,0.0,
1986.0,300.0,,5.2,17.0,11387257.0,8.300000190734863,611.0,336.0,13.3,3.35,0.0,0.0,
2006.0,1828.0,27.3,27.7,17.0,12643955.0,4.599999904632568,941.0,603.0,10.6,6.5,0.0,0.0,
1995.0,472.0,,7.6,17.0,11884935.0,5.199999809265137,785.0,458.0,12.4,4.25,0.0,0.0,
2002.0,1561.0,23.8,23.9,17.0,12525556.0,6.5,866.0,545.0,12.8,5.15,0.0,0.0,
1988.0,388.0,,6.6,17.0,11390183.0,6.800000190734863,640.0,354.0,12.7,3.35,0.0,0.0,
2005.0,1612.0,24.2,24.4,17.0,12609903.0,5.800000190734863,934.0,579.0,11.5,6.5,0.0,0.0,
2014.0,2399.0,35.1,35.4,17.0,12880580.0,7.099999904632568,1106.0,,,8.25,0.0,0.0,
1983.0,266.0,,4.7,17.0,11408818.0,11.699999809265137,571.0,304.0,14.3,2.3,0.0,0.0,
2016.0,3109.0,45.8,46.6,17.0,,,,,,,0.0,0.0,
1982.0,217.0,,3.7,17.0,11423412.0,11.300000190734863,551.0,312.0,13.4,2.3,0.0,0.0,
1994.0,490.0,,7.8,17.0,11804986.0,5.800000190734863,773.0,446.0,12.4,4.25,0.0,0.0,
1979.0,193.0,,3.5,17.0,,,,,,,0.0,0.0,
1985.0,259.0,,4.5,17.0,11399806.0,9.100000381469727,590.0,360.0,15.6,3.35,0.0,0.0,
2004.0,1537.0,23.2,23.5,17.0,12589773.0,6.199999809265137,906.0,564.0,12.2,5.5,0.0,0.0,
2012.0,2258.0,32.9,33.3,17.0,12868192.0,8.899999618530273,1142.0,,12.6,8.25,0.0,0.0,
2015.0,2472.0,36.3,36.6,17.0,,,,,,,0.0,0.0,
1993.0,583.0,,9.5,17.0,11725984.0,7.400000095367432,758.0,434.0,13.6,4.25,0.0,0.0,
2013.0,2221.0,32.4,32.5,17.0,12882135.0,9.199999809265137,1142.0,,13.3,8.25,0.0,0.0,
1997.0,420.0,,6.6,17.0,12011509.0,4.800000190734863,805.0,484.0,11.2,5.15,0.0,0.0,
1991.0,357.0,,5.9,17.0,11535973.0,7.300000190734863,732.0,407.0,13.5,4.25,0.0,0.0,
1989.0,416.0,,7.0,17.0,11409782.0,6.099999904632568,653.0,368.0,12.7,3.35,0.0,0.0,
1999.0,1365.0,21.2,21.3,17.0,12128370.0,4.5,832.0,500.0,9.9,5.15,0.0,0.0,
2001.0,1460.0,22.4,22.5,17.0,12488445.0,5.400000095367432,848.0,531.0,10.1,5.15,0.0,0.0,
2004.0,910.0,28.1,28.5,18.0,6233007.0,5.300000190734863,817.0,564.0,11.6,5.15,0.0,0.0,
2007.0,1157.0,34.7,35.2,18.0,6379599.0,4.599999904632568,865.0,623.0,11.8,5.85,0.0,0.0,
2006.0,1147.0,34.7,35.2,18.0,6332669.0,5.0,853.0,603.0,10.6,5.15,0.0,0.0,
2002.0,725.0,22.8,22.9,18.0,6155967.0,5.199999809265137,798.0,545.0,9.1,5.15,0.0,0.0,
1979.0,57.0,,2.3,18.0,,,,,,,0.0,0.0,
1984.0,62.0,,2.4,18.0,5458322.0,8.399999618530273,540.0,314.0,12.9,2.0,0.0,0.0,
2014.0,1679.0,49.4,50.5,18.0,6596855.0,6.0,978.0,,,7.25,0.0,0.0,
1995.0,127.0,,4.3,18.0,5791819.0,4.300000190734863,732.0,458.0,9.6,3.35,0.0,0.0,
1985.0,57.0,,2.2,18.0,5459211.0,7.699999809265137,554.0,325.0,12.0,2.0,0.0,0.0,
1991.0,118.0,,4.1,18.0,5602062.0,5.599999904632568,685.0,407.0,15.7,3.35,0.0,0.0,
1989.0,102.0,,3.8,18.0,5523693.0,4.699999809265137,625.0,368.0,13.7,2.0,0.0,0.0,
2009.0,1361.0,40.4,41.0,18.0,6459325.0,10.300000190734863,935.0,674.0,16.1,7.25,0.0,0.0,
2008.0,1248.0,37.2,38.0,18.0,6424806.0,5.800000190734863,889.0,637.0,14.3,6.55,0.0,0.0,
1983.0,54.0,,2.1,18.0,5450395.0,11.100000381469727,534.0,304.0,16.1,2.0,0.0,0.0,
1998.0,150.0,,4.8,18.0,5907617.0,2.9000000953674316,754.0,494.0,9.4,4.25,0.0,0.0,
1999.0,537.0,17.2,17.2,18.0,5942901.0,2.9000000953674316,765.0,500.0,6.7,5.15,0.0,0.0,
1982.0,89.0,,3.3,18.0,5467922.0,11.899999618530273,514.0,284.0,12.6,3.35,0.0,0.0,
2005.0,985.0,30.1,30.5,18.0,6278616.0,5.400000095367432,845.0,579.0,12.6,5.15,0.0,0.0,
2010.0,1343.0,39.7,39.8,18.0,6489965.0,10.0,1015.0,674.0,16.3,7.25,0.0,0.0,
1993.0,116.0,,4.0,18.0,5701965.0,5.0,710.0,434.0,12.2,3.35,0.0,0.0,
2011.0,1446.0,42.5,43.8,18.0,6516336.0,8.800000190734863,1015.0,674.0,15.6,7.25,0.0,0.0,
2012.0,1477.0,43.5,44.7,18.0,6537782.0,8.100000381469727,1014.0,,15.2,7.25,0.0,0.0,
1981.0,76.0,,3.0,18.0,5480435.0,9.699999809265137,514.0,265.0,12.6,3.35,0.0,0.0,
1980.0,46.0,,1.8,18.0,5490224.0,9.600000381469727,479.0,238.0,11.8,3.1,0.0,0.0,
1992.0,100.0,,3.4,18.0,5648649.0,6.099999904632568,707.0,422.0,11.8,3.35,0.0,0.0,
2001.0,678.0,21.4,21.5,18.0,6127760.0,4.199999809265137,780.0,531.0,8.5,5.15,0.0,0.0,
2013.0,1573.0,46.3,47.4,18.0,6570902.0,7.5,1014.0,,11.6,7.25,0.0,0.0,
2000.0,622.0,19.8,19.9,18.0,6091866.0,2.9000000953674316,772.0,513.0,8.5,5.15,0.0,0.0,
1997.0,125.0,,4.1,18.0,5872370.0,3.299999952316284,746.0,484.0,8.8,3.35,0.0,0.0,
1987.0,66.0,,2.4,18.0,5473012.0,6.099999904632568,567.0,340.0,11.1,2.0,0.0,0.0,
1996.0,117.0,,3.8,18.0,5834908.0,3.9000000953674316,743.0,470.0,7.5,3.35,0.0,0.0,
1990.0,79.0,,2.9,18.0,5544156.0,5.0,660.0,386.0,13.0,3.35,0.0,0.0,
1994.0,102.0,,3.4,18.0,5745626.0,4.5,721.0,446.0,13.7,3.35,0.0,0.0,
2015.0,1753.0,51.6,52.9,18.0,,,,,,,0.0,0.0,
2003.0,888.0,27.7,27.9,18.0,6196638.0,5.300000190734863,811.0,552.0,9.9,5.15,0.0,0.0,
2016.0,2047.0,60.1,61.9,18.0,,,,,,,0.0,0.0,
1988.0,83.0,,2.9,18.0,5491735.0,5.099999904632568,612.0,354.0,10.1,2.0,0.0,0.0,
1986.0,79.0,,2.9,18.0,5454108.0,6.800000190734863,563.0,336.0,12.7,2.0,0.0,0.0,
2010.0,451.0,28.9,29.4,19.0,3050314.0,6.300000190734863,1163.0,696.0,10.3,7.25,0.0,0.0,
2002.0,271.0,18.4,18.6,19.0,2934234.0,3.9000000953674316,945.0,545.0,9.2,5.15,0.0,0.0,
2013.0,540.0,34.5,35.6,19.0,3090416.0,4.599999904632568,1163.0,,10.8,7.25,0.0,0.0,
1989.0,36.0,,2.5,19.0,2770592.0,4.300000190734863,703.0,368.0,10.3,3.35,0.0,0.0,
1995.0,44.0,,3.1,19.0,2840860.0,3.5999999046325684,842.0,458.0,12.2,4.65,0.0,0.0,
2007.0,357.0,23.4,23.7,19.0,2999212.0,3.799999952316284,1013.0,645.0,8.9,6.2,0.0,0.0,
1996.0,36.0,,2.5,19.0,2848473.0,3.5999999046325684,859.0,470.0,9.6,4.75,0.0,0.0,
2004.0,303.0,20.4,20.6,19.0,2953635.0,4.599999904632568,966.0,564.0,10.8,5.15,0.0,0.0,
1988.0,41.0,,3.1,19.0,2768388.0,4.699999809265137,680.0,354.0,9.4,3.35,0.0,0.0,
2006.0,364.0,24.1,24.6,19.0,2982644.0,3.700000047683716,1001.0,603.0,10.3,5.15,0.0,0.0,
1992.0,28.0,,2.1,19.0,2806923.0,4.5,811.0,422.0,11.5,4.65,0.0,0.0,
2014.0,499.0,31.9,32.3,19.0,3107126.0,4.400000095367432,1127.0,,,7.25,0.0,0.0,
1991.0,40.0,,2.9,19.0,2791227.0,4.599999904632568,789.0,407.0,9.6,4.25,0.0,0.0,
2000.0,237.0,16.3,16.4,19.0,2929067.0,2.799999952316284,895.0,513.0,8.3,5.15,0.0,0.0,
1981.0,35.0,,2.6,19.0,2907983.0,7.0,586.0,265.0,13.1,3.35,0.0,0.0,
1993.0,35.0,,2.5,19.0,2820525.0,4.199999809265137,815.0,434.0,10.3,4.65,0.0,0.0,
1987.0,36.0,,2.7,19.0,2767011.0,5.800000190734863,656.0,340.0,14.5,3.35,0.0,0.0,
1984.0,27.0,,2.0,19.0,2858618.0,7.300000190734863,611.0,314.0,14.6,3.35,0.0,0.0,
2016.0,587.0,37.4,38.4,19.0,,,,,,,0.0,0.0,
1986.0,30.0,,2.3,19.0,2791970.0,6.800000190734863,652.0,336.0,12.9,3.35,0.0,0.0,
2011.0,490.0,31.2,32.5,19.0,3064102.0,5.800000190734863,1163.0,696.0,10.4,7.25,0.0,0.0,
1983.0,21.0,,1.6,19.0,2870543.0,8.300000190734863,606.0,304.0,16.7,3.35,0.0,0.0,
1999.0,218.0,15.0,15.0,19.0,2869413.0,2.5999999046325684,888.0,500.0,7.4,5.15,0.0,0.0,
1994.0,45.0,,3.2,19.0,2829422.0,3.799999952316284,830.0,446.0,10.7,4.65,0.0,0.0,
2005.0,321.0,21.4,21.6,19.0,2964454.0,4.300000190734863,994.0,579.0,11.3,5.15,0.0,0.0,
1980.0,31.0,,2.5,19.0,2913808.0,5.699999809265137,552.0,238.0,10.8,3.1,0.0,0.0,
1997.0,51.0,,3.5,19.0,2854396.0,3.200000047683716,862.0,484.0,9.6,5.15,0.0,0.0,
1982.0,33.0,,2.5,19.0,2888189.0,8.100000381469727,586.0,284.0,13.4,3.35,0.0,0.0,
1979.0,31.0,,2.3,19.0,,,,,,,0.0,0.0,
1985.0,23.0,,1.6,19.0,2829684.0,7.900000095367432,626.0,325.0,17.9,3.35,0.0,0.0,
1998.0,44.0,,3.1,19.0,2861025.0,2.9000000953674316,870.0,494.0,9.1,5.15,0.0,0.0,
2015.0,555.0,35.4,36.1,19.0,,,,,,,0.0,0.0,
1990.0,31.0,,2.3,19.0,2776831.0,4.5,751.0,386.0,10.4,3.85,0.0,0.0,
2008.0,429.0,27.9,28.5,19.0,3016734.0,4.0,1037.0,659.0,9.5,7.25,0.0,0.0,
2001.0,241.0,16.5,16.4,19.0,2931997.0,3.299999952316284,911.0,531.0,7.4,5.15,0.0,0.0,
2003.0,308.0,20.9,20.9,19.0,2941999.0,4.400000095367432,960.0,552.0,8.9,5.15,0.0,0.0,
2012.0,485.0,31.0,32.1,19.0,3075039.0,5.199999809265137,1163.0,,10.3,7.25,0.0,0.0,
2009.0,400.0,25.8,26.8,19.0,3032870.0,6.300000190734863,1083.0,696.0,10.7,7.25,0.0,0.0,
2001.0,298.0,22.0,22.1,20.0,2702162.0,4.300000190734863,912.0,531.0,10.1,2.65,0.0,0.0,
2004.0,421.0,30.6,30.9,20.0,2734373.0,5.5,968.0,564.0,11.4,2.65,0.0,0.0,
2016.0,606.0,41.6,42.3,20.0,,,,,,,0.0,0.0,
2013.0,575.0,39.2,39.8,20.0,2893957.0,5.400000095367432,1165.0,,13.2,7.25,0.0,0.0,
1986.0,33.0,,2.7,20.0,2432619.0,5.400000095367432,657.0,336.0,11.1,1.6,0.0,0.0,
1995.0,25.0,,1.9,20.0,2586942.0,4.400000095367432,825.0,458.0,10.8,2.65,0.0,0.0,
1987.0,36.0,,3.1,20.0,2445367.0,4.900000095367432,669.0,340.0,9.2,1.6,0.0,0.0,
1988.0,38.0,,3.0,20.0,2461996.0,4.599999904632568,699.0,354.0,8.1,2.65,0.0,0.0,
2015.0,605.0,41.4,42.1,20.0,,,,,,,0.0,0.0,
2005.0,433.0,31.2,31.6,20.0,2745299.0,5.099999904632568,996.0,579.0,12.5,2.65,0.0,0.0,
1979.0,34.0,,3.1,20.0,,,,,,,0.0,0.0,
1991.0,42.0,,3.2,20.0,2495209.0,4.5,772.0,407.0,12.3,2.65,0.0,0.0,
1998.0,67.0,,5.0,20.0,2638667.0,3.799999952316284,871.0,494.0,9.6,2.65,0.0,0.0,
1983.0,36.0,,3.0,20.0,2415531.0,6.0,601.0,304.0,13.6,1.6,0.0,0.0,
2009.0,522.0,36.0,36.5,20.0,2832704.0,7.099999904632568,1085.0,674.0,13.7,2.65,0.0,0.0,
2014.0,591.0,40.4,40.8,20.0,2904021.0,4.5,1129.0,,,7.25,0.0,0.0,
2003.0,358.0,26.2,26.2,20.0,2723004.0,5.599999904632568,962.0,552.0,10.8,2.65,0.0,0.0,
1989.0,43.0,,3.6,20.0,2472849.0,4.199999809265137,729.0,368.0,10.8,2.65,0.0,0.0,
1980.0,28.0,,2.6,20.0,2363679.0,4.5,532.0,238.0,9.4,3.1,0.0,0.0,
2006.0,463.0,33.0,33.5,20.0,2762931.0,4.400000095367432,1003.0,603.0,12.8,2.65,0.0,0.0,
2002.0,342.0,25.1,25.1,20.0,2713535.0,5.099999904632568,946.0,545.0,10.1,2.65,0.0,0.0,
1996.0,47.0,,3.6,20.0,2598266.0,4.400000095367432,860.0,470.0,11.2,2.65,0.0,0.0,
1993.0,50.0,,4.0,20.0,2547605.0,5.099999904632568,816.0,434.0,13.1,2.65,0.0,0.0,
1982.0,29.0,,2.3,20.0,2401202.0,6.5,572.0,284.0,10.4,3.35,0.0,0.0,
2000.0,297.0,22.1,22.1,20.0,2693681.0,3.799999952316284,897.0,513.0,8.0,2.65,0.0,0.0,
2012.0,596.0,40.6,41.4,20.0,2885398.0,5.800000190734863,1165.0,,14.0,7.25,0.0,0.0,
1985.0,28.0,,2.3,20.0,2427405.0,5.199999809265137,628.0,325.0,13.8,1.6,0.0,0.0,
1994.0,48.0,,3.7,20.0,2569118.0,4.900000095367432,832.0,446.0,14.9,2.65,0.0,0.0,
1997.0,60.0,,4.5,20.0,2616339.0,3.9000000953674316,863.0,484.0,9.7,2.65,0.0,0.0,
1981.0,34.0,,3.0,20.0,2384849.0,4.300000190734863,566.0,265.0,11.7,3.35,0.0,0.0,
2008.0,410.0,28.6,28.9,20.0,2808076.0,4.400000095367432,1039.0,637.0,12.7,2.65,0.0,0.0,
1990.0,33.0,,2.8,20.0,2477588.0,4.300000190734863,747.0,386.0,10.3,2.65,0.0,0.0,
2010.0,510.0,34.9,34.8,20.0,2858910.0,7.099999904632568,1165.0,674.0,14.3,7.25,0.0,0.0,
2011.0,506.0,34.4,35.0,20.0,2869548.0,6.5,1165.0,674.0,14.3,7.25,0.0,0.0,
1999.0,257.0,19.2,19.2,20.0,2654052.0,3.5,890.0,500.0,12.3,2.65,0.0,0.0,
1992.0,40.0,,3.2,20.0,2526042.0,4.599999904632568,806.0,422.0,11.1,2.65,0.0,0.0,
1984.0,43.0,,3.6,20.0,2424086.0,5.0,605.0,314.0,10.7,1.6,0.0,0.0,
2007.0,477.0,33.6,33.9,20.0,2783785.0,4.099999904632568,1015.0,623.0,11.7,2.65,0.0,0.0,
1996.0,109.0,,5.3,21.0,3881051.0,5.5,725.0,470.0,17.0,4.75,0.0,0.0,
2005.0,940.0,42.0,43.1,21.0,4182742.0,6.0,827.0,579.0,14.8,5.15,0.0,0.0,
1987.0,83.0,,4.6,21.0,3683329.0,8.300000190734863,517.0,340.0,17.3,3.35,0.0,0.0,
1995.0,101.0,,4.9,21.0,3855248.0,5.599999904632568,711.0,458.0,14.7,4.25,0.0,0.0,
2000.0,545.0,25.5,25.6,21.0,4049021.0,4.199999809265137,754.0,513.0,12.6,5.15,0.0,0.0,
2006.0,1024.0,45.2,46.6,21.0,4219239.0,5.900000095367432,834.0,603.0,16.8,5.15,0.0,0.0,
2013.0,1381.0,59.5,61.2,21.0,4395295.0,8.300000190734863,996.0,,20.0,7.25,0.0,0.0,
2009.0,1118.0,48.3,49.6,21.0,4317074.0,10.300000190734863,916.0,674.0,17.0,7.25,0.0,0.0,
2007.0,1077.0,47.1,48.5,21.0,4256672.0,5.599999904632568,846.0,623.0,15.5,5.85,0.0,0.0,
1990.0,71.0,,3.7,21.0,3686892.0,6.099999904632568,616.0,386.0,17.3,3.8,0.0,0.0,
2008.0,1118.0,48.6,50.0,21.0,4289878.0,6.599999904632568,870.0,637.0,17.1,6.55,0.0,0.0,
1983.0,57.0,,3.2,21.0,3694484.0,11.300000190734863,478.0,304.0,17.9,2.6,0.0,0.0,
1993.0,90.0,,4.6,21.0,3792288.0,6.400000095367432,655.0,434.0,20.4,4.25,0.0,0.0,
1997.0,120.0,,5.9,21.0,3907816.0,5.400000095367432,728.0,484.0,15.9,4.25,0.0,0.0,
1999.0,488.0,23.0,23.1,21.0,3960825.0,4.599999904632568,747.0,500.0,12.1,5.15,0.0,0.0,
2016.0,1799.0,77.7,81.5,21.0,,,,,,,0.0,0.0,
1979.0,57.0,,3.6,21.0,,,,,,,0.0,0.0,
2003.0,850.0,38.8,39.4,21.0,4117170.0,6.300000190734863,793.0,552.0,14.4,5.15,0.0,0.0,
1994.0,105.0,,5.3,21.0,3823215.0,5.5,660.0,446.0,18.5,4.25,0.0,0.0,
1980.0,35.0,,2.2,21.0,3660777.0,8.100000381469727,423.0,238.0,19.3,2.15,0.0,0.0,
2001.0,623.0,28.9,29.1,21.0,4068132.0,5.199999809265137,762.0,531.0,12.6,5.15,0.0,0.0,
2011.0,1452.0,62.2,65.1,21.0,4366869.0,9.5,996.0,674.0,16.0,7.25,0.0,0.0,
1991.0,69.0,,3.7,21.0,3714686.0,7.400000095367432,637.0,407.0,18.8,4.25,0.0,0.0,
2014.0,1505.0,65.0,66.5,21.0,4413457.0,6.5,957.0,,,7.25,0.0,0.0,
1982.0,43.0,,2.4,21.0,3683445.0,10.800000190734863,458.0,284.0,16.2,2.15,0.0,0.0,
1981.0,49.0,,2.8,21.0,3670394.0,8.699999809265137,458.0,265.0,19.3,2.15,0.0,0.0,
2004.0,815.0,36.9,37.7,21.0,4146101.0,5.599999904632568,796.0,564.0,17.7,5.15,0.0,0.0,
2010.0,1390.0,59.8,61.7,21.0,4347698.0,10.199999809265137,996.0,674.0,17.7,7.25,0.0,0.0,
2012.0,1476.0,63.5,65.4,21.0,4379730.0,8.300000190734863,993.0,,17.9,7.25,0.0,0.0,
1986.0,83.0,,4.5,21.0,3687809.0,9.199999809265137,514.0,336.0,17.7,3.35,0.0,0.0,
1989.0,64.0,,3.4,21.0,3677306.0,6.5,572.0,368.0,16.1,3.35,0.0,0.0,
1984.0,51.0,,3.0,21.0,3695453.0,9.100000381469727,482.0,314.0,19.1,2.6,0.0,0.0,
1998.0,146.0,,7.0,21.0,3934310.0,4.599999904632568,736.0,494.0,13.5,5.15,0.0,0.0,
1988.0,71.0,,3.8,21.0,3679999.0,7.599999904632568,549.0,354.0,17.6,3.35,0.0,0.0,
2015.0,1684.0,72.8,75.4,21.0,,,,,,,0.0,0.0,
1985.0,54.0,,3.0,21.0,3694826.0,9.100000381469727,505.0,325.0,19.4,2.6,0.0,0.0,
2002.0,715.0,32.9,33.3,21.0,4089875.0,5.699999809265137,780.0,545.0,14.2,5.15,0.0,0.0,
1992.0,86.0,,4.5,21.0,3756358.0,7.0,655.0,422.0,19.7,4.25,0.0,0.0,
1989.0,95.0,,4.4,22.0,4252894.0,7.599999904632568,534.0,368.0,23.3,3.35,0.0,0.0,
1990.0,71.0,,3.4,22.0,4221826.0,5.900000095367432,565.0,386.0,23.6,3.8,0.0,0.0,
1979.0,46.0,,2.5,22.0,,,,,,,0.0,0.0,
2010.0,881.0,37.0,37.8,22.0,4545392.0,7.400000095367432,952.0,674.0,21.6,7.25,0.0,0.0,
2001.0,520.0,22.9,23.0,22.0,4477875.0,5.400000095367432,668.0,531.0,16.2,5.15,0.0,0.0,
1986.0,63.0,,2.9,22.0,4406919.0,12.5,502.0,336.0,22.0,3.35,0.0,0.0,
1988.0,72.0,,3.3,22.0,4288863.0,10.5,524.0,354.0,22.8,3.35,0.0,0.0,
1980.0,43.0,,2.4,22.0,4205900.0,6.900000095367432,389.0,238.0,20.3,3.1,0.0,0.0,
2004.0,772.0,33.1,33.8,22.0,4552238.0,5.5,755.0,564.0,16.7,5.15,0.0,0.0,
2011.0,897.0,37.2,38.3,22.0,4575197.0,7.199999809265137,952.0,674.0,21.1,7.25,0.0,0.0,
1994.0,130.0,,5.9,22.0,4306500.0,7.5,609.0,446.0,25.7,4.25,0.0,0.0,
1982.0,53.0,,2.5,22.0,4352608.0,10.199999809265137,442.0,284.0,22.7,3.35,0.0,0.0,
2008.0,925.0,39.9,40.9,22.0,4435586.0,4.400000095367432,826.0,637.0,18.2,6.55,0.0,0.0,
1997.0,169.0,,7.6,22.0,4351390.0,5.699999809265137,634.0,484.0,16.3,5.15,0.0,0.0,
2000.0,484.0,21.4,21.5,22.0,4471885.0,5.0,660.0,513.0,17.2,5.15,0.0,0.0,
1981.0,54.0,,2.7,22.0,4283303.0,8.399999618530273,442.0,265.0,22.0,3.35,0.0,0.0,
2002.0,600.0,26.2,26.5,22.0,4497267.0,5.900000095367432,686.0,545.0,17.5,5.15,0.0,0.0,
2012.0,894.0,37.0,37.7,22.0,4602134.0,6.5,952.0,,21.1,7.25,0.0,0.0,
2015.0,1269.0,51.9,53.6,22.0,,,,,,,0.0,0.0,
1995.0,119.0,,5.4,22.0,4327978.0,6.699999809265137,620.0,458.0,19.7,4.25,0.0,0.0,
1998.0,134.0,,6.0,22.0,4362758.0,5.300000190734863,642.0,494.0,19.1,5.15,0.0,0.0,
1987.0,60.0,,2.6,22.0,4344148.0,11.800000190734863,505.0,340.0,25.1,3.35,0.0,0.0,
2006.0,892.0,39.7,40.7,22.0,4302665.0,3.9000000953674316,790.0,603.0,17.0,5.15,0.0,0.0,
1996.0,117.0,,5.2,22.0,4338763.0,6.300000190734863,631.0,470.0,20.5,4.75,0.0,0.0,
1985.0,86.0,,4.0,22.0,4408118.0,11.5,497.0,325.0,18.1,3.35,0.0,0.0,
2014.0,1157.0,47.5,47.9,22.0,4649676.0,6.400000095367432,916.0,,,7.25,0.0,0.0,
2005.0,856.0,36.2,36.9,22.0,4576628.0,6.699999809265137,783.0,579.0,18.3,5.15,0.0,0.0,
1992.0,85.0,,3.8,22.0,4270849.0,7.900000095367432,604.0,422.0,24.5,4.25,0.0,0.0,
1999.0,491.0,21.8,21.8,22.0,4372035.0,4.699999809265137,653.0,500.0,19.2,5.15,0.0,0.0,
1984.0,74.0,,3.5,22.0,4400477.0,9.899999618530273,481.0,314.0,20.6,3.35,0.0,0.0,
2013.0,1106.0,45.6,46.5,22.0,4625470.0,6.199999809265137,952.0,,19.2,7.25,0.0,0.0,
1991.0,88.0,,4.0,22.0,4240950.0,6.900000095367432,586.0,407.0,19.0,4.25,0.0,0.0,
2003.0,711.0,30.8,31.4,22.0,4521042.0,6.199999809265137,749.0,552.0,17.0,5.15,0.0,0.0,
2009.0,843.0,35.8,36.4,22.0,4491648.0,6.599999904632568,872.0,674.0,14.3,7.25,0.0,0.0,
2016.0,1356.0,55.3,56.9,22.0,,,,,,,0.0,0.0,
2007.0,1054.0,46.1,47.4,22.0,4375581.0,3.799999952316284,802.0,623.0,16.1,5.85,0.0,0.0,
1983.0,62.0,,2.9,22.0,4395316.0,11.699999809265137,477.0,304.0,21.5,3.35,0.0,0.0,
1993.0,87.0,,4.0,22.0,4284749.0,7.400000095367432,604.0,434.0,26.4,4.25,0.0,0.0,
1991.0,21.0,,3.2,23.0,1235439.0,7.599999904632568,841.0,417.0,14.1,4.25,0.0,1.0,2.0
1995.0,31.0,,4.7,23.0,1237438.0,5.800000190734863,864.0,468.0,11.2,4.25,0.0,1.0,2.0
1989.0,22.0,,3.3,23.0,1219961.0,4.0,769.0,378.0,10.4,3.75,0.0,1.0,2.0
2005.0,245.0,34.1,35.0,23.0,1318787.0,4.900000095367432,1083.0,589.0,12.6,6.5,1.0,1.0,2.0
2007.0,236.0,32.5,34.0,23.0,1327040.0,4.699999809265137,1113.0,633.0,10.9,7.0,1.0,1.0,2.0
2004.0,208.0,29.1,30.3,23.0,1313688.0,4.599999904632568,1052.0,574.0,11.6,6.35,1.0,1.0,2.0
2014.0,335.0,46.9,49.4,23.0,1330089.0,5.699999809265137,1243.0,,,7.5,1.0,1.0,2.0
1985.0,21.0,,4.0,23.0,1162936.0,5.5,658.0,335.0,11.9,3.45,0.0,1.0,2.0
1979.0,20.0,,4.1,23.0,,,,,,,0.0,1.0,2.0
2006.0,238.0,32.9,33.6,23.0,1323619.0,4.699999809265137,1094.0,613.0,10.2,6.75,1.0,1.0,2.0
1994.0,25.0,,3.8,23.0,1237687.0,6.400000095367432,852.0,456.0,9.4,4.25,0.0,1.0,2.0
1982.0,17.0,,3.4,23.0,1136684.0,8.300000190734863,558.0,294.0,13.7,3.35,0.0,1.0,2.0
2000.0,149.0,21.7,21.9,23.0,1277072.0,3.299999952316284,955.0,523.0,10.1,5.15,0.0,1.0,2.0
2001.0,152.0,21.9,22.1,23.0,1285692.0,3.700000047683716,971.0,541.0,10.3,5.15,0.0,1.0,2.0
1980.0,20.0,,3.7,23.0,1124660.0,7.400000095367432,505.0,248.0,14.6,3.1,0.0,1.0,2.0
2012.0,268.0,37.2,38.1,23.0,1328501.0,7.199999809265137,1279.0,,12.8,7.5,1.0,1.0,2.0
1984.0,17.0,,3.0,23.0,1155635.0,6.0,618.0,324.0,13.0,3.35,0.0,1.0,2.0
1988.0,16.0,,2.5,23.0,1203840.0,3.700000047683716,735.0,364.0,13.2,3.65,0.0,1.0,2.0
1990.0,15.0,,2.5,23.0,1227928.0,5.300000190734863,816.0,396.0,13.1,3.85,0.0,1.0,2.0
1997.0,31.0,,4.6,23.0,1245215.0,5.099999904632568,883.0,494.0,10.1,4.75,0.0,1.0,2.0
