year,state,yearstate,fips,yearx,tl_onset,house_delay,sen_delay,comb_delay,repeal,standardpoors,sp25,moodys,m25,fitch,f19,grants,igr,gopshare,totalrevenue,total_general_revenue,totalexp,deficit,general_revenue_from_taxes,fullfaithandcredit,nonguaranteeddebt,totallongtermdebt,squire_score,debtlimit,bsf_deposit,bsf_withdrawal,bsf_size,tel,income,unemployment,schoolagepopulation,over65population,gsp,popgrowth,population,populationdensity,exp_highways,exp_welfare,exp_education,handh,govdem,dividedgov,demcontrol,termlimits_governor,termlimits_house,termlimits_senate,termlimits_e,seats_house,seats_senate,initiatives,cpi,v57,grants_total,emptot,empwagesalary,emppriv,totempgovt,fedempciv,fedempmil,govtempsandl,totalexpipolated,highwaysipolated,welfareipolated,educationipolated,handhipolated,exp_real,exp_highways_real,exp_welfare_real,exp_education_real,handh_real,income_real,grants_real,igr_real,gsp_real,totallongtermdebt_i,nonguaranteeddebt_i,total_debt_real,nong_debt_real,exp_real_pc,exp_highways_real_pc,exp_welfare_real_pc,exp_education_real_pc,exp_handh_real_pc,income_real_pc,grants_real_pc,gsp_real_inc,fedempciv_pc,fedempmil_pc,govtempsandl_pc,exp_inc,total_debt_real_pc,nong_debt_real_pc,_Iyear_1980,_Iyear_1981,_Iyear_1982,_Iyear_1983,_Iyear_1984,_Iyear_1985,_Iyear_1986,_Iyear_1987,_Iyear_1988,_Iyear_1989,_Iyear_1990,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Ifips_4,_Ifips_5,_Ifips_6,_Ifips_8,_Ifips_9,_Ifips_10,_Ifips_12,_Ifips_13,_Ifips_16,_Ifips_17,_Ifips_18,_Ifips_19,_Ifips_20,_Ifips_21,_Ifips_22,_Ifips_23,_Ifips_24,_Ifips_25,_Ifips_26,_Ifips_27,_Ifips_28,_Ifips_29,_Ifips_30,_Ifips_32,_Ifips_33,_Ifips_34,_Ifips_35,_Ifips_36,_Ifips_37,_Ifips_38,_Ifips_39,_Ifips_40,_Ifips_41,_Ifips_42,_Ifips_44,_Ifips_45,_Ifips_46,_Ifips_47,_Ifips_48,_Ifips_49,_Ifips_50,_Ifips_51,_Ifips_53,_Ifips_54,_Ifips_55,_Ifips_56
1987,Washington,Washington1987,53,9,0,0,0,0,1,.,,.,,.,,1978389000.0,1915402000.0,0.5683013,11575.1,13274.4,12602.0,-1026.9,7736.9,6128.0,13333.0,19461.0,0.23,1,2,3,1,0,16210,7.2,0.1835874,0.1176107,87712,0.0177826,4531901,68.1,1131.0,1427.0,4580.0,889.0,1.0,0,1,0,0,0,0,98,49,1,1.66,2832.0,1978.0,2485571,2045645,1974496,436960,69771,80950,286239,12602.0,1131.0,1427.0,4580.0,889.0,20919.32,1877.46,2368.82,7602.8,1475.74,26908.6,3284125700.0,3179567400.0,145601.92,19461.0,13333.0,32305.26,22132.78,461.60144,41.427647,52.269897,167.76183,32.563377,593.75964,72466850.0,3212.8223,1539.5526,1786.2261,6316.0913,0.77742136,712.84125,488.37738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1988,Washington,Washington1988,53,10,0,0,0,0,1,.,,.,,.,,2170381000.0,1953957000.0,0.5287983,12465.2,13937.2,13334.0,-868.8,8285.9,6996.0,13041.0,20037.0,0.23,1,2,3,1,0,17166,6.2,0.1827628,0.1178906,96240,0.0238293,4639893,69.73,1073.0,1468.0,5067.0,975.0,1.0,1,0,0,0,0,0,98,49,1,1.6,3374.0,2170.0,2617115,2149404,2086896,449964,70192,83751,296021,13334.0,1073.0,1468.0,5067.0,975.0,21334.4,1716.8,2348.8,8107.2,1560.0,27465.6,3472609500.0,3126331100.0,153984.0,20037.0,13041.0,32059.201,20865.6,459.8037,37.000854,50.621857,174.72816,33.621464,591.9447,74842450.0,3318.6973,1512.7935,1805.02,6379.91,0.776768,690.947,449.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1989,Washington,Washington1989,53,11,0,0,0,0,1,.,,.,,.,,2293584000.0,2185024000.0,0.5287983,13506.8,15618.7,11650.0,1856.8,9092.2,6996.0,14856.0,21852.0,0.23,1,2,3,1,0,18558,5.8,0.1822466,0.1184076,105057,0.0229365,4746316,71.33,882.373,1774.323,4439.158,643.664,1.0,1,0,0,0,0,0,98,49,1,1.52,3722.0,2294.0,2737380,2262632,2199849,458695,70405,82411,305879,13450.5,968.5,1783.0,5074.5,886.5,17708.0,1341.2069,2696.971,6747.5205,978.36926,28208.16,3486247700.0,3321236500.0,159686.64,21852.0,14856.0,33215.04,22581.12,373.08936,28.25785,56.822407,142.16331,20.613235,594.31696,73451656.0,3364.4333,1483.361,1736.3151,6444.556,0.6277616,699.80676,475.761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990,Washington,Washington1990,53,12,0,0,0,0,1,.,,.,,.,,2567777000.0,2245605000.0,0.5287983,15094.8,17306.3,13567.0,1527.8,10332,7511.0,15963.0,23474.0,0.23,1,2,3,1,0,19865,5.1,0.1871866,0.1176086,115650,0.0330208,4903043,73.68,864.0,2098.0,5082.0,798.0,1.0,1,0,0,0,0,0,98,49,1,1.45,3924.0,2568.0,2862956,2370550,2302162,479395,73751,81702,323942,13567.0,864.0,2098.0,5082.0,798.0,19672.15,1252.8,3042.1,7368.9004,1157.1001,28804.25,3723276800.0,3256127200.0,167692.5,23474.0,15963.0,34037.3,23146.352,401.2233,25.55148,62.045143,150.29239,23.599632,587.477,75938080.0,3420.1719,1504.1884,1666.3529,6606.958,0.68296003,694.2077,472.08136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1991,Washington,Washington1991,53,13,0,0,0,0,1,.,,.,,.,,2831737000.0,2769240000.0,0.5287983,16394.3,19043.8,15666.0,728.3,11222.2,8508.0,17443.0,25951.0,0.23,1,2,3,1,0,20689,6.3,0.1866083,0.117006,122657,0.025001,5025624,75.52,1105.0,2452.0,5749.0,989.0,1.0,0,1,0,0,0,0,98,49,1,1.39,4351.0,2832.0,2897187,2388473,2328286,489606,71857,80642,337107,15666.0,1105.0,2452.0,5749.0,989.0,21775.74,1535.95,3408.28,7991.11,1374.71,28757.709,3936114400.0,3849243600.0,170493.23,25951.0,17443.0,36071.89,24245.77,433.29425,30.562372,67.81805,159.00731,27.354015,572.2217,78320910.0,3392.479,1429.8125,1604.6167,6707.764,0.75721395,717.75946,482.44296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1992,Washington,Washington1992,53,14,0,0,0,0,1,.,,.,,.,,3373889000.0,2929999000.0,0.4580238,17678.9,20215,17316.36,362.54,11905.2,9801.0,18130.0,27931.0,0.23,1,2,3,1,0,21709,7.2,0.187569,0.1161884,131148,0.0268888,5160757,77.55,1154.322,2809.043,6224.137,1262.192,1.0,0,1,0,0,0,1,98,49,1,1.35,4152.0,3374.0,2927727,2423823,2356237,501250,72325,80050,348875,17316.36,1154.322,2809.043,6224.137,1262.192,23377.086,1558.3347,3792.208,8402.585,1703.9592,29307.15,4554750500.0,3955498800.0,177049.8,27931.0,18130.0,37706.85,24475.5,452.97784,30.195856,73.48162,162.81691,33.01762,567.8847,88257410.0,3430.6943,1401.4417,1551.129,6760.152,0.79765815,730.64575,474.2618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1993,Washington,Washington1993,53,15,1,1,1,1,1,.,,.,,.,,3722068000.0,3453226000.0,0.4580238,20087.1,21838.3,18439.42,1647.68,12773.7,10664.68,19167.6,29832.28,0.23,1,2,3,1,0,22214,7.1,0.1870734,0.1155022,138834,0.0228813,5278842,79.33,1231.978,3211.139,6827.423,1076.658,1.0,0,1,0,0,0,0,98,49,1,1.31,4496.0,3722.0,2971891,2463221,2392253,505825,70552,78257,357016,18439.42,1231.978,3211.139,6827.423,1076.658,24155.639,1613.8911,4206.592,8943.924,1410.4219,29100.338,4875909000.0,4523726000.0,181872.53,29832.28,19167.599609375,39080.285,25109.555,457.5935,30.572824,79.687775,169.42966,26.718395,551.2637,92367020.0,3445.311,1336.5052,1482.4653,6763.15,0.830081,740.3193,475.66406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,Washington,Washington1994,53,16,1,1,1,1,1,.,,.,,.,,3924296000.0,3669276000.0,0.4580238,19488.7,23820.9,19576.67,-87.97,13872.5,11550.24,17150.31,28700.55,0.23,1,2,3,1,0,22938,6.5,0.1876519,0.1154254,146726,0.0182462,5375161,80.78,1334.793,3619.591,7017.952,1176.64,1.0,1,0,1,0,0,0,98,49,1,1.27,1119.0,3924.0,3081830,2522036,2491257,512875,70162,76890,365823,19576.67,1334.793,3619.591,7017.952,1176.64,24862.371,1695.187,4596.8804,8912.799,1494.3328,29131.26,4983855600.0,4659980300.0,186342.02,28700.55,17150.310546875,36449.7,21780.895,462.5419,31.537418,85.5208,165.81454,27.800707,541.9607,92720120.0,3466.7244,1305.3004,1430.4688,6805.8057,0.85346025,678.11365,405.2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1995,Washington,Washington1995,53,17,1,1,1,1,1,.,,.,,.,,4350855000.0,3923311000.0,0.4580238,23575.8,25803.8,21200.29,2375.51,14815.1,12813.46,18371.75,31185.21,0.23,1,2,3,1,0,23690,6.3,0.1878113,0.1152364,151338,0.0196954,5481027,82.37,1536.854,3729.654,7273.096,1368.314,1.0,1,0,1,0,0,0,98,49,1,1.24,1311.0,4351.0,3123229,2569570,2518505,524587,69296,77247,378044,21200.29,1536.854,3729.654,7273.096,1368.314,26288.36,1905.699,4624.771,9018.64,1696.7094,29375.6,5395060000.0,4864905700.0,187659.12,31185.21,18371.75,38669.66,22780.97,479.6247,34.769012,84.377815,164.54288,30.956049,535.9506,98431560.0,3423.795,1264.2886,1409.3527,6897.3203,0.8949046,705.5185,415.63324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996,Washington,Washington1996,53,18,1,1,1,1,1,AA,23.0,Aa,23.0,AA,17.0,4151986000.0,3834251000.0,0.4260823,24790.0,26810,21085.74,3704.26,15466.6,13404.62,18222.03,31626.65,0.198,1,2,3,1,1,25073,5.9,0.1884374,0.1150925,161760,0.0161878,5569753,83.7,1435.374,3803.631,7475.27,1405.087,1.0,1,0,1,0,0,0,98,49,1,1.2,1417.0,4152.0,3214554,2636636,2598621,531520,67611,78258,385651,21085.74,1435.374,3803.631,7475.27,1405.087,25302.889,1722.4489,4564.3574,8970.324,1686.1045,30087.602,4982383600.0,4601101300.0,194112.0,31626.65,18222.029296875,37951.98,21866.436,454.29105,30.925049,81.94901,161.05426,30.272518,540.19635,89454300.0,3485.1096,1213.8959,1405.0533,6924.0234,0.8409739,681.39435,392.59256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1997,Washington,Washington1997,53,19,1,1,1,1,1,AAA,25.0,Aaa,25.0,AAA,19.0,4495543000.0,4051773000.0,0.4260823,26841.5,28179.03,22206.88,4634.62,16369.8,14478.65,18924.71,33403.36,0.198,1,2,3,1,1,26454,4.9,0.1886075,0.1139492,178334,0.0188507,5674747,85.28,1558.22,4059.165,7803.155,1574.002,1.0,1,0,1,0,0,0,98,49,1,1.18,1674.0,4496.0,3319712,2734444,2697524,539414,66942,78022,394450,22206.88,1558.22,4059.165,7803.155,1574.002,26204.12,1838.6995,4789.8145,9207.723,1857.3223,31215.719,5304740400.0,4781092000.0,210434.11,33403.36,18924.7109375,39415.965,22331.158,461.76718,32.401436,84.40578,162.25786,32.729607,550.08124,93479770.0,3708.2554,1179.6473,1374.8983,6950.9707,0.8394527,694.5854,393.51813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,Washington,Washington1998,53,20,1,1,1,1,1,AA+,24.0,Aa1,24.0,AA+,18.0,5058225000.0,4177517000.0,0.4260823,27980.0,29960.58,22879.9,5100.1,17282.6,15681.87,19151.11,34832.98,0.198,1,2,3,1,1,28384,4.8,0.1882108,0.1130765,195794,0.0167082,5769562,86.7,1527.968,4339.781,8198.27,1669.017,1.0,0,1,1,0,0,1,98,49,1,1.16,5001.0,5001.0,3402056,2813019,2777358,542539,66731,74048,401760,22879.9,1527.968,4339.781,8198.27,1669.017,26540.684,1772.4429,5034.1455,9509.992,1936.0596,32925.438,5867541000.0,4845919700.0,227121.03,34832.98,19151.109375,40406.254,22215.287,460.01212,30.72058,87.25351,164.8304,33.55644,570.6748,101698210.0,3936.5386,1156.6042,1283.4249,6963.4404,0.8060845,700.33484,385.04288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Washington,Washington1999,53,21,0,0,0,0,1,AA+,24.0,Aa1,24.0,AA+,18.0,5231621000.0,4620350000.0,0.4260823,28737.1,31562.5,24229.78,4507.32,18118.1,17611.67,19255.15,36866.82,0.198,1,2,3,1,1,30037,4.8,0.187658,0.112504,214375,0.012653,5842564,87.8,1583.578,4571.81,8571.666,1752.56,1.0,0,1,1,0,0,0,98,49,1,1.13,5210.0,5210.0,3470975,2883714,2834586,551293,66454,72636,412203,24229.78,1583.578,4571.81,8571.666,1752.56,27379.65,1789.4431,5166.1455,9685.982,1980.3928,33941.81,5911731700.0,5220995600.0,242243.75,36866.82,19255.150390625,41659.508,21758.32,468.62387,30.627703,88.42258,165.78308,33.895954,580.9403,101183860.0,4146.189,1137.4116,1243.2213,7055.173,0.8066644,713.03467,372.41046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,Washington,Washington2000,53,22,0,0,0,0,1,AA+,24.0,Aa1,24.0,AA,17.0,5707329000.0,5094830000.0,0.4493175,30615.8,33426.08,25901.79,4714.01,18733.9,17921.58,20508.47,38430.05,0.198,1,2,3,1,1,31777,5.0,0.1896345,0.11235,221961,0.0118907,5912036,88.84,1560.32,5070.468,8991.631,1954.554,1.0,0,1,1,0,0,0,98,49,1,1.1,5707.0,5707.0,3551468,2939409,2907968,563358,69327,72836,421195,25901.79,1560.32,5070.468,8991.631,1954.554,28491.969,1716.3519,5577.5146,9890.794,2150.0093,34954.7,6278062000.0,5604313000.0,244157.11,38430.05,20508.470703125,42273.055,22559.318,481.93158,29.031487,94.34169,167.29929,36.366646,591.2464,106191200.0,4129.831,1172.6417,1231.9952,7124.3647,0.8151112,715.0338,381.5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,Washington,Washington2001,53,23,0,0,0,0,1,AA+,24.0,Aa1,24.0,AA,17.0,6166830000.0,5800058000.0,0.4493175,23646.1,,27824.01,-4177.91,,,,,0.198,1,2,3,1,1,32301,6.2,0.187093,0.1119844,225765,0.0141002,5995397,90.1,1628.846,5509.101,9720.289,2239.91,1.0,0,1,1,0,0,0,98,49,1,1.07,6167.0,6167.0,3557145,2942687,2905685,571739,66081,74302,431356,27824.01,1628.846,5509.101,9720.289,2239.91,29771.691,1742.8652,5894.7383,10400.71,2396.7036,34562.07,6598508500.0,6206062600.0,241568.56,41859.58699999936,22317.2578125,44789.76,23879.467,496.5758,29.070055,98.32107,173.47826,39.975727,576.47675,110059576.0,4029.234,1102.1956,1239.3174,7194.786,0.8613978,747.06915,398.29666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,Washington,Washington2002,53,24,0,0,0,0,1,AA+,24.0,Aa1,24.0,AA,17.0,7102653000.0,6215948000.0,0.4493175,23813.1,36344.961,30378.01,-6564.91,19513.503,21163.08,24126.045,45289.124,0.198,1,2,3,1,1,32573,7.3,0.1846686,0.1120758,231463,0.0124727,6070176,91.22,1795.486,6174.456,10298.1,2313.04,1.0,0,1,1,0,0,0,98,49,1,1.05,7103.0,7103.0,3526781,2902830,2862555,584740,67348,75587,441805,30378.01,1795.486,6174.456,10298.1,2313.04,31896.908,1885.2601,6483.1787,10813.004,2428.692,34201.65,7457785300.0,6526745000.0,243036.14,45289.124,24126.044921875,47553.58,25332.346,525.46924,31.05775,106.8038,178.13329,40.01024,563.4375,122859460.0,4003.7742,1109.4901,1245.2192,7278.2896,0.9326132,783.39703,417.32474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,Washington,Washington2003,53,25,0,0,0,0,1,AA,23.0,Aa1,24.0,AA,17.0,7474125000.0,6859972000.0,0.4493175,29661.4,,32600.34,-2938.94,,,,,0.197,1,2,3,1,1,33166,7.4,0.1823824,0.1128262,240813,0.0099086,6130323,92.12,1906.43,6250.197,10696.52,2447.81,1.0,1,0,1,0,0,0,98,49,1,1.03,7474.0,7474.0,3549952,2915249,2877277,591333,70290,76513,444530,32600.34,1906.43,6250.197,10696.52,2447.81,33578.348,1963.6229,6437.7026,11017.415,2521.2444,34160.98,7698348500.0,7065771000.0,248037.39,47610.38349999953,25726.703125,49038.695,26498.504,547.7419,32.03131,105.014084,179.71997,41.12743,557.24603,125578190.0,4046.0737,1146.5953,1248.1072,7251.3306,0.9829444,799.9366,432.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,Washington,Washington2004,53,26,0,0,0,0,1,AA,23.0,Aa1,24.0,AA,17.0,7854605000.0,6669290000.0,0.46706337,35055.6,39586.86,32510.06,2545.54,21424.928,22604.281,27327.361,49931.643,0.197,1,2,3,1,1,35289,6.2,0.1795679,0.1135594,253247,0.0122688,6205535,93.25,2000.672,6422.9,11211.19,2726.715,1.0,0,1,1,0,0,0,98,49,1,1.0,7855.0,7854.605,3631419,2954619,2961815,594669,69871,76030,448768,32510.06,2000.672,6422.9,11211.19,2726.715,32510.06,2000.672,6422.9,11211.19,2726.715,35289.0,7854605000.0,6669290000.0,253247.0,49931.643,27327.361328125,49931.645,27327.361,523.8881,32.24012,103.50276,180.66437,43.94005,568.66974,126574180.0,4080.9858,1125.9464,1225.1965,7231.7373,0.92125195,804.6308,440.37076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Washington,Washington2005,53,27,0,0,0,0,1,AA,23.0,Aa1,24.0,AA,17.0,7680843000.0,7039692000.0,0.46706337,36802.4,42193.744,31934.29,4868.11,22968.962,,,52675.796,0.197,1,2,3,1,1,36132,5.5,0.1733955,0.1315817,272734,0.0132501,6287759,94.49016,2209.778,6082.213,10984.78,2819.02,1.0,0,1,1,0,0,0,98,49,1,0.97,,7680.843,3743893,3029519,3066812,601179,69686,77947,453546,31934.29,2209.778,6082.213,10984.78,2819.02,30976.262,2143.4849,5899.7466,10655.237,2734.4495,35048.043,7450418000.0,6828501500.0,264552.0,52675.796,28928.01953125,51095.523,28060.18,492.64392,34.089806,93.82909,169.46002,43.488457,557.4012,118490830.0,4207.413,1108.2804,1239.6626,7213.158,0.88382286,812.61896,446.26678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,Washington,Washington2006,53,28,0,0,0,0,1,AA,23.0,Aa1,24.0,AA,17.0,7375454000.0,7438238000.0,0.46706337,40832.0,46000.344,32717.34,8114.66,25142.19,,,56194.581,0.197,1,2,3,1,1,38639,4.9,0.1748193,0.115446,289070,0.0138604,6374910,96.11373,2310.574,5983.725,11585.7,2981.907,1.0,0,1,1,0,0,0,98,49,1,0.94,,7375.454,3847377,3121441,3166178,604788,69388,77001,458399,32717.34,2310.574,5983.725,11585.7,2981.907,30754.299,2171.9395,5624.7017,10890.559,2802.9927,36320.66,6932927000.0,6991943700.0,271725.8,56194.581,30528.677734375,52822.906,28696.957,482.4272,34.070118,88.23186,170.8347,43.96913,569.7439,108753330.0,4262.426,1088.4546,1207.8759,7190.674,0.84674394,828.6063,450.1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,Washington,Washington2007,53,29,0,0,0,0,1,AA+,24.0,Aa1,24.0,AA,17.0,8049888000.0,,0.46706337,47043.4,49861.566,35853.8,11189.6,27535.601,,,60976.377,0.197,1,2,3,1,1,41203,4.5,0.1721087,0.1171618,310279,0.0146691,6468424,97.20513,2764.159,6454.897,12440.58,3159.385,1.0,0,1,1,0,0,0,98,49,1,0.91,,8049.888,3948743,3194420,3267207,609199,68780,77287,463132,35853.8,2764.159,6454.897,12440.58,3159.385,32626.959,2515.3848,5873.9565,11320.928,2875.0405,37494.73,7325398500.0,,282353.9,60976.377,32129.3359375,55488.504,29237.697,504.40353,38.887135,90.8097,175.01833,44.44731,579.6579,113248584.0,4365.1113,1063.3193,1194.8351,7159.889,0.8701745,857.83655,452.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1979,West Virginia,West Virginia1979,54,1,0,0,0,0,0,.,,.,,.,,771522000.0,611894000.0,0.5277,2394.76,2595.8,2424.0,-29.24,1452.5,1341.1,1451.2,2792.3,0.15,1,2,2,1,0,7371,6.9,0.2135741,0.1206202,17732,0.0097489,1942146,80.66,474.0,218.0,815.0,108.0,1.0,0,1,2,0,0,0,100,34,0,2.6,840.0,772.0,791315,688910,631106,135380,16202,7394,111784,2424.0,474.0,218.0,815.0,108.0,6302.4,1232.3999,566.8,2119.0,280.8,19164.6,2005957100.0,1590924300.0,46103.2,2792.3,1451.199951171875,7259.9795,3773.1196,324.50702,63.455574,29.184212,109.10611,14.458233,986.7744,103285600.0,2373.8276,834.2318,380.7129,5755.695,0.32885635,373.81226,194.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1980,West Virginia,West Virginia1980,54,2,0,0,0,0,0,.,,.,,.,,950423000.0,710535000.0,0.4477953,2640.31,2901.9,2679.0,-38.69,1551.7,1131.5,2091.7,3223.2,0.15,1,2,2,1,0,8118,9.6,0.2123465,0.1220736,19031,0.0038607,1949644,80.97,577.0,249.0,813.0,124.0,1.0,0,1,2,0,0,0,100,34,0,2.29,819.0,950.0,783750,676174,621505,136035,16785,7102,112148,2679.0,577.0,249.0,813.0,124.0,6134.9097,1321.33,570.20996,1861.77,283.96,18590.219,2176468700.0,1627125100.0,43580.99,3223.2,2091.699951171875,7381.128,4789.9927,314.6682,67.77288,29.246876,95.49282,14.56471,953.5186,111634160.0,2235.3306,860.9264,364.27164,5752.2295,0.3300074,378.5885,245.6855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
