state,year,office,dist,type,dem_share,dem_win,dem_share_next,dem_win_next,state_type2,gov_dem,st_dem
MI,1888,H,6.0,G,0.49564907,0.0,0.5101646,1.0,,0.0,
MI,1888,H,7.0,G,0.5060811,1.0,0.5366348,1.0,,0.0,
MI,1888,H,8.0,G,0.47629118,0.0,0.5011052,1.0,,0.0,
MI,1888,H,9.0,G,0.44752374,0.0,0.50094795,1.0,,0.0,
MI,1888,H,10.0,G,0.49847895,0.0,0.5262148,1.0,,0.0,
MI,1888,H,11.0,G,0.45500347,0.0,0.4660751,0.0,,0.0,
MI,1888,H,11.0,S,0.49070564,0.0,0.45500347,0.0,,0.0,
MI,1888,LANDS,,G,0.4733106,0.0,0.5043763,1.0,,0.0,
MI,1888,LT GOV,,G,0.47697538,0.0,0.50256664,1.0,,0.0,
MI,1888,SEC STATE,,G,0.47471434,0.0,0.50376874,1.0,,0.0,
MI,1888,TREASURER,,G,0.4751261,0.0,0.50123674,1.0,,0.0,
MI,1890,ATTY GENL,,G,0.52343154,1.0,0.5014833,1.0,,0.0,
MI,1890,AUDITOR,,G,0.5045658,1.0,0.46174592,0.0,,0.0,
MI,1890,EDUCATION,,G,0.5046808,1.0,0.47357908,0.0,,0.0,
MI,1890,G,,G,0.51618296,1.0,0.48113123,0.0,,0.0,
MI,1890,H,1.0,G,0.57874745,1.0,,,,0.0,
MI,1890,H,2.0,G,0.53065497,1.0,,,,0.0,
MI,1890,H,3.0,G,0.4601392,0.0,,,,0.0,
MI,1890,H,4.0,G,0.4937933,0.0,,,,0.0,
MI,1890,H,5.0,G,0.5269693,1.0,0.47298756,0.0,,0.0,
MI,1890,H,6.0,G,0.5101646,1.0,,,,0.0,
MI,1890,H,7.0,G,0.5366348,1.0,,,,0.0,
MI,1890,H,8.0,G,0.5011052,1.0,,,,0.0,
MI,1890,H,9.0,G,0.50094795,1.0,,,,0.0,
MI,1890,H,10.0,G,0.5262148,1.0,,,,0.0,
MI,1890,H,11.0,G,0.4660751,0.0,,,,0.0,
MI,1890,LANDS,,G,0.5043763,1.0,0.4994871,0.0,,0.0,
MI,1890,LT GOV,,G,0.50256664,1.0,0.47440442,0.0,,0.0,
MI,1890,SEC STATE,,G,0.50376874,1.0,0.47409675,0.0,,0.0,
MI,1890,TREASURER,,G,0.50123674,1.0,0.47810876,0.0,,0.0,
MI,1891,H,5.0,S,0.47298756,0.0,,,,1.0,
MI,1892,ATTY GENL,,G,0.5014833,1.0,0.34245154,0.0,,1.0,
MI,1892,AUDITOR,,G,0.46174592,0.0,0.343092,0.0,,1.0,
MI,1892,EDUCATION,,G,0.47357908,0.0,0.3503631,0.0,,1.0,
MI,1892,G,,G,0.48113123,0.0,0.35546058,0.0,,1.0,
MI,1892,H,1.0,G,0.5358202,1.0,,,,1.0,
MI,1892,H,2.0,G,0.50649023,1.0,0.426012,0.0,,1.0,
MI,1892,H,3.0,G,0.42605624,0.0,0.2864491,0.0,,1.0,
MI,1892,H,4.0,G,0.48670608,0.0,0.3125079,0.0,,1.0,
MI,1892,H,5.0,G,0.50012445,1.0,0.3425176,0.0,,1.0,
MI,1892,H,6.0,G,0.48308977,0.0,0.37660995,0.0,,1.0,
MI,1892,H,7.0,G,0.5082422,1.0,0.4043139,0.0,,1.0,
MI,1892,H,8.0,G,0.47710004,0.0,0.37919274,0.0,,1.0,
MI,1892,H,9.0,G,0.48305085,0.0,0.31183687,0.0,,1.0,
MI,1892,H,10.0,G,0.50439626,1.0,0.43310153,0.0,,1.0,
MI,1892,H,11.0,G,0.4662616,0.0,0.24936728,0.0,,1.0,
MI,1892,H,12.0,G,0.45345518,0.0,0.29390535,0.0,,1.0,
MI,1892,LANDS,,G,0.4994871,0.0,0.35087085,0.0,,1.0,
MI,1892,LT GOV,,G,0.47440442,0.0,0.3995915,0.0,,1.0,
MI,1892,SEC STATE,,G,0.47409675,0.0,0.35006356,0.0,,1.0,
MI,1892,TREASURER,,G,0.47810876,0.0,0.35074005,0.0,,1.0,
MI,1893,H,1.0,S,0.5173843,1.0,0.41942832,0.0,,0.0,
MI,1894,ATTY GENL,,G,0.34245154,0.0,0.44587073,0.0,,0.0,
MI,1894,AUDITOR,,G,0.343092,0.0,0.44479135,0.0,,0.0,
MI,1894,EDUCATION,,G,0.3503631,0.0,0.44162703,0.0,,0.0,
MI,1894,G,,G,0.35546058,0.0,0.42472813,0.0,,0.0,
MI,1894,H,1.0,G,0.41942832,0.0,0.44539618,0.0,,0.0,
MI,1894,H,2.0,G,0.426012,0.0,0.48550892,0.0,,0.0,
MI,1894,H,3.0,G,0.2864491,0.0,0.4787865,0.0,,0.0,
MI,1894,H,4.0,G,0.3125079,0.0,0.46441266,0.0,,0.0,
MI,1894,H,5.0,G,0.3425176,0.0,0.4523829,0.0,,0.0,
MI,1894,H,6.0,G,0.37660995,0.0,0.46609613,0.0,,0.0,
MI,1894,H,7.0,G,0.4043139,0.0,0.4452325,0.0,,0.0,
MI,1894,H,8.0,G,0.37919274,0.0,0.5101337,1.0,,0.0,
MI,1894,H,9.0,G,0.31183687,0.0,0.41092294,0.0,,0.0,
MI,1894,H,10.0,G,0.43310153,0.0,0.47303823,0.0,,0.0,
MI,1894,H,11.0,G,0.24936728,0.0,0.44584176,0.0,,0.0,
MI,1894,H,12.0,G,0.29390535,0.0,0.2964767,0.0,,0.0,
MI,1894,LANDS,,G,0.35087085,0.0,0.4415135,0.0,,0.0,
MI,1894,LT GOV,,G,0.3995915,0.0,0.44554183,0.0,,0.0,
MI,1894,SEC STATE,,G,0.35006356,0.0,0.4440575,0.0,,0.0,
MI,1894,TREASURER,,G,0.35074005,0.0,0.44666195,0.0,,0.0,
MI,1895,H,3.0,S,0.4787865,0.0,0.5043808,1.0,R,0.0,0.0
MI,1896,ATTY GENL,,G,0.44587073,0.0,0.41930276,0.0,R,0.0,0.0
MI,1896,AUDITOR,,G,0.44479135,0.0,0.4191993,0.0,R,0.0,0.0
MI,1896,EDUCATION,,G,0.44162703,0.0,0.41848975,0.0,R,0.0,0.0
MI,1896,G,,G,0.42472813,0.0,0.40872574,0.0,R,0.0,0.0
MI,1896,H,1.0,G,0.44539618,0.0,0.48038054,0.0,R,0.0,0.0
MI,1896,H,2.0,G,0.48550892,0.0,0.47717783,0.0,R,0.0,0.0
MI,1896,H,3.0,G,0.5043808,1.0,0.48394483,0.0,R,0.0,0.0
MI,1896,H,4.0,G,0.46441266,0.0,0.4409299,0.0,R,0.0,0.0
MI,1896,H,5.0,G,0.4523829,0.0,0.42179337,0.0,R,0.0,0.0
MI,1896,H,6.0,G,0.46609613,0.0,0.42764995,0.0,R,0.0,0.0
MI,1896,H,7.0,G,0.4452325,0.0,0.40900004,0.0,R,0.0,0.0
MI,1896,H,8.0,G,0.5101337,1.0,0.47320226,0.0,R,0.0,0.0
MI,1896,H,9.0,G,0.41092294,0.0,0.37196735,0.0,R,0.0,0.0
MI,1896,H,10.0,G,0.47303823,0.0,0.44527465,0.0,R,0.0,0.0
MI,1896,H,11.0,G,0.44584176,0.0,0.3888413,0.0,R,0.0,0.0
MI,1896,H,12.0,G,0.2964767,0.0,0.30958495,0.0,R,0.0,0.0
MI,1896,LANDS,,G,0.4415135,0.0,0.4198003,0.0,R,0.0,0.0
MI,1896,LT GOV,,G,0.44554183,0.0,0.4184267,0.0,R,0.0,0.0
MI,1896,SEC STATE,,G,0.4440575,0.0,0.41829628,0.0,R,0.0,0.0
MI,1896,TREASURER,,G,0.44666195,0.0,0.42556947,0.0,R,0.0,0.0
MI,1898,ATTY GENL,,G,0.41930276,0.0,0.40490666,0.0,R,0.0,0.0
MI,1898,AUDITOR,,G,0.4191993,0.0,0.40428418,0.0,R,0.0,0.0
MI,1898,EDUCATION,,G,0.41848975,0.0,0.40629563,0.0,R,0.0,0.0
MI,1898,G,,G,0.40872574,0.0,0.4253469,0.0,R,0.0,0.0
MI,1898,H,1.0,G,0.48038054,0.0,0.45019963,0.0,R,0.0,0.0
MI,1898,H,2.0,G,0.47717783,0.0,0.46445253,0.0,R,0.0,0.0
MI,1898,H,3.0,G,0.48394483,0.0,0.4504059,0.0,R,0.0,0.0
MI,1898,H,4.0,G,0.4409299,0.0,0.43262067,0.0,R,0.0,0.0
MI,1898,H,5.0,G,0.42179337,0.0,0.435206,0.0,R,0.0,0.0
MI,1898,H,6.0,G,0.42764995,0.0,0.44641688,0.0,R,0.0,0.0
MI,1898,H,7.0,G,0.40900004,0.0,0.41011786,0.0,R,0.0,0.0
MI,1898,H,8.0,G,0.47320226,0.0,0.44436413,0.0,R,0.0,0.0
MI,1898,H,9.0,G,0.37196735,0.0,0.36295193,0.0,R,0.0,0.0
MI,1898,H,10.0,G,0.44527465,0.0,0.39536694,0.0,R,0.0,0.0
MI,1898,H,11.0,G,0.3888413,0.0,0.33772755,0.0,R,0.0,0.0
MI,1898,H,12.0,G,0.30958495,0.0,0.2543567,0.0,R,0.0,0.0
MI,1898,LANDS,,G,0.4198003,0.0,0.406094,0.0,R,0.0,0.0
MI,1898,LT GOV,,G,0.4184267,0.0,0.4057529,0.0,R,0.0,0.0
MI,1898,SEC STATE,,G,0.41829628,0.0,0.3988725,0.0,R,0.0,0.0
MI,1898,TREASURER,,G,0.42556947,0.0,0.40561077,0.0,R,0.0,0.0
MI,1900,ATTY GENL,,G,0.40490666,0.0,0.40046304,0.0,R,0.0,0.0
MI,1900,AUDITOR,,G,0.40428418,0.0,0.4015912,0.0,R,0.0,0.0
MI,1900,EDUCATION,,G,0.40629563,0.0,0.40462446,0.0,R,0.0,0.0
MI,1900,G,,G,0.4253469,0.0,0.45175144,0.0,R,0.0,0.0
MI,1900,H,1.0,G,0.45019963,0.0,0.54443294,1.0,R,0.0,0.0
MI,1900,H,2.0,G,0.46445253,0.0,0.4530896,0.0,R,0.0,0.0
MI,1900,H,3.0,G,0.4504059,0.0,0.41318628,0.0,R,0.0,0.0
MI,1900,H,4.0,G,0.43262067,0.0,0.42706683,0.0,R,0.0,0.0
MI,1900,H,5.0,G,0.435206,0.0,0.37706527,0.0,R,0.0,0.0
MI,1900,H,6.0,G,0.44641688,0.0,0.43396807,0.0,R,0.0,0.0
MI,1900,H,7.0,G,0.41011786,0.0,0.4117647,0.0,R,0.0,0.0
MI,1900,H,8.0,G,0.44436413,0.0,0.39571244,0.0,R,0.0,0.0
MI,1900,H,9.0,G,0.36295193,0.0,0.29833558,0.0,R,0.0,0.0
MI,1900,H,10.0,G,0.39536694,0.0,0.4818495,0.0,R,0.0,0.0
MI,1900,H,11.0,G,0.33772755,0.0,0.30274314,0.0,R,0.0,0.0
MI,1900,H,12.0,G,0.2543567,0.0,0.28517058,0.0,R,0.0,0.0
MI,1900,LANDS,,G,0.406094,0.0,0.4019286,0.0,R,0.0,0.0
MI,1900,LT GOV,,G,0.4057529,0.0,0.4047834,0.0,R,0.0,0.0
MI,1900,SEC STATE,,G,0.3988725,0.0,0.40131858,0.0,R,0.0,0.0
MI,1900,TREASURER,,G,0.40561077,0.0,0.40227652,0.0,R,0.0,0.0
MI,1901,H,10.0,S,0.4818495,0.0,0.40968356,0.0,,0.0,
MI,1902,ATTY GENL,,G,0.40046304,0.0,0.31808004,0.0,,0.0,
MI,1902,AUDITOR,,G,0.4015912,0.0,0.31700012,0.0,,0.0,
MI,1902,EDUCATION,,G,0.40462446,0.0,0.3160368,0.0,,0.0,
MI,1902,G,,G,0.45175144,0.0,0.44064686,0.0,,0.0,
MI,1902,H,1.0,G,0.54443294,1.0,0.4150798,0.0,,0.0,
MI,1902,H,2.0,G,0.4530896,0.0,0.39592203,0.0,,0.0,
MI,1902,H,3.0,G,0.41318628,0.0,0.325173,0.0,,0.0,
MI,1902,H,4.0,G,0.42706683,0.0,0.33507073,0.0,,0.0,
MI,1902,H,5.0,G,0.37706527,0.0,0.2841473,0.0,,0.0,
MI,1902,H,6.0,G,0.43396807,0.0,0.36721945,0.0,,0.0,
MI,1902,H,7.0,G,0.4117647,0.0,0.33050472,0.0,,0.0,
MI,1902,H,8.0,G,0.39571244,0.0,0.3276332,0.0,,0.0,
MI,1902,H,9.0,G,0.29833558,0.0,0.23954771,0.0,,0.0,
MI,1902,H,10.0,G,0.40968356,0.0,0.27822763,0.0,,0.0,
MI,1902,H,11.0,G,0.30274314,0.0,0.251513,0.0,,0.0,
MI,1902,H,12.0,G,0.28517058,0.0,0.17758583,0.0,,0.0,
MI,1902,LANDS,,G,0.4019286,0.0,0.31497526,0.0,,0.0,
MI,1902,LT GOV,,G,0.4047834,0.0,0.33563745,0.0,,0.0,
MI,1902,SEC STATE,,G,0.40131858,0.0,0.3196868,0.0,,0.0,
MI,1902,TREASURER,,G,0.40227652,0.0,0.3205396,0.0,,0.0,
MI,1904,ATTY GENL,,G,0.31808004,0.0,0.3299031,0.0,,0.0,
MI,1904,AUDITOR,,G,0.31700012,0.0,0.33133158,0.0,,0.0,
MI,1904,EDUCATION,,G,0.3160368,0.0,0.34694922,0.0,,0.0,
MI,1904,G,,G,0.44064686,0.0,0.36360025,0.0,,0.0,
MI,1904,H,1.0,G,0.4150798,0.0,0.41691226,0.0,,0.0,
MI,1904,H,2.0,G,0.39592203,0.0,,0.0,,0.0,
MI,1904,H,3.0,G,0.325173,0.0,0.38178545,0.0,,0.0,
MI,1904,H,4.0,G,0.33507073,0.0,0.38390782,0.0,,0.0,
MI,1904,H,5.0,G,0.2841473,0.0,,0.0,,0.0,
MI,1904,H,6.0,G,0.36721945,0.0,0.3743385,0.0,,0.0,
MI,1904,H,7.0,G,0.33050472,0.0,0.39206484,0.0,,0.0,
MI,1904,H,8.0,G,0.3276332,0.0,,0.0,,0.0,
MI,1904,H,9.0,G,0.23954771,0.0,0.2689452,0.0,,0.0,
MI,1904,H,10.0,G,0.27822763,0.0,,0.0,,0.0,
MI,1904,H,11.0,G,0.251513,0.0,0.29332346,0.0,,0.0,
MI,1904,H,12.0,G,0.17758583,0.0,0.22091234,0.0,,0.0,
MI,1904,LANDS,,G,0.31497526,0.0,0.3456227,0.0,,0.0,
MI,1904,LT GOV,,G,0.33563745,0.0,0.3507705,0.0,,0.0,
MI,1904,SEC STATE,,G,0.3196868,0.0,0.34680358,0.0,,0.0,
MI,1904,TREASURER,,G,0.3205396,0.0,0.35105836,0.0,,0.0,
MI,1906,ATTY GENL,,G,0.3299031,0.0,0.35345986,0.0,R,0.0,0.0
MI,1906,AUDITOR,,G,0.33133158,0.0,0.34827006,0.0,R,0.0,0.0
MI,1906,EDUCATION,,G,0.34694922,0.0,0.35228077,0.0,R,0.0,0.0
MI,1906,G,,G,0.36360025,0.0,0.4907431,0.0,R,0.0,0.0
MI,1906,H,1.0,G,0.41691226,0.0,0.41409785,0.0,R,0.0,0.0
MI,1906,H,2.0,G,0.0,0.0,0.40433106,0.0,R,0.0,0.0
MI,1906,H,3.0,G,0.38178545,0.0,0.4398511,0.0,R,0.0,0.0
MI,1906,H,4.0,G,0.38390782,0.0,0.3819427,0.0,R,0.0,0.0
MI,1906,H,5.0,G,0.0,0.0,0.46898153,0.0,R,0.0,0.0
MI,1906,H,6.0,G,0.3743385,0.0,0.39934766,0.0,R,0.0,0.0
MI,1906,H,7.0,G,0.39206484,0.0,0.3769675,0.0,R,0.0,0.0
MI,1906,H,8.0,G,0.0,0.0,0.39672336,0.0,R,0.0,0.0
MI,1906,H,9.0,G,0.2689452,0.0,0.27893537,0.0,R,0.0,0.0
MI,1906,H,10.0,G,0.0,0.0,0.3384414,0.0,R,0.0,0.0
MI,1906,H,11.0,G,0.29332346,0.0,0.2952034,0.0,R,0.0,0.0
MI,1906,H,12.0,G,0.22091234,0.0,0.27785504,0.0,R,0.0,0.0
MI,1906,LANDS,,G,0.3456227,0.0,0.35093886,0.0,R,0.0,0.0
MI,1906,LT GOV,,G,0.3507705,0.0,0.36898527,0.0,R,0.0,0.0
MI,1906,SEC STATE,,G,0.34680358,0.0,0.35542327,0.0,R,0.0,0.0
MI,1906,TREASURER,,G,0.35105836,0.0,0.35563534,0.0,R,0.0,0.0
MI,1907,H,5.0,S,0.46898153,0.0,0.43711066,0.0,R,0.0,0.0
MI,1908,ATTY GENL,,G,0.35345986,0.0,0.37182656,0.0,R,0.0,0.0
MI,1908,AUDITOR,,G,0.34827006,0.0,0.3732201,0.0,R,0.0,0.0
MI,1908,EDUCATION,,G,0.35228077,0.0,0.32433125,0.0,R,0.0,0.0
MI,1908,G,,G,0.4907431,0.0,0.4406561,0.0,R,0.0,0.0
MI,1908,H,1.0,G,0.41409785,0.0,0.54110956,1.0,R,0.0,0.0
MI,1908,H,2.0,G,0.40433106,0.0,0.41313848,0.0,R,0.0,0.0
MI,1908,H,3.0,G,0.4398511,0.0,0.39078617,0.0,R,0.0,0.0
MI,1908,H,4.0,G,0.3819427,0.0,0.41351342,0.0,R,0.0,0.0
MI,1908,H,5.0,G,0.43711066,0.0,0.5105676,1.0,R,0.0,0.0
MI,1908,H,6.0,G,0.39934766,0.0,0.4410651,0.0,R,0.0,0.0
MI,1908,H,7.0,G,0.3769675,0.0,0.42175907,0.0,R,0.0,0.0
MI,1908,H,8.0,G,0.39672336,0.0,0.4153798,0.0,R,0.0,0.0
MI,1908,H,9.0,G,0.27893537,0.0,0.32140625,0.0,R,0.0,0.0
MI,1908,H,10.0,G,0.3384414,0.0,0.36738637,0.0,R,0.0,0.0
MI,1908,H,11.0,G,0.2952034,0.0,0.30669352,0.0,R,0.0,0.0
MI,1908,H,12.0,G,0.27785504,0.0,0.2619119,0.0,R,0.0,0.0
MI,1908,LANDS,,G,0.35093886,0.0,0.371781,0.0,R,0.0,0.0
MI,1908,LT GOV,,G,0.36898527,0.0,0.38325825,0.0,R,0.0,0.0
MI,1908,SEC STATE,,G,0.35542327,0.0,0.37414917,0.0,R,0.0,0.0
MI,1908,TREASURER,,G,0.35563534,0.0,0.37337703,0.0,R,0.0,0.0
MI,1909,EDUCATION,,G,0.32433125,0.0,0.32427824,0.0,R,0.0,0.0
MI,1910,ATTY GENL,,G,0.37182656,0.0,0.45472878,0.0,R,0.0,0.0
MI,1910,AUDITOR,,G,0.3732201,0.0,0.45449424,0.0,R,0.0,0.0
MI,1910,G,,G,0.4406561,0.0,0.533043,1.0,R,0.0,0.0
MI,1910,H,1.0,G,0.54110956,1.0,0.5749618,1.0,R,0.0,0.0
MI,1910,H,2.0,G,0.41313848,0.0,0.5016611,1.0,R,0.0,0.0
MI,1910,H,3.0,G,0.39078617,0.0,0.4978172,0.0,R,0.0,0.0
MI,1910,H,4.0,G,0.41351342,0.0,0.4930408,0.0,R,0.0,0.0
MI,1910,H,5.0,G,0.5105676,1.0,0.49086544,0.0,R,0.0,0.0
MI,1910,H,6.0,G,0.4410651,0.0,0.45917502,0.0,R,0.0,0.0
MI,1910,H,7.0,G,0.42175907,0.0,0.4429431,0.0,R,0.0,0.0
MI,1910,H,8.0,G,0.4153798,0.0,0.46588796,0.0,R,0.0,0.0
MI,1910,H,9.0,G,0.32140625,0.0,0.4012809,0.0,R,0.0,0.0
MI,1910,H,10.0,G,0.36738637,0.0,,,R,0.0,0.0
MI,1910,H,11.0,G,0.30669352,0.0,0.3265769,0.0,R,0.0,0.0
MI,1910,H,12.0,G,0.2619119,0.0,,,R,0.0,0.0
MI,1910,LANDS,,G,0.371781,0.0,0.45976043,0.0,R,0.0,0.0
MI,1910,LT GOV,,G,0.38325825,0.0,0.46910658,0.0,R,0.0,0.0
MI,1910,S,1.0,G,0.0,0.0,0.41431007,0.0,R,0.0,0.0
MI,1910,SEC STATE,,G,0.37414917,0.0,0.45377794,0.0,R,0.0,0.0
MI,1910,TREASURER,,G,0.37337703,0.0,0.46032104,0.0,R,0.0,0.0
MI,1911,EDUCATION,,G,0.32427824,0.0,0.42491025,0.0,R,0.0,0.0
MI,1912,ATTY GENL,,G,0.45472878,0.0,0.38533974,0.0,R,0.0,0.0
MI,1912,AUDITOR,,G,0.45449424,0.0,0.3920615,0.0,R,0.0,0.0
MI,1912,G,,G,0.533043,1.0,0.54610795,1.0,R,0.0,0.0
MI,1912,H,1.0,G,0.5749618,1.0,,,R,0.0,0.0
MI,1912,H,2.0,G,0.5016611,1.0,,,R,0.0,0.0
MI,1912,H,3.0,G,0.4978172,0.0,,,R,0.0,0.0
MI,1912,H,4.0,G,0.4930408,0.0,,,R,0.0,0.0
MI,1912,H,5.0,G,0.49086544,0.0,,,R,0.0,0.0
MI,1912,H,6.0,G,0.45917502,0.0,,,R,0.0,0.0
MI,1912,H,7.0,G,0.4429431,0.0,,,R,0.0,0.0
MI,1912,H,8.0,G,0.46588796,0.0,,,R,0.0,0.0
MI,1912,H,9.0,G,0.4012809,0.0,,,R,0.0,0.0
MI,1912,H,11.0,G,0.3265769,0.0,,,R,0.0,0.0
MI,1912,H,98.0,G,0.45046693,0.0,,,R,0.0,0.0
MI,1912,LANDS,,G,0.45976043,0.0,,,R,0.0,0.0
MI,1912,LT GOV,,G,0.46910658,0.0,0.42353284,0.0,R,0.0,0.0
MI,1912,S,2.0,G,0.0,0.0,0.49125284,0.0,R,0.0,0.0
MI,1912,SEC STATE,,G,0.45377794,0.0,0.39805967,0.0,R,0.0,0.0
MI,1912,TREASURER,,G,0.46032104,0.0,0.39336032,0.0,R,0.0,0.0
MI,1913,EDUCATION,,G,0.42491025,0.0,0.3090221,0.0,R,1.0,0.0
MI,1914,ATTY GENL,,G,0.38533974,0.0,0.42368078,0.0,R,1.0,0.0
MI,1914,AUDITOR,,G,0.3920615,0.0,0.42076272,0.0,R,1.0,0.0
MI,1914,G,,G,0.54610795,1.0,0.42097285,0.0,R,1.0,0.0
MI,1914,H,1.0,G,0.66935146,1.0,0.52570665,1.0,R,1.0,0.0
MI,1914,H,2.0,G,0.5029059,1.0,0.43862343,0.0,R,1.0,0.0
MI,1914,H,3.0,G,0.45847902,0.0,0.48146373,0.0,R,1.0,0.0
MI,1914,H,4.0,G,0.41999438,0.0,0.4330742,0.0,R,1.0,0.0
MI,1914,H,5.0,G,0.34398568,0.0,0.47146872,0.0,R,1.0,0.0
MI,1914,H,6.0,G,0.43940058,0.0,0.44586617,0.0,R,1.0,0.0
MI,1914,H,7.0,G,0.3185817,0.0,0.31776252,0.0,R,1.0,0.0
MI,1914,H,8.0,G,0.43718383,0.0,0.4557907,0.0,R,1.0,0.0
MI,1914,H,9.0,G,0.2901978,0.0,0.38973978,0.0,R,1.0,0.0
MI,1914,H,10.0,G,0.3531609,0.0,0.39845145,0.0,R,1.0,0.0
MI,1914,H,11.0,G,0.35295573,0.0,0.36856556,0.0,R,1.0,0.0
MI,1914,H,12.0,G,0.25414875,0.0,0.3590301,0.0,R,1.0,0.0
MI,1914,H,13.0,G,0.30263588,0.0,0.3929712,0.0,R,1.0,0.0
MI,1914,LT GOV,,G,0.42353284,0.0,0.42019877,0.0,R,1.0,0.0
MI,1914,SEC STATE,,G,0.39805967,0.0,0.42009833,0.0,R,1.0,0.0
MI,1914,TREASURER,,G,0.39336032,0.0,0.4209988,0.0,R,1.0,0.0
MI,1915,EDUCATION,,G,0.3090221,0.0,,,R,1.0,0.0
MI,1916,ATTY GENL,,G,0.42368078,0.0,0.34776285,0.0,R,1.0,0.0
MI,1916,AUDITOR,,G,0.42076272,0.0,0.34735438,0.0,R,1.0,0.0
MI,1916,G,,G,0.42097285,0.0,0.37220392,0.0,R,1.0,0.0
MI,1916,H,1.0,G,0.52570665,1.0,0.615891,1.0,R,1.0,0.0
MI,1916,H,3.0,G,0.48146373,0.0,0.37284642,0.0,R,1.0,0.0
MI,1916,H,4.0,G,0.4330742,0.0,0.34152335,0.0,R,1.0,0.0
MI,1916,H,5.0,G,0.47146872,0.0,0.31997034,0.0,R,1.0,0.0
MI,1916,H,6.0,G,0.44586617,0.0,,0.0,R,1.0,0.0
MI,1916,H,7.0,G,0.31776252,0.0,,,R,1.0,0.0
MI,1916,H,8.0,G,0.4557907,0.0,,,R,1.0,0.0
MI,1916,H,9.0,G,0.38973978,0.0,0.32061216,0.0,R,1.0,0.0
MI,1916,H,10.0,G,0.39845145,0.0,0.3110662,0.0,R,1.0,0.0
MI,1916,H,11.0,G,0.36856556,0.0,,,R,1.0,0.0
MI,1916,H,12.0,G,0.3590301,0.0,0.2784214,0.0,R,1.0,0.0
MI,1916,H,13.0,G,0.3929712,0.0,0.3214266,0.0,R,1.0,0.0
MI,1916,LT GOV,,G,0.42019877,0.0,0.36807236,0.0,R,1.0,0.0
MI,1916,S,1.0,G,0.41431007,0.0,0.5113467,1.0,R,1.0,0.0
MI,1916,SEC STATE,,G,0.42009833,0.0,0.34721342,0.0,R,1.0,0.0
MI,1916,TREASURER,,G,0.4209988,0.0,0.35611692,0.0,R,1.0,0.0
MI,1918,ATTY GENL,,G,0.34776285,0.0,0.2389651,0.0,R,0.0,0.0
MI,1918,AUDITOR,,G,0.34735438,0.0,0.23545149,0.0,R,0.0,0.0
MI,1918,G,,G,0.37220392,0.0,0.30635485,0.0,R,0.0,0.0
MI,1918,H,1.0,G,0.615891,1.0,0.18172224,0.0,R,0.0,0.0
MI,1918,H,2.0,G,0.43862343,0.0,,,R,0.0,0.0
MI,1918,H,3.0,G,0.37284642,0.0,,,R,0.0,0.0
MI,1918,H,4.0,G,0.34152335,0.0,0.24175282,0.0,R,0.0,0.0
MI,1918,H,5.0,G,0.31997034,0.0,,,R,0.0,0.0
MI,1918,H,6.0,G,0.0,0.0,0.24508996,0.0,R,0.0,0.0
MI,1918,H,7.0,G,1.0,1.0,0.19275816,0.0,R,0.0,0.0
MI,1918,H,8.0,G,1.0,1.0,,,R,0.0,0.0
MI,1918,H,9.0,G,0.32061216,0.0,,,R,0.0,0.0
MI,1918,H,10.0,G,0.3110662,0.0,,,R,0.0,0.0
MI,1918,H,11.0,G,1.0,1.0,,0.0,R,0.0,0.0
MI,1918,H,12.0,G,0.2784214,0.0,,,R,0.0,0.0
MI,1918,H,13.0,G,0.3214266,0.0,0.27184013,0.0,R,0.0,0.0
MI,1918,LT GOV,,G,0.36807236,0.0,0.24877557,0.0,R,0.0,0.0
MI,1918,S,2.0,G,0.49125284,0.0,0.24118418,0.0,R,0.0,0.0
MI,1918,SEC STATE,,G,0.34721342,0.0,0.24333534,0.0,R,0.0,0.0
MI,1918,TREASURER,,G,0.35611692,0.0,0.23830578,0.0,R,0.0,0.0
MI,1920,ATTY GENL,,G,0.2389651,0.0,0.33618656,0.0,R,0.0,0.0
MI,1920,AUDITOR,,G,0.23545149,0.0,,0.0,R,0.0,0.0
MI,1920,G,,G,0.30635485,0.0,0.37944663,0.0,R,0.0,0.0
MI,1920,H,1.0,G,0.18172224,0.0,0.56476253,1.0,R,0.0,0.0
MI,1920,H,2.0,G,1.0,1.0,0.4260865,0.0,R,0.0,0.0
MI,1920,H,3.0,G,1.0,1.0,0.23731738,0.0,R,0.0,0.0
MI,1920,H,4.0,G,0.24175282,0.0,0.345839,0.0,R,0.0,0.0
MI,1920,H,5.0,G,1.0,1.0,0.28885403,0.0,R,0.0,0.0
MI,1920,H,6.0,G,0.24508996,0.0,0.38458806,0.0,R,0.0,0.0
MI,1920,H,7.0,G,0.19275816,0.0,0.27545685,0.0,R,0.0,0.0
MI,1920,H,8.0,G,1.0,1.0,0.36586645,0.0,R,0.0,0.0
MI,1920,H,9.0,G,1.0,1.0,,0.0,R,0.0,0.0
MI,1920,H,10.0,G,1.0,1.0,,0.0,R,0.0,0.0
MI,1920,H,11.0,G,0.0,0.0,0.3073581,0.0,R,0.0,0.0
MI,1920,H,12.0,G,1.0,1.0,0.20550103,0.0,R,0.0,0.0
MI,1920,H,13.0,G,0.28651413,0.0,0.29270682,0.0,R,0.0,0.0
MI,1920,H,13.0,S,0.27184013,0.0,0.28651413,0.0,R,0.0,0.0
