X,duration,cblame_1,tblame_1,mc,lc_c,direct_c,lt_c,lc_t,direct_t,lt_t,sex,age,race,income,worry,twitter,party,lean,ideology,state,ch,covid,virus,list,blame,direct,ict.c,ict.t,ict,Y.c,Y.t,ido,ido1,inc,wor,social,ID,Item,ch1,male,female,young,midage,old,white,blk,his,asian,other,hwor,lwor,hsocial,lsocial,Dem,Rep,Ind,lib,con,mod,low,med,high,mcr,group
653,110,NA,0,Chinese Virus,NA,NA,NA,0,0,NA,1,36,Hispanic,"$50,000 to $74,999",Not worried at all,About half the time,Republican,,Very conservative,Colorado,1,NA,0,0,0,0,NA,0,0,NA,0,1,1,4,0,2,653,3-item,b,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,virus3
654,123,NA,0,Chinese Virus,NA,NA,NA,3,1,NA,1,29,White,"$75,000 to $99,999",Not too worried,Always,Independent,No opinion,Moderate,New York,1,NA,0,0,0,1,NA,3,3,NA,4,3,2,5,1,4,654,3-item,b,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,virus3
655,177,NA,60,Chinese Virus,NA,NA,NA,2,1,NA,0,28,White,"$35,000 to $49,999",Somewhat worried,Most of the time,Republican,,Conservative,Texas,1,NA,0,0,60,1,NA,2,2,NA,3,2,1,3,2,3,655,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
656,136,NA,0,COVID-19,NA,NA,NA,NA,NA,2,0,35,White,"$75,000 to $99,999",Not worried at all,Always,Republican,,Conservative,Arizona,1,NA,1,1,0,NA,NA,2,2,NA,2,2,1,5,0,4,656,4-item,b,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,virus4
657,125,20,NA,COVID-19,NA,NA,1,NA,NA,NA,0,52,Hispanic,"$25,000 to $34,999",Not too worried,Sometimes,Democrat,,Moderate,Florida,0,1,NA,1,20,NA,1,NA,1,1,NA,3,2,2,1,1,657,4-item,a,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,covid4
658,413,66,NA,COVID-19,2,0,NA,NA,NA,NA,0,41,White,"$50,000 to $74,999",Not too worried,About half the time,Republican,,Moderate,South Dakota,0,0,NA,0,66,0,2,NA,2,2,NA,3,2,4,1,2,658,3-item,a,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,covid3
659,301,70,NA,COVID-19,NA,NA,2,NA,NA,NA,0,62,White,"$150,000 or more",Very worried,Sometimes,Democrat,,Liberal,Ohio,0,1,NA,1,70,NA,2,NA,2,2,NA,4,3,7,3,1,659,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid4
660,139,20,NA,COVID-19,NA,NA,3,NA,NA,NA,0,41,White,"$50,000 to $74,999",Somewhat worried,Never,Independent,Democratic,Very Liberal,Missouri,0,1,NA,1,20,NA,3,NA,3,3,NA,5,3,4,2,0,660,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
661,157,NA,75,Chinese Virus,NA,NA,NA,NA,NA,1,0,29,White,"$100,000 to $149,999",Somewhat worried,Never,Democrat,,Moderate,Illinois,1,NA,1,1,75,NA,NA,1,1,NA,1,3,2,6,2,0,661,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,virus4
662,83,NA,85,COVID-19,NA,NA,NA,NA,NA,3,1,45,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Independent,Democratic,Moderate,Michigan,1,NA,1,1,85,NA,NA,3,3,NA,3,3,2,5,2,1,662,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,virus4
663,236,50,NA,COVID-19,NA,NA,2,NA,NA,NA,0,49,White,"Less than $25,000",Very worried,Sometimes,Independent,No opinion,Very Liberal,Florida,0,1,NA,1,50,NA,2,NA,2,2,NA,5,3,1,3,1,663,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,covid4
664,123,NA,0,Chinese Virus,NA,NA,NA,NA,NA,2,1,67,White,"$100,000 to $149,999",Somewhat worried,Most of the time,Republican,,Conservative,Virginia,1,NA,1,1,0,NA,NA,2,2,NA,2,2,1,6,2,3,664,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,virus4
665,93,NA,76,Chinese Virus,NA,NA,NA,1,0,NA,0,38,White,"$35,000 to $49,999",Somewhat worried,About half the time,Democrat,,Liberal,Florida,1,NA,0,0,76,0,NA,1,1,NA,1,4,3,3,2,2,665,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
666,205,0,NA,COVID-19,1,0,NA,NA,NA,NA,0,48,White,"$50,000 to $74,999",Very worried,Most of the time,Republican,,Very conservative,Mississippi,0,0,NA,0,0,0,1,NA,1,1,NA,1,1,4,3,3,666,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,covid3
667,181,NA,10,Chinese Virus,NA,NA,NA,NA,NA,1,1,51,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Democrat,,Liberal,District of Columbia,1,NA,1,1,10,NA,NA,1,1,NA,1,4,3,6,2,1,667,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
668,138,75,NA,COVID-19,1,0,NA,NA,NA,NA,0,66,White,"Less than $25,000",Somewhat worried,Most of the time,Independent,Democratic,Very Liberal,Alabama,0,0,NA,0,75,0,1,NA,1,1,NA,5,3,1,2,3,668,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid3
669,226,17,NA,COVID-19,NA,NA,1,NA,NA,NA,1,29,Black,"$25,000 to $34,999",Very worried,Always,Democrat,,Liberal,Georgia,0,1,NA,1,17,NA,1,NA,1,1,NA,4,3,2,3,4,669,4-item,a,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
670,156,NA,70,Chinese Virus,NA,NA,NA,NA,NA,2,1,33,White,"Less than $25,000",Somewhat worried,About half the time,Independent,Republican,Moderate,Illinois,1,NA,1,1,70,NA,NA,2,2,NA,2,3,2,1,2,2,670,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,virus4
671,163,NA,60,Chinese Virus,NA,NA,NA,0,0,NA,0,49,White,"$100,000 to $149,999",Very worried,About half the time,Independent,No opinion,Very conservative,Wisconsin,1,NA,0,0,60,0,NA,0,0,NA,0,1,1,6,3,2,671,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,virus3
672,297,85,NA,COVID-19,2,0,NA,NA,NA,NA,0,30,Black,"$35,000 to $49,999",Not worried at all,Sometimes,Democrat,,Conservative,Georgia,0,0,NA,0,85,0,2,NA,2,2,NA,2,1,3,0,1,672,3-item,a,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,covid3
673,207,NA,50,Chinese Virus,NA,NA,NA,1,0,NA,0,30,White,"Less than $25,000",Not worried at all,Sometimes,Democrat,,Liberal,California,1,NA,0,0,50,0,NA,1,1,NA,1,4,3,1,0,1,673,3-item,b,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,virus3
674,215,24,NA,COVID-19,3,0,NA,NA,NA,NA,0,50,White,"Less than $25,000",Somewhat worried,About half the time,Republican,,Moderate,Arkansas,0,0,NA,0,24,0,3,NA,3,3,NA,3,2,1,2,2,674,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,covid3
675,183,NA,1,Chinese Virus,NA,NA,NA,NA,NA,3,0,71,White,"$50,000 to $74,999",Very worried,Sometimes,Republican,,Very conservative,Tennessee,1,NA,1,1,1,NA,NA,3,3,NA,3,1,1,4,3,1,675,4-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,virus4
676,286,NA,0,Chinese Virus,NA,NA,NA,NA,NA,3,1,73,White,"$35,000 to $49,999",Somewhat worried,Always,Republican,,Conservative,Alabama,1,NA,1,1,0,NA,NA,3,3,NA,3,2,1,3,2,4,676,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus4
677,255,29,NA,COVID-19,NA,NA,1,NA,NA,NA,0,44,White,"$35,000 to $49,999",Not too worried,Most of the time,Republican,,Very conservative,Georgia,0,1,NA,1,29,NA,1,NA,1,1,NA,1,1,3,1,3,677,4-item,a,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,covid4
678,143,13,NA,COVID-19,NA,NA,1,NA,NA,NA,1,55,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Republican,,Conservative,Oregon,0,1,NA,1,13,NA,1,NA,1,1,NA,2,1,4,2,1,678,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,covid4
679,395,NA,40,Chinese Virus,NA,NA,NA,2,0,NA,0,57,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Republican,,Liberal,California,1,NA,0,0,40,0,NA,2,2,NA,2,4,3,5,2,1,679,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,virus3
680,190,NA,100,Chinese Virus,NA,NA,NA,NA,NA,4,0,38,Black,"$50,000 to $74,999",Somewhat worried,Always,Democrat,,Liberal,Illinois,1,NA,1,1,100,NA,NA,4,4,NA,4,4,3,4,2,4,680,4-item,b,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
681,135,NA,80,Chinese Virus,NA,NA,NA,NA,NA,1,1,31,White,"$50,000 to $74,999",Somewhat worried,About half the time,Democrat,,Very Liberal,Pennsylvania,1,NA,1,1,80,NA,NA,1,1,NA,1,5,3,4,2,2,681,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
682,637,42,NA,COVID-19,NA,NA,2,NA,NA,NA,1,34,White,"$35,000 to $49,999",Very worried,Sometimes,Democrat,,Very Liberal,Minnesota,0,1,NA,1,42,NA,2,NA,2,2,NA,5,3,3,3,1,682,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
683,211,NA,95,COVID-19,NA,NA,NA,NA,NA,2,0,44,White,"$75,000 to $99,999",Somewhat worried,Most of the time,Independent,Republican,Conservative,Oregon,1,NA,1,1,95,NA,NA,2,2,NA,2,2,1,5,2,3,683,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,virus4
684,181,24,NA,COVID-19,2,0,NA,NA,NA,NA,1,62,White,"$50,000 to $74,999",Very worried,Sometimes,Republican,,Conservative,Florida,0,0,NA,0,24,0,2,NA,2,2,NA,2,1,4,3,1,684,3-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,covid3
685,94,NA,30,Chinese Virus,NA,NA,NA,NA,NA,1,1,24,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Republican,,Conservative,Wisconsin,1,NA,1,1,30,NA,NA,1,1,NA,1,2,1,4,2,1,685,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,virus4
686,120,NA,31,Chinese Virus,NA,NA,NA,2,0,NA,1,24,Hispanic,"$75,000 to $99,999",Not worried at all,Most of the time,Democrat,,Very Liberal,California,1,NA,0,0,31,0,NA,2,2,NA,2,5,3,5,0,3,686,3-item,b,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,virus3
687,337,NA,61,Chinese Virus,NA,NA,NA,1,0,NA,0,56,White,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Liberal,Florida,1,NA,0,0,61,0,NA,1,1,NA,1,4,3,1,2,1,687,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus3
688,321,60,NA,COVID-19,NA,NA,1,NA,NA,NA,0,73,White,"$35,000 to $49,999",Very worried,Most of the time,Democrat,,Very Liberal,Florida,0,1,NA,1,60,NA,1,NA,1,1,NA,5,3,3,3,3,688,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
689,953,75,NA,COVID-19,1,0,NA,NA,NA,NA,1,33,White,"$75,000 to $99,999",Somewhat worried,Never,Independent,Democratic,Very Liberal,Florida,0,0,NA,0,75,0,1,NA,1,1,NA,5,3,5,2,0,689,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
690,117,NA,0,Chinese Virus,NA,NA,NA,NA,NA,1,1,55,White,"$50,000 to $74,999",Not worried at all,Sometimes,Republican,,Conservative,Wisconsin,1,NA,1,1,0,NA,NA,1,1,NA,1,2,1,4,0,1,690,4-item,b,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,virus4
691,122,60,NA,COVID-19,NA,NA,1,NA,NA,NA,0,20,White,"$35,000 to $49,999",Somewhat worried,Never,Democrat,,Liberal,Georgia,0,1,NA,1,60,NA,1,NA,1,1,NA,4,3,3,2,0,691,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
692,81,71,NA,COVID-19,2,0,NA,NA,NA,NA,1,34,White,"$150,000 or more",Very worried,Most of the time,Republican,,Conservative,Connecticut,0,0,NA,0,71,0,2,NA,2,2,NA,2,1,7,3,3,692,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
693,169,66,NA,COVID-19,1,0,NA,NA,NA,NA,0,25,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,Pennsylvania,0,0,NA,0,66,0,1,NA,1,1,NA,5,3,5,2,1,693,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
694,123,NA,50,Chinese Virus,NA,NA,NA,NA,NA,1,1,35,White,"$75,000 to $99,999",Somewhat worried,Most of the time,Democrat,,Liberal,Minnesota,1,NA,1,1,50,NA,NA,1,1,NA,1,4,3,5,2,3,694,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
695,125,100,NA,COVID-19,1,0,NA,NA,NA,NA,1,46,Asian,"$150,000 or more",Very worried,Never,Democrat,,Liberal,New Jersey,0,0,NA,0,100,0,1,NA,1,1,NA,4,3,7,3,0,695,3-item,a,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid3
696,281,40,NA,COVID-19,1,0,NA,NA,NA,NA,1,29,White,"$35,000 to $49,999",Somewhat worried,About half the time,Independent,Democratic,Liberal,California,0,0,NA,0,40,0,1,NA,1,1,NA,4,3,3,2,2,696,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
697,96,67,NA,COVID-19,1,0,NA,NA,NA,NA,0,38,White,"$35,000 to $49,999",Somewhat worried,About half the time,Independent,Democratic,Moderate,Pennsylvania,0,0,NA,0,67,0,1,NA,1,1,NA,3,2,3,2,2,697,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,covid3
698,161,NA,68,COVID-19,NA,NA,NA,1,0,NA,0,37,Black,"$25,000 to $34,999",Not too worried,Sometimes,Independent,No opinion,Moderate,Georgia,1,NA,0,0,68,0,NA,1,1,NA,1,3,2,2,1,1,698,3-item,b,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,virus3
699,355,NA,51,Chinese Virus,NA,NA,NA,3,1,NA,0,59,Black,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Very Liberal,Illinois,1,NA,0,0,51,1,NA,3,3,NA,4,5,3,1,2,1,699,3-item,b,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus3
700,125,NA,20,COVID-19,NA,NA,NA,NA,NA,1,0,26,White,"$25,000 to $34,999",Not too worried,Sometimes,Independent,No opinion,No opinion,Florida,1,NA,1,1,20,NA,NA,1,1,NA,1,3,4,2,1,1,700,4-item,b,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,virus4
701,145,NA,15,Chinese Virus,NA,NA,NA,1,0,NA,1,29,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,Massachusetts,1,NA,0,0,15,0,NA,1,1,NA,1,5,3,4,2,1,701,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
702,102,5,NA,COVID-19,NA,NA,3,NA,NA,NA,1,38,White,"$100,000 to $149,999",Somewhat worried,About half the time,Republican,,Very conservative,Wisconsin,0,1,NA,1,5,NA,3,NA,3,3,NA,1,1,6,2,2,702,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid4
703,204,NA,75,COVID-19,NA,NA,NA,NA,NA,1,1,57,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Kentucky,1,NA,1,1,75,NA,NA,1,1,NA,1,5,3,4,2,3,703,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,virus4
704,258,NA,100,COVID-19,NA,NA,NA,1,0,NA,0,33,White,"$75,000 to $99,999",Very worried,Always,Independent,Democratic,Very Liberal,Florida,1,NA,0,0,100,0,NA,1,1,NA,1,5,3,5,3,4,704,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,virus3
705,112,NA,0,Chinese Virus,NA,NA,NA,NA,NA,2,0,21,White,"$50,000 to $74,999",Very worried,Sometimes,Democrat,,Moderate,Indiana,1,NA,1,1,0,NA,NA,2,2,NA,2,3,2,4,3,1,705,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,virus4
706,258,NA,50,Chinese Virus,NA,NA,NA,1,0,NA,1,33,Black,"$25,000 to $34,999",Somewhat worried,Sometimes,Democrat,,Very Liberal,Pennsylvania,1,NA,0,0,50,0,NA,1,1,NA,1,5,3,2,2,1,706,3-item,b,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
707,136,0,NA,COVID-19,NA,NA,0,NA,NA,NA,1,39,White,"$35,000 to $49,999",Not too worried,Never,Republican,,Conservative,South Dakota,0,1,NA,1,0,NA,0,NA,0,0,NA,2,1,3,1,0,707,4-item,a,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,covid4
708,227,80,NA,COVID-19,1,0,NA,NA,NA,NA,1,32,White,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Liberal,Kentucky,0,0,NA,0,80,0,1,NA,1,1,NA,4,3,2,3,3,708,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
709,221,NA,100,Chinese Virus,NA,NA,NA,1,0,NA,1,31,Asian,"$25,000 to $34,999",Somewhat worried,About half the time,Democrat,,Liberal,Minnesota,1,NA,0,0,100,0,NA,1,1,NA,1,4,3,2,2,2,709,3-item,b,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
710,198,60,NA,COVID-19,NA,NA,2,NA,NA,NA,0,26,White,"$75,000 to $99,999",Somewhat worried,Never,Independent,Republican,Conservative,North Carolina,0,1,NA,1,60,NA,2,NA,2,2,NA,2,1,5,2,0,710,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
711,131,NA,77,COVID-19,NA,NA,NA,1,1,NA,1,25,White,"Less than $25,000",Very worried,Sometimes,Republican,,Conservative,Ohio,1,NA,0,0,77,1,NA,1,1,NA,2,2,1,1,3,1,711,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,virus3
712,159,50,NA,COVID-19,2,0,NA,NA,NA,NA,0,54,White,"$75,000 to $99,999",Somewhat worried,About half the time,Republican,,Conservative,Florida,0,0,NA,0,50,0,2,NA,2,2,NA,2,1,5,2,2,712,3-item,a,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
713,94,70,NA,COVID-19,1,0,NA,NA,NA,NA,1,23,Other,"$150,000 or more",Not too worried,Always,Democrat,,Liberal,Texas,0,0,NA,0,70,0,1,NA,1,1,NA,4,3,7,1,4,713,3-item,a,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,covid3
714,206,NA,76,Chinese Virus,NA,NA,NA,NA,NA,1,1,32,White,"$100,000 to $149,999",Not worried at all,Sometimes,Independent,No opinion,Conservative,Alabama,1,NA,1,1,76,NA,NA,1,1,NA,1,2,1,6,0,1,714,4-item,b,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,virus4
715,656,NA,84,Chinese Virus,NA,NA,NA,0,0,NA,0,27,White,"$35,000 to $49,999",Somewhat worried,Never,Independent,No opinion,Liberal,Wisconsin,1,NA,0,0,84,0,NA,0,0,NA,0,4,3,3,2,0,715,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,virus3
716,210,NA,0,Chinese Virus,NA,NA,NA,2,0,NA,0,39,White,"$50,000 to $74,999",Somewhat worried,About half the time,Republican,,Very conservative,North Carolina,1,NA,0,0,0,0,NA,2,2,NA,2,1,1,4,2,2,716,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,virus3
717,125,NA,90,Chinese Virus,NA,NA,NA,2,0,NA,0,25,Hispanic,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Texas,1,NA,0,0,90,0,NA,2,2,NA,2,5,3,4,2,3,717,3-item,b,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
718,211,21,NA,COVID-19,NA,NA,1,NA,NA,NA,1,25,White,"$50,000 to $74,999",Not worried at all,Never,Independent,Democratic,Moderate,Minnesota,0,1,NA,1,21,NA,1,NA,1,1,NA,3,2,4,0,0,718,4-item,a,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,covid4
719,127,NA,77,Chinese Virus,NA,NA,NA,1,0,NA,0,21,Hispanic,"Less than $25,000",Somewhat worried,Sometimes,Democrat,,Liberal,Texas,1,NA,0,0,77,0,NA,1,1,NA,1,4,3,1,2,1,719,3-item,b,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus3
720,152,56,NA,COVID-19,1,0,NA,NA,NA,NA,1,25,White,"Less than $25,000",Very worried,Never,Republican,,Conservative,South Carolina,0,0,NA,0,56,0,1,NA,1,1,NA,2,1,1,3,0,720,3-item,a,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,covid3
721,125,2,NA,COVID-19,1,0,NA,NA,NA,NA,1,42,White,"$150,000 or more",Very worried,Most of the time,Republican,,Conservative,Virginia,0,0,NA,0,2,0,1,NA,1,1,NA,2,1,7,3,3,721,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,covid3
722,234,NA,71,Chinese Virus,NA,NA,NA,1,0,NA,0,34,Black,"$100,000 to $149,999",Somewhat worried,Sometimes,Democrat,,Liberal,New York,1,NA,0,0,71,0,NA,1,1,NA,1,4,3,6,2,1,722,3-item,b,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
723,158,NA,50,COVID-19,NA,NA,NA,NA,NA,2,0,32,Black,"Less than $25,000",Not too worried,Always,Independent,Democratic,Very Liberal,Illinois,1,NA,1,1,50,NA,NA,2,2,NA,2,5,3,1,1,4,723,4-item,b,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,virus4
724,180,20,NA,COVID-19,NA,NA,1,NA,NA,NA,0,32,White,"$25,000 to $34,999",Not too worried,Most of the time,Democrat,,Very Liberal,Iowa,0,1,NA,1,20,NA,1,NA,1,1,NA,5,3,2,1,3,724,4-item,a,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,covid4
725,82,NA,66,Chinese Virus,NA,NA,NA,NA,NA,1,1,32,White,"$100,000 to $149,999",Very worried,Sometimes,Democrat,,Liberal,Connecticut,1,NA,1,1,66,NA,NA,1,1,NA,1,4,3,6,3,1,725,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
726,85,75,NA,COVID-19,NA,NA,1,NA,NA,NA,0,29,White,"$25,000 to $34,999",Somewhat worried,About half the time,Democrat,,Very Liberal,Illinois,0,1,NA,1,75,NA,1,NA,1,1,NA,5,3,2,2,2,726,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
727,208,50,NA,COVID-19,NA,NA,1,NA,NA,NA,1,59,White,"$100,000 to $149,999",Very worried,Sometimes,Republican,,Moderate,New Jersey,0,1,NA,1,50,NA,1,NA,1,1,NA,3,2,6,3,1,727,4-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,covid4
728,320,NA,100,COVID-19,NA,NA,NA,2,0,NA,0,19,White,"Less than $25,000",Not too worried,Never,Democrat,,Liberal,Texas,1,NA,0,0,100,0,NA,2,2,NA,2,4,3,1,1,0,728,3-item,b,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,virus3
729,90,NA,56,Chinese Virus,NA,NA,NA,1,0,NA,0,24,Asian,"$25,000 to $34,999",Somewhat worried,Never,Democrat,,Very Liberal,California,1,NA,0,0,56,0,NA,1,1,NA,1,5,3,2,2,0,729,3-item,b,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
730,113,71,NA,COVID-19,NA,NA,2,NA,NA,NA,1,31,Hispanic,"$25,000 to $34,999",Somewhat worried,Never,Independent,Democratic,Moderate,Texas,0,1,NA,1,71,NA,2,NA,2,2,NA,3,2,2,2,0,730,4-item,a,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,covid4
