defendant_age,income_level,prior_convictions,legal_representation,charge_severity,bail_status,diversion_program_enrollment,sentencing_length,recidivism
29,19,14,1,0,0,1,62.37459528200812,223.57826660356412
25,10,3,1,1,1,1,41.91932627258131,165.91034637619725
29,20,11,0,0,0,1,57.886456778468805,213.50683152172087
21,24,9,1,0,1,1,50.33097985247449,196.5534365436601
49,25,7,0,0,0,1,82.63545362326178,281.6079229561127
33,23,10,1,1,1,1,65.8739293484317,237.18381962611772
36,12,5,1,0,1,1,57.55006700343554,207.8667692564335
40,17,9,1,1,1,1,70.68711190403425,243.1916848732976
31,13,10,0,1,1,1,56.06766929957872,204.54703076247085
28,8,12,1,1,1,1,55.15100012574422,204.57437316179605
24,15,7,0,1,1,1,46.25528926532618,181.8246625808143
32,22,8,1,1,0,1,59.7346044529847,222.9918225572146
38,23,16,0,1,1,1,75.7241459946141,265.0993082933081
27,20,8,0,1,0,1,52.58602540945965,202.56520723198528
21,17,14,1,1,1,1,54.28971867968712,201.7696653866811
28,15,8,0,1,0,1,50.27674565097726,193.3092014630909
37,21,14,1,0,1,1,73.47949147064007,255.04122936261425
18,20,9,1,1,0,1,45.285932372243416,181.55577931972763
19,9,7,1,1,1,1,38.61723979634871,156.4903849293973
44,19,15,1,0,0,1,79.55862998751483,268.81049698092147
35,25,10,1,1,1,1,71.35533902390424,253.4801273790694
27,16,7,0,1,1,1,51.61386312518098,196.138299373091
41,24,2,0,0,1,1,67.8571282945431,241.38967439165148
25,21,13,1,0,0,1,56.6958056392663,210.01494915768748
31,21,4,1,0,1,1,55.16671509610744,206.1034116967652
30,12,9,1,1,1,1,56.06328920443896,206.89546882306345
44,21,6,0,1,0,1,71.93000855869873,251.01961798961355
19,24,6,1,1,1,1,47.00048056542384,187.68851309981437
21,26,14,0,0,0,1,53.88882044360165,209.3199089564565
35,29,8,0,1,1,1,67.89327717390108,246.5312439861809
33,20,12,0,0,0,1,62.69979191155577,227.77595464813112
35,24,8,1,0,1,1,66.21285858827825,238.4937685989717
48,16,6,0,0,1,1,74.38882032268337,254.7950692910167
11,27,12,0,0,0,1,39.04048427123247,169.71067699276014
34,23,16,1,0,0,1,71.26976977375539,251.7933017262853
35,25,9,1,1,1,1,68.55103581974625,245.27571450461525
32,11,13,1,1,1,1,62.199842295413134,221.31874408524956
36,22,17,1,1,1,1,75.31295724344915,264.7067327241183
17,10,7,0,1,0,1,33.75583077342401,146.22191626016567
34,21,13,1,0,1,1,69.14106429226791,245.6187686142093
26,17,11,0,1,0,1,54.13234562294845,206.67276746978783
19,27,8,0,1,0,1,45.617685042640126,187.45033074591905
36,13,9,1,0,0,1,64.25558971659312,226.68117259961787
20,14,12,1,0,0,1,45.71747818565677,179.42371451436833
23,21,13,1,1,1,1,57.29401626515737,212.4909655764773
38,18,7,0,1,0,1,63.98688960534184,230.25288696593475
17,25,8,0,1,1,1,46.55609027330625,190.12689420419392
37,20,14,0,1,1,1,70.92654952683037,252.76650728566744
32,19,9,1,0,1,1,62.00706836458467,224.86380216301663
26,27,11,1,0,1,1,59.58218372609586,224.86023722777168
29,17,9,1,0,1,1,56.26426186781424,210.20159067826543
40,11,10,1,1,0,1,67.6863145019588,235.29113295309955
24,10,13,0,0,0,1,47.937439357906726,181.88591798602536
31,21,11,1,0,1,1,64.05815683338464,231.8218876351502
34,23,15,1,0,0,1,71.92721546883989,252.3996245095392
34,20,8,1,1,1,1,64.26782399658055,230.0397300347593
31,11,9,0,1,1,1,54.25489554240354,199.69459271832463
32,21,6,0,1,1,1,59.22676819846448,216.34075309641943
9,6,14,0,1,1,1,30.69633308125521,133.59009806310067
35,25,13,0,0,1,1,70.07156497965317,249.61286614644263
29,19,9,1,1,0,1,55.82789397515602,209.62108826615017
34,10,9,0,0,1,1,57.88144910019597,208.0361074618888
42,19,12,1,0,1,1,77.96388584402825,265.87256575457434
34,20,12,0,1,1,1,66.57200081048653,235.9747627989037
31,27,10,0,0,0,1,62.86576216670349,233.1470106356785
20,2,11,1,1,1,1,40.72908747684081,160.64776466709822
16,17,8,0,1,1,1,39.4391887877096,162.55091071974442
19,12,9,1,1,1,1,44.11962639590613,174.76836327684452
26,17,6,0,0,1,1,48.26064717101155,187.54342224411693
34,9,9,1,0,1,1,58.29724486650396,211.4002769795277
36,15,10,0,1,1,1,64.58897268784901,230.31650458475735
19,22,13,1,1,1,1,52.30368820268864,200.6744942048321
