worker_id,post_policy,minimum_wage_policy,current_monthly_income,previous_monthly_income,work_experience_years,gender,union_membership
265,1,0,50.85083349773226,3,4,0,0
266,1,1,61.59843578054743,2,5,0,0
267,1,0,50.67917393215269,3,3,0,1
268,1,1,60.98147963300389,3,7,1,0
269,1,0,50.48503936385134,2,9,1,1
270,1,1,62.388982710116586,2,7,1,0
271,1,1,59.78311119250638,2,5,1,1
272,1,1,60.76440296155931,2,7,0,1
273,1,1,63.127833684511145,3,7,0,0
274,1,0,51.68996568024826,3,8,0,0
275,1,1,60.30052221375947,3,9,0,1
276,1,0,48.99127729877697,3,6,0,0
277,1,0,52.215451221417474,2,8,1,1
278,1,1,61.10087028146773,5,5,1,0
279,1,1,60.16758957204885,2,7,0,1
280,1,1,61.25497478436208,5,3,1,1
281,1,1,62.87076202000373,3,5,0,1
282,1,1,61.53416822014493,2,5,1,1
283,1,0,50.569061908739,2,8,1,1
284,1,1,60.51689543329759,3,7,1,1
285,1,0,51.25116176523129,1,7,0,0
286,1,0,51.581440854410886,2,7,0,1
287,1,1,60.24210653825864,5,7,1,1
288,1,0,50.97326178056209,1,8,0,0
289,1,1,60.86942320583663,2,7,1,1
290,1,1,61.381880736447215,1,5,1,0
291,1,1,62.24273467989885,1,8,0,0
292,1,1,62.32540128044199,3,8,1,1
293,1,1,61.954050157372414,1,7,1,0
294,1,0,50.854956527125424,2,7,0,0
295,1,1,60.45293510620018,2,9,0,1
296,1,1,61.776895589559096,1,7,0,0
297,1,1,61.18721479762642,3,5,0,1
298,1,1,60.50940456231212,2,5,0,0
299,1,1,61.63207323282282,3,6,1,1
300,1,0,49.88758527928237,1,6,1,0
301,1,1,61.13570425530183,1,6,1,0
302,1,0,51.11656845022082,1,7,1,1
303,1,0,51.17253776576769,1,8,0,1
304,1,0,52.31417563864625,2,7,0,0
305,1,1,61.865583005720026,3,6,1,1
306,1,1,61.40958511765156,2,7,1,0
307,1,1,62.47046457994359,4,7,0,1
308,1,1,60.31239082651271,3,4,0,0
309,1,0,50.40179399228623,2,3,0,1
310,1,1,65.61317268054212,1,8,1,1
311,1,1,61.5389122748713,1,6,0,1
312,1,0,51.40119259117359,2,7,0,1
313,1,1,60.342445009554325,3,6,1,1
314,1,1,59.7114438954889,2,7,0,1
315,1,1,59.852516296419054,3,5,1,0
316,1,0,50.49995488516071,3,8,0,0
317,1,0,50.27384399957686,2,4,1,1
318,1,1,61.42475474857154,2,2,1,1
319,1,1,59.5304097735312,3,10,1,0
320,1,0,51.5930298177718,2,9,1,0
321,1,0,50.27539653959728,3,9,0,0
322,1,1,59.47909387962575,1,7,1,1
323,1,0,51.814665113355005,2,8,0,0
324,1,1,61.86191675520801,1,5,0,0
325,1,1,62.16736066343704,1,5,1,1
326,1,0,50.00340560969975,3,10,1,1
327,1,0,51.47007055200543,1,5,0,0
328,1,0,52.66211850369835,4,6,0,0
329,1,0,50.50346931158271,2,6,1,0
330,1,0,50.2071126503633,2,9,1,0
331,1,0,50.31905261170839,4,3,1,1
332,1,1,61.45623563300479,0,6,0,1
333,1,1,61.37535125687983,2,8,1,1
334,1,1,60.75882074660864,2,5,1,1
335,1,0,50.541599369046445,2,8,1,0
336,1,1,60.78842491385265,2,6,1,1
337,1,1,59.69084076010861,3,7,0,0
338,1,0,50.37428833541676,2,7,0,0
339,1,1,61.67693427458801,2,6,0,1
340,1,0,50.396591318649016,1,7,1,0
341,1,1,62.111880784410985,2,9,1,1
342,1,1,60.58744743595063,1,9,1,1
343,1,1,60.96920997253416,2,6,0,0
344,1,1,58.20226287025855,3,7,0,1
345,1,1,61.149075521699686,1,9,1,0
346,1,1,58.89879498710295,2,7,0,1
347,1,1,60.05102726435013,4,7,0,1
348,1,0,49.81452900573319,2,6,0,1
349,1,1,61.795072801909015,3,8,0,0
350,1,1,61.984498734483765,3,9,1,0
351,1,1,61.73536014198355,1,8,0,1
352,1,1,61.389070721517854,3,7,1,1
353,1,0,50.8880795509409,3,7,0,1
354,1,0,50.13615106841195,2,9,1,1
355,1,0,49.85244005408558,1,5,0,0
356,1,0,49.63439460526148,3,9,0,1
357,1,0,49.039813891364936,4,4,0,1
358,1,0,51.69228062144325,2,7,1,1
359,1,1,61.34122686548517,1,5,1,1
360,1,1,59.29908254743938,3,3,1,1
361,1,1,61.12575916293783,3,6,1,0
362,1,1,60.15660229177709,3,10,0,0
363,1,0,50.32978776961279,1,8,1,1
364,1,1,61.10757856753185,0,9,0,1
365,1,0,52.13710744279728,2,6,0,0
366,1,0,49.97334059407692,2,7,1,1
367,1,0,49.72268106980612,4,3,0,0
368,1,1,60.09350287262348,3,6,1,0
369,1,1,60.55713503940155,2,8,1,1
370,1,1,62.07136718185467,3,3,0,0
371,1,1,62.65663768700287,3,6,1,0
372,1,1,61.01265077204007,1,6,0,1
373,1,0,49.6159004550103,4,11,1,0
374,1,1,60.471180411684095,3,7,1,1
375,1,1,60.59518389004466,3,5,0,0
376,1,1,59.7365764841533,1,4,0,0
377,1,0,47.75979452719026,3,6,1,0
378,1,0,49.6609978962623,4,6,1,1
379,1,0,49.17396224831854,2,5,1,1
380,1,1,61.25087355995247,1,9,1,0
381,1,1,60.870105271119606,1,4,1,0
382,1,0,48.99485678917761,2,9,0,0
383,1,1,60.90464094657449,2,6,0,0
384,1,1,60.294170091593415,4,8,1,1
385,1,1,61.5887670601461,2,2,0,1
386,1,1,60.1490971007249,4,6,1,1
387,1,0,51.07035101039268,0,6,0,1
388,1,1,62.36065658069551,2,7,0,0
389,1,1,60.168555805058446,3,7,1,1
390,1,0,50.81746558200998,2,8,0,1
391,1,1,59.07549512841712,3,8,1,1
392,1,1,61.12440916218708,1,6,1,0
393,1,1,63.22103551199358,4,6,0,1
394,1,1,62.02329571727058,5,5,0,1
395,1,1,61.07581049139773,3,5,1,1
396,1,0,50.889539451773246,3,7,1,1
397,1,1,59.99611196697913,4,8,1,0
398,1,0,49.83060629519451,2,8,0,0
399,1,1,61.06153646142815,2,7,1,1
400,1,0,50.516254394297775,3,9,0,1
401,1,1,61.61316955769321,2,4,1,0
402,1,1,61.30302982828901,1,6,1,1
403,1,1,61.92086058080133,3,6,0,0
404,1,1,60.09736476432661,4,4,0,0
405,1,1,61.90064391071175,4,4,0,1
406,1,1,61.1717466217131,2,6,1,1
407,1,1,61.237475811217685,3,7,0,1
408,1,0,52.07335936481577,4,8,1,1
409,1,1,61.35164525298165,4,7,0,0
410,1,1,61.42822593209209,1,10,1,1
411,1,1,61.622075002991146,3,8,1,0
412,1,1,60.24757159875557,2,7,0,1
413,1,1,60.08762407983561,2,9,0,1
414,1,0,51.31536681592435,4,7,0,1
415,1,1,62.2439695761505,2,6,1,0
416,1,0,49.42421895607469,4,9,0,0
417,1,0,49.716931723410006,2,8,0,1
418,1,1,61.32578210765253,2,7,0,1
419,1,1,60.678857657958986,4,5,1,0
420,1,0,50.71686803844534,2,7,1,1
421,1,1,61.48255228139464,4,10,1,1
422,1,1,60.56398660555886,2,8,0,0
423,1,1,59.56617878026334,3,7,1,0
424,1,1,61.20263253646167,2,9,1,0
425,1,0,52.21741446309907,4,9,1,1
426,1,0,49.31186440709234,5,8,0,0
427,1,1,60.41728114735556,3,8,1,1
428,1,1,60.36065059925999,2,10,1,0
429,1,0,49.99514361387431,3,7,1,1
430,1,1,61.0346991497117,2,8,1,1
431,1,1,59.77856099977338,2,7,0,0
432,1,1,63.11608462365047,1,7,0,0
433,1,1,60.36380047883408,5,8,0,1
434,1,1,59.89396598118658,2,9,1,0
435,1,1,61.93305928039728,2,10,0,0
436,1,1,61.81331652485931,3,8,1,0
437,1,0,48.80402830684124,3,9,1,0
438,1,1,60.598020213931,0,6,1,0
439,1,1,61.39647060954398,4,6,1,1
440,1,1,59.99534879598423,2,4,0,0
441,1,1,59.32863855654038,3,6,1,0
442,1,1,60.17410915935712,2,7,0,0
443,1,0,50.87150609277755,1,5,0,0
444,1,1,60.284414749424506,2,9,0,1
445,1,1,58.51539859293506,2,7,0,0
446,1,1,61.79840217430093,1,9,1,0
447,1,1,61.006864849801694,3,9,0,1
448,1,1,59.49037933145,5,7,0,1
449,1,0,50.202206437449846,2,11,0,0
450,1,0,49.96446355035469,2,5,0,1
451,1,0,51.878382097094615,3,6,0,0
452,1,0,51.01976284165816,3,6,1,1
453,1,0,52.36037788665355,1,5,0,0
454,1,0,50.58713267730501,3,10,0,0
455,1,1,61.36982829419424,3,6,0,1
456,1,1,60.6976791582665,2,6,1,1
457,1,1,61.130235972480406,4,4,1,1
458,1,1,59.73508410617071,3,5,0,1
459,1,1,61.68405426608084,2,5,1,1
460,1,1,59.07902266173798,3,4,0,1
461,1,1,59.1460082341621,4,8,0,1
462,1,1,59.5307043270848,2,8,0,1
463,1,1,61.99659352628613,0,4,0,0
464,1,1,58.86660339719251,2,7,0,0
465,1,0,50.14336395016241,3,7,0,1
466,1,0,49.63947960488686,3,6,0,1
467,1,0,50.9711617805956,4,5,1,1
468,1,0,51.05792599582718,2,10,1,0
469,1,1,60.120999274237526,2,6,1,0
470,1,1,60.463669494965714,2,9,1,0
471,1,1,61.0445703513259,3,7,0,0
472,1,0,51.9209639548981,3,3,1,0
473,1,0,50.25428127917297,2,5,0,1
474,1,1,61.55555036058677,3,6,0,0
475,1,0,50.36403408915864,1,8,0,0
476,1,1,61.265119672980894,4,6,1,0
477,1,0,49.02710991739505,4,6,0,1
478,1,0,51.188514486462175,1,6,0,1
479,1,1,60.08640198847424,1,5,1,1
480,1,1,60.85520657450512,3,10,0,0
481,1,1,60.401738634976425,1,6,0,0
482,1,1,61.14714443465906,2,8,1,0
483,1,1,60.287151657158965,2,5,0,0
484,1,0,51.23305785192102,4,7,0,0
485,1,1,59.35664139516222,1,9,0,1
486,1,1,60.6555923802974,4,8,1,0
487,1,1,61.09393643415962,2,6,0,0
488,1,0,51.08754975686839,2,9,1,0
489,1,0,50.977051682540335,4,7,1,0
490,1,1,59.59538404203227,4,6,1,0
491,1,0,52.029341327660696,2,4,1,0
492,1,1,61.564837929409535,1,9,0,1
493,1,1,59.47195493585523,4,7,0,1
494,1,1,60.213938063087824,4,7,0,0
495,1,1,59.55899949914623,1,7,0,0
496,1,1,60.51013329744418,2,6,1,1
497,1,0,49.50746892088193,5,4,0,0
498,1,1,61.460111357473565,2,7,1,1
499,1,1,60.94573332081424,4,10,1,0
500,1,0,50.88601994693372,2,5,1,0
501,1,0,48.40409329827041,5,8,1,0
502,1,0,50.73509238428253,3,1,1,0
503,1,0,48.76738781484986,4,6,0,0
504,1,1,61.8519078691368,3,8,0,0
505,1,1,59.84078844094717,3,6,0,1
506,1,1,61.43918607334723,2,7,1,1
507,1,1,60.80251715931905,2,9,0,0
508,1,1,62.29264966193711,1,5,1,1
509,1,1,62.72586237756869,3,7,1,0
510,1,1,59.843328622172834,2,7,1,1
511,1,1,61.571708059147085,3,7,0,0
512,1,1,60.009770380478805,1,4,0,0
513,1,1,62.33118945594507,4,5,0,1
514,1,1,62.337542142458695,2,3,0,0
515,1,0,50.61190708527734,2,8,1,0
516,1,0,50.71913471255297,4,1,0,0
517,1,0,50.239406343014615,4,7,1,1
518,1,0,51.78224426974654,2,7,1,0
519,1,0,51.17021801372075,1,7,1,1
520,1,0,51.05786305616205,2,8,1,0
521,1,1,60.835608589130494,5,8,1,0
522,1,0,48.337497269744446,2,6,1,1
523,1,0,50.91622933694163,2,9,1,1
524,1,0,50.48606570976266,3,8,0,1
525,1,0,49.74681859220213,4,6,0,1
526,1,1,60.21194853104046,2,8,1,1
527,1,1,62.09242294974757,3,7,0,0
528,1,1,60.52558657429869,4,8,1,1
529,1,0,49.50072019559279,4,7,0,1
530,1,1,59.14254194085322,3,4,1,0
531,1,0,48.961618760588834,3,8,0,1
532,1,0,49.58939759720897,3,10,1,1
533,1,1,60.72058231655339,3,6,0,0
534,1,1,59.66193109383311,4,5,0,0
535,1,1,59.57408970495476,3,7,1,0
536,1,1,60.89991364800932,2,7,0,1
537,1,1,60.71484855830038,2,4,0,1
538,1,1,60.59081815129333,3,7,1,0
539,1,1,61.15175562600248,2,6,1,0
540,1,1,60.16066518833903,2,5,0,1
541,1,1,60.55205758600055,1,6,0,1
542,1,1,63.33221290230854,1,6,0,0
543,1,0,51.6411771397112,3,7,1,1
544,1,1,62.269981554644886,2,7,0,0
545,1,0,51.54079219865181,2,7,1,0
546,1,1,62.71973784492802,1,9,1,0
547,1,0,51.28635328178256,1,4,1,1
548,1,0,49.75754292597328,2,9,1,0
549,1,1,61.52434817934814,1,6,1,1
550,1,1,59.72338521001727,3,6,1,1
551,1,0,51.49036731094102,2,8,0,0
552,1,0,51.37860182103052,5,8,1,1
553,1,0,51.92135082270482,2,6,0,0
554,1,1,61.79068775871791,2,7,1,0
555,1,0,50.53704173915414,3,8,0,0
556,1,1,61.47722978807887,3,8,0,0
557,1,1,62.29010780579253,2,8,0,1
558,1,0,50.92399613575404,2,7,0,0
559,1,1,59.54806371985561,1,3,1,0
560,1,1,61.74797753140709,2,9,1,1
561,1,0,50.811933336835054,4,7,0,0
562,1,1,61.26291633360386,1,5,1,0
563,1,0,53.02691707810152,2,6,1,1
564,1,1,61.91336483153676,2,7,0,1
565,1,1,60.571356842863416,2,9,0,0
566,1,0,51.28265551072862,2,8,0,0
567,1,0,50.6515612934686,3,6,1,1
568,1,1,61.70305929933756,3,6,0,0
569,1,0,51.662694220253314,2,6,1,0
570,1,1,62.05479182679701,4,5,0,1
571,1,0,51.14601504599504,3,9,1,1
572,1,0,49.42703882960736,4,4,1,1
573,1,1,61.32296210779567,3,8,1,0
574,1,0,50.77371010876739,4,7,0,0
575,1,1,61.76405805207175,2,9,0,1
576,1,1,60.36699556499945,1,5,0,0
577,1,1,60.229726778840266,2,7,1,1
578,1,1,61.342131955920586,3,6,1,0
579,1,0,51.06728213227856,2,4,0,0
580,1,1,61.81142279721224,5,8,0,1
581,1,0,52.07308197061383,3,10,1,1
582,1,0,51.54153746290236,3,7,0,0
583,1,1,61.05097653504747,2,3,1,0
584,1,1,60.73206809863778,0,5,1,1
585,1,1,61.22580018027024,2,6,0,0
586,1,1,60.81646730790456,2,6,1,0
587,1,1,60.74259154559995,4,7,1,1
588,1,1,62.134190845203314,1,5,1,1
589,1,0,50.49173165795524,2,5,0,1
590,1,1,62.16018932461011,1,5,0,1
591,1,0,52.34643143050676,2,5,1,0
592,1,1,60.621943432806624,2,9,1,1
593,1,1,60.2865059089325,2,8,1,0
594,1,1,61.04540475244138,3,6,0,1
595,1,1,61.21096306680649,3,6,1,1
596,1,1,60.26939421453675,2,6,1,0
597,1,1,60.505062960485546,3,5,0,1
598,1,1,62.32023889581589,3,11,1,1
599,1,1,61.15102240958359,4,7,1,0
600,1,1,61.18359382360089,2,5,0,1
601,1,1,61.07581820478078,3,5,0,1
602,1,1,62.32961812785498,3,6,0,0
603,1,0,49.26990410994144,2,9,0,1
604,1,1,60.68164779590967,0,5,1,1
605,1,1,60.51541103557839,3,7,1,1
606,1,0,51.865418440244746,2,6,0,1
607,1,0,50.90137166283888,0,10,1,0
608,1,0,49.78245876980108,3,7,0,0
609,1,1,60.94318061573478,2,5,0,1
610,1,1,59.10434117609969,2,7,0,1
611,1,1,60.98682868527658,3,5,1,0
612,1,1,60.47439939975797,2,8,1,0
613,1,1,61.57488073524683,0,6,1,0
614,1,0,50.19062360227425,2,6,0,1
615,1,1,61.383115438804325,3,9,0,0
616,1,1,61.322619557701394,4,7,1,0
617,1,1,60.94470112806023,2,8,0,1
618,1,0,50.25721430872513,3,6,1,1
619,1,1,59.70433994387288,2,7,0,0
620,1,1,62.67010713240572,1,4,1,1
621,1,1,61.143027738034526,3,7,1,0
622,1,1,59.94449267082776,3,5,0,1
623,1,0,51.76644500278348,2,8,1,0
624,1,1,61.74614306471767,1,6,1,1
625,1,1,60.589458521763135,5,6,0,0
626,1,1,59.2214719826336,3,5,1,1
627,1,0,51.33355410788126,3,7,1,1
628,1,1,59.64968184698766,3,8,1,1
629,1,0,49.94427372455737,3,6,0,0
630,1,1,61.06116319535972,3,8,1,1
631,1,1,61.97561902750126,1,6,0,0
632,1,1,59.722910077492166,2,8,0,0
633,1,0,50.56132171703685,3,7,1,0
634,1,0,51.25495036029983,3,11,1,1
635,1,1,60.56750831852575,3,8,1,1
636,1,0,49.1627470926942,3,10,1,1
637,1,1,60.894857100623895,1,6,0,1
638,1,1,60.04724171963762,3,4,0,0
639,1,1,60.59317095757328,3,4,0,0
640,1,0,51.78671505210804,0,10,1,0
641,1,1,59.21216507076199,2,6,1,1
642,1,0,52.504569445031535,2,5,1,0
643,1,0,50.55936268128027,3,8,1,1
644,1,0,50.0811468439755,1,7,0,1
645,1,0,50.70294925239941,2,9,1,0
646,1,1,59.46641719196323,3,6,0,1
647,1,0,50.038265099027946,3,8,0,0
648,1,0,50.51899481024201,4,7,1,1
649,1,0,48.39003552060296,5,6,1,1
650,1,0,50.93171804350192,3,8,0,0
651,1,0,49.86283263646753,2,6,1,0
652,1,1,60.39016237313449,2,7,1,0
653,1,1,60.63629989249295,3,7,1,1
654,1,0,50.0740807033365,2,5,1,0
655,1,1,62.38291423394126,2,6,1,1
656,1,1,60.618270868820574,1,6,0,0
657,1,1,62.23661359054907,2,8,1,1
658,1,1,60.02554686383871,3,6,1,0
659,1,1,60.76841684749708,3,7,1,0
660,1,0,49.765563949383264,1,6,1,1
661,1,1,61.31223318766579,2,9,0,0
662,1,1,59.42898780800365,1,5,0,1
663,1,0,51.39336145225728,3,6,1,1
664,1,1,60.86848112576234,1,8,1,0
665,1,0,50.68392056176146,2,7,1,1
666,1,1,60.83024642511442,3,8,1,0
667,1,1,60.225250403417256,2,6,1,1
668,1,1,61.06094150726593,3,6,1,0
669,1,1,60.32151805649885,2,11,0,1
670,1,1,60.11873377272036,3,8,0,0
671,1,1,62.57273748194535,3,7,0,1
672,1,0,53.11566046447825,1,11,0,0
673,1,1,59.14653449316605,3,10,1,0
674,1,1,61.68945052592482,4,7,1,0
675,1,0,52.27536557844202,3,5,1,0
676,1,1,61.744191287339504,2,8,1,1
677,1,1,60.713595327237385,4,7,1,1
678,1,0,50.16151664006645,2,4,1,1
679,1,1,60.94877535744637,0,8,0,1
680,1,1,61.26030915659939,3,3,0,1
681,1,1,60.81671209819127,2,4,1,1
682,1,0,50.87676481323236,4,5,0,0
683,1,1,63.00641189234485,3,5,1,1
684,1,0,51.39037579312328,0,7,0,1
685,1,1,60.38208911040716,3,7,1,1
686,1,0,50.91261961379968,1,4,1,0
687,1,1,62.24912305921214,3,1,1,0
688,1,1,59.27964826241052,2,7,0,1
689,1,0,50.03573973088779,3,7,0,1
690,1,1,61.42923134527188,2,6,1,0
691,1,0,49.065434138011206,4,3,1,1
692,1,1,60.87851105932962,3,9,1,1
693,1,1,60.859435666544776,2,5,0,1
694,1,1,60.81702059791416,3,5,0,1
695,1,1,59.31431393662084,3,5,1,1
696,1,1,61.78703384938764,2,7,0,0
697,1,0,52.337710115557066,3,9,1,1
698,1,1,59.4917721902604,2,6,0,0
699,1,1,61.24996945293673,2,5,0,0
700,1,1,61.06293568714702,1,7,1,0
701,1,1,60.97970379736877,2,6,1,0
702,1,0,49.78457687290427,4,8,1,0
703,1,0,50.86660131612574,2,5,1,1
704,1,0,49.9465800626777,3,6,0,1
705,1,1,61.768258669035,3,8,1,1
706,1,1,60.60455873691177,3,6,0,1
707,1,1,60.43744600849513,2,4,1,1
708,1,1,60.75849640575928,3,8,1,1
709,1,1,61.80311087120726,3,5,0,1
710,1,1,61.60721692901506,1,10,0,0
711,1,0,51.41940495604749,4,8,1,1
712,1,1,62.18768797444258,2,7,1,0
713,1,1,59.74845091625585,2,6,1,1
714,1,1,61.34333497516686,3,8,1,0
715,1,1,60.42185009902191,3,7,1,0
716,1,1,60.26146920251769,1,6,0,1
717,1,0,50.17689218138741,0,8,0,0
718,1,1,60.23227592836952,2,6,1,1
719,1,0,50.69687970270888,3,9,1,0
720,1,1,60.714287180130455,2,8,1,1
721,1,0,51.829034526774514,1,6,1,0
722,1,0,52.22793517895947,2,5,0,1
723,1,1,60.213288900291246,4,5,1,0
724,1,1,60.3693178124391,3,8,0,1
725,1,0,50.8546811101131,3,6,1,0
726,1,1,59.666842748601645,2,8,1,0
727,1,0,50.514425747018045,1,2,0,1
728,1,1,61.37463563042922,4,8,0,1
729,1,1,60.73172611394611,3,7,1,1
730,1,1,61.83065543462455,3,4,0,0
731,1,1,60.7938341956694,2,6,0,1
732,1,1,60.13922241098418,3,7,0,1
733,1,1,60.05633666237459,5,3,1,1
734,1,0,50.75631975876263,4,5,1,1
735,1,1,59.68653175350536,2,9,0,0
736,1,1,62.63888940932912,0,3,0,1
737,1,1,61.3366877335668,4,3,1,0
738,1,1,59.29210883996067,2,5,1,1
739,1,1,60.33044331281883,2,8,1,1
740,1,0,50.34575640191071,4,8,1,1
741,1,1,60.15006762792237,3,8,0,1
742,1,0,52.25530929695396,2,9,0,1
743,1,0,49.01238285882142,3,7,0,0
744,1,1,61.45895792356572,2,9,0,0
745,1,0,49.98087151979889,2,8,1,1
746,1,0,50.162579988993365,2,3,1,1
747,1,0,50.92240773341402,3,9,1,1
748,1,1,61.01147127714536,2,5,1,1
749,1,0,51.16548882299493,3,7,0,0
750,1,0,49.520209278416345,2,6,0,0
751,1,1,61.74144227872485,2,2,1,0
752,1,0,51.35448984671489,3,8,1,1
753,1,1,60.60499500748079,3,5,1,1
754,1,1,60.36652034492627,2,8,0,1
755,1,0,49.987606543911184,5,4,1,1
756,1,1,61.251269864847664,4,7,0,1
757,1,1,60.10483173568547,4,8,1,0
758,1,1,60.83740291503542,1,7,1,1
759,1,0,50.03595779794696,3,7,1,0
760,1,1,61.59991036337389,2,5,0,0
761,1,1,60.02102677990057,3,8,0,0
762,1,1,62.08838736458407,3,6,0,1
763,1,1,61.900790471182034,3,6,1,0
764,1,1,61.98716085313183,2,4,0,0
765,1,1,61.54670105297813,1,5,0,1
766,1,1,60.28093127393012,2,7,0,0
767,1,1,61.36644449257115,3,6,1,0
768,1,1,61.97915533334647,0,2,0,0
769,1,1,62.4271561696469,1,0,1,0
770,1,1,60.29683452100795,2,5,0,1
771,1,1,59.07118294671238,3,4,0,1
772,1,0,51.0651593598498,2,6,1,1
773,1,1,60.21980689695754,4,9,0,0
774,1,0,50.5825242703999,2,7,0,0
775,1,1,59.97853315063457,3,9,1,0
776,1,1,62.51937436438181,3,8,1,1
777,1,1,60.52752662447812,3,7,0,1
778,1,0,50.08728967747842,4,7,1,0
779,1,0,51.2882719496622,2,7,1,1
780,1,1,60.264017822564,2,5,1,0
781,1,1,61.080632474732575,4,5,1,0
782,1,0,50.66819377380654,2,5,0,1
783,1,0,50.94270604059214,5,4,0,0
784,1,1,62.002796246472165,3,6,0,0
785,1,0,50.14241663094206,2,7,1,0
786,1,1,59.91949250351539,0,6,1,1
787,1,0,50.13698542653838,2,5,0,0
788,1,1,59.39337931633858,3,9,0,0
789,1,1,62.80129313269575,2,8,1,1
790,1,1,60.6687665295868,3,10,1,0
791,1,1,60.170720731122,3,7,0,1
792,1,1,59.562095686497656,0,9,0,0
793,1,1,59.95018936508477,3,8,1,0
794,1,1,62.47193653399446,2,7,1,0
795,1,0,51.88183243965163,1,6,1,1
796,1,1,60.57465654143714,2,7,1,0
797,1,1,61.42978572908324,3,9,1,0
798,1,0,51.69882120107857,3,8,0,1
799,1,1,61.99839933070217,3,7,1,0
800,1,0,51.32756170504472,2,6,0,1
801,1,1,62.41311567257541,1,9,1,0
802,1,0,50.51295035340733,2,6,1,1
803,1,0,52.23928408761642,2,9,0,1
804,1,1,61.98237780884733,2,5,0,0
805,1,1,61.1044255020312,3,6,0,1
806,1,0,50.34690674333873,4,11,0,0
807,1,0,51.80541708309783,3,4,0,1
808,1,1,60.61818036383477,3,6,0,1
809,1,0,50.84708448454519,3,6,0,1
810,1,0,49.99253934800759,3,6,0,0
811,1,0,49.57349812889304,5,6,0,0
812,1,0,49.67668953557422,1,7,0,1
813,1,0,49.58491243016025,5,6,0,1
814,1,1,62.81815228258447,1,6,1,0
815,1,1,60.57940664980155,3,7,1,1
816,1,0,48.9754117926546,3,4,0,1
817,1,1,60.673624107731406,3,5,0,0
818,1,1,61.73338244547081,2,8,0,0
819,1,1,60.13002895638485,0,6,1,1
820,1,0,50.27557031493838,1,7,1,1
821,1,1,60.1535346275576,1,8,1,0
822,1,1,61.73557020348736,2,5,0,0
823,1,1,60.63220815530232,1,7,0,1
824,1,0,53.26774084433772,2,5,1,0
825,1,1,58.9542584002822,1,7,0,1
826,1,1,59.28883561037206,4,7,1,0
827,1,1,62.032329098237525,1,7,0,1
828,1,1,60.49224317809987,2,6,1,0
829,1,0,52.84750369754428,1,3,1,1
830,1,1,61.00723978833068,1,7,1,0
831,1,0,49.042653649962936,3,7,1,0
832,1,1,59.92853163178629,5,4,0,1
833,1,0,50.74313570085489,3,4,0,1
834,1,0,51.60103506846396,2,5,1,1
835,1,1,61.75137204060251,2,6,0,0
836,1,1,61.26753366011843,2,10,0,0
837,1,0,50.82007314188736,4,7,0,1
838,1,0,51.63858320693079,2,5,0,0
839,1,0,49.80154771777564,2,8,0,1
840,1,1,62.45328154957488,1,6,1,1
841,1,0,50.77875910677076,4,7,0,0
842,1,1,60.83141894929157,1,9,0,1
843,1,1,62.02365205565532,2,7,1,1
844,1,1,60.49588496623412,0,6,0,0
845,1,1,61.01008106710389,2,8,1,1
846,1,0,49.35065715958151,2,7,1,1
847,1,0,50.8688062278473,3,6,1,1
848,1,0,52.20719087976857,4,7,1,0
849,1,0,50.6245516241545,0,6,1,1
850,1,1,61.7755099378182,4,6,1,0
851,1,1,61.376558879385,2,7,1,0
852,1,1,60.83385339199383,1,9,0,0
853,1,1,61.13871025246747,4,6,1,1
854,1,0,50.44938736105306,4,9,1,1
855,1,1,59.7252757211304,4,5,0,0
856,1,0,50.84925145520314,3,10,1,1
857,1,1,60.37001376121195,3,3,0,1
858,1,0,50.94775270483196,2,7,0,1
859,1,1,59.82957308193395,3,6,0,0
860,1,0,51.822903560741615,3,6,0,1
861,1,0,50.16259510212122,3,6,0,1
862,1,0,51.79471982879434,0,7,0,0
863,1,1,61.003653985117566,3,8,0,0
864,1,1,61.248326728242006,2,7,0,1
865,1,0,50.27182128979288,3,5,1,0
866,1,1,61.01288843093425,3,6,1,1
867,1,0,51.74592357471901,2,7,0,0
868,1,1,58.881612242883584,1,5,1,0
869,1,0,50.18969967030419,4,7,0,0
870,1,0,52.50455940697455,4,10,1,0
871,1,0,51.12884042397874,1,8,1,0
872,1,0,50.913774768287055,3,5,1,1
873,1,1,59.95041703663048,3,8,0,0
874,1,1,60.26841834379388,3,8,0,0
875,1,1,60.085566032513015,2,6,1,1
876,1,1,61.25718671523018,2,6,0,0
877,1,0,51.91913310827261,2,7,0,1
878,1,0,49.64362265970567,3,6,0,1
879,1,1,60.51236514210039,1,8,1,1
880,1,1,60.843280349844456,1,8,1,1
881,1,1,59.020542384973794,1,9,1,1
882,1,1,61.44622131495201,1,6,0,0
883,1,0,51.530885264771655,4,8,1,1
884,1,0,50.34500483848981,2,4,0,1
885,1,1,60.65857172893156,4,7,1,0
886,1,1,60.13629704530258,5,9,0,1
887,1,1,61.83696336208185,1,3,1,1
888,1,0,52.148601391769006,2,7,1,0
889,1,1,59.80328193231351,2,7,1,0
890,1,1,59.61834646803512,4,9,0,0
891,1,1,61.5995313646133,2,3,0,0
892,1,0,49.3600804790478,2,7,0,0
893,1,1,61.83693776621919,3,7,1,1
894,1,1,60.01075352906154,1,9,1,1
895,1,1,62.72874349028235,1,6,0,1
896,1,1,60.29316752035408,2,5,0,0
897,1,1,59.52767575982895,2,7,1,1
898,1,1,62.02471202929041,2,5,1,0
