defendant_id,post_policy,new_sentencing_policy,sentence_length,defendant_age,previous_convictions,legal_representation,income_level
266,1,1,53.40670528488926,2,8,1,1
267,1,1,55.73881106866667,3,5,1,0
268,1,1,53.99192459976354,2,9,0,0
269,1,0,49.666237095425394,3,7,0,0
270,1,1,55.18558080446447,3,5,0,1
271,1,1,55.62873841056899,2,3,1,0
272,1,0,49.89238640712834,3,7,0,0
273,1,0,51.16973235215045,4,5,1,1
274,1,0,51.51300342951812,2,8,0,1
275,1,1,55.153497921402696,3,4,0,1
276,1,0,49.79478733565896,2,4,0,1
277,1,1,52.57229953132362,2,5,0,1
278,1,0,50.79935943863223,2,4,1,0
279,1,1,54.74000498526325,1,7,0,1
280,1,0,51.73556185749167,2,2,0,0
281,1,0,50.707253711180265,4,7,1,0
282,1,1,55.68213251966767,2,4,1,0
283,1,1,54.03156558393188,4,6,1,1
284,1,1,53.82907168997816,2,7,0,1
285,1,0,50.82146309837607,0,5,0,0
286,1,1,54.68682436844392,2,8,0,1
287,1,0,50.5333455221504,1,6,1,0
288,1,0,50.75971544162691,3,6,1,0
289,1,0,48.61057610677899,2,6,1,1
290,1,0,48.26831629469046,0,7,0,1
291,1,0,49.48530714224533,3,10,0,0
292,1,1,55.73973752738016,2,8,1,1
293,1,1,54.00567465513315,2,8,0,0
294,1,1,54.69073141454551,1,4,0,0
295,1,0,50.48862953014317,4,5,0,0
296,1,1,54.18791294373589,1,11,0,1
297,1,1,54.12671937204262,2,5,0,0
298,1,1,54.51647646000159,1,2,1,1
299,1,1,54.05383409587139,5,6,0,1
300,1,0,50.98505912407715,3,8,1,0
301,1,0,50.380682115686376,3,4,1,0
302,1,0,51.95756177049985,2,5,1,0
303,1,1,53.163247334178514,1,6,1,0
304,1,0,50.24241998517189,3,6,1,1
305,1,0,48.46328409753234,0,6,0,0
306,1,0,50.00527995921557,3,10,0,1
307,1,1,54.18628701656672,3,6,0,1
308,1,1,54.57357237306057,3,3,0,0
309,1,0,52.97882278691855,4,6,0,1
310,1,0,51.73101540897857,2,4,0,0
311,1,1,55.63244950181627,4,7,1,1
312,1,0,50.89686367896512,3,7,1,0
313,1,1,54.5028413496902,2,6,1,0
314,1,0,48.77475853197691,2,7,1,1
315,1,0,51.210037021211406,2,7,0,1
316,1,0,49.16092793555376,4,8,1,0
317,1,0,50.100716954280685,5,5,1,0
318,1,1,55.83419514121035,2,5,0,1
319,1,1,54.47488165595174,2,6,1,1
320,1,0,51.8362485266284,2,5,1,0
321,1,1,53.78966238601329,2,9,0,1
322,1,1,53.74790114957882,2,5,1,1
323,1,1,55.276360717385096,3,5,0,0
324,1,1,54.77319880799457,0,8,0,1
325,1,1,56.15747742408903,3,4,0,0
326,1,0,52.18431846303662,1,6,1,0
327,1,1,54.23440552970433,2,3,0,0
328,1,0,51.25190253296615,2,11,1,1
329,1,0,51.16660165439823,2,4,1,0
330,1,1,54.128922350173234,3,7,1,1
331,1,0,52.70017780261627,4,8,1,1
332,1,1,54.625030034755405,4,8,0,1
333,1,1,56.40053308289141,2,4,0,1
334,1,0,49.17820495638278,3,9,1,1
335,1,0,49.954183235688056,1,5,0,0
336,1,1,54.040408066744895,4,6,0,0
337,1,1,55.27451503141575,2,6,1,0
338,1,0,50.62306327283584,2,6,0,0
339,1,1,55.7532773107848,4,6,1,0
340,1,1,54.61934737570728,3,6,0,0
341,1,0,50.59800984489081,1,9,1,1
342,1,1,56.34589856182788,3,6,1,1
343,1,1,55.79195545027197,1,5,0,1
344,1,1,54.02478380671315,2,10,1,0
345,1,1,55.15596229108439,3,7,0,0
346,1,0,50.42747155504259,1,8,0,0
347,1,1,54.94422410170466,3,7,1,0
348,1,1,53.41016097380076,3,9,1,0
349,1,0,51.11488211776224,2,7,1,1
350,1,0,50.12924242916247,2,6,0,1
351,1,0,50.25821609474079,3,9,0,0
352,1,0,49.95506495311827,2,5,1,1
353,1,1,55.48113726462008,1,8,0,1
354,1,0,52.14154616713744,3,6,1,0
355,1,0,50.32588350375022,0,6,0,0
356,1,1,55.30651019356855,2,4,0,1
357,1,1,54.42062518831294,2,9,1,0
358,1,0,50.46460606237088,1,8,1,1
359,1,1,53.96369140887462,1,8,1,1
360,1,0,50.96104529053453,1,8,1,1
361,1,0,50.54327227153072,0,4,1,0
362,1,0,50.76255055481042,3,5,1,1
363,1,0,50.38599040118304,4,7,0,0
364,1,0,50.902514640065576,3,9,0,1
365,1,0,52.46827361278333,1,5,0,0
366,1,0,51.02706502652273,3,6,0,1
367,1,0,51.55930416001097,4,8,1,0
368,1,1,54.94964763602764,1,10,1,0
369,1,0,51.85721247099937,3,4,1,0
370,1,1,54.07981909447542,2,7,0,1
371,1,1,55.11082626199723,5,8,1,1
372,1,1,54.65783009092167,1,4,0,1
373,1,1,55.67996088028696,4,9,0,0
374,1,0,50.8238315877912,3,2,0,1
375,1,1,55.86401547601832,1,4,1,1
376,1,1,54.417171659947606,4,6,0,0
377,1,0,49.18014275165645,2,7,0,0
378,1,1,53.64890544111665,2,8,0,1
379,1,1,56.49840179015345,2,9,0,1
380,1,0,51.40468083253764,2,6,1,1
381,1,1,54.48389249626459,2,7,1,1
382,1,0,49.81160554529757,2,10,0,0
383,1,0,49.15257884967111,3,10,0,1
384,1,0,49.33748268594068,2,7,1,1
385,1,0,48.664222673662366,2,6,1,1
386,1,1,53.8412961060064,2,3,0,1
387,1,1,54.89235273949834,4,6,1,1
388,1,0,50.94521887877427,0,7,1,0
389,1,1,53.45771572493727,3,10,0,0
390,1,1,54.54994950678538,3,8,1,1
391,1,0,49.27096492975371,1,5,0,0
392,1,0,52.56292700961859,2,6,0,0
393,1,0,51.97647164820301,3,8,0,1
394,1,1,54.15240160766314,3,7,1,1
395,1,0,50.71902261926997,5,5,0,0
396,1,0,52.74316941046181,2,7,1,0
397,1,1,55.50512402871524,3,8,1,1
398,1,0,50.07474858296779,4,7,0,1
399,1,0,49.49082868440521,3,8,0,1
400,1,0,51.59125569908437,3,6,0,1
401,1,0,50.69792475200895,2,7,0,0
402,1,1,54.81885131973167,4,9,0,0
403,1,1,53.89568058062683,4,9,1,0
404,1,1,53.10091530869666,2,8,0,0
405,1,0,49.8499817603548,3,6,0,0
406,1,0,50.585910090192925,2,7,1,1
407,1,0,51.29172213969261,2,6,1,0
408,1,0,51.06983762059683,2,7,0,1
409,1,0,49.32974505611682,3,8,0,1
410,1,0,50.52627290587671,3,9,1,1
411,1,0,51.00446421876829,2,10,0,0
412,1,0,51.75254434932794,3,8,1,1
413,1,0,50.41783497271267,2,5,1,0
414,1,0,50.66010413041384,2,4,0,1
415,1,1,55.53852940592178,3,7,1,1
416,1,0,51.63347163562376,3,9,1,1
417,1,1,54.58229703696507,3,5,1,0
418,1,0,49.478443551369374,4,4,0,1
419,1,1,54.93417900208705,3,5,1,0
420,1,1,55.38625881167011,1,10,0,1
421,1,1,54.40021514828779,3,6,0,1
422,1,0,52.35614015364652,2,6,1,0
423,1,0,50.435126062407015,4,3,0,0
424,1,0,49.19834915650051,3,8,0,0
425,1,0,50.1600982180122,4,6,1,0
426,1,0,51.36214279909567,2,2,1,0
427,1,1,54.26372207546287,1,5,1,0
428,1,1,55.21598279527318,1,7,0,0
429,1,0,51.56074083781813,1,6,0,0
430,1,1,54.74618166783536,3,6,0,0
431,1,1,54.98722595159852,3,4,0,1
432,1,1,53.2205301678369,3,4,0,1
433,1,0,51.14604774554877,2,7,0,0
434,1,0,49.905868100461305,4,6,0,0
435,1,1,56.25309555186171,1,7,1,1
436,1,1,56.01097830083313,4,3,1,0
437,1,0,49.07475467327918,3,3,0,1
438,1,0,51.03877533055499,2,11,0,1
439,1,0,49.71032195688005,1,7,0,1
440,1,1,54.00760199124382,3,8,1,1
441,1,0,50.963963037784126,2,6,0,0
442,1,0,51.07419229094221,1,6,0,0
443,1,0,51.2450615404556,3,5,1,1
444,1,1,55.589962428076376,2,7,1,0
445,1,0,49.198524538330304,2,6,1,0
446,1,0,49.61718601277154,3,4,1,0
447,1,1,54.461721080757805,3,6,1,1
448,1,1,55.38591265230709,1,7,1,0
449,1,0,51.26443528639968,0,6,1,1
450,1,1,53.23606827858642,3,7,1,0
451,1,1,55.43786083685865,3,6,1,1
452,1,1,54.45790678990759,3,5,0,1
453,1,1,53.527827977659854,3,8,0,1
454,1,1,54.82913996681815,2,4,0,0
455,1,1,52.50063322282143,3,5,0,1
456,1,1,55.12217944583077,3,4,1,0
457,1,1,54.05556359126371,4,4,0,1
458,1,0,49.225494311175055,2,7,1,0
459,1,0,50.91900205051475,3,7,0,0
460,1,1,54.02110275815174,3,3,0,1
461,1,0,50.01814530478369,1,8,0,0
462,1,0,50.045778469726976,3,6,0,0
463,1,1,54.559065321381,1,9,1,0
464,1,1,53.73701938100127,3,7,1,0
465,1,1,53.93260881388795,3,5,1,0
466,1,0,50.82878729273497,3,6,0,1
467,1,0,51.35004433765408,2,7,1,1
468,1,0,50.98579529594099,4,6,0,0
469,1,1,54.16773265982203,2,6,0,0
470,1,1,54.097531479619335,2,6,0,0
471,1,1,55.46161053001101,2,8,0,1
472,1,1,53.77102005568782,3,8,1,0
473,1,1,54.97810885469296,4,6,0,1
474,1,1,54.40612818612231,2,6,1,1
475,1,1,54.18562446145224,3,7,0,1
476,1,0,50.75044925445473,1,7,1,0
477,1,0,50.764738812041536,3,5,0,1
478,1,0,49.655605784774,2,10,1,0
479,1,0,53.440187137717366,3,7,0,0
480,1,1,54.727864375563286,4,11,0,0
481,1,0,49.832060544758,3,7,0,1
482,1,1,53.999185275307774,2,6,0,0
483,1,1,56.01517566404475,4,8,1,1
484,1,0,48.43156926218893,4,8,0,1
485,1,0,51.65563670279186,0,4,0,0
486,1,1,53.70669407451247,2,6,0,1
487,1,0,49.7720016574631,2,11,0,1
488,1,1,56.699265713430265,2,9,0,1
489,1,1,53.098022549452594,2,9,0,0
490,1,1,54.55926358739873,3,7,0,0
491,1,0,51.24864153979895,2,5,0,0
492,1,0,49.812446257452365,3,6,1,1
493,1,0,49.68041641803385,2,7,1,1
494,1,1,54.51214253813511,4,7,1,1
495,1,1,54.87343826971127,3,8,1,0
496,1,1,55.23223053776909,2,7,0,1
497,1,1,55.93677659076423,2,5,1,1
498,1,1,53.39458983754235,2,3,1,0
499,1,0,50.170516185484246,3,8,0,0
500,1,1,55.00749410203634,5,8,1,0
501,1,1,53.21672856399884,2,8,0,0
502,1,1,55.2831873351468,3,7,1,0
503,1,0,51.563630888667326,1,4,0,1
504,1,0,49.40086525107517,3,6,1,1
505,1,1,53.67032618193525,2,10,0,0
506,1,0,50.1959092076824,4,5,1,0
507,1,1,54.00822509743112,3,5,0,1
508,1,1,55.892336572916086,2,5,0,1
509,1,0,49.032581005628906,0,6,1,1
510,1,0,49.80104893980435,2,7,1,1
511,1,0,51.10481950362736,2,7,1,0
512,1,1,52.35027855486506,0,5,0,0
513,1,1,51.577047039846335,5,7,0,0
514,1,0,50.31686286805715,3,5,1,1
515,1,0,51.71390484448694,1,6,1,0
516,1,1,55.034909938616615,2,6,1,1
517,1,0,49.82275246651335,2,6,0,0
518,1,0,50.01458183647151,2,9,0,1
519,1,0,52.60844092692035,2,7,0,0
520,1,1,54.28946981535765,1,4,0,0
521,1,1,55.42508380239016,1,4,1,1
522,1,1,55.43587194493792,2,7,0,1
523,1,1,54.19592403057194,2,8,0,0
524,1,1,52.531795210103134,4,8,0,1
525,1,1,54.9831686168456,4,10,1,1
526,1,1,54.784034124808,2,7,1,1
527,1,0,51.16322423781905,2,5,1,0
528,1,0,50.046104104376354,3,5,1,0
529,1,1,54.65825716001565,1,8,1,1
530,1,1,54.58693296355978,2,7,1,0
531,1,1,52.63469898414894,2,7,1,0
532,1,0,51.0073150990416,2,5,0,0
533,1,0,51.35200658907786,3,7,0,1
534,1,1,55.22856595623715,4,8,0,1
535,1,1,54.0442850357506,0,5,0,0
536,1,0,48.93284523607944,3,4,0,0
537,1,1,54.38018317111396,4,6,1,0
538,1,1,55.95227477549654,2,6,0,1
539,1,1,53.72788194361261,2,8,1,1
540,1,1,54.00282386255332,3,6,0,0
541,1,1,55.33791730730239,1,7,0,1
542,1,1,55.240742120247226,3,8,0,1
543,1,0,52.20731613162433,2,4,1,1
544,1,0,50.2825140900586,4,6,0,0
545,1,0,51.12104686083093,3,7,0,0
546,1,1,55.14649405248112,3,8,0,0
547,1,1,53.76277409955513,3,7,0,0
548,1,1,54.44891177167647,3,9,1,1
549,1,1,52.83584545971044,3,6,0,0
550,1,1,54.80885861418417,3,6,0,1
551,1,0,49.86774419075846,3,6,0,0
552,1,1,53.75953425220356,3,8,0,1
553,1,0,48.13696626504903,2,9,1,1
554,1,1,52.73590194403647,2,8,1,0
555,1,1,54.99229891402802,1,8,1,1
556,1,0,50.33352366126561,3,10,1,0
557,1,1,56.180924182596186,2,6,1,1
558,1,0,51.9110396250192,2,7,0,0
559,1,0,51.59789280954837,2,8,0,0
560,1,1,54.54124035076895,3,6,1,1
561,1,1,55.62365999649453,4,5,1,0
562,1,0,51.32371013404602,2,2,1,1
563,1,1,53.464359238712895,4,9,0,1
564,1,0,50.50386264044871,3,6,0,0
565,1,1,55.47875942060865,2,6,0,0
566,1,1,54.99474727169631,2,9,1,0
567,1,1,55.1330854384363,3,4,1,1
568,1,0,50.31199974726579,2,7,0,1
569,1,0,50.54184317237807,2,7,0,1
570,1,0,49.85663884628752,2,6,1,1
571,1,1,54.21841838049186,2,8,0,0
572,1,0,49.79733175188589,3,4,1,1
573,1,0,50.23081897611623,3,6,0,0
574,1,1,54.31402965254041,2,8,1,1
575,1,0,48.82720092781006,2,7,1,1
576,1,0,50.16780588905852,2,5,1,1
577,1,0,51.74585464560965,3,5,0,1
578,1,0,50.19537116036204,2,8,1,0
579,1,1,53.953278900880655,2,7,1,1
580,1,0,51.58975830321294,1,3,0,1
581,1,1,54.97510155873295,3,6,1,1
582,1,1,55.53811714843326,3,7,1,0
583,1,0,49.64244607560615,2,10,1,0
584,1,1,54.85874955935585,4,11,1,0
585,1,1,53.15935397707029,3,7,1,0
586,1,0,51.67084918241069,3,5,1,0
587,1,0,50.6108410607936,3,5,1,0
588,1,1,53.092063119337936,2,6,0,1
589,1,0,50.09145325013807,5,8,1,0
590,1,1,56.44035357558006,3,10,0,0
591,1,0,49.97018275133617,3,6,1,1
592,1,1,54.661552943904745,3,6,1,1
593,1,0,51.418609295017234,2,4,1,1
594,1,0,49.976229644462784,2,8,0,0
595,1,0,50.928852773567215,2,4,1,0
596,1,1,54.56245756746886,4,5,1,1
597,1,0,50.83685183579775,2,5,0,0
598,1,0,48.94142147127936,1,5,0,0
599,1,0,49.81913283182213,4,5,0,1
600,1,1,55.47508678396419,2,7,0,1
601,1,0,53.11340182375027,1,9,1,0
602,1,1,54.0090156494143,2,7,0,1
603,1,0,52.32352937159676,3,6,1,0
604,1,0,49.492757210244186,2,8,0,1
605,1,0,54.37398513531961,2,2,0,0
606,1,0,50.106405508871525,1,8,1,0
607,1,1,53.20635633019138,4,5,0,0
608,1,0,51.70340654244477,4,6,0,1
609,1,0,51.30133285952137,3,8,1,1
610,1,0,50.87174823610222,2,5,0,0
611,1,0,50.51661344155293,3,7,1,1
612,1,1,54.9095810694568,2,6,0,1
613,1,0,49.92538291172358,1,6,0,1
614,1,1,53.0288443574084,3,8,0,1
615,1,1,54.79369474932508,4,8,1,0
616,1,1,54.08451189024155,1,6,0,0
617,1,1,53.09754567016666,3,7,0,1
618,1,0,51.37086993135186,3,9,1,0
619,1,0,51.08695602018527,4,6,0,0
620,1,0,50.59919638226863,3,6,0,0
621,1,0,50.29742388729674,2,7,0,0
622,1,1,53.72783014454573,0,6,0,1
623,1,0,50.97069229079975,2,4,1,1
624,1,0,50.07464659689608,4,8,0,1
625,1,1,53.65483021254379,3,7,1,1
626,1,0,50.05724934424404,2,7,1,0
627,1,1,55.66958251659566,3,4,0,0
628,1,0,52.21102647463105,2,7,0,0
629,1,0,49.34283348022336,3,8,1,0
630,1,0,52.86172575789093,3,4,0,0
631,1,1,55.487208519495454,3,3,0,1
632,1,0,51.319465146008966,1,7,0,0
633,1,1,53.99059520590821,2,9,1,1
634,1,0,50.43477229717097,3,8,0,0
635,1,0,50.65997580577677,4,6,1,1
636,1,1,54.14433780591629,2,6,0,0
637,1,1,54.90334598949624,2,4,1,1
638,1,0,50.76005805904524,4,7,0,0
639,1,0,50.21134250739161,5,4,0,0
640,1,0,50.56134760854403,3,8,1,0
641,1,1,52.803698135029336,3,8,0,1
642,1,0,50.8869501387608,4,5,1,1
643,1,1,54.85765153121875,1,7,1,0
644,1,1,52.77981067382176,2,8,0,1
645,1,1,55.581496445885605,1,9,1,1
646,1,0,48.301014187557655,2,4,1,0
647,1,1,55.27767883648016,5,3,1,0
648,1,1,54.56590028467036,2,10,1,1
649,1,1,54.931428967745184,3,7,0,0
650,1,1,53.36800596206591,5,6,1,1
651,1,1,55.50913591014963,3,5,1,1
652,1,1,54.95914974474468,4,7,0,0
653,1,1,54.966092352403976,3,9,1,1
654,1,1,55.28002410879659,2,7,1,1
655,1,0,51.26676043125292,1,6,0,1
656,1,0,50.31587562442851,2,7,0,1
657,1,1,55.100854121959216,3,5,0,0
658,1,0,50.34418549678034,3,5,0,0
659,1,0,50.29055815803027,3,6,0,0
660,1,0,51.28422988663388,3,7,1,1
661,1,1,53.80630948719372,3,6,0,0
662,1,1,55.86040652847608,2,8,1,0
663,1,0,50.76840458492826,1,5,1,0
664,1,0,50.55197554296884,3,5,1,1
665,1,1,55.43514578732525,2,3,0,1
666,1,0,51.14043453307626,3,5,0,1
667,1,0,49.53967502753892,2,4,0,0
668,1,0,51.67066371243439,3,10,0,1
669,1,0,49.24383187876028,3,4,0,0
670,1,0,51.92655151254095,3,4,0,1
671,1,1,54.25228877076932,2,6,0,1
672,1,0,50.03238317427602,2,8,1,1
673,1,0,50.94496932165978,2,4,0,0
674,1,1,54.802905129941024,3,6,0,0
675,1,0,50.97119105728964,2,4,1,0
676,1,1,53.89543340314734,3,7,1,0
677,1,0,50.35773895114107,2,5,1,1
678,1,1,55.84979901677208,2,6,1,1
679,1,1,54.22678182121136,3,5,1,0
680,1,0,49.00286806125391,3,9,1,0
681,1,0,52.24659974275508,3,2,1,1
682,1,1,53.4503375673572,3,5,0,0
683,1,0,49.45000496011438,4,6,1,1
684,1,0,51.780071450028935,2,5,1,0
685,1,0,50.62765247446783,1,2,1,0
686,1,1,55.28978615911851,4,6,0,0
687,1,0,51.26154139447237,4,6,1,1
688,1,1,53.74515210296976,2,6,1,0
689,1,0,48.221742916688605,1,5,0,1
690,1,0,50.49426237210275,4,10,0,1
691,1,0,51.02434991248399,2,6,0,1
692,1,1,54.248313817985576,5,2,1,0
693,1,1,54.80013474624851,2,6,0,0
694,1,0,49.92062439283573,3,6,1,1
695,1,0,51.22229564762654,3,7,1,0
696,1,0,49.35648343501336,3,9,0,1
697,1,0,50.63957589302526,1,6,1,1
698,1,1,53.20554055564773,2,7,0,0
699,1,0,49.72485331307138,1,5,0,1
700,1,0,50.5240618529849,2,7,0,1
701,1,0,49.53061518606054,3,11,0,1
702,1,0,49.85625570271517,3,5,0,0
703,1,1,52.469097838028674,3,4,0,1
704,1,1,52.68149903498932,2,7,0,0
705,1,1,56.15390341918846,3,6,1,1
706,1,1,54.89243856930805,3,4,1,1
707,1,1,54.15326081316899,5,8,0,0
708,1,0,52.12263929468948,2,8,1,0
709,1,1,53.7284977414016,2,6,1,1
710,1,0,50.97687897359337,3,6,1,1
711,1,1,54.29892603288829,4,7,1,0
712,1,1,53.3204717487753,2,6,1,1
713,1,1,52.99435369633951,3,6,1,1
714,1,1,56.548060797816014,3,9,1,1
715,1,0,51.45676464849653,4,10,1,1
716,1,1,55.07423181914015,4,4,0,1
717,1,1,55.44255004315355,2,8,1,1
718,1,0,51.088632062987216,1,6,1,0
719,1,1,52.72032900707308,1,7,0,0
720,1,1,53.79227376814627,2,6,0,0
721,1,0,49.76753329786749,3,8,1,0
722,1,0,50.532229081064685,2,8,0,0
723,1,0,51.637890907087055,3,10,0,0
724,1,0,51.64178868931826,2,8,1,0
725,1,1,53.65468645236547,4,9,0,0
726,1,1,52.77232487735185,4,8,0,1
727,1,1,55.02430434444104,1,6,1,0
728,1,0,49.87355201183418,1,3,0,1
729,1,1,54.11329360402857,3,4,1,0
730,1,0,50.34719292724978,4,7,1,1
731,1,1,54.06763545644926,1,4,0,0
732,1,1,53.93752349791803,3,7,0,0
733,1,0,51.95146295678568,2,6,1,1
734,1,0,51.22633874262735,1,5,0,1
735,1,1,55.14242056367462,2,4,0,1
736,1,1,56.197383261561846,3,5,0,0
737,1,0,52.90293783317272,3,7,0,1
738,1,0,52.07189706452535,3,6,1,1
739,1,0,50.27640197154863,2,8,0,1
740,1,0,48.48066229050416,1,6,0,0
741,1,1,54.74303270057872,1,7,0,0
742,1,0,51.02502602583785,2,6,0,1
743,1,0,50.306112326150185,3,6,1,0
744,1,1,55.44677394314009,0,6,1,0
745,1,0,49.44004967491578,3,6,0,1
746,1,0,51.50861577709377,2,11,1,1
747,1,0,50.07648739388905,2,4,1,1
748,1,0,50.17410132203879,3,6,1,0
749,1,1,56.9767569575873,1,7,1,0
750,1,1,54.58161850727084,3,4,1,0
751,1,0,51.68064428888185,0,5,1,1
752,1,1,52.99594957622968,1,7,0,0
753,1,1,54.86093309471249,2,5,1,1
754,1,1,53.58284883433377,3,8,1,1
755,1,1,53.05352786842536,2,5,0,1
756,1,0,50.108311874328166,3,7,0,0
757,1,1,54.77129058132476,2,6,0,1
758,1,1,53.157663996828106,4,6,0,1
759,1,0,51.93498008500439,2,9,1,1
760,1,0,50.860648234920845,3,5,0,0
761,1,1,53.2358661309697,3,5,1,0
762,1,0,50.607374561624844,2,7,0,0
763,1,0,50.39143916208066,3,4,0,1
764,1,1,53.69583091181209,2,8,0,0
765,1,0,51.3849153648167,3,4,1,0
766,1,1,55.14479793853114,3,6,0,1
767,1,0,51.45529895373864,4,5,1,1
768,1,1,53.72989554584368,4,8,0,0
769,1,0,52.11517997328564,2,5,0,1
770,1,0,48.60374223744459,1,9,0,1
771,1,0,50.54542709800283,3,7,0,0
772,1,1,53.74285308998942,3,5,0,1
773,1,0,48.30483569634068,3,5,1,1
774,1,1,52.985832199528566,2,7,0,0
775,1,0,52.69125635628728,2,5,1,0
776,1,0,50.70663216590532,4,7,1,1
777,1,1,53.76475305546771,5,7,1,0
778,1,1,54.103322750044605,1,6,0,0
779,1,0,49.19182065114467,2,5,0,0
780,1,0,50.920195582789,4,4,0,0
781,1,0,49.79309768040629,2,6,0,0
782,1,0,52.0766986319781,1,7,1,0
783,1,0,51.57139540763555,2,3,0,0
784,1,0,50.17436350514841,3,5,0,1
785,1,0,52.29861014750916,3,6,0,1
786,1,1,53.37103439919196,1,5,0,0
787,1,1,54.86761041389531,4,7,1,0
788,1,0,50.95408957957632,2,5,1,1
789,1,0,51.10984413398048,3,7,1,1
790,1,0,47.86585350438305,4,3,0,0
791,1,1,54.55595867524018,3,8,1,0
792,1,0,49.7462745275728,2,3,0,0
793,1,1,53.66179949838147,6,8,0,1
794,1,0,48.90275379409136,0,9,0,0
795,1,0,49.229374350786784,3,1,0,1
796,1,1,54.83317199479135,2,8,0,0
797,1,0,49.95047277533664,0,9,1,1
798,1,0,49.88911448580202,4,7,0,0
799,1,0,52.021968451307536,2,6,1,0
800,1,0,50.869300858307135,0,5,0,1
801,1,1,55.93983980250536,2,4,0,0
802,1,1,54.567433075465146,4,7,0,0
803,1,1,55.3029032754723,3,5,1,1
804,1,0,51.21201071654098,2,7,1,1
805,1,1,52.28258727844363,2,7,0,1
806,1,0,50.727931629002114,3,9,1,1
807,1,0,51.43955974829307,3,8,0,1
808,1,0,51.08018853158971,2,9,0,0
809,1,0,51.48812078037188,3,5,1,0
810,1,0,50.5268769524904,2,8,0,1
811,1,1,56.0565921713012,1,5,1,0
812,1,0,50.57735006659893,3,5,1,0
813,1,0,47.15718186279685,3,5,1,0
814,1,0,51.60445566169038,3,8,1,0
815,1,1,54.10293451290006,3,7,0,0
816,1,1,54.93732889600484,4,6,1,0
817,1,0,48.99041617059898,2,10,1,1
818,1,1,53.922348620656585,4,7,0,0
819,1,0,50.38706188620813,3,8,0,0
820,1,1,54.9285491381738,3,6,1,1
821,1,0,50.11477767554518,2,6,1,1
822,1,0,52.6242003329608,3,10,0,1
823,1,1,55.325176503644826,2,5,1,1
824,1,1,55.21609135546392,3,7,0,0
825,1,0,49.70880765342765,3,6,0,1
826,1,0,50.86052162944963,2,5,1,1
827,1,0,51.356136439602125,4,7,0,1
828,1,1,53.37742161896845,2,8,1,0
829,1,1,53.80507133412552,2,8,1,0
830,1,1,53.57792605241576,3,6,0,0
831,1,1,53.38369582145293,3,7,0,0
832,1,0,51.033861083974266,2,8,1,1
833,1,1,53.23388813631661,4,4,0,0
834,1,0,49.28888162716417,2,7,1,0
835,1,1,54.43410969766497,3,6,1,0
836,1,0,50.496748780948906,3,6,1,0
837,1,1,54.51814929919303,3,7,1,0
838,1,0,51.08762978219954,2,6,0,0
839,1,0,51.5748582827629,1,5,0,1
840,1,1,54.636921280394255,2,8,0,1
841,1,1,55.05477527985576,1,5,1,1
842,1,1,53.27383838301999,2,7,1,0
843,1,0,49.92524695458313,5,7,0,0
844,1,0,50.01858826152929,2,8,0,1
845,1,1,54.01568320927406,2,4,0,0
846,1,1,54.84868656444017,2,6,0,1
847,1,0,51.94646077009914,4,5,1,0
848,1,1,53.98011820056424,2,6,0,1
849,1,0,52.64372813672031,3,7,1,1
850,1,1,54.93119539292888,3,7,0,1
851,1,1,56.13040842917949,3,8,1,0
852,1,1,54.60737580692148,5,8,0,1
853,1,1,53.43155837764239,4,9,0,1
854,1,1,56.16367186572342,1,5,0,1
855,1,0,50.62436810998419,4,7,0,1
856,1,1,54.533768706115325,1,8,1,0
857,1,1,53.319104630922304,1,7,0,0
858,1,1,55.03332286741395,4,6,1,1
859,1,0,50.36136205849097,2,5,1,0
860,1,1,55.11801209641433,3,7,0,0
861,1,0,51.74563528566839,3,7,0,0
862,1,0,50.52271066602524,2,5,1,0
863,1,1,53.89519697989118,2,7,0,1
864,1,1,54.36831598214293,2,5,1,1
865,1,0,50.04365920076136,2,8,1,0
866,1,1,55.24457596732191,1,5,1,0
867,1,0,50.32784824134433,3,6,0,1
868,1,1,54.607396960487065,2,8,1,0
869,1,1,54.98359812117317,1,6,0,1
870,1,0,50.7007051864969,4,4,0,1
871,1,0,50.80556540225143,2,4,0,0
872,1,0,52.20506026116702,2,4,0,0
873,1,1,55.96840496810035,1,7,1,0
874,1,0,51.232227461062365,2,7,1,1
875,1,0,50.12217317039313,1,6,1,1
876,1,1,54.724373401585645,2,9,1,1
877,1,0,51.95301283212955,2,6,0,1
878,1,0,50.38346937493901,4,6,0,1
879,1,1,54.04029412600645,3,5,1,0
880,1,1,54.27816548916257,1,7,1,0
881,1,0,50.76093086075867,3,5,1,1
882,1,0,50.629465439956725,3,4,0,1
883,1,0,51.01212611796614,4,3,1,0
884,1,0,49.96645414821453,3,7,1,1
885,1,1,55.237656223586384,4,3,1,0
886,1,1,53.74807239102427,2,6,0,1
887,1,0,49.97297145513756,1,6,0,0
888,1,0,50.386398065241366,2,3,0,1
889,1,0,49.75566052506216,3,6,0,0
890,1,0,51.23554657162952,4,6,1,1
891,1,1,55.010138866297694,3,9,1,0
892,1,0,50.79555449017115,4,6,1,0
893,1,1,53.82063872829075,4,8,0,0
894,1,0,50.302107264247645,2,7,0,1
895,1,1,54.17545540932248,2,5,0,1
896,1,1,52.86141027612032,2,3,0,0
897,1,1,55.12829198996537,3,4,1,0
898,1,1,55.25452876244803,1,8,0,1
899,1,0,50.87762160821811,3,7,1,0
