defendant_age,prior_convictions,charge_severity,legal_representation,bail_status,diversion_program,sentencing_length,time_in_custody,recidivism
43,11,10,1,0,0,1,83.95464318510103,267.3393377996897
9,23,9,0,1,1,1,49.24340538258805,196.8585640479936
23,21,8,1,1,1,1,66.88563434955114,234.85483105454315
18,16,6,1,1,1,1,53.36475166134534,197.0115806995987
39,26,16,1,1,0,1,100.16420499634512,329.61781820264434
10,18,11,1,0,1,1,46.25405463313397,188.4219662913276
46,22,12,0,1,0,1,100.77570698531738,320.9853069331528
34,15,8,1,1,0,1,74.96822958576206,248.39782694308172
21,23,10,0,1,1,1,65.74091185523766,236.2799723509617
28,16,9,1,1,0,1,65.46637453166153,228.3089160775159
40,15,9,1,1,1,1,83.87,269.9107478286906
28,23,10,0,1,0,1,74.86,256.44792700818783
33,7,9,0,1,1,1,65.05100592519456,219.9786348011911
27,23,8,0,1,1,1,72.97103499564794,250.72557291435564
36,18,6,1,0,0,1,79.84784538733462,259.7997304219124
30,20,12,0,1,1,1,77.54635202592381,261.4271382857265
32,18,10,1,1,0,1,77.26359029013831,260.6367817526198
23,12,7,1,0,1,1,56.69113932561815,202.17776683841103
13,7,8,0,0,1,1,34.293776475691686,142.9786899311196
40,16,13,0,1,1,1,88.13430484644356,285.08695230395966
26,15,10,1,1,0,1,65.20030174804717,227.8009208
41,15,8,0,1,1,1,84.77332438628648,271.9207480878334
34,21,15,1,1,1,1,86.61890163089691,288.9270096415207
39,33,3,0,1,1,1,98.03548695785858,315.2953616
27,25,9,0,1,0,1,73.52741133302513,253.53216452480703
32,15,9,1,1,1,1,74.18658958270888,246.41633621255477
40,13,8,0,1,0,1,80.15641171012193,257.8016219689302
22,28,6,0,1,1,1,69.26287097109676,243.1753431373779
35,19,10,1,1,1,1,83.60777233498989,274.56745793753504
43,21,14,1,0,0,1,98.45418848486236,313.3650548182232
20,23,11,1,0,0,1,65.49136368984439,237.1767833213815
49,19,5,0,1,0,1,96.56958687215608,302.2529880500728
30,20,9,0,0,1,1,75.17812427588903,253.83513587658047
38,27,9,1,0,0,1,93.48120555018755,303.06402922995346
18,31,11,1,1,0,1,69.98746466587968,257.40738801032376
39,21,14,1,1,1,1,92.91,301.2467705200839
24,8,7,0,0,1,1,49.19571145105704,178.92726736729574
25,15,11,1,1,1,1,64.72089276764983,226.9375860583613
32,25,7,1,1,1,1,82.40997196487889,276.3494982552678
24,16,7,1,0,1,1,61.13484223041699,216.96734029817145
35,22,7,1,1,1,1,84.53162952527114,277.3529476210695
30,17,9,0,1,0,1,68.47,240.64124631383547
39,5,10,0,1,0,1,72.67391600991435,234.4709635946242
20,13,11,1,0,1,1,55.81559395282965,203.40006162520487
30,22,7,1,1,1,1,77.64440384583874,259.65514053301456
31,16,5,1,0,1,1,71.15187994612054,237.3942662
19,18,10,1,1,1,1,58.564787502143886,213.9185556626244
16,17,10,1,0,0,1,51.17031133452655,194.96561185729996
31,12,13,0,1,1,1,71.24895228357774,242.26052049428247
27,22,13,1,0,1,1,76.26243742096578,260.97653708473155
37,23,15,1,1,1,1,95.02309372280595,310.2058370309672
27,14,13,1,1,1,1,67.38605102759017,236.56643217300103
23,18,11,1,0,1,1,66.06050257545041,235.9075169714238
