household_id,post_policy_period,subsidy_policy,affordable_housing_availability,income_level,job_experience_years,rural_residence,previous_subsidy_status
265,1,0,46.125773129173744,3,7,0,0
266,1,0,43.21226886054559,4,5,1,1
267,1,1,51.29033134440142,3,7,0,0
268,1,0,45.84673558139404,3,7,0,1
269,1,1,52.15931404976012,4,4,1,1
270,1,1,50.08195437537644,5,6,0,0
271,1,0,47.371672387492445,3,7,1,0
272,1,1,49.65548078795112,3,7,0,1
273,1,1,49.98952927068562,4,5,0,0
274,1,0,45.04497206878965,4,9,1,1
275,1,1,49.01391500644601,2,5,1,1
276,1,1,52.25287585475367,2,7,0,1
277,1,0,44.25171171768736,1,6,0,0
278,1,0,44.65205356663731,2,8,1,1
279,1,1,50.43723165611467,2,7,0,0
280,1,1,54.26231495358853,1,7,1,0
281,1,0,44.629544395517854,2,6,0,1
282,1,0,44.338905360459385,3,7,1,1
283,1,0,43.32903616738936,2,9,0,0
284,1,1,50.62464744105718,4,5,0,1
285,1,0,44.63784952513416,3,6,1,0
286,1,1,51.56803867615276,4,5,0,0
287,1,0,45.31116951944305,4,7,0,1
288,1,0,45.30854890872211,3,5,0,0
289,1,1,50.788963318041866,1,6,0,0
290,1,1,50.66975379072672,2,7,0,0
291,1,1,48.98091038291687,3,7,1,0
292,1,1,50.5874381787048,1,9,1,1
293,1,0,47.5951158370821,0,8,0,1
294,1,1,50.98433577966713,3,6,0,0
295,1,0,45.23995115367109,4,7,0,1
296,1,0,44.795795253200126,2,5,0,0
297,1,1,50.54347622033434,1,6,1,0
298,1,0,46.02671129629438,1,7,0,0
299,1,1,49.37256080614299,0,7,0,1
300,1,0,46.429929064587824,3,6,0,0
301,1,0,46.24759708546824,4,8,1,1
302,1,1,50.5289494625678,2,8,1,0
303,1,0,43.23893151505601,2,4,1,0
304,1,1,52.56590362193672,4,9,0,0
305,1,1,50.43471271800511,2,6,1,1
306,1,0,45.75724756760817,2,9,0,1
307,1,1,50.11677745143121,3,4,0,1
308,1,1,51.87143233615552,1,6,1,0
309,1,0,46.430298376069615,2,5,0,1
310,1,1,51.2650857258325,1,6,0,1
311,1,1,50.7050608568164,3,10,0,0
312,1,1,50.668304630644045,3,6,0,0
313,1,0,44.70159574959133,3,9,0,0
314,1,1,51.96132477792034,3,2,1,0
315,1,1,52.6188845783791,3,7,0,0
316,1,0,44.49998305358285,4,8,1,0
317,1,0,44.74108568438682,3,5,0,0
318,1,1,51.99468680601524,3,5,0,0
319,1,0,45.60445639437942,3,5,0,0
320,1,1,51.91485366856877,2,8,0,1
321,1,1,51.93929229282882,4,6,0,1
322,1,1,50.91218502864398,2,7,1,1
323,1,0,46.18189575701975,2,8,0,0
324,1,0,43.563048448445805,1,8,1,0
325,1,1,51.82306492981599,3,6,0,1
326,1,0,43.57355576913764,3,5,1,0
327,1,1,51.89581803637236,3,9,1,0
328,1,0,45.45055183550746,4,3,1,0
329,1,0,43.121529986981535,3,6,1,1
330,1,1,49.76399854637541,3,5,0,1
331,1,0,44.68814975591942,3,6,1,1
332,1,1,48.949846599618326,3,8,0,0
333,1,1,51.19386691012286,2,6,0,1
334,1,0,45.43040468764584,2,9,0,1
335,1,1,50.68339312081184,3,6,0,1
336,1,1,49.90247531226015,3,6,0,1
337,1,1,51.83070642335685,4,7,0,1
338,1,1,50.692424717118094,2,6,1,0
339,1,0,46.744691491551606,3,6,0,0
340,1,1,52.29360956941523,2,4,1,1
341,1,1,51.96505449795101,1,7,1,0
342,1,0,45.936353381435175,2,7,1,0
343,1,0,46.47404542692579,2,9,0,1
344,1,0,45.41192084052134,3,7,0,0
345,1,0,45.56832705639065,2,7,0,0
346,1,0,44.51751726175352,2,4,1,1
347,1,1,52.20157938813744,3,5,1,0
348,1,0,44.28949968620461,4,7,1,0
349,1,0,45.69185091971836,3,10,0,0
350,1,0,44.77284413462042,1,7,0,1
351,1,0,45.86501676718251,2,10,1,0
352,1,0,45.87674335283843,3,8,0,0
353,1,1,52.343050021359446,2,9,1,0
354,1,0,45.00462183696536,1,3,0,0
355,1,0,43.110999428822446,3,6,0,0
356,1,0,45.9751581366879,2,5,0,0
357,1,0,45.27286053804359,2,8,1,0
358,1,1,51.28139536456956,1,5,0,0
359,1,0,47.497585311959085,2,6,0,0
360,1,1,51.733570367753714,2,2,0,0
361,1,1,53.206623111353984,3,7,1,0
362,1,1,51.52193911800293,2,10,0,0
363,1,1,52.041456602509285,2,8,1,1
364,1,1,50.03505495145619,2,4,1,0
365,1,1,51.74549748449414,2,8,1,0
366,1,0,46.33869498994311,2,9,1,1
367,1,0,44.14107458398572,1,8,0,0
368,1,1,50.42856261369632,2,7,1,1
369,1,0,44.74485122213451,2,9,0,1
370,1,0,45.980131768732,2,6,1,0
371,1,1,52.03848786492174,1,6,0,0
372,1,0,44.85518960778359,2,8,0,1
373,1,0,45.28836700424542,2,2,0,1
374,1,0,44.25397525609286,2,5,0,1
375,1,0,44.472696618183015,4,7,0,1
376,1,0,46.135519065927376,4,6,0,0
377,1,0,44.4048863543976,0,8,0,1
378,1,0,44.96818255490967,3,7,1,1
379,1,1,48.91004629549263,2,4,0,0
380,1,1,51.80919314434389,2,7,0,0
381,1,1,52.36906427911241,3,5,0,1
382,1,1,51.65759163425825,2,6,0,0
383,1,1,50.24831528899065,2,4,1,0
384,1,0,42.96318339465023,4,4,0,1
385,1,1,50.877620535231614,2,7,1,1
386,1,1,51.55149201870379,2,6,0,0
387,1,1,50.6596879990548,3,7,0,0
388,1,1,50.56769819708733,2,5,0,1
389,1,0,46.602016794903264,2,5,1,0
390,1,1,49.50092842733766,2,4,0,0
391,1,0,45.26165091131464,2,8,0,0
392,1,0,46.23916115815883,2,11,0,0
393,1,0,46.43206007497574,3,8,1,1
394,1,0,44.149927148922814,2,10,1,1
395,1,1,50.22547339093922,2,8,0,1
396,1,0,44.90792686508493,2,7,1,0
397,1,0,44.093319363302605,3,8,1,0
398,1,1,51.25349830570831,2,7,0,1
399,1,1,48.94827208602197,3,9,0,0
400,1,1,49.68134637747557,3,4,0,0
401,1,0,45.43273971263615,2,8,1,0
402,1,1,52.16250246256403,4,10,0,0
403,1,1,50.54233053891339,3,7,0,0
404,1,1,51.30131347707994,2,8,0,1
405,1,1,51.001050461657904,3,5,1,0
406,1,1,49.997474940114735,3,3,0,1
407,1,0,44.04098582280735,2,8,0,0
408,1,0,45.39636006362843,2,8,0,1
409,1,0,44.46242859110725,3,8,1,1
410,1,1,51.36677440169127,3,3,0,0
411,1,1,50.557192607622,2,9,1,0
412,1,1,50.38328849084392,3,6,1,0
413,1,0,44.64823070133711,2,6,0,0
414,1,0,43.929224616196265,4,7,1,0
415,1,1,49.1885502685648,3,8,0,0
416,1,0,43.794358713052986,2,7,0,1
417,1,1,50.81497022643868,3,4,0,1
418,1,1,49.36566977983936,2,6,0,0
419,1,0,45.14970987662899,2,5,0,1
420,1,0,44.08461341829598,1,6,0,0
421,1,0,44.053952647289385,3,5,0,1
422,1,1,52.20499521967767,2,10,1,1
423,1,0,47.36998854018252,2,10,0,0
424,1,0,46.03984275012952,3,6,0,0
425,1,0,44.84801079312499,3,7,1,0
426,1,1,50.95168868098269,3,9,0,1
427,1,1,49.89045227679829,3,8,0,0
428,1,0,45.18469758115141,3,5,1,0
429,1,1,53.363600509838086,4,7,0,0
430,1,1,50.88520984699918,2,7,0,1
431,1,0,45.06351335815787,4,5,1,0
432,1,1,51.82265076164042,3,10,0,1
433,1,0,45.17745524405555,2,7,1,0
434,1,0,47.05071612737932,3,6,0,1
435,1,1,51.0837767689455,3,8,0,1
436,1,0,43.635592162641714,2,4,0,0
437,1,1,51.00552042817954,3,6,1,0
438,1,1,50.045501214498806,2,7,1,0
439,1,1,51.05349175815479,3,7,0,0
440,1,0,47.05204344759375,2,7,1,0
441,1,0,45.381960319718594,3,7,1,0
442,1,0,44.906681215971695,4,8,0,1
443,1,0,45.138589539869706,4,8,0,0
444,1,0,46.34907374651485,3,6,0,0
445,1,1,50.65237363710421,1,3,0,1
446,1,1,51.31003247609722,3,6,0,0
447,1,1,50.47608333683902,3,5,0,0
448,1,1,51.0281360310724,2,5,0,1
449,1,0,43.82082982451738,2,8,0,0
450,1,0,45.58274138588214,3,5,1,0
451,1,1,50.48649661422471,1,3,0,1
452,1,1,52.9022113463075,3,8,0,0
453,1,0,43.61922989217743,3,6,0,0
454,1,0,43.64600870642447,6,7,0,0
455,1,0,44.91784600510821,1,5,0,1
456,1,0,45.92323354709839,3,4,1,0
457,1,0,45.26936484886955,1,8,0,1
458,1,1,50.75275534396519,2,7,1,1
459,1,1,51.70228589527526,2,5,0,1
460,1,0,44.78131126825688,2,5,0,0
461,1,1,50.08586667917693,2,6,0,0
462,1,1,51.19354798112824,2,8,0,0
463,1,1,51.13511540150935,3,7,1,0
464,1,0,45.6647039546177,3,8,0,0
465,1,1,49.57021774641858,4,5,1,0
466,1,0,43.4488392915858,4,3,1,0
467,1,0,45.11306968068285,3,7,1,1
468,1,1,50.77314245503259,3,7,1,0
469,1,1,49.540171532268985,1,5,0,0
470,1,0,45.91140067697225,3,6,0,1
471,1,0,46.048725598637375,3,8,0,0
472,1,0,44.14991595729215,2,7,0,0
473,1,1,50.74690671118652,2,7,0,1
474,1,1,50.78991618547932,2,8,1,0
475,1,0,45.72040918066248,1,10,0,0
476,1,0,45.4774357001689,2,7,1,0
477,1,0,44.06155012191192,2,6,0,1
478,1,0,43.3949954626655,2,6,1,0
479,1,0,44.976971164429486,2,7,0,0
480,1,1,50.14838375404023,2,3,0,0
481,1,1,51.36377276315517,1,6,0,1
482,1,0,45.8404655757839,3,4,1,1
483,1,1,49.68496246744347,3,7,0,0
484,1,1,51.233598917692696,4,4,0,0
485,1,0,44.98547583356082,3,5,0,1
486,1,1,50.52298887337987,3,7,0,0
487,1,1,50.577280008582086,2,7,0,1
488,1,0,46.05506240137255,2,7,0,1
489,1,0,47.105746331003125,3,7,0,0
490,1,1,51.01816155241321,3,5,0,0
491,1,1,51.42265689921525,1,9,0,1
492,1,0,45.33439304256324,4,4,1,1
493,1,0,45.45606894501008,2,9,0,0
494,1,0,44.14868551112727,3,8,1,0
495,1,0,44.95366929982924,2,7,0,1
496,1,0,47.22248917942363,2,8,0,0
497,1,1,50.80398641736801,2,5,0,0
498,1,1,53.07512375339911,3,7,1,0
499,1,0,45.56633658340533,3,6,0,0
500,1,1,50.34506602215011,2,5,0,1
501,1,1,50.12880765503118,3,6,1,1
502,1,0,45.8727716478448,2,5,1,0
503,1,1,49.45675408461277,2,5,0,0
504,1,1,51.906304965196384,3,6,0,0
505,1,0,44.00711518942869,2,7,0,1
506,1,0,43.44897925108876,2,9,1,0
507,1,1,49.83756553634112,1,5,0,0
508,1,1,50.96538291087458,3,8,0,0
509,1,0,45.64329245667173,2,8,0,1
510,1,0,44.98573292981069,2,6,1,0
511,1,1,51.25648119268975,1,4,0,1
512,1,1,51.215244868275335,2,9,0,0
513,1,0,46.29758557781421,2,7,0,0
514,1,0,46.0627161730472,2,6,1,1
515,1,1,50.05739403531202,5,7,0,0
516,1,0,43.37080445719337,2,5,0,0
517,1,0,43.59267641358453,2,7,0,1
518,1,0,44.16437431513275,4,8,0,1
519,1,1,49.14457060855752,3,8,0,0
520,1,0,47.21479985532158,1,4,0,0
521,1,0,46.62893124729487,1,9,1,0
522,1,0,45.19891270964023,3,7,0,1
523,1,0,46.15121139908482,4,3,1,0
524,1,0,46.19893292788797,1,9,0,0
525,1,1,51.01804591291834,2,6,0,0
526,1,1,50.387521867401446,2,8,0,0
527,1,0,43.05740931534356,2,5,0,0
528,1,1,51.15044015676978,1,6,0,1
529,1,1,49.029858427116416,4,8,1,0
530,1,1,51.29344313970776,6,7,0,0
531,1,1,51.14318439954992,4,4,1,0
532,1,0,45.6835850069131,4,5,1,0
533,1,1,51.78325670176606,2,6,1,0
534,1,1,51.184523872111576,2,7,0,1
535,1,0,43.12172952974361,3,5,1,0
536,1,0,44.054158725873606,3,6,0,0
537,1,1,52.68667184935258,3,5,0,0
538,1,1,52.14367841249396,3,7,0,1
539,1,0,45.36223290627143,2,9,1,0
540,1,1,51.70857837653772,1,8,1,0
541,1,0,44.72663286753867,2,8,1,1
542,1,1,50.59033463528437,3,5,1,0
543,1,0,45.78337155829135,2,8,1,0
544,1,0,46.69369967191551,5,5,1,0
545,1,1,51.18225171485116,3,8,0,1
546,1,1,50.28523776136466,3,7,1,1
547,1,1,50.02724699949764,2,7,0,0
548,1,1,50.63883317191984,2,4,0,1
549,1,1,50.30640979014952,2,4,0,0
550,1,0,43.93443640246094,3,4,0,1
551,1,1,49.76428031813618,3,5,1,0
552,1,1,51.34459959980205,3,6,0,0
553,1,0,44.56658543380869,3,6,1,1
554,1,1,50.30263261912293,2,6,0,0
555,1,0,43.82727675851556,3,7,0,0
556,1,1,49.884069323417386,3,4,0,0
557,1,1,49.59060099645833,1,5,0,1
558,1,1,51.25948237249322,4,8,1,1
559,1,0,44.42542829685324,3,9,1,1
560,1,1,51.117578473631006,2,7,0,1
561,1,0,43.120265161538015,2,6,1,0
562,1,1,51.75367453841679,1,6,1,0
563,1,1,52.55256140453538,0,5,0,1
564,1,1,51.13372626634472,2,7,0,0
565,1,1,50.08461190183963,3,7,0,0
566,1,1,48.97984810088605,3,3,0,1
567,1,1,49.73214439897415,3,5,0,0
568,1,1,51.47174053747502,0,5,0,1
569,1,1,50.02938797044812,2,5,1,0
570,1,1,49.57468521909985,3,5,1,0
571,1,0,45.36188583802863,3,7,0,1
572,1,0,45.89346423925255,3,8,1,0
573,1,1,49.90519907516597,2,4,0,0
574,1,1,49.205345278489936,3,7,0,1
575,1,1,53.24131406332489,4,7,0,0
576,1,0,45.30815065937781,3,5,0,0
577,1,0,45.40448064007936,2,6,0,1
578,1,0,44.97525897697071,2,9,1,0
579,1,0,44.858581936827406,2,7,1,1
580,1,0,44.57833590040324,2,5,0,0
581,1,1,50.42881716798028,3,8,0,0
582,1,1,50.839322815986144,2,8,1,0
583,1,0,44.13633388431341,2,7,1,1
584,1,1,51.90118286444754,3,8,0,0
585,1,0,45.59533224966364,3,5,1,0
586,1,0,44.081801290390665,3,4,0,1
587,1,0,46.14368402815661,2,7,0,0
588,1,0,45.76721453401274,2,3,1,0
589,1,0,43.40752090359047,4,7,0,0
590,1,0,43.7986550750716,3,8,0,0
591,1,1,49.2010636339701,1,7,0,0
592,1,1,49.44247644135536,2,7,1,0
593,1,0,45.01011406326703,3,8,0,0
594,1,0,44.84988517017632,2,8,0,1
595,1,0,43.61950325946446,1,4,1,1
596,1,1,50.45682644645456,3,5,0,0
597,1,0,46.14368584411197,2,8,0,0
598,1,1,49.42965524152612,1,9,0,0
599,1,1,50.06935458262507,4,2,1,1
600,1,1,52.65117228168528,3,9,0,0
601,1,0,44.92043922788559,3,4,1,0
602,1,1,50.31490768526791,2,9,1,1
603,1,0,43.185854872639176,1,5,0,0
604,1,1,52.18440274511465,3,7,1,1
605,1,0,43.95252855633155,2,6,1,0
606,1,1,50.10056934815178,2,7,1,1
607,1,1,50.97283532403648,4,7,0,1
608,1,0,46.10985527908793,3,7,0,1
609,1,0,43.52198625755593,2,4,0,1
610,1,1,50.37141546442378,4,8,0,0
611,1,0,45.75164849397708,4,5,1,0
612,1,1,52.69457714065058,2,4,0,1
613,1,1,50.49339981380579,2,8,0,1
614,1,0,45.40682379196925,3,4,0,1
615,1,0,45.23038018622691,1,5,0,1
616,1,1,52.650333747555,2,6,0,0
617,1,0,46.23250195764666,2,6,1,0
618,1,1,51.89259963025932,2,6,0,0
619,1,0,43.97326508781804,2,6,0,0
620,1,1,50.73384535559634,1,7,0,0
621,1,0,46.56861175200011,2,7,0,1
622,1,1,49.72561975535247,3,8,0,0
623,1,1,51.33756958781146,3,7,0,0
624,1,1,50.24046988985128,3,5,1,1
625,1,0,45.0321521524,2,7,1,0
626,1,0,44.740846936499615,2,7,0,0
627,1,0,45.20500541598337,3,7,1,0
628,1,0,45.757403006231,3,4,0,0
629,1,1,51.36213670240089,2,6,1,0
630,1,1,49.72417780325376,3,6,0,0
631,1,0,44.1124042540219,4,5,0,0
632,1,0,45.912274012245554,5,6,0,1
633,1,0,45.73050365059909,3,7,1,1
634,1,1,52.50575628512116,4,9,1,1
635,1,0,43.8291301815536,3,5,0,0
636,1,1,49.77948671744616,3,7,0,0
637,1,1,51.43118688038083,3,7,1,1
638,1,0,44.50696427892172,2,3,0,0
639,1,1,50.87915732136254,1,4,1,0
640,1,0,45.91154012616259,3,4,0,1
641,1,0,46.85926919054063,3,8,1,1
642,1,0,45.47155769975956,1,7,1,0
643,1,0,45.86203568920033,3,7,0,1
644,1,0,46.10969598416917,2,4,1,0
645,1,1,50.24475189209195,2,4,0,1
646,1,1,49.84858666426273,1,6,0,1
647,1,0,42.83082058214613,4,1,0,0
648,1,0,47.22931253962231,2,9,1,0
649,1,1,52.040793769858,0,6,0,0
650,1,1,51.40042433080412,3,5,0,0
651,1,0,44.43107023205093,3,2,0,0
652,1,0,46.288779860212536,2,4,1,1
653,1,0,46.02160714127293,4,6,1,0
654,1,0,46.06476326817357,3,4,0,0
655,1,0,45.26859653381928,1,7,0,0
656,1,1,50.19040507465553,4,9,0,1
657,1,1,51.20504311421179,3,5,0,0
658,1,0,44.38887806107079,2,7,0,0
659,1,1,52.046260744565295,3,5,0,1
660,1,1,51.395270669742914,3,7,0,0
661,1,0,46.64331371235879,4,7,0,1
662,1,0,45.40855733273301,2,4,1,1
663,1,0,45.39836989963343,3,9,0,1
664,1,0,46.01575042352999,3,7,0,0
665,1,0,44.82383527116791,3,6,1,0
666,1,0,45.43394807484613,2,9,1,0
667,1,0,43.5013875898938,2,7,1,0
668,1,0,46.38133730502207,4,7,1,0
669,1,0,46.708315781437,1,7,0,0
670,1,1,52.35172188302851,2,5,0,0
671,1,0,44.87438128244722,3,8,0,0
672,1,0,45.80192523413238,4,8,1,0
673,1,0,42.99018769746176,3,5,1,0
674,1,0,44.36188666060637,2,5,1,1
675,1,1,53.28262762864523,3,4,1,0
676,1,0,45.29094920792815,2,8,0,0
677,1,1,49.38412192004245,4,7,0,0
678,1,1,52.65759682399868,2,9,0,0
679,1,0,46.2534541485721,1,7,0,0
680,1,1,51.181311069380975,3,4,0,0
681,1,0,43.84777293203862,3,7,0,1
682,1,0,44.36597842220524,2,8,0,1
683,1,0,45.48529427739273,2,6,0,0
684,1,1,53.39931422311199,1,6,0,1
685,1,0,44.82398666228629,2,5,0,1
686,1,0,44.24298243426324,4,4,0,1
687,1,0,44.79485886475129,2,6,0,0
688,1,1,49.75655075647358,3,5,0,0
689,1,0,44.50553634852858,3,7,0,0
690,1,1,50.530831590996165,3,6,0,0
691,1,1,50.50307017562602,3,7,0,0
692,1,1,51.55484758464123,5,4,0,1
693,1,1,52.33903066202294,3,6,1,0
694,1,1,50.17180047984721,2,8,1,0
695,1,0,44.79120504378669,2,8,0,1
696,1,1,52.227355913277904,2,8,0,0
697,1,1,51.28522659024104,5,4,0,0
698,1,1,49.818632606037305,2,8,0,0
699,1,1,50.07181511757333,3,7,0,0
700,1,0,46.08173387126822,0,6,0,0
701,1,0,45.56972699341263,1,6,0,0
702,1,1,52.11229026401352,2,7,0,0
703,1,1,51.72533932646663,2,6,0,1
704,1,0,46.49781361613074,3,7,1,1
705,1,0,45.58128051735182,3,5,0,0
706,1,1,50.56544598179905,3,6,0,0
707,1,0,44.45690888901044,2,6,1,0
708,1,1,51.070011737455175,2,3,1,0
709,1,1,50.46672368584804,1,9,1,0
710,1,0,46.11738517031132,2,9,0,0
711,1,1,51.06613128317564,3,7,0,0
712,1,1,49.6350007919778,3,6,0,0
713,1,0,45.34969704396508,2,7,1,1
714,1,1,51.1623049327842,3,5,0,0
715,1,1,50.8037103009881,2,9,0,1
716,1,1,51.32432813848989,3,8,0,0
717,1,0,43.82898697353327,2,6,0,0
718,1,1,51.25696926156341,3,5,0,1
719,1,1,52.25057784251068,3,9,0,1
720,1,1,51.89776945053903,3,8,0,0
721,1,0,44.47534224127336,3,6,0,1
722,1,1,51.572101093726886,1,7,1,1
723,1,0,44.19493844375048,2,7,1,1
724,1,1,51.21068960686711,3,8,0,0
725,1,0,44.31264798861178,5,5,1,1
726,1,1,51.98853882629582,3,5,1,1
727,1,1,48.84402153497388,2,9,0,1
728,1,0,44.51451994299649,3,5,0,1
729,1,1,49.59188596035485,3,6,1,1
730,1,0,45.534387496237535,2,5,0,0
731,1,0,43.80258851764531,4,9,1,0
732,1,1,49.73576713752513,2,4,1,1
733,1,1,49.3955094092093,3,5,0,1
734,1,1,51.1021687737234,2,4,0,0
735,1,1,49.903873699673305,0,5,0,1
736,1,0,46.72604714457479,3,11,1,0
737,1,1,50.15741092400317,3,7,1,0
738,1,0,44.72789481554869,3,4,0,0
739,1,0,46.3132702057856,1,5,0,1
740,1,0,46.44995901924846,2,7,0,0
741,1,0,44.77253934177541,1,5,1,0
742,1,1,51.57144257666309,2,7,0,1
743,1,0,45.63303367332091,3,4,1,1
744,1,0,47.702975413559656,1,7,1,0
745,1,0,45.70196217387498,1,11,0,1
746,1,1,50.26257841648762,2,6,0,0
747,1,0,45.50630268236643,4,8,0,1
748,1,1,52.28390380058661,2,6,0,1
749,1,0,44.691525097619625,3,4,0,0
750,1,0,46.396586056012886,3,5,0,1
751,1,1,51.68900359475763,4,5,0,0
752,1,1,50.73519833929912,1,4,0,0
753,1,0,45.93451247325957,1,5,1,0
754,1,1,50.46769525331853,3,10,1,0
755,1,1,51.40876835696579,3,7,0,0
756,1,1,50.90935200479509,3,11,0,0
757,1,1,50.81403733772332,2,4,1,1
758,1,0,45.09004038221032,2,8,0,0
759,1,1,48.85664282488929,3,6,0,0
760,1,1,51.00607903550687,0,6,1,0
761,1,0,46.75261071847583,2,8,1,0
762,1,1,51.45105267420752,1,7,0,0
763,1,1,53.66388091925507,1,9,0,0
764,1,0,46.15033800395548,4,10,0,0
765,1,1,52.75951792181675,2,8,0,0
766,1,1,50.92825309532358,2,4,0,0
767,1,0,44.98697261252934,2,10,0,1
768,1,1,49.877169178010114,1,5,0,1
769,1,0,42.922202014424485,5,7,0,0
770,1,0,44.7346918012197,3,4,1,0
771,1,1,51.95369666433933,3,4,1,0
772,1,0,44.813195936731546,4,7,0,0
773,1,1,49.979480992772906,3,5,0,0
774,1,0,45.89011523319737,3,9,0,0
775,1,0,44.9020800215376,2,7,1,0
776,1,1,50.41746138176418,2,7,0,1
777,1,1,51.62102594436966,1,6,0,0
778,1,0,46.53284158930214,3,9,0,1
779,1,1,52.436006106905424,2,7,0,0
780,1,1,51.79214501791234,0,6,0,0
781,1,0,45.590623952281,1,5,0,0
782,1,0,44.63875206956946,5,7,1,0
783,1,0,46.344613326165,2,7,0,0
784,1,1,52.5627545842229,2,7,0,1
785,1,1,50.48170724213893,4,8,0,1
786,1,1,49.409434467563365,2,4,1,0
787,1,0,44.9694368580997,3,7,0,1
788,1,0,45.70606501796908,3,7,0,0
789,1,1,50.72759933713227,2,8,1,1
790,1,1,51.07048511122141,3,5,0,1
791,1,0,45.761663992338455,1,4,0,1
792,1,1,48.93280888192616,1,4,1,1
793,1,1,52.0626350056502,4,8,0,0
794,1,1,50.99228665519328,2,6,0,0
795,1,0,44.86496519788799,4,6,1,1
796,1,1,49.93882688671137,2,8,0,0
797,1,0,45.549025002649074,2,4,0,0
798,1,1,51.023435314582095,3,5,1,1
799,1,0,46.4764472043052,1,7,0,0
800,1,0,45.36610018755348,2,7,1,0
801,1,1,52.368995176579205,4,9,0,0
802,1,0,45.14142371300727,2,7,0,1
803,1,1,50.8624948890787,2,7,1,0
804,1,1,50.42803809023886,4,9,1,0
805,1,1,49.388122727486106,4,8,0,1
806,1,0,45.70698080331296,2,10,0,1
807,1,0,46.15440821305612,4,8,1,1
808,1,1,51.45643572787726,2,5,0,0
809,1,1,51.40453541596676,2,7,0,0
810,1,1,51.34478305634673,3,7,1,0
811,1,0,44.781908952796,4,8,0,0
812,1,1,50.51242738644081,4,7,0,0
813,1,1,48.72122788308517,2,6,0,1
814,1,1,52.259894026736255,1,4,0,0
815,1,0,43.89072920002677,0,9,0,1
816,1,0,43.77702267579742,4,6,1,1
817,1,0,46.63712867072859,3,6,0,0
818,1,1,52.43928035341535,1,7,0,0
819,1,1,49.499808928723446,2,5,1,1
820,1,0,45.3188416712723,1,9,1,0
821,1,1,50.61531225609505,3,7,0,0
822,1,0,45.74182241493029,2,7,1,1
823,1,1,50.94203797343268,0,8,1,0
824,1,0,44.419812342314,2,7,0,0
825,1,0,45.05796863203801,2,6,0,1
826,1,1,51.08161006246112,4,8,1,0
827,1,0,45.08530640523896,3,7,0,1
828,1,0,45.53349518324453,2,4,1,0
829,1,1,49.4298144122032,3,7,0,1
830,1,1,51.49288921941943,2,7,0,1
831,1,1,50.46200426873333,3,7,0,0
832,1,0,45.26598023071069,2,6,0,1
833,1,1,49.68229060785131,1,4,0,1
834,1,1,51.54942237804615,1,7,0,0
835,1,0,44.60052098766849,2,5,1,0
836,1,0,43.83171882156082,2,4,1,1
837,1,1,50.13701785378168,4,5,1,0
838,1,0,45.4846750174262,2,5,0,0
839,1,0,43.49437225728251,4,7,0,1
840,1,1,50.538182729339326,5,2,0,1
841,1,0,42.36782390629346,2,5,0,0
842,1,1,50.90995179410195,3,7,0,1
843,1,0,44.72603136470712,4,12,0,1
844,1,0,45.28339706670892,4,5,1,0
845,1,1,51.41473560316202,3,8,0,1
846,1,1,51.3519557657515,2,7,0,0
847,1,1,50.646762318330026,5,8,0,1
848,1,0,46.02846684698975,1,7,0,1
849,1,1,51.22023232472026,1,7,0,0
850,1,0,44.14066475530792,2,3,1,0
851,1,1,50.26217821931301,2,5,1,1
852,1,0,45.71755789935274,4,6,1,1
853,1,0,44.5254693850738,3,8,0,0
854,1,1,51.30344174538834,2,5,0,1
855,1,0,43.30898423650064,2,7,0,0
856,1,1,52.40454834591765,2,9,0,1
857,1,1,49.23818785385,2,2,0,0
858,1,0,45.425857896195474,3,7,0,0
859,1,0,45.42305612126094,1,7,0,1
860,1,0,44.00187245144298,3,6,1,1
861,1,0,45.051242743693614,2,5,0,0
862,1,0,46.45181433277809,3,6,0,0
863,1,1,49.88899963409835,2,5,1,1
864,1,0,45.43445841026439,2,5,1,1
865,1,0,44.642674406858376,3,11,1,0
866,1,1,48.9863952077484,2,6,0,0
867,1,1,50.9255197323319,4,7,1,0
868,1,0,46.61623295497559,4,8,1,0
869,1,0,45.916419777976365,4,8,0,1
870,1,1,51.25560114962688,3,6,0,0
871,1,0,42.78082597945764,3,5,1,0
872,1,1,50.42177723533239,2,9,0,0
873,1,1,50.11463445933538,3,5,0,1
874,1,0,42.7582189750981,4,8,0,0
875,1,0,43.07255333966826,3,10,1,0
876,1,1,51.10706640170457,3,9,0,0
877,1,0,45.05397606426609,3,9,0,0
878,1,0,45.988769930915495,3,7,1,0
879,1,0,46.830069878936406,2,8,1,0
880,1,1,51.8494044607865,3,9,1,1
881,1,1,49.128372006172974,3,5,0,1
882,1,0,45.52911230837874,4,7,0,0
883,1,1,53.03738571793043,3,6,0,0
884,1,1,50.15398155633528,2,5,0,1
885,1,0,45.039617992596,4,9,0,0
886,1,1,51.93813558944712,4,9,0,0
887,1,1,49.10278977468542,1,5,0,1
888,1,1,52.9973049692698,1,8,0,0
889,1,0,43.4130114094182,2,4,1,1
890,1,1,52.279490553733176,3,8,1,0
891,1,1,52.0420302431458,2,8,0,0
892,1,0,44.92951913236862,1,5,1,0
893,1,0,45.02106116447174,1,5,1,0
894,1,1,50.72037350387461,2,10,0,0
895,1,1,52.67996568019076,0,8,0,0
896,1,1,50.65478971701001,1,4,0,0
897,1,0,44.14970450193253,2,6,0,0
898,1,0,45.01442725081688,2,8,0,0
