unit_id,post_intervention_period,microloan_policy,business_growth_rate,household_income,job_experience_years,rural_residence,previous_loan_status
266,1,0,46.17802520939004,3,5,0,1
267,1,0,46.29060759603156,2,6,1,0
268,1,1,51.80947466545655,3,8,0,1
269,1,1,53.72741512591562,3,7,0,0
270,1,1,51.054098388818936,3,7,1,0
271,1,0,44.66544779568716,3,6,1,0
272,1,0,47.56442305790877,3,7,0,0
273,1,0,47.320915600930526,2,8,0,1
274,1,1,53.43163031416534,3,5,0,1
275,1,0,46.21143931798447,1,5,0,0
276,1,0,44.73237287775197,2,10,0,0
277,1,1,52.88491328938998,2,5,0,1
278,1,1,52.29839770838541,1,5,0,0
279,1,1,53.0215989416117,2,8,0,0
280,1,1,54.08598261630921,3,8,1,0
281,1,0,44.52741282430501,3,8,0,0
282,1,1,51.444522774307934,3,6,1,0
283,1,0,45.3824849165395,2,7,0,0
284,1,0,46.292932024829625,2,7,1,1
285,1,1,51.06761584464961,4,7,1,1
286,1,1,50.369983024939714,2,9,1,1
287,1,1,52.67921609733147,3,4,0,1
288,1,1,51.9090531104608,3,7,0,0
289,1,0,45.668348999698736,2,8,0,1
290,1,0,43.24458912340745,3,8,0,0
291,1,1,52.4872806569557,2,8,0,1
292,1,0,45.77211822046823,4,6,0,1
293,1,1,51.61952993559685,3,8,0,0
294,1,0,46.55944461648521,3,7,0,0
295,1,1,51.812668760826654,5,6,0,1
296,1,0,44.29612312997157,5,5,0,1
297,1,0,46.59535447476573,3,6,0,0
298,1,1,53.36905914909476,3,4,0,0
299,1,1,51.876214978537526,1,7,0,1
300,1,1,52.39511921473634,2,3,1,1
301,1,0,46.90515036179677,1,7,1,0
302,1,1,52.694644337268414,3,6,0,0
303,1,0,44.65190116242922,3,8,0,0
304,1,0,45.82777009844555,2,7,1,1
305,1,0,45.531703999976536,3,4,1,0
306,1,0,45.69553367377729,3,9,1,1
307,1,0,45.01048444942843,1,7,0,0
308,1,0,46.34939233426475,2,7,1,0
309,1,1,52.529647260687696,0,4,0,1
310,1,0,44.57249255283224,4,11,0,0
311,1,0,45.51271429457597,3,8,1,1
312,1,1,52.0584992679187,4,5,1,1
313,1,1,50.51733668855192,2,9,1,1
314,1,1,52.4618940439954,3,4,0,1
315,1,1,52.94370957415125,3,8,1,0
316,1,0,45.74891421969107,3,5,0,1
317,1,0,46.32317726066672,2,8,1,1
318,1,1,52.916665494760224,2,6,0,0
319,1,0,45.86530891293231,2,9,0,0
320,1,1,50.52166831332595,1,9,1,1
321,1,0,47.57740200715493,3,10,1,0
322,1,1,53.16000959719226,3,8,1,1
323,1,1,52.19720030105432,1,4,0,1
324,1,0,44.73553869493877,2,8,0,0
325,1,0,47.078202026958856,4,4,1,1
326,1,0,44.34428362807921,2,5,1,0
327,1,1,53.63510042205196,1,5,1,1
328,1,1,49.82024497245949,2,9,0,1
329,1,0,45.84709137637627,3,8,0,1
330,1,0,47.3106467427497,3,5,0,0
331,1,1,53.49871723488216,2,3,0,0
332,1,0,46.56345834216506,3,7,0,0
333,1,0,47.19469795608168,4,5,0,0
334,1,1,53.37657868157852,4,5,0,0
335,1,0,44.81527418073173,4,6,0,1
336,1,1,52.50599156708637,2,4,0,0
337,1,0,43.98806542859344,3,9,1,0
338,1,0,45.61881916903003,1,5,1,1
339,1,1,53.54093754259838,3,7,1,1
340,1,1,53.15468754090803,4,7,0,0
341,1,1,52.02394553088917,3,8,0,0
342,1,1,52.429777019429984,4,8,1,0
343,1,1,52.56822356756433,3,6,1,0
344,1,1,52.132494914261805,2,6,1,0
345,1,1,54.47201709632393,4,4,1,0
346,1,1,52.8449190930482,5,3,0,0
347,1,1,53.55823026145367,3,7,1,1
348,1,0,43.92814225083819,3,10,1,0
349,1,0,43.744791149450045,3,9,0,0
350,1,1,52.8177926713156,1,5,1,1
351,1,0,46.113398332116326,3,9,1,1
352,1,1,53.35546425731787,4,7,0,0
353,1,0,46.61035563437801,1,6,1,1
354,1,1,53.050558467628825,3,5,1,1
355,1,0,43.77455246155564,4,7,0,0
356,1,0,47.84522714016895,2,5,0,1
357,1,1,53.043599340782656,4,5,0,0
358,1,0,46.820446287098896,1,5,0,1
359,1,1,51.1504544318296,1,5,0,0
360,1,0,44.60105306796367,2,9,0,0
361,1,1,52.656869800133045,3,9,0,1
362,1,1,53.69112248498741,2,6,1,0
363,1,0,44.51479302297308,2,10,1,0
364,1,1,50.47842503636557,2,8,1,0
365,1,0,46.12463820454873,1,7,0,0
366,1,0,44.94168347475439,3,8,0,0
367,1,0,46.93285505250704,3,4,1,1
368,1,0,46.53992825320135,1,7,1,0
369,1,0,44.00899649381253,2,5,0,0
370,1,0,43.93437453271843,1,8,0,0
371,1,0,45.73418087551711,4,5,0,0
372,1,0,44.58959638034409,2,7,0,0
373,1,0,44.46574533896072,2,9,0,0
374,1,0,47.05796686267683,5,9,0,0
375,1,0,45.570820948432285,1,5,0,0
376,1,1,53.85520633735459,2,6,0,0
377,1,1,53.24632532985145,4,7,0,0
378,1,0,45.69321182684676,4,5,1,1
379,1,0,46.43320440423095,2,6,0,1
380,1,0,46.11360045470568,1,6,1,1
381,1,0,47.3428391530614,4,5,0,0
382,1,0,47.92484709248168,3,6,0,1
383,1,0,44.519164945085286,3,7,1,0
384,1,0,47.2990368287529,2,5,1,1
385,1,0,44.89287881027248,1,9,0,1
386,1,1,53.61310820693733,0,4,0,0
387,1,0,45.17299627047778,3,5,1,1
388,1,1,52.579414649311616,3,6,1,0
389,1,0,47.01530453100504,3,8,0,1
390,1,1,51.4936438707131,3,5,0,1
391,1,1,49.98719585674102,2,6,1,1
392,1,0,45.04022194049357,2,9,0,0
393,1,0,44.49789984912314,4,7,0,1
394,1,0,44.91150366823194,3,5,0,0
395,1,1,51.7562354207957,1,6,0,0
396,1,1,50.633774058049205,3,9,1,1
397,1,0,45.078288603393794,4,7,0,0
398,1,0,46.00958344093005,3,4,0,1
399,1,0,44.62907961219588,3,6,1,0
400,1,1,51.63227888952832,2,5,1,0
401,1,0,44.10135408236135,2,7,1,0
402,1,1,51.30652041805444,1,6,0,0
403,1,1,52.83218943408003,3,6,1,0
404,1,1,49.98715546345375,2,8,0,0
405,1,0,47.78609690141436,3,3,0,1
406,1,1,50.74925649093902,3,10,1,0
407,1,0,46.95738905171523,5,7,1,0
408,1,0,45.66514744309555,2,8,0,1
409,1,0,46.73818955788922,2,2,0,1
410,1,0,44.334489742301486,2,8,1,0
411,1,1,52.425325868662384,2,3,0,0
412,1,1,53.61441980377401,2,5,1,1
413,1,1,51.996562574515615,3,5,1,0
414,1,1,53.99695322379639,3,9,1,0
415,1,0,44.67708228876717,2,3,1,1
416,1,0,48.90360399855162,3,4,1,1
417,1,1,53.086194091489496,4,6,0,0
418,1,1,52.539998809701416,3,10,0,1
419,1,0,45.81724127230396,3,9,0,0
420,1,1,49.78288548877749,2,9,0,1
421,1,1,52.16114941229199,3,6,1,1
422,1,1,52.37070786976494,2,3,0,1
423,1,0,46.589522850088905,2,8,0,1
424,1,0,44.54100515046154,2,9,1,0
425,1,1,52.54817948470309,2,3,1,1
426,1,0,46.87824370259598,2,5,0,1
427,1,0,45.981319500309496,2,7,0,1
428,1,1,53.00714594995386,3,5,0,0
429,1,1,52.16069164248415,4,7,0,1
430,1,0,46.66747408806258,4,5,1,0
431,1,1,52.13216228776811,1,6,1,0
432,1,0,44.500710924868855,3,8,0,0
433,1,1,50.904234454415736,2,10,0,0
434,1,0,46.21417148655371,2,6,0,1
435,1,0,44.43287968786243,2,8,0,0
436,1,0,44.818911648676576,2,7,0,0
437,1,0,45.42679771032676,2,5,0,0
438,1,0,45.33554090489708,2,6,1,0
439,1,0,46.906252027694485,3,5,1,0
440,1,0,46.72762912188789,2,4,1,1
441,1,0,46.12092130529638,1,4,0,1
442,1,0,46.71332673950722,2,4,0,0
443,1,1,51.7657813235323,2,6,0,0
444,1,0,45.66783852925843,3,6,0,0
445,1,1,51.01073494374448,3,9,1,1
446,1,1,51.95667567413764,2,7,1,1
447,1,0,45.97732122102384,3,7,0,0
448,1,1,51.99165822493215,3,7,1,0
449,1,1,53.46946308821076,1,4,0,0
450,1,1,52.76181001173089,4,6,0,0
451,1,1,53.97219954852448,1,3,0,0
452,1,1,51.14478945196277,2,7,0,0
453,1,0,44.60827800117549,2,5,1,0
454,1,1,50.53104108464153,1,6,1,0
455,1,1,53.28919420928811,3,7,0,0
456,1,0,45.826028777628494,2,8,0,1
457,1,0,46.72936226391619,3,6,1,1
458,1,0,45.838809845756494,3,5,0,0
459,1,1,53.995838528730616,2,7,1,0
460,1,0,45.63133971109715,3,5,0,0
461,1,0,43.70149231332778,1,10,0,0
462,1,0,45.26740920790509,2,6,0,1
463,1,0,45.64305577903244,2,4,1,0
464,1,1,51.63695342922186,3,4,0,0
465,1,0,44.86421318973096,5,6,1,0
466,1,1,52.19260692072529,2,9,1,0
467,1,1,50.73223442439903,3,7,0,1
468,1,1,52.77659387510155,2,6,1,1
469,1,1,53.30462377048055,3,7,0,0
470,1,1,52.01088512413192,2,7,0,0
471,1,0,46.722943032233495,2,4,0,0
472,1,1,51.83034675830246,4,8,0,0
473,1,0,45.162778019664486,3,8,0,0
474,1,0,45.75920512223389,4,3,1,0
475,1,1,52.36327092959456,3,6,0,1
476,1,0,46.454972012304864,1,8,0,1
477,1,0,44.37635793013339,4,8,0,0
478,1,1,51.9254259198281,1,4,0,0
479,1,1,50.750993701982566,3,8,1,0
480,1,0,45.01952330525073,2,9,0,0
481,1,0,47.71082856968518,4,7,0,0
482,1,0,45.65223949657869,2,7,0,0
483,1,0,44.773708456392605,2,6,0,0
484,1,0,44.75362835699772,4,4,0,0
485,1,0,46.82034014576272,4,2,0,1
486,1,0,45.61352013835569,2,5,1,0
487,1,1,51.315119820445545,1,7,1,0
488,1,0,43.85876876205386,2,7,0,0
489,1,0,46.01905037336199,1,6,0,0
490,1,0,43.73115769022376,3,7,1,0
491,1,1,52.58231377300789,4,6,1,1
492,1,0,46.54085599812627,3,9,0,0
493,1,1,52.87998464678754,2,5,0,0
494,1,1,50.95709241157823,3,6,0,0
495,1,1,51.70525787687341,4,4,0,0
496,1,1,52.196549101347486,3,7,1,1
497,1,1,51.136564284575,4,8,0,0
498,1,1,51.821328031306194,2,7,1,1
499,1,0,44.75291437653338,1,7,0,1
500,1,0,45.270552536586926,3,8,1,1
501,1,1,52.82135335673375,1,4,0,0
502,1,1,53.15717296131552,4,5,1,0
503,1,1,50.42882069146313,2,6,1,0
504,1,1,50.5006057328099,3,6,0,1
505,1,0,46.69170203794682,3,6,0,0
506,1,0,46.7308281535968,3,8,0,0
507,1,0,47.54325933259664,2,5,1,1
508,1,0,45.86619090288774,3,6,0,1
509,1,0,45.406009774477,2,7,1,0
510,1,1,50.434170931623456,3,9,0,1
511,1,1,51.72975030022145,4,9,1,0
512,1,0,45.53571000456653,2,8,0,1
513,1,0,46.01546896395596,3,9,0,1
514,1,0,44.77877519632992,4,10,0,1
515,1,0,45.004507134667925,4,10,0,0
516,1,0,45.638390988509705,1,10,1,1
517,1,0,46.04341536765026,3,5,0,1
518,1,1,49.669339239389,2,6,0,1
519,1,0,46.00855687415142,2,7,1,0
520,1,1,51.6189454735401,1,5,1,0
521,1,1,50.54425693426414,1,10,0,1
522,1,1,52.154568970326494,1,4,0,1
523,1,0,45.73009340538572,2,8,0,0
524,1,1,52.17612442691836,3,8,0,1
525,1,1,51.58634876519712,3,7,1,1
526,1,1,53.96733091494764,2,6,1,1
527,1,1,52.46676790996203,4,11,0,0
528,1,1,52.60615716721303,2,8,0,1
529,1,1,52.88719284430947,3,6,0,0
530,1,0,45.34783922593371,2,8,1,1
531,1,0,45.57843710367533,1,5,1,1
532,1,1,51.479287801818,4,9,1,0
533,1,0,44.324238986015885,2,6,0,1
534,1,0,44.66403175680593,4,6,0,0
535,1,1,51.18260082516274,2,7,0,0
536,1,0,44.84523546716838,5,8,1,0
537,1,1,51.99111124225852,1,7,0,1
538,1,0,45.51157340667968,4,9,1,1
539,1,0,44.3050393270266,1,7,0,0
540,1,0,46.27448390113979,4,5,0,0
541,1,1,54.51152441855024,3,7,0,1
542,1,0,44.42085478493644,3,9,0,0
543,1,0,45.33176852540054,2,7,0,1
544,1,1,50.77271167439624,3,9,1,0
545,1,1,52.15675578151469,0,5,0,1
546,1,1,51.073749072833806,2,8,0,0
547,1,1,49.78044436683372,2,10,1,0
548,1,1,53.65255699754921,4,8,0,1
549,1,1,50.7048763841879,3,4,0,0
550,1,1,53.55549434168013,4,6,0,1
551,1,0,45.22234104953532,2,5,0,0
552,1,1,51.74409871518889,2,7,1,0
553,1,1,51.75508802882148,2,8,0,0
554,1,1,52.82019124456208,2,5,1,1
555,1,0,47.20390031586152,3,7,0,0
556,1,1,52.55782026482417,2,5,1,0
557,1,0,44.96678983841801,2,6,1,1
558,1,0,45.22219804503828,1,7,0,1
559,1,1,52.77708333637703,3,4,1,1
560,1,1,54.210863197644166,3,6,1,0
561,1,1,50.659780274851165,4,7,0,0
562,1,1,52.739793745252825,3,6,0,1
563,1,1,50.49002016838706,3,7,1,1
564,1,1,52.257916987314765,4,5,1,0
565,1,0,47.38456722859869,3,8,1,1
566,1,0,45.73488194940975,2,7,0,1
567,1,1,52.67315984666709,5,7,0,0
568,1,0,43.64431977797387,3,7,1,0
569,1,0,44.93048854930145,3,7,0,1
570,1,0,45.89446299249563,3,4,0,0
571,1,1,49.97787359259541,1,6,1,0
572,1,0,48.35560623568264,2,6,1,0
573,1,0,47.961258043081806,4,6,0,0
574,1,0,45.58813707400731,1,9,1,0
575,1,0,45.70366074398838,0,7,0,0
576,1,0,44.68356126822546,1,9,0,0
577,1,0,46.16709572201868,4,7,1,1
578,1,0,44.84508534630716,2,7,0,1
579,1,1,52.28465754371138,2,7,0,0
580,1,0,44.23598808036981,2,8,0,0
581,1,0,43.29657645674821,2,7,0,1
582,1,1,54.30779734526684,2,6,1,0
583,1,0,44.6089144151054,4,9,0,0
584,1,1,52.55854428439832,4,5,0,1
585,1,0,44.97133587677335,1,7,0,0
586,1,0,44.95202502143814,2,6,1,0
587,1,0,45.64360898622689,3,6,1,0
588,1,0,45.99817490863289,3,7,1,0
589,1,1,52.09382724125769,3,9,1,0
590,1,1,52.01323926653715,2,5,0,1
591,1,1,51.564149576196215,2,7,0,0
592,1,0,46.306223781836735,2,7,0,1
593,1,0,44.65990271814121,3,8,0,0
594,1,1,52.847511722536304,2,5,1,0
595,1,1,52.83011604596312,3,6,0,0
596,1,0,45.22427676508762,1,7,0,1
597,1,1,50.6488402586252,2,8,1,0
598,1,1,52.35159114556822,3,5,1,0
599,1,1,53.31173429594191,3,3,1,0
600,1,0,46.25330084426037,4,7,1,1
601,1,1,54.277793563122025,3,6,0,1
602,1,0,44.82725057641211,4,10,1,0
603,1,0,45.515721884912345,3,4,0,1
604,1,1,54.10452385722753,4,6,0,0
605,1,0,45.54826233044634,2,6,1,0
606,1,1,51.94064929363341,4,9,1,0
607,1,1,52.22305528845625,2,6,0,0
608,1,0,48.45130275436031,2,5,1,0
609,1,0,46.96954003340797,2,5,1,0
610,1,0,44.8917773519974,4,6,1,1
611,1,0,46.45338727981176,4,8,0,1
612,1,0,45.87938267575138,2,7,1,0
613,1,0,44.46091081189456,1,7,0,0
614,1,0,45.37193630419423,3,8,0,0
615,1,0,44.02539588855231,3,7,0,0
616,1,1,51.84310613196519,1,6,1,1
617,1,1,52.798004768680585,3,6,0,0
618,1,1,52.2390894927497,3,7,1,1
619,1,0,46.507202009332936,5,5,1,1
620,1,0,46.42689041048504,3,9,0,1
621,1,0,45.33813237506453,1,6,0,0
622,1,1,54.04575006202775,3,5,1,0
623,1,1,52.284388226235066,4,6,0,0
624,1,0,43.53089226204954,3,6,0,0
625,1,0,47.632963402841085,3,5,0,0
626,1,0,44.67217480631135,2,9,0,0
627,1,1,52.68839651426008,2,4,1,0
628,1,0,45.228710051081165,3,7,0,1
629,1,1,50.94308120737929,2,6,0,1
630,1,0,46.35627763683124,4,7,0,1
631,1,1,51.14749645210779,2,7,0,0
632,1,1,53.13616937234831,2,6,0,1
633,1,0,45.7646422415124,1,9,0,1
634,1,0,46.82800864762335,1,6,0,0
635,1,0,46.50130963549878,2,6,1,0
636,1,0,45.92815952062579,2,9,0,0
637,1,1,52.43175279800396,2,6,0,1
638,1,1,50.71194623541895,2,6,0,1
639,1,1,51.79422684282978,2,6,1,1
640,1,0,46.19056632339669,3,6,1,1
641,1,0,44.769826370234185,1,5,0,0
642,1,0,45.79157008501554,2,5,0,0
643,1,1,52.95963450383893,3,8,0,1
644,1,0,46.20043422818198,3,5,1,1
645,1,0,46.8233504761792,5,9,1,1
646,1,0,45.42683171917234,2,7,0,1
647,1,1,51.81641945431713,1,7,0,1
648,1,0,45.98936737863324,3,5,1,1
649,1,0,44.27452301233456,1,3,0,0
650,1,1,52.79603440647886,2,5,0,0
651,1,0,45.88609079373508,2,8,0,0
652,1,1,52.36505928074616,4,7,0,0
653,1,0,43.60833091613977,1,10,1,0
654,1,1,52.50639094733994,2,5,0,1
655,1,0,47.29391386909202,2,3,0,0
656,1,1,52.03017523032003,3,9,0,0
657,1,0,46.09912037126625,2,5,0,0
658,1,1,52.34375289225323,1,8,1,0
659,1,0,47.640517621996906,3,2,1,1
660,1,0,47.18159236138155,0,4,0,0
661,1,0,45.49639332187149,3,8,1,0
662,1,1,52.84373265308448,2,8,0,0
663,1,0,45.103572267014464,3,8,0,1
664,1,1,52.83837224062133,2,8,0,0
665,1,1,52.87659636428429,1,8,0,0
666,1,1,50.34161012342408,1,11,1,1
667,1,1,54.48992152642332,4,8,1,0
668,1,0,45.9303897161984,2,8,1,0
669,1,0,46.70954503537377,2,6,0,0
670,1,1,53.39715640448882,4,8,1,1
671,1,1,52.22387134815373,1,6,0,0
672,1,1,50.8143117319528,3,9,1,0
673,1,0,47.59446071267416,4,4,0,0
674,1,0,43.45009143123818,2,8,0,0
675,1,1,51.22959921424762,1,6,1,1
676,1,1,51.928054623390366,2,5,1,0
677,1,1,51.922339811555325,3,6,0,1
678,1,0,45.82888273809877,1,7,0,1
679,1,1,52.17261110237511,2,7,1,1
680,1,1,51.58119407842895,3,4,1,0
681,1,1,52.370080255989535,4,7,0,1
682,1,0,46.98573890934279,4,5,0,0
683,1,1,53.09238986784664,2,6,0,0
684,1,1,53.992233967956736,3,6,0,1
685,1,0,46.3348841022084,3,7,1,0
686,1,0,46.67924594652915,0,6,1,1
687,1,1,51.88379526479489,3,8,0,1
688,1,1,52.979810444396136,3,5,1,1
689,1,0,45.37614929588563,2,8,0,1
690,1,1,51.14799751185004,4,11,1,0
691,1,0,46.30533954312617,3,5,0,0
692,1,1,51.15833552491828,1,6,0,1
693,1,0,46.83177634610323,3,4,0,0
694,1,0,45.32943899062731,3,8,1,0
695,1,0,46.82438860205281,1,6,0,0
696,1,1,51.633961038421766,2,9,1,0
697,1,1,51.36116742028262,2,8,0,0
698,1,1,51.43245119832039,3,8,0,0
699,1,1,52.51287898519439,1,7,1,1
700,1,0,45.16341971751002,2,8,1,1
701,1,1,51.3495773475706,3,7,0,0
702,1,1,51.21896768404807,3,8,0,1
703,1,0,47.7322320135931,3,7,0,0
704,1,1,53.96598192659645,2,4,0,0
705,1,1,51.757557610411865,1,4,0,0
706,1,1,52.83900421764167,4,3,1,0
707,1,0,44.0791072230709,2,5,1,1
708,1,1,52.1369281007496,3,7,0,1
709,1,0,45.22532551930606,1,9,1,0
710,1,0,44.04634298002317,2,8,1,0
711,1,1,50.83299951171351,1,5,1,0
712,1,1,50.29999505517401,3,9,0,0
713,1,1,52.55616940770934,1,7,0,0
714,1,0,46.20290232434417,3,5,0,1
715,1,0,43.92232352709222,3,8,0,1
716,1,0,45.88090747407974,2,8,0,0
717,1,0,44.80329939824685,3,10,0,1
718,1,1,51.99793073106965,1,5,0,0
719,1,0,45.6435016359848,4,6,0,1
720,1,1,52.53826308628449,2,5,0,1
721,1,0,44.69569611446408,3,5,1,1
722,1,0,46.621858086309445,4,4,1,0
723,1,0,44.45012689612793,1,9,0,0
724,1,0,45.69678460404469,1,5,0,0
725,1,1,51.80009383196559,4,7,0,0
726,1,1,52.25070987018699,3,4,0,0
727,1,0,44.69350915105407,2,7,0,0
728,1,1,52.71913113649048,2,6,1,0
729,1,0,45.77345810544424,2,6,1,1
730,1,1,53.11196196373344,3,5,0,0
731,1,1,53.52362061799872,4,6,0,0
732,1,1,52.32357050433247,4,3,1,1
733,1,1,51.802173732272045,3,8,1,0
734,1,1,51.65104274365517,2,7,1,0
735,1,0,47.08829385530724,3,7,1,1
736,1,0,45.95759604190895,1,6,1,0
737,1,1,52.36793025035711,5,7,1,0
738,1,1,52.12446569251559,2,7,0,1
739,1,0,46.743190975867584,3,4,0,0
740,1,0,46.04041423568689,3,10,0,0
741,1,0,44.712124673242926,1,3,0,1
742,1,0,44.23444370443953,2,6,0,0
743,1,0,46.32242175668286,3,4,0,0
744,1,0,45.7397690529706,0,6,0,0
745,1,0,45.07692581343743,1,3,0,0
746,1,1,51.29580690706254,3,3,0,0
747,1,1,52.22318873563384,1,5,1,1
748,1,0,47.54814370444776,2,3,1,0
749,1,0,48.00435611771493,3,5,1,1
750,1,1,53.51876801717805,3,5,1,1
751,1,0,46.83216458420279,1,4,0,0
752,1,0,47.986131306449714,2,4,1,0
753,1,1,52.18092710369472,4,7,1,0
754,1,0,46.044506160137104,3,7,0,0
755,1,1,51.981514579045495,3,7,0,0
756,1,1,51.53255950232671,3,5,1,0
757,1,1,51.29797584911677,2,8,0,0
758,1,0,43.8347592623065,3,9,0,0
759,1,0,45.49741082285188,1,7,0,0
760,1,1,52.3325267375394,4,8,1,1
761,1,0,45.71653364921489,2,5,0,0
762,1,0,46.85371657898544,3,8,1,0
763,1,1,51.19395814083366,1,10,0,1
764,1,0,46.62642657110706,3,5,1,1
765,1,0,43.612107028943946,3,8,0,0
766,1,1,52.241097977080095,2,8,1,0
767,1,0,45.40847237384887,4,7,1,0
768,1,1,53.70624950988977,2,7,1,0
769,1,0,46.84306172269772,2,8,0,1
770,1,0,46.63232036851632,1,4,0,1
771,1,1,51.51329150148722,3,5,0,0
772,1,0,45.23301336416273,2,5,0,1
773,1,0,44.00785779618791,2,9,0,0
774,1,1,51.24690229625024,3,8,0,0
775,1,0,44.023628863428485,1,7,0,0
776,1,1,52.75204604183133,3,9,1,1
777,1,0,47.39794335863256,3,3,1,0
778,1,0,46.11503338943812,2,5,1,0
779,1,0,43.96983379176212,2,6,0,1
780,1,0,46.968960787638295,3,4,0,0
781,1,0,44.01769860526347,3,8,0,1
782,1,0,46.07026722841477,1,6,0,1
783,1,1,51.36799727199053,2,7,1,0
784,1,0,44.822691751483454,0,4,1,0
785,1,1,51.96562949509757,2,7,1,0
786,1,1,53.412944304317314,2,8,0,0
787,1,1,52.632420439457526,2,6,0,0
788,1,1,51.55145454237074,3,9,0,0
789,1,0,44.179235071634,2,8,1,1
790,1,0,46.9115843768026,1,7,0,0
791,1,1,51.83244873079797,2,5,1,0
792,1,0,45.96765641514013,2,6,0,0
793,1,0,45.10278808219934,2,9,1,1
794,1,1,53.585095572733394,4,3,1,0
795,1,1,52.54618294125861,6,6,1,0
796,1,1,52.10433964160205,4,7,1,0
797,1,1,51.41023185644758,1,7,1,0
798,1,1,52.01406579405917,2,4,0,1
799,1,0,45.34783946265465,4,9,0,0
800,1,0,45.6309466544484,3,7,0,1
801,1,0,45.48986179687982,1,4,0,0
802,1,0,44.73878635315166,1,7,0,1
803,1,0,44.93955490525297,3,5,0,1
804,1,0,44.88740062214757,0,8,0,0
805,1,1,53.1663885072076,4,6,0,0
806,1,1,52.18790884090004,2,6,0,1
807,1,0,45.03511778392306,3,9,1,1
808,1,1,53.46124791482576,2,5,0,1
809,1,0,44.83900029039167,3,6,0,0
810,1,1,52.18547627834186,2,8,0,0
811,1,0,46.08083726563907,3,6,0,0
812,1,1,53.485614884390685,3,5,1,0
813,1,1,51.62132353204134,3,6,1,1
814,1,1,51.05962700109355,1,6,1,1
815,1,1,53.12171580914073,3,6,1,0
816,1,0,45.548851702168506,3,6,1,0
817,1,0,45.85588469344725,2,5,0,0
818,1,1,52.260936716125016,1,7,0,0
819,1,0,46.87499606933016,2,6,0,1
820,1,0,47.782622278372685,2,6,1,0
821,1,1,51.14026017338836,3,6,0,0
822,1,1,53.43699086260706,2,4,0,0
823,1,0,47.42252375660329,4,6,0,0
824,1,1,49.88085310046244,4,7,1,0
825,1,1,52.54342245958521,2,4,1,1
826,1,1,50.800299876139135,1,7,1,1
827,1,0,46.19361256207392,2,8,0,0
828,1,0,45.29725411560285,2,8,0,0
829,1,1,52.48966782769251,3,9,0,0
830,1,1,50.87413898287641,4,8,0,1
831,1,0,46.5180501552571,1,8,0,1
832,1,1,50.99230186677935,2,10,1,0
833,1,1,52.87389253805685,2,6,1,0
834,1,1,51.6587115082371,4,7,1,0
835,1,0,45.25035231675452,1,6,1,0
836,1,1,53.842812177202994,3,8,1,1
837,1,0,47.22819296448734,2,5,1,1
838,1,0,45.66939939324762,2,5,1,0
839,1,1,51.950591464812895,3,6,1,0
840,1,1,53.51803625493866,2,6,1,1
841,1,0,45.15195882266081,2,6,0,0
842,1,0,46.3646040184373,2,7,0,1
843,1,1,52.75640861199141,2,6,1,0
844,1,0,42.93152725872097,2,10,1,0
845,1,1,52.0005613796538,2,5,0,1
846,1,1,51.00947622142427,3,8,0,1
847,1,1,54.80553249611319,3,4,0,1
848,1,1,53.384104740102224,3,6,0,1
849,1,0,47.65249249286074,5,9,1,0
850,1,0,44.86856818967317,3,8,1,0
851,1,0,45.19290729703492,2,8,0,0
852,1,1,51.76447828272084,3,9,1,0
853,1,1,51.14305325758576,3,6,1,1
854,1,1,51.85001134422215,1,8,1,1
855,1,0,48.033544114478495,4,5,1,0
856,1,1,51.88022652863784,2,4,0,0
857,1,1,51.49797669718616,1,8,0,1
858,1,0,44.94639242180083,4,4,1,0
859,1,0,45.982220772155394,2,6,0,0
860,1,1,51.46547795757442,1,5,0,0
861,1,1,51.26654455873572,4,5,1,1
862,1,0,45.543154053735456,1,6,1,0
863,1,1,52.16618487532308,2,7,1,0
864,1,0,47.70170819163158,4,3,1,0
865,1,0,45.049253303709065,4,8,0,0
866,1,1,52.50719605732357,3,6,0,0
867,1,1,53.10673826090223,3,8,1,0
868,1,1,51.99513454483043,0,8,0,1
869,1,0,44.1857316399016,0,8,0,1
870,1,0,43.61468340814733,2,8,0,0
871,1,0,46.00948681313123,1,5,0,0
872,1,0,47.20271113321069,2,5,0,1
873,1,0,47.73390304318484,3,5,1,1
874,1,1,51.451143143777806,1,6,0,0
875,1,0,46.18577718071053,3,6,1,0
876,1,1,51.0760284427033,1,6,0,1
877,1,0,45.76727704792446,2,8,0,0
878,1,1,52.80604052902894,3,6,0,1
879,1,0,47.52537472408663,2,4,0,0
880,1,1,54.10007141957986,4,9,0,0
881,1,1,52.844470265820085,1,7,1,0
882,1,0,46.869717715746624,2,7,0,1
883,1,1,52.54059284196668,2,9,1,0
884,1,0,48.22053300390775,3,6,0,0
885,1,0,46.3093173598899,3,5,0,1
886,1,1,54.13165110108763,5,6,0,0
887,1,0,45.33991122631663,3,8,0,0
888,1,0,43.97080414415152,4,9,0,1
889,1,0,47.196342490590126,4,7,0,1
890,1,0,45.41103640662572,3,8,0,1
891,1,0,45.229647083646284,3,6,1,1
892,1,1,50.99124137315743,2,8,1,0
893,1,0,47.66845331217138,2,7,0,0
894,1,1,52.68524259683525,2,7,0,0
895,1,1,52.176405733198486,2,7,1,0
896,1,1,51.68735050050455,2,8,0,1
897,1,1,53.27891728781852,1,5,0,0
898,1,0,46.63148212342178,1,2,0,1
899,1,1,51.104095559059424,3,8,1,0
