citizen_id,post_policy_period,policy_implementation,voter_turnout,age,income_level,gender,education_level
266,1,0,51.5204111547407,2,6,1,1
267,1,0,49.6001192541317,3,8,0,1
268,1,0,49.8830966273062,1,10,1,0
269,1,0,49.69432434197451,3,5,0,0
270,1,1,59.02491208061322,2,4,1,0
271,1,0,51.93852231119339,3,5,0,0
272,1,1,60.12810175403897,2,8,1,1
273,1,1,59.296194312749535,3,8,0,1
274,1,1,60.93465178012963,4,5,1,1
275,1,1,58.52497423608729,3,8,0,1
276,1,1,58.251381127089495,2,12,0,1
277,1,1,60.18220934821808,3,6,1,0
278,1,1,59.92278805859153,0,6,1,0
279,1,1,58.49229545853202,1,8,1,1
280,1,1,60.00148203769922,2,7,1,1
281,1,1,59.05313819788329,3,5,0,1
282,1,0,48.85693437962786,3,7,1,0
283,1,1,59.21300383122943,3,7,1,0
284,1,1,60.5906720061606,3,7,0,1
285,1,0,49.957099386070766,3,7,1,1
286,1,1,61.20582177851774,3,2,1,1
287,1,0,52.24283068952666,3,4,0,1
288,1,1,60.46294530606055,4,4,1,1
289,1,1,59.452655996856365,2,11,1,1
290,1,1,59.20877560284208,3,8,1,1
291,1,1,59.340352161729726,2,7,0,1
292,1,1,59.68575634261364,3,6,1,1
293,1,1,59.94459624093062,2,8,1,1
294,1,1,59.74781615034522,2,9,1,1
295,1,1,61.7299082270208,3,5,0,1
296,1,1,61.40307456035489,3,5,0,0
297,1,1,61.45461433999035,4,8,1,1
298,1,1,61.03277113080646,3,5,0,1
299,1,1,59.13267572768613,4,9,1,0
300,1,1,59.88274764089301,2,7,1,1
301,1,1,59.48391780031929,2,7,1,1
302,1,0,50.170947552815306,1,5,1,1
303,1,1,60.37016233985983,2,5,1,1
304,1,1,60.12632965346817,4,6,1,1
305,1,0,49.26885387077686,1,4,1,1
306,1,0,49.64281708403998,3,4,0,0
307,1,1,61.07037750199935,4,7,1,0
308,1,0,50.75989150585837,4,10,1,0
309,1,0,51.29467471766447,3,5,0,1
310,1,1,63.569372854421474,4,5,0,1
311,1,1,59.12870698971189,1,7,0,1
312,1,0,49.73952861962883,2,7,0,0
313,1,1,58.10663244757062,3,7,1,0
314,1,1,59.7671051764944,4,8,0,1
315,1,1,60.37691229001301,2,7,0,1
316,1,1,60.13175796280896,3,8,1,0
317,1,0,51.19050006617967,1,8,0,1
318,1,1,60.70092936563917,5,8,0,1
319,1,1,60.675164892606695,3,7,0,1
320,1,1,61.13894481660182,3,6,1,1
321,1,1,59.61001379562896,2,7,0,1
322,1,1,61.55906253637793,1,7,1,1
323,1,0,50.97907581024402,3,5,0,1
324,1,0,50.57912141433047,2,6,1,1
325,1,0,48.411663046873336,1,7,1,0
326,1,1,58.58260429844412,3,7,1,0
327,1,1,60.61217384553261,3,8,0,1
328,1,1,57.96711842686355,2,8,1,0
329,1,0,49.864589949193885,2,8,1,0
330,1,0,48.09407985636075,1,5,0,1
331,1,1,59.212110512146936,3,4,0,0
332,1,0,50.50060472561212,3,8,1,1
333,1,0,50.95151658595388,2,3,1,0
334,1,0,49.20391705998264,2,8,0,1
335,1,0,49.73984084869844,2,8,1,0
336,1,0,51.663803679476175,3,5,1,0
337,1,1,60.29030793208833,5,7,0,1
338,1,1,60.22100211162082,2,7,0,0
339,1,1,60.44314487744007,3,8,1,1
340,1,1,59.565509626258326,2,8,0,1
341,1,1,61.63816767325952,2,8,1,1
342,1,1,60.01909833386847,1,7,0,0
343,1,1,59.59287747677284,2,7,1,0
344,1,1,61.23163491117264,4,5,0,0
345,1,1,59.70690888679093,3,6,0,1
346,1,1,62.85334317419733,4,6,0,0
347,1,0,49.53471122683469,3,8,0,1
348,1,0,48.52133406187249,2,10,0,0
349,1,0,50.58763532408362,3,7,1,1
350,1,1,60.5456556211851,4,8,1,1
351,1,0,49.741939600800606,0,7,1,0
352,1,1,60.90348211936592,2,9,1,1
353,1,0,49.32846456093718,1,7,0,1
354,1,1,60.1083719360328,3,4,0,0
355,1,0,49.782139167204114,1,8,0,1
356,1,1,61.25494041163425,2,4,1,0
357,1,0,48.90511547455398,2,8,1,1
358,1,1,58.6557028513814,4,7,1,0
359,1,0,50.27236886665869,3,7,1,1
360,1,1,59.09616423161778,3,8,1,1
361,1,1,58.84445798059825,2,7,1,1
362,1,1,60.80186794643597,3,6,0,1
363,1,0,50.907695694493405,3,5,1,1
364,1,1,59.2858347855296,2,6,0,0
365,1,0,50.94059850073518,3,8,0,1
366,1,1,60.62240058716028,4,9,1,0
367,1,1,60.90612123046032,3,6,0,0
368,1,1,59.43279860535767,4,5,1,0
369,1,1,60.42799335155513,3,6,0,1
370,1,0,50.274034131378585,3,5,1,1
371,1,0,51.26079763099405,1,7,1,1
372,1,0,50.41044748192945,3,5,1,1
373,1,1,59.47733070238061,3,10,1,1
374,1,0,50.16546244485668,3,7,1,1
375,1,1,59.80143150844884,3,6,1,0
376,1,1,61.21756143778131,3,8,0,0
377,1,1,60.62698554427675,2,4,1,0
378,1,1,60.60893020552989,2,10,1,0
379,1,1,59.96122763136724,3,7,0,0
380,1,1,59.16745990789176,2,6,1,0
381,1,1,61.30013272814115,2,7,1,1
382,1,0,49.63023619577446,2,7,0,1
383,1,1,61.78375240792529,2,8,1,1
384,1,1,60.45315595990779,3,9,0,0
385,1,1,59.436920652644105,3,5,0,0
386,1,0,51.13901987301027,3,4,1,0
387,1,1,60.43296373592875,3,8,0,1
388,1,0,51.73731086916998,3,5,1,0
389,1,0,50.96543334428952,3,4,0,1
390,1,1,61.37583797652612,1,6,1,1
391,1,1,61.63515714317885,3,9,1,1
392,1,1,59.66206202730691,2,8,0,0
393,1,1,60.80311683388126,0,9,0,0
394,1,1,59.49949782185751,3,8,1,1
395,1,1,60.36558240604752,1,5,1,1
396,1,1,58.92121161204049,2,6,1,1
397,1,1,60.77140525453021,3,7,0,0
398,1,0,50.03124566555274,4,7,0,1
399,1,1,59.29890195576126,4,7,1,0
400,1,0,50.89943480187732,1,5,0,0
401,1,0,51.18123005557129,2,7,1,0
402,1,0,48.18681830338699,1,7,0,0
403,1,0,50.19739447349258,3,7,1,1
404,1,0,51.152034529764144,1,9,1,0
405,1,1,59.79402305629015,1,5,1,1
406,1,1,60.82727020496811,2,7,1,1
407,1,1,61.03593152982424,3,4,1,1
408,1,0,50.011938181941545,2,6,1,1
409,1,1,60.262524201582295,2,7,0,0
410,1,0,50.66644305080912,1,7,1,0
411,1,0,50.3461479672121,3,3,1,0
412,1,1,60.297163160145,3,6,1,1
413,1,1,59.191080500593415,2,8,1,1
414,1,0,50.36728668105166,3,8,1,1
415,1,0,50.23514150402888,2,6,1,0
416,1,0,49.46526320569826,4,9,1,1
417,1,1,63.31862836900085,3,1,1,1
418,1,0,50.21567161916397,1,5,1,1
419,1,1,58.82144126517278,2,5,0,0
420,1,0,48.43323318918443,2,8,1,1
421,1,1,60.622124318754686,2,8,0,1
422,1,1,60.49322996090936,1,10,0,0
423,1,1,58.55227265027848,1,6,1,1
424,1,1,59.56804981959297,3,8,0,1
425,1,0,49.79056220624784,2,7,0,1
426,1,0,49.2795603322262,2,5,1,0
427,1,0,49.70562681320647,3,5,0,0
428,1,1,60.94489097083645,2,6,1,1
429,1,0,50.931159477796506,4,6,0,0
430,1,1,60.3293287625264,2,4,1,0
431,1,1,60.85142989969038,2,5,0,0
432,1,1,59.116562305602926,2,5,1,1
433,1,1,62.28794425227255,2,4,0,0
434,1,0,50.04452398628764,4,8,1,1
435,1,1,60.01499143831676,3,7,1,1
436,1,1,60.44542333038003,3,5,1,1
437,1,1,59.6931252090228,4,8,1,1
438,1,1,59.18175761551131,4,7,1,0
439,1,1,61.10747618175392,2,5,0,0
440,1,1,60.19643785133504,2,8,0,0
441,1,0,50.990733404795854,2,5,1,0
442,1,1,60.229688607653365,2,7,1,1
443,1,0,51.75088154111029,3,5,0,0
444,1,1,59.5893808162728,3,9,1,1
445,1,1,58.96421106283182,1,9,1,1
446,1,1,61.06628553381319,3,5,1,1
447,1,1,60.172383148993525,1,6,0,0
448,1,0,50.87644627282324,3,6,0,1
449,1,1,61.05077340324796,3,5,1,0
450,1,0,49.323418292434624,3,7,0,1
451,1,1,60.0285563176779,3,6,1,1
452,1,1,58.96403923962167,3,7,0,0
453,1,1,60.31053462525665,4,5,0,1
454,1,0,49.880548333034014,3,7,0,1
455,1,0,49.61829006368902,2,5,0,1
456,1,0,49.25692573167709,5,6,0,0
457,1,1,60.6207270673249,3,4,0,1
458,1,1,60.09246597110599,3,9,1,1
459,1,1,61.35843150775823,1,9,0,0
460,1,1,59.65898002135484,3,4,0,0
461,1,0,49.00612178308917,1,4,1,0
462,1,0,49.98182705398354,3,8,1,0
463,1,1,61.459681937653336,4,5,1,0
464,1,1,60.40924964992952,2,6,1,1
465,1,0,51.66707288690526,4,4,0,0
466,1,0,49.42892729599001,2,7,1,1
467,1,1,60.359787550755975,3,6,0,0
468,1,1,60.38528480305247,2,7,0,1
469,1,0,51.25357636888016,2,7,1,1
470,1,1,59.9667323571901,2,8,1,0
471,1,0,52.330614631116674,1,4,1,1
472,1,1,61.13756122591291,5,8,1,0
473,1,1,59.33364918889158,3,7,0,0
474,1,1,60.53449429826644,3,6,1,1
475,1,0,49.84196168538129,3,9,0,1
476,1,0,50.96337791908546,2,8,0,1
477,1,1,60.2434120673418,4,6,1,1
478,1,1,61.32742449615328,3,7,0,1
479,1,0,50.91348472619818,2,6,0,0
480,1,1,59.94254842203416,2,5,1,1
481,1,0,50.369302930858574,0,10,0,0
482,1,1,59.32082324177823,1,6,1,0
483,1,1,59.88053540954388,3,7,0,1
484,1,1,58.4091232226398,2,8,0,1
485,1,1,59.65989965247358,3,6,1,1
486,1,1,58.4062804908053,2,8,0,0
487,1,0,48.68016050767904,3,7,1,0
488,1,0,49.25090261886953,1,5,0,1
489,1,0,51.75529099520165,5,8,0,0
490,1,0,52.43687284509253,4,6,1,1
491,1,1,58.17645217047144,3,7,0,1
492,1,1,60.76870753484552,3,5,1,1
493,1,1,60.05229759685361,1,5,0,1
494,1,1,61.04230205343106,5,9,0,1
495,1,1,60.99453346898972,2,5,0,1
496,1,1,61.14546280113136,3,5,0,1
497,1,1,60.51675930737705,3,8,1,1
498,1,0,50.009183856838106,2,9,0,0
499,1,0,49.67577797258404,2,9,1,1
500,1,1,59.343730938162125,2,4,0,1
501,1,0,50.534105750794886,1,8,1,1
502,1,0,49.830258621749806,3,6,1,0
503,1,0,50.86025719580072,4,5,0,0
504,1,1,60.27864629781934,1,5,1,1
505,1,0,49.728770814280175,1,8,0,1
506,1,0,50.02451698556023,2,7,0,0
507,1,1,60.21489829993689,3,5,1,1
508,1,1,59.87802693450623,1,6,0,0
509,1,0,49.612785567639776,1,9,0,1
510,1,0,51.43236809446871,3,6,1,1
511,1,1,59.3963855913407,2,8,0,1
512,1,1,60.13682772428111,5,8,0,1
513,1,0,50.96976826632571,2,7,1,1
514,1,0,50.52051621494104,1,11,1,0
515,1,1,62.31604783642073,2,7,1,0
516,1,1,60.97676767831871,1,5,0,0
517,1,1,60.3188478986263,3,8,0,1
518,1,1,58.42086795474259,2,5,1,0
519,1,0,51.19680365902665,4,5,1,0
520,1,0,51.165332420046205,2,8,0,1
521,1,1,59.17377025401807,3,5,1,1
522,1,0,49.15569076045789,2,8,0,0
523,1,1,60.50896406746512,3,8,0,0
524,1,1,60.47057383852796,1,7,0,1
525,1,0,50.02009793097384,2,6,1,0
526,1,1,58.45362978627293,4,6,0,1
527,1,0,50.24130984625905,2,9,1,1
528,1,0,50.9841519318373,1,4,1,0
529,1,1,57.56358477153847,2,9,1,1
530,1,0,51.182603143706174,4,3,1,0
531,1,0,50.4640081610012,1,6,0,0
532,1,1,61.19867479903789,4,9,0,1
533,1,0,49.368895523392,3,8,1,1
534,1,0,50.62051832138168,2,3,1,1
535,1,1,59.5082928092436,4,6,1,0
536,1,1,60.17568115356156,2,7,1,1
537,1,1,58.214997084315335,3,5,1,1
538,1,0,49.97073698781738,3,6,0,1
539,1,1,60.33534921815077,2,6,1,1
540,1,1,59.88317937468945,1,6,1,1
541,1,1,58.21929994553778,4,8,1,1
542,1,0,50.12409819682316,2,7,0,1
543,1,1,61.43083307549588,3,6,0,1
544,1,0,50.30506260287328,3,7,1,1
545,1,0,50.78258914640819,2,6,1,1
546,1,1,60.91464734854775,2,5,1,0
547,1,1,60.7173726052387,2,6,0,0
548,1,1,60.74968035876886,4,7,1,0
549,1,1,60.44544507021308,4,9,0,1
550,1,1,59.68428859430457,2,7,0,1
551,1,0,50.8092137635772,2,4,0,0
552,1,1,59.89819700634973,3,8,0,1
553,1,1,58.75359620726217,2,6,1,0
554,1,0,50.18217102920732,2,6,1,0
555,1,1,59.09910966326203,2,4,0,1
556,1,0,51.236965612331694,3,7,0,1
557,1,0,49.55630354370548,2,5,0,1
558,1,1,60.39660506836188,1,7,1,0
559,1,1,59.68799372966007,2,6,0,0
560,1,0,50.17595677191543,2,6,1,1
561,1,0,50.60945272881048,3,7,0,1
562,1,1,59.76953622486365,5,8,1,0
563,1,1,60.18837545718196,2,4,1,0
564,1,0,51.73995610920122,3,5,0,0
565,1,0,50.01686897007718,3,8,1,0
566,1,1,62.4095706068863,3,5,0,1
567,1,0,50.52233073950544,3,9,0,1
568,1,0,50.53003351865462,0,5,1,0
569,1,0,50.24292354652293,3,5,1,1
570,1,1,60.68606036560156,4,3,1,1
571,1,0,50.65688620236,2,6,1,1
572,1,1,59.92765719497243,2,6,1,1
573,1,1,59.559188694379664,3,6,1,1
574,1,0,51.50759380508569,3,7,0,1
575,1,0,51.75199989499768,3,8,0,1
576,1,1,59.53743267862888,2,5,0,1
577,1,1,60.02199723177814,3,7,1,0
578,1,1,60.204126710712295,3,7,1,0
579,1,1,60.84465738613126,3,8,0,0
580,1,1,60.61692252162627,4,4,0,1
581,1,1,61.645754897111495,4,6,0,1
582,1,1,60.15373649448818,3,6,1,1
583,1,1,59.85451291030777,3,7,1,1
584,1,1,58.37230426335335,3,4,1,1
585,1,1,59.7629148416403,2,7,0,1
586,1,1,60.48387191320273,4,7,1,0
587,1,0,49.56524733370156,4,10,1,1
588,1,1,60.588632543246376,5,4,1,0
589,1,1,59.15326651463344,1,9,0,1
590,1,0,50.91359548206232,3,4,1,0
591,1,1,60.47095752653659,3,8,1,1
592,1,1,60.17763183152024,3,8,1,1
593,1,1,59.92574958942172,3,3,0,1
594,1,1,60.29202224835464,1,7,1,0
595,1,0,51.89309502253517,0,6,0,1
596,1,0,50.03624976713171,3,8,1,1
597,1,1,61.76996345746433,3,8,0,1
598,1,0,51.0926612253372,3,8,1,0
599,1,1,61.12109498991296,3,2,1,0
600,1,1,60.61635795017859,2,3,1,0
601,1,1,60.55099738622411,1,6,0,1
602,1,1,59.73530106753448,4,8,0,0
603,1,1,60.3547484823571,3,7,1,0
604,1,0,50.286244130620176,2,5,0,1
605,1,0,50.35973404002982,2,7,0,1
606,1,0,50.8139699771438,3,7,0,1
607,1,1,59.68458215129627,3,6,1,1
608,1,1,60.68931725534504,4,7,1,0
609,1,1,59.427677264140506,3,8,0,1
610,1,0,50.16724953645736,1,8,0,1
611,1,0,49.5717605536149,1,5,1,1
612,1,1,59.713176289505846,3,8,1,1
613,1,1,61.368343703451046,4,6,1,0
614,1,1,61.41819481909848,4,5,1,0
615,1,1,59.38661286788307,4,9,1,1
616,1,1,60.76465048415278,3,7,1,1
617,1,0,49.76205996833077,4,4,1,0
618,1,1,59.03265893156366,2,8,1,1
619,1,1,61.06674220440245,1,7,0,1
620,1,0,49.7957323754022,2,7,0,1
621,1,0,51.04010125919378,2,6,0,0
622,1,1,60.381580696639375,3,6,1,1
623,1,0,49.92452685051936,3,8,1,0
624,1,0,50.63868141748753,3,8,1,0
625,1,0,50.43046465956083,1,6,1,1
626,1,1,58.008460218671246,3,5,1,1
627,1,1,59.705359998087765,2,4,0,0
628,1,0,51.201683936113255,2,6,1,0
629,1,1,58.89767313313614,0,8,0,1
630,1,0,50.5385179698044,2,6,0,1
631,1,1,62.00447061232399,2,5,1,1
632,1,0,49.39060099925579,4,8,1,0
633,1,1,60.86326880464388,3,4,1,0
634,1,0,49.18600457892612,2,9,0,1
635,1,1,60.11159170876824,2,8,1,1
636,1,1,60.91586375389273,5,6,1,1
637,1,0,49.82757658507444,3,4,1,0
638,1,1,58.71286964612607,3,8,0,1
639,1,0,51.53575412028245,1,9,0,0
640,1,0,52.15266025952205,1,4,1,0
641,1,1,60.79327385293529,2,5,0,0
642,1,0,49.79947008881197,3,4,1,1
643,1,0,51.06030037495823,2,7,0,1
644,1,1,62.2286099765893,4,7,0,1
645,1,0,51.96476415720399,2,2,0,0
646,1,0,51.11368303518704,2,9,0,1
647,1,1,60.61683365151589,2,4,0,0
648,1,1,59.832427344706446,3,6,0,1
649,1,1,60.474841922952685,2,8,1,0
650,1,1,60.24415550172018,4,6,1,1
651,1,1,60.75168761488168,2,5,1,1
652,1,0,51.52614248988404,4,5,1,1
653,1,0,50.43117213002453,3,7,1,1
654,1,0,49.49323268255092,3,9,1,0
655,1,0,52.90116127379906,3,5,0,1
656,1,0,49.674932843345935,1,5,1,1
657,1,0,50.43903174293469,3,8,0,1
658,1,1,59.71346364981557,3,5,1,1
659,1,0,50.2352357428404,3,4,1,1
660,1,1,59.31226064813377,3,8,0,0
661,1,1,60.35268244584823,1,3,1,0
662,1,1,59.81758129732919,2,7,0,1
663,1,1,60.33092913729698,2,5,1,1
664,1,1,60.35970966877602,4,5,1,1
665,1,1,59.8951811489008,1,5,1,1
666,1,1,60.10649102581602,3,9,1,1
667,1,0,50.38965300309898,2,7,0,0
668,1,1,59.62498224074282,1,7,1,1
669,1,0,50.44820632863349,2,8,0,1
670,1,0,50.22479667486184,3,7,0,1
671,1,1,60.121598279303726,3,9,0,0
672,1,0,49.82595663743184,3,11,0,1
673,1,1,59.94254462701491,3,11,1,0
674,1,1,60.614517026688894,3,3,1,1
675,1,1,59.325454824593706,3,6,1,0
676,1,1,58.603497821570805,1,7,0,0
677,1,0,52.612670835670855,2,5,0,0
678,1,1,60.917233817965474,4,6,1,0
679,1,1,59.44138578744787,2,10,0,1
680,1,1,60.60089213993736,2,7,0,1
681,1,0,50.17748514559383,3,9,0,1
682,1,1,59.07065515980179,3,7,1,0
683,1,1,61.04469027789358,3,6,1,1
684,1,0,52.455387025988834,3,8,1,0
685,1,0,49.150058872305664,2,8,1,0
686,1,1,60.243849466603415,3,6,1,1
687,1,1,58.69327520823728,3,8,1,1
688,1,0,50.091711156225806,4,3,1,0
689,1,1,59.49972417328589,3,9,0,1
690,1,1,61.08111648584645,3,8,0,0
691,1,1,59.956813835746445,3,7,0,0
692,1,1,61.64534511395937,2,4,1,0
693,1,1,60.45257365078612,2,8,1,1
694,1,1,60.439237253563824,4,11,1,0
695,1,1,60.468490391531375,4,9,0,1
696,1,1,59.18773733425453,2,6,0,1
697,1,1,59.12925947018218,2,9,0,1
698,1,1,60.63509631922689,3,7,1,1
699,1,1,60.666754350665485,3,5,1,1
700,1,0,50.85550938670156,3,3,1,1
701,1,1,60.30199177898675,3,6,1,1
702,1,0,49.55494774447249,2,5,0,0
703,1,0,50.89787799964486,3,7,1,0
704,1,1,59.709084565810166,3,6,1,1
705,1,0,50.01046098740284,1,4,1,0
706,1,1,59.64579689202122,1,8,1,1
707,1,1,60.6006951120664,4,9,1,0
708,1,1,60.24776282077441,1,6,1,0
709,1,1,61.51246088270802,3,3,1,1
710,1,1,59.57220051745637,4,12,0,0
711,1,0,51.535091746312176,3,5,1,0
712,1,1,60.51625707782367,3,8,0,0
713,1,1,61.03659056766302,4,6,0,0
714,1,1,61.26896397371444,2,6,1,1
715,1,0,46.61907627865333,3,8,1,0
716,1,1,59.41005081666159,3,10,1,1
717,1,1,60.55479885915114,3,7,0,1
718,1,0,49.95520104435745,1,8,1,0
719,1,1,57.70743890689327,2,8,1,1
720,1,1,62.27295886386094,2,6,0,1
721,1,1,58.98363299696094,4,8,0,1
722,1,0,50.14678851482103,2,11,0,1
723,1,1,60.92727853099454,3,5,0,1
724,1,1,58.34249647695585,4,8,1,1
725,1,1,58.092379289473335,2,6,0,1
726,1,1,58.42153684050405,4,9,0,1
727,1,0,51.531136624395366,3,6,1,1
728,1,0,49.53432656740935,3,5,1,1
729,1,1,59.36973243540596,2,7,1,1
730,1,0,49.88810697330038,2,8,0,0
731,1,1,58.26513342087406,2,8,0,1
732,1,1,59.973894440229245,2,9,1,0
733,1,1,61.11749665475153,2,7,1,0
734,1,1,61.2879477404711,1,8,0,0
735,1,0,49.49557829293118,2,6,1,0
736,1,0,49.738465386388405,3,8,1,1
737,1,1,61.62436620430324,4,5,1,1
738,1,1,60.43818100875742,3,8,1,1
739,1,1,59.6869384965689,3,8,0,1
740,1,1,59.31434769193656,1,7,1,0
741,1,1,60.97417698068005,3,8,1,1
742,1,1,61.505999126666126,3,7,0,1
743,1,0,50.54604913082888,3,8,1,1
744,1,1,57.91726322338518,3,6,0,0
745,1,0,49.66093224220898,3,8,0,1
746,1,0,52.32912760703512,3,6,1,0
747,1,0,52.18170228245688,4,4,1,0
748,1,0,49.65596501678085,1,10,0,0
749,1,1,60.19602410660397,2,5,0,1
750,1,1,60.00155458784982,2,6,0,1
751,1,0,48.08628218170092,0,7,0,0
752,1,1,59.48360362132888,2,7,1,0
753,1,0,52.974007401899975,3,3,1,0
754,1,1,59.97480880231267,3,5,1,1
755,1,1,60.65924925039304,2,6,1,1
756,1,0,49.78821132872168,2,5,1,1
757,1,1,60.52604363944549,2,4,1,0
758,1,1,61.16581250029217,3,4,1,0
759,1,1,58.607386164297765,2,5,1,0
760,1,1,61.33060785907987,3,3,0,0
761,1,1,60.970758437882914,3,6,1,1
762,1,1,59.88893474237836,0,7,0,0
763,1,0,51.4205538887716,3,3,0,1
764,1,0,50.27290163443834,2,7,0,0
765,1,1,60.49286430505761,3,4,1,0
766,1,1,60.271254558262505,4,7,0,1
767,1,1,61.1596644307606,2,5,1,0
768,1,0,51.0213312762006,4,5,1,1
769,1,1,61.34248127665606,3,4,1,1
770,1,1,58.221057673207056,2,9,1,1
771,1,1,59.59294873999794,3,6,0,1
772,1,1,60.45344141082119,3,7,0,0
773,1,0,48.97483545986543,0,5,1,0
774,1,1,59.14495705520804,3,4,1,1
775,1,1,58.7284240452426,1,8,0,1
776,1,1,60.10299017541748,1,7,0,0
777,1,1,58.68324826882385,1,7,0,1
778,1,1,61.27987585930445,2,4,0,0
779,1,1,60.08152395067818,4,7,1,0
780,1,1,60.79037956305244,1,6,1,0
781,1,0,51.00495776659465,2,4,0,0
782,1,1,59.19879886769416,3,7,0,0
783,1,1,59.97847382300058,3,8,1,0
784,1,1,59.035338633218544,3,9,1,1
785,1,1,60.58065983378531,4,5,0,1
786,1,1,59.7131466917917,2,9,0,1
787,1,0,50.52252085120736,2,6,1,1
788,1,1,59.15825337737327,4,7,0,0
789,1,0,51.02106449976568,1,7,0,1
790,1,0,48.3662412461271,1,5,1,0
791,1,1,58.70369838750091,0,5,1,0
792,1,1,59.96550327335428,2,5,1,1
793,1,0,50.10020701983024,2,7,1,1
794,1,1,60.997193319731984,4,7,0,0
795,1,0,49.50948926686644,1,6,0,1
796,1,1,60.472585709264536,2,7,0,0
797,1,0,50.2190423773397,1,8,1,1
798,1,1,61.69686667085334,2,9,0,1
799,1,1,58.5989984341516,1,7,1,1
800,1,0,50.38380854028571,3,7,0,0
801,1,1,59.03104546738592,2,5,1,0
802,1,0,51.1003573146109,3,10,1,1
803,1,1,61.38745234330995,4,9,1,0
804,1,1,60.4989673851674,2,5,1,0
805,1,0,48.59589288180488,4,10,1,0
806,1,1,60.53770000953935,3,6,0,1
807,1,0,50.68361281317714,3,7,1,1
808,1,1,60.350342292286086,2,6,0,1
809,1,1,60.26491395419247,2,9,0,0
810,1,0,50.5807252078259,3,6,0,1
811,1,0,49.62445901546482,3,5,0,0
812,1,1,59.89428490782129,3,7,1,0
813,1,1,58.903790060274645,2,5,1,1
814,1,1,59.026485674746446,3,9,0,0
815,1,1,58.65845078614072,2,6,0,0
816,1,0,51.186592425809,2,5,1,1
817,1,0,49.79841963508154,1,7,0,1
818,1,1,59.25504814470968,1,4,0,0
819,1,0,50.32374578787634,2,6,1,1
820,1,1,60.83196471395155,4,8,0,1
821,1,1,59.60591171766384,4,6,1,1
822,1,1,60.97416664040814,2,8,1,1
823,1,1,60.93834110727626,4,5,0,0
824,1,1,59.12642792998157,0,10,1,1
825,1,1,60.10733046523387,2,8,1,1
826,1,1,60.06305921447967,1,7,0,1
827,1,1,61.0201726198961,3,8,0,1
828,1,1,60.65323321243407,3,8,0,1
829,1,0,51.05713958370091,3,3,1,1
830,1,1,58.61026003705721,3,7,0,1
831,1,1,63.10866648005398,4,8,0,0
832,1,1,60.311547237714656,3,8,0,1
833,1,1,59.53644057119671,3,7,0,0
834,1,1,59.26314151081398,2,4,1,1
835,1,0,50.43060887227072,3,6,0,1
836,1,1,59.68834619881369,1,4,1,1
837,1,1,60.33697186453413,1,3,0,1
838,1,1,58.32221486387218,0,7,1,0
839,1,0,50.42786951921433,3,7,1,0
840,1,0,51.041486348446064,2,8,0,1
841,1,0,49.45770500745735,0,7,1,1
842,1,1,59.20159085383924,1,8,1,1
843,1,1,60.37227000468024,3,5,0,1
844,1,1,60.18268191888004,1,7,0,1
845,1,0,49.26265382345439,3,7,1,1
846,1,0,50.677516528521735,1,10,0,1
847,1,0,50.34722518639119,4,8,0,0
848,1,0,50.39599916687367,3,9,1,1
849,1,0,47.83945563003221,1,6,1,0
850,1,1,60.10236789367619,3,9,1,0
851,1,0,48.94020917144254,2,8,0,1
852,1,0,51.861409351478855,2,6,1,0
853,1,1,60.1787373127825,2,4,1,0
854,1,0,50.64055965004171,3,6,1,0
855,1,1,59.19868148981243,2,6,0,1
856,1,1,60.543431624915016,3,4,1,0
857,1,0,49.70997784730431,2,6,0,1
858,1,1,60.72064003140197,3,1,0,1
859,1,1,60.640646681816825,2,4,1,1
860,1,1,60.84592341740499,2,6,1,0
861,1,1,60.75016101541023,4,8,1,0
862,1,0,50.15679840510882,1,7,0,0
863,1,1,58.690791278545085,2,7,0,1
864,1,1,59.853623359453074,2,5,1,0
865,1,1,61.61884007803794,3,7,0,1
866,1,1,60.21178160215865,2,4,1,1
867,1,0,50.18488694684783,2,5,0,0
868,1,1,59.13419112602255,3,7,0,0
869,1,1,60.91350981715232,2,6,0,1
870,1,1,60.37917810320115,1,4,1,1
871,1,1,58.05583498057223,2,8,0,1
872,1,1,61.35223485603621,2,7,0,0
873,1,0,50.68291124812075,2,8,1,1
874,1,1,60.51257350713087,2,9,1,1
875,1,0,52.37412434886758,4,5,0,0
876,1,1,59.05956802347899,2,6,0,1
877,1,1,58.53324436655151,1,8,0,0
878,1,1,61.4350383333512,3,4,1,0
879,1,1,59.92769701842927,2,9,1,0
880,1,1,59.86919520396575,2,7,0,0
881,1,0,50.89777238533111,3,5,0,1
882,1,1,61.037420175421,2,3,1,1
883,1,0,49.88140132654501,3,6,0,1
884,1,1,62.16515114456652,3,7,1,1
885,1,0,49.004432392695264,2,7,1,1
886,1,0,50.018372916912845,4,8,1,0
887,1,1,60.346466309781306,3,3,1,1
888,1,1,60.3088730602471,3,7,1,1
889,1,0,49.990217650512754,1,8,0,1
890,1,1,60.05983445541788,1,7,1,0
891,1,1,59.630712251040805,2,4,0,1
892,1,1,58.769565190313294,4,9,1,1
893,1,1,58.04439156408343,5,8,1,0
894,1,0,50.17628771551662,2,6,1,0
895,1,1,59.21556043256773,2,4,0,0
896,1,1,58.66147087001212,2,9,0,1
897,1,0,51.516488998986446,2,7,0,1
898,1,0,48.39574788176253,4,8,0,0
899,1,0,50.09770379434042,1,8,0,1
