employee_id,post_policy_period,minimum_wage_policy,monthly_income,education_years,job_experience,urban_residence,full_time_status
266,1,1,58.75473935202977,0,9,0,0
267,1,0,50.09803899220102,3,5,0,0
268,1,0,50.1880786308003,2,7,0,1
269,1,1,60.39624328360629,1,9,0,0
270,1,1,59.59412445508604,2,9,0,0
271,1,0,49.17385996912998,2,3,1,1
272,1,1,59.044345476145054,2,8,1,1
273,1,1,58.00489176385696,1,3,1,1
274,1,1,57.29018082234405,4,8,1,1
275,1,0,50.926330375708005,1,4,0,1
276,1,0,50.093994768079405,3,9,1,1
277,1,0,49.06471234445372,2,6,0,0
278,1,1,57.97413159079682,5,4,1,1
279,1,0,50.62162052428736,3,7,0,0
280,1,0,51.25976082745248,0,5,1,0
281,1,1,59.027349519503055,2,8,1,1
282,1,1,58.93988654677775,3,9,0,1
283,1,1,59.09539536940839,3,6,1,0
284,1,0,50.17382199163747,3,6,1,0
285,1,0,49.5359806279016,3,4,1,1
286,1,1,60.08790412285536,3,6,0,0
287,1,0,52.20217230650698,3,9,0,0
288,1,0,51.92005752500958,3,6,1,0
289,1,0,50.62156611784501,3,6,0,0
290,1,0,50.16726960713819,2,6,1,1
291,1,1,59.88510901904945,3,6,0,0
292,1,1,59.48437426684743,4,6,1,1
293,1,1,59.262974142304046,2,7,1,0
294,1,1,58.192316974886005,1,4,0,0
295,1,1,59.58018859090042,2,8,1,1
296,1,1,58.28746475289498,2,5,1,1
297,1,1,59.0107197751888,1,7,0,1
298,1,0,50.17876871302231,2,3,1,0
299,1,1,57.32564311561002,2,6,1,0
300,1,0,51.61197011630238,5,7,0,0
301,1,1,57.84221297811155,2,4,0,0
302,1,0,50.18379513721496,3,2,1,0
303,1,0,50.65312790352999,1,5,0,0
304,1,1,58.91795169561269,2,7,1,0
305,1,0,52.103625575179535,2,7,1,0
306,1,0,47.85104181825223,4,6,1,1
307,1,1,59.89634816081682,2,7,1,1
308,1,1,58.20974064924816,1,6,1,0
309,1,0,50.32414702248283,3,7,1,1
310,1,1,56.81159853468054,3,3,1,0
311,1,0,50.93647021984791,3,8,1,0
312,1,1,58.71529604610652,3,6,0,1
313,1,1,59.43271696688336,1,6,0,0
314,1,1,58.87592078643665,2,4,1,1
315,1,0,49.754774780298966,2,3,0,0
316,1,0,51.74186252416038,2,9,1,1
317,1,0,52.08676032815254,2,6,0,0
318,1,0,51.888180379368166,3,4,0,1
319,1,1,58.960373389842005,4,6,0,1
320,1,1,56.62611011385367,2,6,0,1
321,1,0,51.6720513192352,1,7,0,0
322,1,1,60.509721987619095,3,6,0,1
323,1,1,58.99877170114109,2,8,1,1
324,1,1,59.30195977862405,3,8,1,1
325,1,1,60.08535651781076,3,7,0,1
326,1,0,49.13561752191926,0,6,0,0
327,1,1,58.07357302158081,1,9,1,1
328,1,1,56.7180387587971,3,6,0,0
329,1,1,58.71989568074053,3,3,0,1
330,1,1,58.82837695039128,4,8,1,0
331,1,0,49.1518317749386,1,7,1,0
332,1,0,51.01318361512798,3,7,0,0
333,1,1,58.75373364233827,3,9,1,1
334,1,0,49.97345237896645,3,7,1,1
335,1,0,50.78989421228973,1,6,0,0
336,1,0,52.5344857328971,2,9,1,1
337,1,1,58.26470240279652,3,8,0,1
338,1,1,58.40542594114786,4,3,0,0
339,1,0,50.82287006711381,2,7,1,0
340,1,1,57.40812131205236,2,7,1,1
341,1,0,49.9417513668495,3,8,1,1
342,1,0,50.875038380482565,2,8,0,0
343,1,1,59.26138068161,0,9,0,1
344,1,1,60.0088220774398,3,10,0,1
345,1,1,59.45011905828353,3,7,0,0
346,1,1,58.79698723305031,2,4,1,0
347,1,1,59.1186801715492,1,8,1,0
348,1,1,59.18056382385564,4,4,1,0
349,1,1,58.25001035665827,2,4,1,1
350,1,1,57.851272964028375,1,6,1,1
351,1,1,58.70369902868338,3,12,0,1
352,1,1,57.40868798637087,2,7,1,0
353,1,1,60.290768342855486,4,8,0,1
354,1,1,59.00610846172662,3,8,0,0
355,1,1,60.22660538885964,2,9,1,0
356,1,1,58.39671636490977,2,7,0,0
357,1,1,56.90992783229923,3,9,0,1
358,1,1,57.87875234609954,4,7,1,1
359,1,1,58.25162026857174,2,6,0,1
360,1,1,56.75973194451083,3,4,1,0
361,1,0,50.84631003596291,4,6,0,1
362,1,1,60.11213180580574,2,7,1,1
363,1,1,59.44987069523239,3,8,0,0
364,1,1,57.71067075101762,3,8,0,1
365,1,1,57.457349149472,3,6,0,0
366,1,0,50.16713240382805,3,5,0,0
367,1,1,59.43364650244215,2,6,1,1
368,1,1,58.74825295894975,3,9,0,1
369,1,0,49.43820209792471,3,6,1,1
370,1,0,51.2724732277667,1,6,0,1
371,1,0,50.63543499038677,3,8,0,0
372,1,1,57.43543071950014,4,6,0,0
373,1,0,50.034249997426365,2,5,0,1
374,1,1,57.75514362050355,3,7,1,1
375,1,1,57.8860241880296,1,7,0,1
376,1,1,57.20755270557541,4,7,0,1
377,1,1,59.77462291771448,4,7,1,1
378,1,1,60.78005076664122,3,8,0,0
379,1,1,59.51806017348948,2,10,1,0
380,1,1,57.86604215094672,3,5,0,0
381,1,1,58.23589046165857,2,7,0,0
382,1,0,50.36413535130033,1,6,0,1
383,1,1,58.60413779846522,5,9,1,1
384,1,1,59.60254552748107,3,6,0,0
385,1,0,51.36410573929477,1,7,0,0
386,1,0,49.96262468797675,3,6,0,1
387,1,0,49.56895716899008,2,8,1,0
388,1,0,50.09181051732661,3,7,1,0
389,1,0,50.866646181409,2,6,0,1
390,1,1,59.39893632440647,2,7,1,1
391,1,1,58.39738922033274,3,6,0,1
392,1,0,49.99316677161112,0,8,1,1
393,1,1,58.34870939591945,0,6,0,1
394,1,1,58.079388795360046,3,8,1,1
395,1,0,51.876523872816456,2,8,0,1
396,1,1,57.08630213314352,4,4,0,0
397,1,1,58.56151155828379,4,4,1,1
398,1,1,59.60473388508037,3,3,0,1
399,1,1,56.98385673833172,3,4,0,1
400,1,1,57.71429285101409,0,5,0,1
401,1,1,57.27316744512823,2,5,0,1
402,1,1,58.639561559583925,4,4,0,1
403,1,1,59.449043149158335,3,6,0,0
404,1,1,58.37521639592397,4,7,1,0
405,1,1,57.876256861483455,2,4,1,1
406,1,0,52.7387657500523,4,7,1,0
407,1,1,58.55964183607399,0,3,0,1
408,1,1,58.00795078187272,2,7,1,1
409,1,0,51.23015733632437,2,7,0,0
410,1,0,49.57592780456774,2,6,0,0
411,1,0,48.35894373362034,3,7,1,1
412,1,0,51.14155633562062,4,10,1,1
413,1,1,58.931891523625474,4,6,0,0
414,1,1,58.90543872426304,1,7,1,1
415,1,1,60.11842265037826,2,3,1,1
416,1,1,58.185589252136005,4,6,0,0
417,1,0,49.94035961501227,3,5,0,1
418,1,0,51.39153934038973,3,9,0,0
419,1,0,51.5792006935617,2,9,1,1
420,1,1,59.11071130037583,1,7,0,1
421,1,1,59.593926261187455,2,5,1,1
422,1,1,58.14383482841532,4,10,1,1
423,1,0,51.66010212554517,3,4,0,1
424,1,0,50.809065105032325,3,6,0,0
425,1,1,59.4876280324863,2,6,0,0
426,1,1,59.82218110281672,3,7,0,1
427,1,1,57.88808352247244,4,9,1,1
428,1,0,51.267027838289046,4,7,0,1
429,1,1,59.68017132514731,3,8,1,0
430,1,1,60.54663461243925,2,5,1,1
431,1,0,50.74838194050181,3,6,1,1
432,1,1,60.474005836318106,1,10,1,0
433,1,1,58.21625109753575,5,7,0,0
434,1,1,57.94948719899413,1,8,0,1
435,1,1,56.01182284072195,2,5,1,0
436,1,1,57.96418531816127,2,8,0,0
437,1,1,60.4230778187668,4,5,0,1
438,1,1,57.79835980767404,3,8,0,1
439,1,0,50.18858216541736,3,7,1,1
440,1,1,60.08952503821565,2,9,1,0
441,1,1,58.082072893737454,3,5,0,0
442,1,1,59.97787164873539,3,6,1,1
443,1,0,51.92920638192341,3,5,1,1
444,1,0,50.58987076430434,2,5,1,1
445,1,1,57.81177242700806,5,7,0,1
446,1,1,58.923531553806185,3,6,0,0
447,1,0,50.89787198482743,4,6,1,1
448,1,1,58.72374475393305,1,3,0,0
449,1,1,60.88100417922533,1,5,0,0
450,1,1,57.61656529770679,2,5,1,1
451,1,1,58.25776989641973,5,8,0,0
452,1,1,56.971833922155824,4,5,1,1
453,1,1,57.14452528452302,2,4,0,0
454,1,1,58.98615389710703,1,6,0,1
455,1,0,50.36543063535751,3,4,1,0
456,1,0,49.34603477381868,4,3,0,1
457,1,1,59.63872900447749,3,6,0,1
458,1,1,57.97152354147835,2,9,0,0
459,1,1,60.0892076880139,2,8,1,1
460,1,0,50.65198766759004,2,5,0,1
461,1,1,56.78182318027392,2,7,0,0
462,1,0,52.40152064587157,1,5,0,1
463,1,0,50.41949213148601,2,7,0,1
464,1,1,57.67136607036011,3,9,0,0
465,1,0,51.12585582497951,2,8,0,0
466,1,0,51.04308614622291,3,8,1,0
467,1,0,50.29602190731698,1,5,1,1
468,1,1,58.40856766883751,5,7,1,0
469,1,1,59.73317738807558,4,6,0,1
470,1,1,58.37956830709408,2,4,1,0
471,1,1,59.38434562794144,3,6,1,1
472,1,1,58.74605375301755,1,9,1,0
473,1,1,56.7170369018562,3,7,1,1
474,1,1,57.29450549484595,3,3,1,1
475,1,1,60.35219336581509,3,3,1,0
476,1,1,59.366606549747,3,6,1,1
477,1,1,60.70099300408604,2,9,1,0
478,1,1,60.57719918191477,2,7,0,1
479,1,1,58.42532295629971,4,9,1,0
480,1,1,59.574490671503625,2,5,0,0
481,1,1,58.536794627800674,2,5,0,0
482,1,1,59.685175740366994,2,11,1,0
483,1,1,58.78522863956698,1,6,0,1
484,1,0,51.4873033644876,2,7,0,1
485,1,0,49.35603824392337,4,5,1,0
486,1,1,59.85389376761091,3,6,0,0
487,1,1,58.12464233573697,2,7,1,0
488,1,0,50.85808233315219,4,5,1,0
489,1,1,57.1997339124886,3,4,0,0
490,1,0,51.97737105510015,2,6,1,1
491,1,1,60.031371850400205,2,8,0,1
492,1,1,58.44547684863132,2,7,0,1
493,1,1,58.92757389860055,1,5,1,0
494,1,1,57.043556361505296,3,4,1,1
495,1,0,49.25032952362221,3,6,1,1
496,1,1,60.99183758573111,3,6,0,1
497,1,1,60.23739969831128,2,6,1,1
498,1,1,58.54956384182772,2,5,0,0
499,1,0,49.583541534538575,4,6,1,1
500,1,1,60.03318331892456,0,10,0,0
501,1,1,59.91976483899821,2,6,0,0
502,1,0,49.08984179696792,3,7,1,0
503,1,1,59.914390513293,3,3,0,1
504,1,0,50.01771134631305,2,8,1,0
505,1,0,51.54557268314936,4,8,0,0
506,1,1,57.84064716210735,3,4,1,0
507,1,1,58.65530772210704,1,6,1,0
508,1,1,58.55124180870671,1,6,1,0
509,1,1,58.01591815596648,1,8,1,1
510,1,1,57.618022169093095,1,6,1,0
511,1,0,51.58260921876744,3,6,0,0
512,1,1,57.936661693108,2,4,1,0
513,1,0,51.288490124616175,2,7,0,0
514,1,1,57.80040998833477,0,5,1,1
515,1,1,59.38939657186459,2,6,1,1
516,1,0,49.17858507172758,3,4,0,1
517,1,1,60.336208490231016,3,8,0,0
518,1,1,60.44464324938777,3,7,1,0
519,1,1,59.10370829830296,3,6,0,0
520,1,1,57.53831418512123,3,8,1,0
521,1,0,52.66307105232955,4,6,0,0
522,1,0,50.50739373605879,1,4,1,1
523,1,0,49.82669378724631,3,7,1,0
524,1,0,51.63310505145967,2,5,0,1
525,1,1,59.99971520222692,2,7,1,0
526,1,1,58.76757101556877,4,6,1,1
527,1,0,50.7879368083933,3,4,0,1
528,1,0,51.15731535639703,2,8,0,1
529,1,1,59.256265250513486,2,5,0,0
530,1,1,57.79035692343473,3,5,0,1
531,1,0,50.58148699551501,2,7,0,0
532,1,1,59.24677625512877,2,11,0,0
533,1,1,59.86144781162229,3,8,0,0
534,1,1,58.29101562631518,2,6,1,1
535,1,1,58.56327913981273,4,10,0,0
536,1,0,50.121696037953406,2,6,0,0
537,1,1,61.451607925767526,2,8,0,1
538,1,0,50.17909978519219,1,8,1,0
539,1,1,57.3579457591515,1,5,0,0
540,1,1,59.05241811694234,3,7,0,1
541,1,1,59.85845982821819,3,4,1,1
542,1,1,58.61226497318245,3,7,0,0
543,1,0,52.06867660268694,3,5,0,0
544,1,0,50.20371651359131,4,10,1,1
545,1,0,49.64606467917165,1,5,1,1
546,1,0,50.79037400131763,4,6,0,1
547,1,0,50.33425023090701,3,7,0,0
548,1,1,58.77525350879037,4,6,1,0
549,1,1,58.78071665367799,4,5,1,0
550,1,1,58.718538183200245,1,7,1,1
551,1,1,58.17058471571802,3,8,1,1
552,1,0,50.34941206708238,3,8,1,1
553,1,1,58.16872406950295,2,5,1,0
554,1,1,61.89524167722403,3,7,1,0
555,1,1,59.0513659014241,4,8,1,0
556,1,1,59.44500070996003,4,6,1,0
557,1,0,50.13598521404692,1,5,0,0
558,1,1,58.83826783811884,4,4,0,0
559,1,1,57.21562461946178,2,5,1,0
560,1,1,57.67473141140854,3,5,1,1
561,1,0,53.48178643971609,1,7,0,1
562,1,0,49.89948741801154,3,9,0,1
563,1,1,58.51319665703835,1,7,1,1
564,1,1,58.6537302626357,2,7,1,0
565,1,1,60.45078059264719,1,10,0,1
566,1,1,58.97929117111314,3,9,1,1
567,1,0,48.03567927376504,1,4,1,0
568,1,1,58.488530513223154,0,5,0,0
569,1,0,49.97252950555344,2,8,1,0
570,1,1,58.87618213271875,2,8,1,1
571,1,1,59.12926693206199,3,6,0,0
572,1,1,57.26180041301129,2,9,0,0
573,1,0,51.43689028246547,2,7,1,0
574,1,0,50.083163163817055,3,7,0,1
575,1,0,50.698746855910045,2,7,0,1
576,1,1,59.17523803833557,2,5,0,1
577,1,0,49.47788795836407,3,7,0,1
578,1,1,60.36996467874464,3,7,0,0
579,1,0,49.866419082099895,4,5,0,0
580,1,1,59.076732645591264,3,8,0,1
581,1,0,52.08751890836212,3,9,1,0
582,1,0,50.21326098874474,4,4,0,1
583,1,0,49.65844779248176,2,9,1,0
584,1,0,50.23752774808625,3,5,0,1
585,1,1,60.27561846529228,2,7,0,0
586,1,0,50.34444401529657,2,7,0,1
587,1,1,56.9147080405923,4,5,1,0
588,1,1,59.68573977604077,2,9,1,1
589,1,1,57.06198719576451,3,10,1,0
590,1,1,60.72767795736745,3,7,0,1
591,1,0,51.0986292966106,2,6,1,0
592,1,1,58.82550841175182,3,8,0,0
593,1,0,50.82923717836566,2,7,1,0
594,1,1,58.61935839657283,3,7,1,1
595,1,1,57.70251108548536,5,8,0,0
596,1,1,58.37081315295603,3,5,1,1
597,1,0,47.55241340244973,3,5,1,1
598,1,1,58.60459596315958,2,7,1,1
599,1,0,51.50783518596452,3,8,0,1
600,1,1,58.40696443015795,3,7,0,1
601,1,1,59.3085736822351,3,9,1,0
602,1,1,58.56057685108971,2,5,1,0
603,1,1,58.87610319451801,3,11,0,0
604,1,1,58.591649201165424,4,4,1,0
605,1,1,58.384481946619246,2,8,0,1
606,1,1,58.70716478999535,3,5,0,1
607,1,0,48.92904787359464,1,5,1,1
608,1,1,59.682097393822495,2,11,1,0
609,1,0,51.08749133940946,3,6,1,1
610,1,1,58.84151720069177,1,5,1,0
611,1,1,58.258233628278425,4,8,0,1
612,1,0,50.80147252516762,1,8,0,0
613,1,1,60.30132602177639,3,6,0,1
614,1,0,49.831303867385294,3,3,0,0
615,1,1,60.18002653782022,2,4,0,0
616,1,1,58.73704076550616,3,8,1,1
617,1,1,58.44255448361122,3,4,0,1
618,1,1,58.14239892048976,3,8,1,0
619,1,1,59.28028129040502,1,7,0,1
620,1,0,51.17385156753622,1,5,0,1
621,1,0,50.68519388408991,4,6,1,0
622,1,1,58.01366032539612,5,8,0,1
623,1,0,50.46473819911311,4,5,0,0
624,1,0,50.60743550078501,3,8,1,0
625,1,1,59.321594709064144,3,4,1,0
626,1,0,49.94828445162108,1,2,1,1
627,1,0,51.27018699592522,2,6,1,1
628,1,1,57.92722755285456,3,8,0,0
629,1,0,49.78838775301521,4,5,1,1
630,1,1,60.01120063962592,3,8,0,0
631,1,0,50.259250968564864,1,6,1,0
632,1,1,59.9515523655151,2,5,1,1
633,1,1,59.65473469301584,1,7,0,0
634,1,1,58.30189026965536,3,5,0,0
635,1,0,52.257801784421424,4,7,0,1
636,1,1,59.25036423685681,2,10,0,0
637,1,0,48.620783630632815,3,7,0,0
638,1,0,50.22371120716996,2,7,1,0
639,1,1,57.42719644554197,2,6,0,1
640,1,0,50.37776674011536,3,8,1,0
641,1,1,58.23598900084377,5,11,1,0
642,1,1,57.65178860433096,3,8,1,0
643,1,0,50.13203812660646,3,8,0,1
644,1,1,59.9208116816865,2,7,0,1
645,1,1,59.13294782150928,4,5,0,0
646,1,1,60.268517529614286,2,8,0,1
647,1,1,58.69804599174757,2,6,0,1
648,1,1,58.59330871259276,3,8,1,1
649,1,0,52.40964457088598,3,8,1,0
650,1,1,59.21094520130404,3,8,0,0
651,1,1,58.81489059452619,3,9,0,1
652,1,1,59.13191106123176,5,6,0,1
653,1,1,58.090003102271325,2,7,1,0
654,1,0,49.06379900854508,4,5,1,1
655,1,0,50.265025901671336,2,8,1,0
656,1,0,50.26134557944238,2,7,1,1
657,1,0,50.17365545045971,3,6,0,0
658,1,1,58.605695368805534,2,6,0,0
659,1,1,60.87263956335299,2,8,1,1
660,1,0,49.70401571045265,4,6,1,1
661,1,1,58.31777280600932,3,7,1,1
662,1,0,52.26762064645322,4,6,0,0
663,1,1,58.84437559244751,4,5,1,0
664,1,0,51.055056776406,1,7,0,1
665,1,0,50.32319730463442,3,7,0,1
666,1,1,58.42031509432178,2,7,0,1
667,1,1,56.88100309379183,2,5,0,0
668,1,0,51.48093035736957,3,7,0,0
669,1,1,59.28506516122034,4,8,1,0
670,1,1,58.08019151833498,3,9,0,0
671,1,0,50.93588970528583,2,6,0,1
672,1,0,51.421400010737166,1,8,0,1
673,1,1,58.11779213762325,3,5,1,0
674,1,1,59.82645321117998,2,7,0,1
675,1,1,59.54763109638153,3,6,1,1
676,1,1,56.51794853798952,3,5,0,1
677,1,0,50.14347209987329,4,7,0,0
678,1,0,50.84124949915702,0,2,0,1
679,1,0,51.94636231600176,3,10,0,0
680,1,1,57.70151841225875,1,8,1,1
681,1,1,59.34569650634864,1,8,1,0
682,1,1,57.11945588462098,1,7,1,0
683,1,1,59.38436745393194,2,6,1,1
684,1,1,57.267747123012434,1,4,1,1
685,1,1,59.6728290840712,1,10,0,0
686,1,0,51.06351372962957,4,7,0,1
687,1,1,60.15440428512586,3,3,1,0
688,1,1,58.99225876948704,4,7,1,1
689,1,1,59.50629948986268,2,4,0,0
690,1,0,51.56028979960005,3,5,0,0
691,1,1,58.95083833850092,2,5,0,0
692,1,0,52.03023264178227,3,4,0,0
693,1,0,50.88853786274765,1,5,1,1
694,1,1,60.44089920230113,3,4,0,0
695,1,1,59.84274687552445,2,6,0,1
696,1,1,59.42045685178038,2,6,0,0
697,1,1,58.07164843968025,2,7,0,1
698,1,1,59.82349306979795,4,7,1,0
699,1,1,61.19612125311146,2,7,0,0
700,1,1,57.030355003115645,3,6,1,1
701,1,0,51.31814209937097,1,8,0,0
702,1,0,50.92384589547584,2,8,1,0
703,1,0,50.36541199504874,2,6,1,1
704,1,1,58.28366975365586,1,6,1,1
705,1,1,59.24626455327218,3,7,0,0
706,1,1,58.57005669391291,4,9,1,1
707,1,1,58.28962896376985,2,8,0,1
708,1,0,50.55623453137485,2,8,0,0
709,1,0,50.083600396510455,4,5,1,1
710,1,1,59.89840153739019,1,7,0,0
711,1,0,50.450201283621695,2,5,0,1
712,1,1,59.820503712596064,4,6,1,1
713,1,1,60.94953068721263,3,6,0,1
714,1,1,60.16951354027313,2,6,1,0
715,1,0,51.77786043671973,3,9,0,0
716,1,1,59.76303585575512,1,5,1,0
717,1,1,58.84304266115121,3,4,1,0
718,1,1,59.21901888730901,2,11,1,1
719,1,1,59.19191879562492,1,8,0,1
720,1,0,50.40245361895819,2,7,0,1
721,1,1,58.1991912873795,4,3,0,1
722,1,0,49.75068273218759,0,3,1,1
723,1,1,58.40515135747451,4,5,0,0
724,1,0,50.39286424676577,2,5,0,1
725,1,1,58.748023547717295,4,5,1,0
726,1,0,49.84114458315688,0,4,1,0
727,1,1,58.53537512960017,0,8,0,0
728,1,1,58.67007876045567,2,3,0,1
729,1,1,59.42173198840658,1,8,1,1
730,1,1,56.88861239541904,2,4,0,1
731,1,1,60.08275493100235,1,6,0,0
732,1,1,59.000728911129926,2,5,0,0
733,1,1,57.14693303094436,3,5,1,1
734,1,0,50.44673807943566,3,8,0,0
735,1,1,58.07752255637871,2,7,0,1
736,1,0,51.09300396296016,4,7,0,1
737,1,1,58.561587020058745,4,9,0,1
738,1,1,58.64321542620965,2,8,1,1
739,1,1,57.69141140993258,3,5,0,0
740,1,1,57.39845887843365,3,4,1,0
741,1,0,51.459752280674536,2,4,0,1
742,1,1,57.89223527054436,1,7,0,1
743,1,1,58.47628681399294,1,10,0,0
744,1,0,50.59705030225382,4,5,1,1
745,1,0,50.64925976723387,4,8,1,0
746,1,1,59.3511076981688,3,8,1,1
747,1,0,51.28329113746184,2,7,0,1
748,1,0,49.32291226273772,0,5,1,1
749,1,1,57.822831130459726,1,7,0,0
750,1,1,60.00168816240952,4,5,0,0
751,1,1,57.81972496844473,1,5,1,0
752,1,0,49.69421228624848,1,5,0,0
753,1,0,51.716397730247856,2,3,1,0
754,1,0,48.79566807534923,3,4,0,1
755,1,0,51.49425983767841,5,10,1,1
756,1,0,51.417700355258,3,5,0,0
757,1,1,56.47775667501591,3,8,1,1
758,1,1,59.32806036189687,0,7,0,0
759,1,0,50.67101824717808,4,7,1,0
760,1,0,50.24624395024388,3,2,1,0
761,1,0,51.93336246230248,3,6,0,1
762,1,0,49.428369988623686,5,6,1,0
763,1,1,59.579287470062816,3,6,1,0
764,1,1,59.791349542023646,3,7,1,0
765,1,0,50.62827893941825,2,7,1,1
766,1,0,50.82927576715596,2,3,1,1
767,1,0,51.03115856407897,3,5,0,1
768,1,1,61.66603973221187,1,8,0,1
769,1,1,57.33090695257879,3,7,1,0
770,1,0,49.99732720094906,1,5,1,1
771,1,1,57.830908552814975,4,7,1,1
772,1,0,50.35002012848546,2,8,1,0
773,1,0,50.41142028577058,3,4,1,0
774,1,1,58.45327145865702,2,5,1,1
775,1,1,60.92047449676272,2,7,0,1
776,1,1,57.30300977102988,2,3,1,1
777,1,1,57.90699153742621,3,7,1,1
778,1,0,50.63755494867424,2,6,0,0
779,1,0,50.71981886739578,2,6,1,0
780,1,1,60.7255855631878,1,7,0,1
781,1,1,59.66420089842536,3,7,0,0
782,1,1,58.21477093205637,4,5,0,1
783,1,0,50.78348491475069,2,6,0,1
784,1,1,58.62957852970342,5,7,1,0
785,1,1,58.67497356307664,3,9,0,1
786,1,0,52.008267342406505,2,7,0,1
787,1,1,59.83190892258685,3,6,0,0
788,1,1,58.05670682781454,1,6,1,0
789,1,1,59.84361538723221,3,10,0,0
790,1,1,59.17875536521776,2,6,0,1
791,1,1,55.64244111898862,2,6,1,0
792,1,0,48.977865790901554,3,5,1,0
793,1,1,58.791020448867286,4,10,1,1
794,1,1,57.85808424208495,5,5,1,0
795,1,0,51.474043233406526,0,5,0,0
796,1,1,58.49239111883732,3,6,1,0
797,1,1,58.38725671448836,1,4,1,1
798,1,0,50.48359199805916,1,8,0,0
799,1,1,59.60978195018218,2,6,1,1
800,1,1,59.00676925154133,2,8,0,1
801,1,1,57.46828528441456,4,7,1,1
802,1,1,59.36274245288325,2,8,1,1
803,1,1,60.28558723779926,3,11,0,1
804,1,0,51.8163372912636,2,5,0,0
805,1,1,57.730509307115646,3,6,0,0
806,1,1,58.03041341103268,2,5,1,0
807,1,1,59.270483924758,2,8,0,1
808,1,1,59.67992560545819,4,6,1,1
809,1,1,58.53165907897919,2,5,0,1
810,1,1,58.86185303785602,4,6,1,0
811,1,0,50.38555062888472,3,7,1,1
812,1,0,51.24983959071062,4,9,0,0
813,1,0,48.10779897984611,2,8,0,0
814,1,1,58.93646155210512,1,7,1,1
815,1,0,51.22960281779999,2,8,0,0
816,1,1,58.05386598838791,3,8,0,0
817,1,0,48.97508335987712,0,5,1,1
818,1,0,50.36298866647498,2,5,0,0
819,1,1,58.65308058576364,3,7,0,1
820,1,0,50.26086127398502,2,2,0,0
821,1,0,51.043969523995,3,9,1,0
822,1,0,50.33245764932535,2,10,1,0
823,1,1,59.04704074161311,2,7,0,0
824,1,1,57.648543670574846,3,7,1,0
825,1,1,59.14131668658151,3,10,0,1
826,1,1,58.62455275289602,2,8,0,1
827,1,1,58.31990356347095,3,8,0,1
828,1,1,58.35805946993778,4,6,0,0
829,1,0,50.41472741500796,2,6,1,1
830,1,0,51.634894700240416,2,8,1,1
831,1,1,58.45340292064317,3,7,1,0
832,1,1,58.89819625807039,3,9,0,0
833,1,1,58.28340049731842,1,6,0,1
834,1,0,50.13976828252848,3,8,1,0
835,1,1,58.281076653911406,2,5,0,1
836,1,1,58.961435246508735,2,7,0,1
837,1,1,57.69966613885048,2,6,0,0
838,1,1,58.738759023152205,2,5,0,0
839,1,1,57.22136967720736,1,8,1,1
840,1,0,49.82158242662299,1,9,0,1
841,1,0,52.25346467468184,1,9,1,1
842,1,1,57.62489313184803,4,7,0,0
843,1,1,58.28105088216978,3,8,0,0
844,1,1,56.20033295772269,2,9,1,1
845,1,1,59.7223977766429,1,6,0,0
846,1,0,50.30431299334973,3,8,0,1
847,1,1,59.07145135592492,3,6,0,0
848,1,1,57.88015032539574,3,9,1,1
849,1,0,51.46802666530336,4,7,1,1
850,1,1,58.60878011250743,1,4,1,0
851,1,1,58.41657037042952,3,6,0,1
852,1,1,59.50891984157042,2,7,0,0
853,1,1,59.01897859016093,3,3,0,1
854,1,0,49.91820730788834,3,9,1,1
855,1,0,49.01338677586345,2,3,0,1
856,1,1,57.60574554242494,1,6,0,1
857,1,0,49.96990583017621,3,6,1,0
858,1,0,51.00577064183096,3,7,0,1
859,1,1,59.26624269827468,1,8,0,0
860,1,1,58.69632300631264,3,5,0,1
861,1,1,58.91263536390593,3,4,1,1
862,1,1,57.69902429244034,3,4,0,1
863,1,1,58.59122413709524,2,8,1,1
864,1,1,59.54912414661016,0,6,0,1
865,1,1,57.84973021812458,4,3,1,1
866,1,0,51.07717408344007,4,8,1,0
867,1,0,49.30612099339864,3,6,0,0
868,1,1,59.12216597378033,3,6,1,1
869,1,0,50.06605873507413,3,5,1,1
870,1,1,59.63241009942568,2,7,0,0
871,1,1,58.17286079109821,2,6,0,0
872,1,0,50.55838728657344,3,5,0,1
873,1,1,59.47711232155468,1,8,0,0
874,1,0,50.06716193260791,1,7,1,0
875,1,1,59.85901051496186,4,8,1,1
876,1,1,59.32406351884507,2,9,1,1
877,1,0,51.77034721862916,4,9,0,0
878,1,1,58.19105191756263,1,6,1,0
879,1,1,59.61152663343841,2,8,0,0
880,1,1,59.37671424927788,4,7,0,0
881,1,0,50.95022932445215,4,8,0,0
882,1,0,50.874867858949806,5,9,1,1
883,1,0,51.45412771617037,3,9,1,0
884,1,1,58.32045236722544,2,3,0,0
885,1,1,60.40946780116829,1,8,1,1
886,1,1,57.139135923664526,1,6,1,0
887,1,1,57.70112878412486,2,6,1,1
888,1,1,58.56439406731336,3,5,1,1
889,1,1,58.14328394863775,4,6,0,0
890,1,0,51.59908975099837,4,7,0,0
891,1,1,58.73064338648548,1,9,1,0
892,1,1,58.34282437434865,2,7,1,0
893,1,1,59.756832058199,2,6,0,1
894,1,1,59.0122279901672,1,8,0,0
895,1,0,48.14022558247778,0,5,0,0
896,1,1,57.76253376692408,3,3,1,0
897,1,1,58.6997924797817,3,4,0,0
898,1,0,49.46198106135476,2,5,1,0
899,1,1,59.13268455676248,2,7,0,1
