household_id,post_policy,loan_received,income_growth,household_income,business_experience_years,rural_location,previous_loan_status
267,1,0,42.302337934082416,3,8,0,1
268,1,1,50.6205679831438,2,6,0,0
269,1,0,43.77726753218448,2,10,1,1
270,1,1,49.59616773415594,2,6,1,1
271,1,1,52.69358435190718,3,5,0,1
272,1,1,50.6415546032338,1,8,1,1
273,1,0,43.80967480085524,3,5,1,1
274,1,1,51.16546482294434,1,6,1,0
275,1,0,45.38620184542254,1,9,1,1
276,1,1,50.39903061238807,3,8,0,1
277,1,0,44.82930195021441,2,6,1,1
278,1,0,45.55313741858132,2,6,1,1
279,1,1,50.486071053736175,4,8,1,1
280,1,1,51.26710760360965,2,8,1,0
281,1,1,50.85113654849041,1,5,0,1
282,1,1,52.195799978427765,1,7,1,1
283,1,1,49.95838815190432,4,5,1,1
284,1,1,52.48235981999719,5,6,0,1
285,1,0,43.89164848011448,3,8,0,1
286,1,0,46.034182114493085,1,9,0,0
287,1,1,50.576122780214064,3,9,0,0
288,1,1,50.8079741469378,3,9,1,0
289,1,0,45.18874511694856,1,5,1,1
290,1,1,50.032915897585866,2,6,1,1
291,1,1,49.60868418393558,3,6,0,1
292,1,1,51.42778532170414,4,4,0,0
293,1,0,45.56193818443784,2,5,1,0
294,1,1,49.90637814844491,2,10,1,1
295,1,1,51.44180524259888,2,8,1,0
296,1,0,44.4548232513628,4,5,0,1
297,1,1,52.42293932309568,3,7,0,1
298,1,1,50.85563778956633,2,6,0,0
299,1,0,44.14023070063558,4,3,1,1
300,1,1,50.38475151798546,4,5,0,1
301,1,0,43.58873010925681,3,5,1,1
302,1,1,50.89095255446544,2,5,1,0
303,1,0,42.9029739727521,4,6,0,1
304,1,1,50.92910997610888,3,7,0,1
305,1,0,46.40249511152216,4,6,1,0
306,1,1,50.715797329483614,2,5,1,1
307,1,0,43.22928279627632,3,9,1,0
308,1,0,46.043579311909184,2,7,1,1
309,1,1,50.08499072016016,2,6,1,1
310,1,0,45.20226869059317,2,7,1,0
311,1,1,49.31487761124642,3,6,0,0
312,1,1,51.1104713829856,4,8,1,1
313,1,0,44.05271937621442,2,5,1,1
314,1,0,46.15846497541383,1,5,0,1
315,1,1,51.65145848573663,3,7,0,0
316,1,1,49.79276310593779,1,10,1,1
317,1,1,50.997952280430354,3,6,1,1
318,1,1,50.95647497644916,5,7,1,0
319,1,0,45.03337425497503,3,7,1,1
320,1,1,49.94964857575067,2,7,1,0
321,1,1,52.210976278092325,2,7,0,1
322,1,0,45.05101452817647,1,9,0,1
323,1,0,43.61942076155691,2,3,0,1
324,1,1,51.38129076986441,4,4,1,0
325,1,1,51.00260443994954,3,5,0,1
326,1,0,44.1706313987195,2,7,0,1
327,1,0,46.13591884338331,0,8,0,0
328,1,1,50.19156043018776,3,5,0,1
329,1,1,51.71735254973966,1,6,1,1
330,1,1,52.76986551576447,2,4,1,0
331,1,0,44.83834595753872,4,5,1,1
332,1,1,50.10094198975222,4,6,1,0
333,1,1,51.36189448711574,3,6,1,1
334,1,0,46.672183731915055,1,6,1,0
335,1,1,51.77702717404449,1,5,1,1
336,1,1,51.38661894668935,2,8,0,1
337,1,1,51.72596755160951,2,8,0,0
338,1,0,43.61018326912749,3,6,1,0
339,1,1,51.72466547666309,3,5,1,1
340,1,1,52.91919607628381,3,6,1,0
341,1,1,49.27638080496573,3,6,0,1
342,1,0,44.42669241117845,2,9,1,0
343,1,0,42.419358754333096,2,5,1,1
344,1,0,45.01681356338013,1,5,1,1
345,1,0,45.36357736880024,5,7,1,1
346,1,1,50.63877427574972,4,6,1,1
347,1,0,42.51957373626491,3,8,0,0
348,1,1,49.08527789368886,4,5,1,1
349,1,1,51.84206178962006,2,7,1,1
350,1,0,43.59171190338665,2,5,0,1
351,1,1,52.41029230983172,2,6,1,1
352,1,0,43.96865184911356,2,7,1,0
353,1,0,43.1382521269861,3,5,0,0
354,1,1,51.12173375051361,5,7,0,0
355,1,1,50.04334861368546,2,6,0,1
356,1,1,51.12297299927203,4,4,1,0
357,1,1,50.86843640819317,3,6,0,1
358,1,1,50.93426563391251,2,8,1,1
359,1,1,51.04272310681546,3,7,0,0
360,1,1,52.26892041810871,3,6,0,1
361,1,0,43.64219012488439,3,3,1,1
362,1,1,52.26619959832574,3,8,1,0
363,1,1,50.58411398726427,4,7,1,1
364,1,1,52.64033854328481,1,6,1,0
365,1,1,50.62910223393317,3,7,0,1
366,1,1,50.49943798325931,2,4,0,1
367,1,0,43.90829721072488,2,9,0,1
368,1,1,50.4873288259193,1,6,0,1
369,1,1,49.99908125602092,3,6,1,1
370,1,1,51.35617171975382,3,7,1,0
371,1,1,50.1047898782452,3,8,0,1
372,1,0,45.1433074725342,2,6,1,0
373,1,0,44.89484525691124,2,7,1,1
374,1,1,51.20882040838563,1,4,0,0
375,1,1,52.420606572783846,2,6,0,0
376,1,1,51.34157840415867,2,8,1,1
377,1,0,45.61868441756255,4,7,1,0
378,1,1,51.55271423880763,3,8,1,0
379,1,1,50.53706483547601,4,9,0,0
380,1,1,51.90987696553968,1,9,1,1
381,1,0,44.83462345891386,1,8,1,1
382,1,0,45.55315215639033,2,6,1,1
383,1,0,44.15053533866354,4,9,1,1
384,1,1,51.40934050713373,3,7,1,0
385,1,0,45.1538796488594,3,6,1,1
386,1,1,51.00273513266503,3,5,0,1
387,1,1,51.52474476844584,2,4,1,1
388,1,0,43.78173309042549,4,8,1,1
389,1,0,46.44822938525232,2,8,1,1
390,1,0,44.637504018541954,4,6,1,1
391,1,0,45.56146035775436,4,5,1,0
392,1,1,51.04298873311088,2,4,1,1
393,1,1,53.17655947753714,3,9,1,0
394,1,1,49.181320652147015,3,6,0,1
395,1,0,44.112910062804254,1,7,0,1
396,1,0,44.26277649672196,3,6,1,0
397,1,0,43.07120666364296,2,9,1,1
398,1,1,50.06545928320946,4,7,0,1
399,1,1,49.68383754060848,3,6,0,0
400,1,1,51.99581274384367,6,8,1,1
401,1,1,51.30999853725937,4,9,0,0
402,1,0,43.6918643320789,1,5,1,1
403,1,1,50.003097809281925,3,7,1,0
404,1,1,48.88088346178187,5,6,0,1
405,1,0,44.748918841228026,3,6,1,0
406,1,0,44.39602680619468,2,4,0,1
407,1,1,50.13824399191602,2,6,0,1
408,1,1,48.71510151261683,3,8,1,1
409,1,0,43.659687180311415,5,7,1,0
410,1,0,44.80102882285344,3,6,1,0
411,1,0,42.85621432128679,3,7,1,0
412,1,0,45.2601181880529,3,5,1,0
413,1,0,44.34362656203,3,8,1,0
414,1,1,51.9827333124615,2,6,1,0
415,1,1,52.21020130628175,2,4,0,0
416,1,0,43.17980635272991,3,9,1,1
417,1,0,43.9122339648349,2,4,1,1
418,1,0,45.03547261803707,2,7,0,0
419,1,1,48.881580926430544,2,11,0,0
420,1,0,42.73844986288957,3,4,1,1
421,1,0,44.64643841740929,1,9,0,0
422,1,1,50.678809757927226,3,6,1,1
423,1,0,43.891313426911545,3,6,1,1
424,1,1,50.057690592556526,2,8,1,1
425,1,0,44.19302922873451,2,10,1,0
426,1,1,51.41285897656662,3,6,1,0
427,1,1,50.09812066220889,1,4,1,1
428,1,1,52.18448314411553,5,7,1,0
429,1,1,51.20283484735364,2,5,1,1
430,1,0,45.51827555004554,3,9,0,0
431,1,1,48.75594546313152,3,6,1,1
432,1,0,45.40716187717744,2,10,1,0
433,1,1,51.75005040623486,1,7,0,1
434,1,0,43.67691732032014,2,8,1,0
435,1,1,51.41944285415868,5,7,1,1
436,1,1,53.33725058529386,4,4,0,0
437,1,0,44.15259603416787,3,9,1,1
438,1,0,45.21873974013611,1,5,0,1
439,1,0,45.15411753170973,3,8,1,0
440,1,1,48.86638579145304,2,8,1,1
441,1,0,43.70371348914672,2,5,1,1
442,1,1,50.48925972868217,4,7,1,1
443,1,1,50.93931610284205,3,7,0,1
444,1,1,51.71100346999328,3,7,0,0
445,1,1,50.814106700214325,0,8,1,1
446,1,0,44.19065593551016,2,6,0,1
447,1,1,50.93271880182313,2,7,1,0
448,1,1,49.46328352494463,3,5,1,0
449,1,0,44.03053529829787,2,6,1,1
450,1,1,50.60505666220007,2,7,0,1
451,1,0,46.035903783864974,3,9,0,0
452,1,1,51.8534944709868,0,4,1,0
453,1,0,43.2648975946702,5,7,1,0
454,1,0,43.43093208477855,3,7,1,1
455,1,1,49.60503637276869,5,9,0,0
456,1,1,51.93447451563498,3,6,0,0
457,1,1,51.52464741770664,1,6,1,1
458,1,0,43.48370510204951,2,5,1,0
459,1,0,45.337033089584615,3,7,1,0
460,1,1,50.59537016800459,3,6,1,1
461,1,1,51.52925924676447,2,7,1,0
462,1,0,45.14352661223005,3,8,0,1
463,1,0,45.297133965146486,3,4,1,1
464,1,0,45.55508969194345,4,4,1,1
465,1,1,49.8236263993034,3,5,0,0
466,1,0,45.12918644150808,3,8,0,1
467,1,0,46.06564310234523,3,5,0,1
468,1,1,50.84452640669889,3,8,0,0
469,1,1,50.84326706567175,2,8,1,0
470,1,0,43.58597289015842,2,7,0,1
471,1,0,45.27575421575607,2,2,1,1
472,1,0,45.12378165638768,3,4,0,1
473,1,1,49.90079564659873,3,5,1,0
474,1,1,51.47763090543671,3,3,1,0
475,1,1,50.171629697665416,3,7,0,1
476,1,0,45.95918825748275,2,5,0,0
477,1,0,42.95812349873501,5,6,0,0
478,1,1,52.011825400193096,3,5,1,0
479,1,1,51.23693712953694,3,3,1,0
480,1,1,50.90950268805362,4,5,1,1
481,1,1,52.64927125937784,2,4,0,0
482,1,1,49.55230955057771,3,8,1,1
483,1,0,42.59559081601448,3,6,0,1
484,1,1,52.148777708227264,3,5,1,1
485,1,1,49.892463391301824,2,8,1,0
486,1,0,43.835416955602085,2,8,1,0
487,1,0,46.04171982664285,4,4,1,1
488,1,1,50.94920324381968,4,7,0,1
489,1,0,45.12523279408335,1,4,0,0
490,1,0,46.11626763655958,0,4,1,0
491,1,1,51.0520941468397,2,5,1,0
492,1,0,43.27249064191973,3,6,0,1
493,1,0,44.667226824844974,3,6,1,0
494,1,0,45.48167576632306,2,8,1,0
495,1,1,50.63362308583103,2,8,1,0
496,1,1,50.19281011261975,4,7,1,1
497,1,0,44.73770023197881,3,6,1,1
498,1,1,50.8863347411769,1,7,0,1
499,1,0,44.696746013337446,4,5,1,0
500,1,1,50.2907052833447,1,9,0,0
501,1,1,50.031645297440726,3,8,0,1
502,1,1,49.90283383236257,5,7,1,1
503,1,1,51.13118278776845,2,7,0,0
504,1,1,50.560585454945794,3,8,1,1
505,1,0,45.62440926347908,3,10,1,1
506,1,1,52.10740058309845,1,6,1,1
507,1,0,45.396110902193286,3,6,0,1
508,1,1,50.93053267407323,2,5,0,0
509,1,1,50.30534951380595,4,4,0,1
510,1,0,44.45106409075485,3,8,0,1
511,1,1,52.049589580355246,3,3,0,1
512,1,1,50.96815757961866,2,6,0,1
513,1,1,51.01656709515477,2,7,0,1
514,1,1,50.52070871536024,1,7,1,1
515,1,1,50.13335780496966,4,6,0,0
516,1,1,48.17402255920252,3,10,0,1
517,1,0,45.71839596866051,2,7,1,1
518,1,0,44.91867350837796,2,4,1,1
519,1,1,51.61196512126797,2,5,1,0
520,1,0,43.65042987934017,1,8,0,1
521,1,1,50.48956511558698,4,6,0,1
522,1,0,45.305482128572045,1,7,1,1
523,1,1,50.083841086505736,2,8,0,0
524,1,1,50.711658571140745,1,6,1,0
525,1,1,52.55289874107982,2,5,0,0
526,1,0,43.90026483689088,4,7,1,1
527,1,1,52.45090307463328,1,8,0,0
528,1,1,50.64929097015584,4,4,1,0
529,1,1,50.20212033849143,3,8,0,1
530,1,0,46.414316024481565,1,8,1,1
531,1,1,49.98344592554893,2,6,0,1
532,1,0,44.68360919879655,2,4,1,0
533,1,0,44.994720017044976,1,8,0,1
534,1,1,52.92568802268488,1,4,0,0
535,1,1,50.58818299113747,1,10,1,1
536,1,0,42.5227944060624,2,6,1,1
537,1,1,51.8677905794787,2,6,1,1
538,1,1,51.00241592653545,2,6,1,0
539,1,1,50.498700244693445,2,6,0,1
540,1,0,44.58757707637489,3,7,1,1
541,1,0,45.197071728447966,2,9,1,1
542,1,1,51.49154060058098,3,4,1,1
543,1,1,50.28670219989364,2,8,1,1
544,1,0,44.31066128253724,3,7,1,0
545,1,0,44.755668065061805,3,5,1,1
546,1,0,43.69623358448848,3,7,0,1
547,1,0,44.32168972763702,2,7,0,1
548,1,1,50.07362518463559,4,8,0,1
549,1,1,51.22169492747537,2,5,0,1
550,1,0,45.25727271770528,2,7,0,0
551,1,1,50.134839020273375,2,9,1,1
552,1,1,49.75071858368685,3,5,1,1
553,1,1,49.77361952947136,4,6,0,1
554,1,1,49.71107263708199,1,9,1,1
555,1,0,43.20400616628418,3,5,1,1
556,1,0,45.161455920490376,2,7,0,0
557,1,1,50.72620656630481,3,5,1,0
558,1,0,45.83720021205322,3,7,1,0
559,1,0,42.98865470727709,4,6,0,0
560,1,0,44.555377607234206,2,6,1,1
561,1,0,43.180833071420345,2,8,1,1
562,1,1,51.28729623003088,3,8,0,0
563,1,1,50.117045198842646,3,7,1,0
564,1,1,52.81867574322776,3,6,0,0
565,1,0,45.72795515434849,1,4,0,0
566,1,0,43.699950742651815,1,9,0,1
567,1,0,44.72656052695756,1,8,1,0
568,1,0,45.54313418833646,3,4,1,0
569,1,1,51.93078562468581,2,7,0,1
570,1,1,53.1097521973578,4,7,1,0
571,1,1,48.72828710063867,3,7,1,1
572,1,0,43.39814926170775,1,6,1,1
573,1,1,49.80241139738196,1,7,0,0
574,1,0,45.69305527327749,4,6,0,0
575,1,1,49.96255515074856,3,8,1,1
576,1,0,44.3477741041001,4,6,1,1
577,1,0,45.67965862948972,3,7,1,1
578,1,1,50.876712248220215,3,9,1,1
579,1,1,51.748291442055965,2,7,1,0
580,1,0,45.628296760404105,1,7,0,0
581,1,0,44.60019094694686,2,7,1,1
582,1,1,50.379664391560524,3,9,0,0
583,1,1,49.99411403801977,3,8,0,1
584,1,0,44.8030317625085,3,6,1,1
585,1,1,51.53990660852768,2,6,1,1
586,1,1,52.20525545344229,1,8,1,0
587,1,0,43.62444230338116,2,7,0,1
588,1,1,52.18381615844008,1,7,1,1
589,1,1,52.63111953937064,2,4,1,1
590,1,0,44.43232135349764,3,9,0,1
591,1,1,51.06088193424991,2,10,1,1
592,1,1,50.715879764321,4,7,0,1
593,1,1,51.36356766562393,2,7,0,0
594,1,1,49.481753935967326,3,7,1,1
595,1,0,43.31707390760117,2,9,1,0
596,1,0,46.25327826492206,2,8,1,0
597,1,0,45.90270008308799,5,6,1,1
598,1,1,50.42313706616659,3,7,1,0
599,1,1,50.95408660543252,3,6,1,1
600,1,0,44.36843790170389,5,7,0,1
601,1,0,45.68415493512017,4,6,0,1
602,1,0,42.91301094662656,3,5,1,1
603,1,0,43.91218232268852,2,6,1,1
604,1,0,44.85026670567739,2,5,1,1
605,1,0,45.78707786969045,3,5,1,1
606,1,1,50.88474545982471,3,8,1,0
607,1,0,44.634503950004834,1,5,0,1
608,1,1,51.279220284854354,2,6,0,0
609,1,1,51.08164127314515,3,8,1,0
610,1,0,46.271516960070514,1,6,0,1
611,1,0,45.49905382277855,2,6,1,0
612,1,1,51.23402596537786,3,8,0,0
613,1,1,49.96299449383808,2,7,1,0
614,1,0,44.979917063809694,4,9,0,1
615,1,0,43.14361882176906,2,5,0,1
616,1,1,50.266178792739055,2,5,0,1
617,1,0,44.70421441719656,3,6,1,0
618,1,0,44.547732621579605,5,5,0,1
619,1,1,53.67564806106912,1,5,1,0
620,1,0,43.71524557513637,3,7,0,1
621,1,1,49.75552568604992,3,7,1,0
622,1,1,50.30622300796239,3,7,1,1
623,1,1,49.8215332372479,1,8,0,1
624,1,1,47.83164481895833,3,11,1,1
625,1,0,43.945125995667496,1,5,1,1
626,1,1,51.32514378814682,2,6,1,0
627,1,0,45.93028016569327,2,5,1,0
628,1,1,51.20992576855324,1,5,1,1
629,1,0,43.64039047989903,3,6,1,0
630,1,1,50.67950743114462,3,7,0,1
631,1,0,43.10891218541186,3,9,1,1
632,1,1,51.84333496454164,1,5,1,1
633,1,1,49.055780456590426,3,5,1,0
634,1,1,50.48021580044557,2,10,0,1
635,1,1,52.214694055918805,3,5,0,0
636,1,0,44.21226237116768,1,7,1,1
637,1,0,44.781592287548456,3,6,0,0
638,1,1,51.47978476234145,2,9,0,1
639,1,1,51.29438943739821,1,8,1,1
640,1,1,49.60234123888481,3,8,1,1
641,1,1,52.18044027018643,1,4,1,1
642,1,1,50.79936637537462,4,8,0,1
643,1,0,43.205193261345855,3,4,1,1
644,1,0,45.18391171602424,1,6,1,1
645,1,1,51.13986173780786,2,8,1,1
646,1,0,47.483466864413934,0,9,1,0
647,1,0,43.169975965352045,3,8,1,1
648,1,1,52.86788511777437,2,5,0,1
649,1,1,49.37334750774136,1,5,1,1
650,1,0,45.89008510410737,3,7,0,1
651,1,0,43.49215675697758,2,7,0,0
652,1,0,45.89007733022248,2,4,0,1
653,1,0,45.10059568269925,2,6,1,0
654,1,1,52.88364352770498,3,8,0,0
655,1,0,43.33559861370319,2,10,0,0
656,1,0,43.88709914174754,1,9,1,1
657,1,1,50.53497921708014,1,10,0,0
658,1,0,43.72505234269377,2,7,1,1
659,1,1,50.22635851480081,1,6,1,1
660,1,1,49.991934946704205,3,7,1,1
661,1,1,51.67828160612433,3,9,0,1
662,1,1,50.27369607169577,3,8,1,0
663,1,1,51.92317118275917,2,5,1,1
664,1,0,41.56731567638899,3,4,1,0
665,1,1,49.53549677197285,4,5,0,1
666,1,1,50.34081380016742,2,6,1,1
667,1,0,43.97679089069237,3,5,1,1
668,1,0,46.39994065329898,3,4,1,1
669,1,1,50.063985781405485,2,7,1,0
670,1,0,44.824322967763706,2,9,1,1
671,1,0,44.84368054974249,3,10,1,1
672,1,0,45.16360274804908,4,4,1,0
673,1,0,42.57116195093408,3,9,1,0
674,1,0,44.48693709151664,3,7,1,1
675,1,0,47.08429028815699,1,3,1,1
676,1,1,50.70114323837264,2,2,1,0
677,1,0,43.15578696998152,3,7,1,1
678,1,0,42.72149533824377,2,6,1,1
679,1,1,52.52199579020206,3,5,0,0
680,1,1,48.53296463313463,2,7,1,1
681,1,0,44.3396640931426,2,4,1,0
682,1,0,44.83256363498444,4,4,0,1
683,1,1,50.02240390518072,1,6,1,1
684,1,1,52.421192449532064,2,8,1,0
685,1,0,45.867800459454,0,2,1,0
686,1,0,42.274970544927335,3,6,0,1
687,1,1,52.00048067237292,2,6,0,1
688,1,0,45.22118743219489,2,4,1,0
689,1,0,44.382282302586304,3,5,1,0
690,1,1,51.30178796376018,3,7,0,0
691,1,0,45.9846841541945,2,4,1,1
692,1,0,44.26004821010034,5,12,1,0
693,1,1,53.16324712749274,1,4,1,0
694,1,1,51.83744054008479,3,6,1,0
695,1,0,42.27749669513143,3,8,0,1
696,1,0,45.68256097910103,1,8,1,0
697,1,1,50.69305939096984,3,10,0,1
698,1,1,50.8077679080685,2,4,1,1
699,1,1,52.27794630477759,1,7,1,0
700,1,1,49.63122278236378,3,7,0,1
701,1,0,44.62561873510154,2,7,0,0
702,1,0,44.32033708273041,2,7,1,0
703,1,1,53.58952580279733,3,7,1,0
704,1,0,43.469652815322505,0,6,1,1
705,1,1,51.84409647245539,1,8,0,0
706,1,0,45.42207038646138,3,7,0,1
707,1,1,50.823734787493336,3,5,0,0
708,1,0,45.62021851576769,1,9,0,1
709,1,1,50.6476521495928,4,9,1,1
710,1,1,51.43268079888868,2,7,1,1
711,1,1,51.21707889536629,3,7,0,0
712,1,1,52.44130816663003,2,5,1,1
713,1,1,50.339413827176486,3,4,1,1
714,1,1,49.69394446565472,4,8,1,1
715,1,1,50.3249128823706,5,11,1,1
716,1,0,45.573323059097625,3,7,0,0
717,1,0,46.01472781280463,4,2,0,1
718,1,1,49.63613632775508,2,9,1,1
719,1,0,43.72546275868446,3,9,0,1
720,1,0,45.43846787456541,3,4,1,0
721,1,0,44.415916653580254,4,7,0,1
722,1,1,51.71969595557891,1,5,0,1
723,1,1,53.46191536882387,1,5,1,0
724,1,0,43.63969451778628,4,8,1,1
725,1,1,51.52304402897038,1,7,1,0
726,1,1,51.33769888430004,3,7,0,0
727,1,1,51.308631347416494,2,6,0,0
728,1,0,43.879027612239504,3,8,0,0
729,1,0,44.66217835240423,3,5,1,1
730,1,0,45.79858825845906,1,7,0,0
731,1,0,47.064014300999936,4,7,0,0
732,1,1,51.45941711116821,4,11,0,1
733,1,1,50.09856007626328,3,9,0,1
734,1,0,43.19929394010392,5,5,0,1
735,1,0,43.23362629264823,2,8,1,1
736,1,0,45.91982026923134,3,5,1,0
737,1,1,50.826735190552505,3,9,1,0
738,1,1,52.15859772558607,2,6,1,1
739,1,0,44.49257401061366,3,8,1,1
740,1,0,44.779567912225325,4,6,0,1
741,1,0,45.87046525708836,3,3,1,1
742,1,0,43.48303029837314,3,7,0,1
743,1,0,44.134502500210026,3,5,1,1
744,1,1,51.40824712877047,2,7,0,1
745,1,1,51.81997832379622,3,9,1,1
746,1,0,43.74824068407492,5,10,1,1
747,1,1,50.39572840677344,2,6,1,1
748,1,0,45.5516391593593,2,3,0,0
749,1,0,44.9371875071741,1,3,1,1
750,1,1,50.6366064738458,2,8,1,1
751,1,0,44.03320188716869,2,5,0,0
752,1,1,51.1126217790514,2,7,0,0
753,1,1,51.89479074059314,2,5,0,1
754,1,1,53.05905527898038,3,6,1,0
755,1,0,41.95695335522285,2,7,1,0
756,1,0,45.383759105901966,2,6,1,0
757,1,0,42.749962998689256,5,6,1,0
758,1,1,52.168840998738965,3,2,1,1
759,1,0,45.346769519888966,2,8,0,0
760,1,0,44.08455007769986,3,7,1,1
761,1,0,44.264278940530296,3,7,1,0
762,1,0,44.229725123917824,2,7,0,1
763,1,0,46.20892013220406,3,8,0,1
764,1,0,43.9857199560375,3,5,0,1
765,1,1,49.86721266455342,2,5,1,0
766,1,0,43.90420382991644,2,8,1,1
767,1,1,50.048095104825336,3,6,0,0
768,1,1,51.88789788433222,3,7,0,1
769,1,0,43.647142093639694,4,5,0,0
770,1,1,50.50573655078325,2,7,1,1
771,1,0,44.84709694711227,3,7,0,0
772,1,0,46.90710800381986,2,5,1,0
773,1,1,50.85707521495102,4,7,1,1
774,1,1,49.79160345672327,2,4,1,1
775,1,0,45.20725123150021,5,7,1,0
776,1,1,50.86482808608115,2,6,0,1
777,1,0,43.68665977615864,0,7,1,1
778,1,0,42.55693298254658,5,7,0,0
779,1,1,52.41583080819403,2,8,0,0
780,1,0,42.04210128797605,3,11,1,1
781,1,0,43.56286903681308,4,7,1,0
782,1,1,51.46615875569405,2,8,1,1
783,1,1,52.564015304978085,4,5,1,1
784,1,0,45.5444439308316,0,9,1,1
785,1,1,50.60774510896212,3,6,1,0
786,1,0,44.98726642278789,2,6,0,1
787,1,0,43.63414341397421,3,7,0,1
788,1,0,45.98755833566112,2,8,0,0
789,1,0,43.479490616643496,2,8,0,0
790,1,1,53.59565903977193,3,4,1,0
791,1,0,44.23624160957111,2,5,1,0
792,1,1,50.55234933664937,3,8,1,1
793,1,0,45.15748181314119,2,6,0,0
794,1,1,51.60171320321695,3,4,0,1
795,1,0,44.727771586432816,3,5,0,1
796,1,1,50.81336979264801,3,10,1,1
797,1,1,52.06827075590041,3,6,1,1
798,1,1,48.876163657656754,3,7,1,1
799,1,0,45.6586693691032,3,8,0,1
800,1,0,44.4376959916037,3,8,1,0
801,1,0,44.43052189231875,3,7,1,0
802,1,0,44.46055551785318,2,7,0,0
803,1,1,51.420221446005314,4,6,0,1
804,1,1,50.905014902428846,3,5,1,0
805,1,1,51.332626615300335,3,5,0,1
806,1,1,51.10233592276557,2,8,1,0
807,1,0,46.202195203356965,2,7,0,0
808,1,1,51.67675559755778,3,7,1,1
809,1,1,49.94866639302731,3,5,0,1
810,1,0,48.03385906377081,1,4,1,0
811,1,0,43.80578176375948,2,5,1,1
812,1,1,51.99619882164577,3,6,1,0
813,1,1,50.86606209457357,3,7,1,1
814,1,0,43.75617452306466,2,10,1,1
815,1,1,51.32670129834133,5,5,0,1
816,1,0,44.01966913511175,1,7,1,1
817,1,1,50.97570499836618,4,5,0,0
818,1,1,51.73497781105922,2,7,0,0
819,1,1,52.05386331287034,1,6,1,1
820,1,0,44.813130128621104,3,8,1,1
821,1,0,45.41792726066655,2,6,0,0
822,1,1,52.78235925479022,2,3,1,1
823,1,1,51.04347710307934,2,6,0,0
824,1,1,51.03054677310617,2,7,0,1
825,1,1,51.37708587244072,4,8,0,0
826,1,1,51.3317549980235,3,4,1,1
827,1,1,49.314703828511824,2,8,0,0
828,1,1,51.16020794022874,1,8,1,0
829,1,1,50.93306890560734,4,5,0,0
830,1,1,52.89990317876105,2,6,1,1
831,1,1,50.6258518451733,4,5,0,1
832,1,0,45.58576067074592,2,4,0,0
833,1,1,51.64208941634023,2,6,0,1
834,1,0,44.65955222203319,1,7,1,1
835,1,1,50.753939429471686,1,8,1,0
836,1,1,51.72812376299864,4,10,1,0
837,1,0,43.891908107668606,4,4,0,1
838,1,1,52.38342679467776,3,6,1,1
839,1,1,50.075867360557496,3,5,1,0
840,1,1,50.9775999453589,2,7,1,1
841,1,0,45.77918842347768,4,7,1,1
842,1,1,50.91794347070508,1,3,0,0
843,1,0,43.36206682631008,3,7,0,0
844,1,0,45.563202540970416,3,9,1,1
845,1,0,44.40446171893183,3,7,0,0
846,1,1,50.93136620867013,2,5,1,1
847,1,0,43.37606539571637,3,5,0,1
848,1,1,50.48357176634793,2,6,0,1
849,1,0,43.314882837565136,2,7,1,1
850,1,0,44.39475817209089,3,5,1,1
851,1,1,50.828866508668334,2,9,1,1
852,1,1,50.28140152099712,3,8,1,0
853,1,0,43.45318116863908,4,8,1,0
854,1,0,43.527231390639685,2,8,0,0
855,1,1,50.46620026957718,3,7,1,1
856,1,1,50.16216003896785,3,8,1,1
857,1,1,50.064144268033246,2,8,0,0
858,1,0,44.73356993336374,2,8,1,0
859,1,1,51.932016355156726,1,7,1,0
860,1,1,50.383676814173946,2,4,1,1
861,1,1,52.46220919081343,3,5,0,1
862,1,1,51.84219713026457,1,6,1,1
863,1,1,51.631527829222016,1,8,1,0
864,1,1,52.19336828986505,3,6,0,1
865,1,0,44.97923923146599,2,9,0,0
866,1,1,50.06573671945472,4,6,1,1
867,1,0,44.55042075877388,2,6,0,1
868,1,1,50.78846845115715,2,7,0,1
869,1,0,45.44308661261419,2,5,1,1
870,1,1,51.962327449693,3,6,0,1
871,1,0,43.01048140091694,3,9,1,1
872,1,0,44.37360684114013,2,8,0,1
873,1,0,44.26478195565672,2,6,1,1
874,1,0,44.96800365867725,4,6,0,0
875,1,0,46.271211893548255,4,4,0,0
876,1,0,45.89942076224829,2,4,0,1
877,1,1,50.78263374264518,3,7,1,1
878,1,0,44.81965778453111,4,5,1,1
879,1,1,48.24061884400655,2,7,0,1
880,1,1,52.68238574815756,1,6,1,0
881,1,0,45.74591771488932,3,8,0,1
882,1,0,44.412781096367965,2,6,1,0
883,1,1,53.40213989400601,2,8,0,0
884,1,1,51.56971176301001,2,11,1,1
885,1,1,52.563423355270935,1,8,1,0
886,1,0,45.21316890069348,2,6,1,1
887,1,1,51.13294610269703,1,8,0,1
888,1,0,44.19487606422407,3,7,1,1
889,1,0,42.77989609202763,3,9,1,0
890,1,1,51.57718558895807,2,7,1,1
891,1,1,49.74042328368219,2,6,1,1
892,1,0,42.19481095756433,2,10,1,1
893,1,1,51.79660015171655,3,6,0,1
894,1,1,50.24373151546536,4,5,0,1
895,1,1,51.01224484710614,2,6,1,0
896,1,1,50.06502271705656,2,8,1,1
897,1,1,49.60140645402908,3,8,1,0
898,1,1,51.420171466245606,1,7,0,1
899,1,0,43.78862099767825,1,5,0,1
900,1,1,49.394028361583054,5,7,0,1
