household_id,post_policy_period,received_subsidy,affordable_housing_availability,years_of_experience,income_level,residential_status,gender
266,1,0,52.43449692013708,2,6,1,0
267,1,0,51.630175394512,2,8,1,0
268,1,1,56.46566507367946,1,7,0,0
269,1,0,50.71816170890421,2,7,1,1
270,1,0,53.83591789740713,2,7,1,1
271,1,0,51.63779874258428,4,6,1,0
272,1,0,51.35753164354093,2,7,0,1
273,1,1,57.44718483787453,3,5,1,0
274,1,1,56.16217178896248,3,8,1,1
275,1,1,57.02657806224636,2,7,0,0
276,1,1,56.70372727934469,3,6,1,0
277,1,1,54.27767931187375,4,8,0,0
278,1,1,57.28443371528496,4,3,0,1
279,1,0,51.74677128410678,1,7,1,1
280,1,0,53.68269278191513,3,4,1,0
281,1,0,50.349498110634585,3,11,1,1
282,1,0,52.42343034947586,2,4,1,1
283,1,0,51.23251244148652,3,6,1,1
284,1,1,56.698065705623705,4,8,1,1
285,1,1,58.00068972004432,2,6,1,1
286,1,1,56.77797333252915,3,11,0,0
287,1,1,54.87787459982704,3,6,1,0
288,1,1,55.7786929584022,3,5,1,1
289,1,1,56.28843305860743,3,7,0,0
290,1,0,53.2161501267412,3,6,1,1
291,1,1,57.59263590961472,4,4,1,1
292,1,1,56.22120579633351,4,6,1,0
293,1,0,52.0273639575883,1,9,1,0
294,1,0,50.36453812922374,1,9,0,0
295,1,0,51.92263050363957,3,6,1,0
296,1,1,56.29406748742925,3,7,1,0
297,1,1,58.561829074279856,2,2,0,0
298,1,0,51.74628317144375,4,5,1,0
299,1,0,52.74270371738054,5,2,0,0
300,1,1,55.54817525955293,2,9,1,0
301,1,1,55.2035555666819,1,7,1,0
302,1,0,52.37920048509237,2,4,1,0
303,1,0,51.290191852407126,2,7,0,0
304,1,0,52.50562055262197,2,6,0,1
305,1,0,52.75537379857671,2,4,1,0
306,1,1,57.85514903368002,3,1,0,0
307,1,1,57.33455919341736,2,5,0,0
308,1,1,55.98971751194771,3,10,0,0
309,1,1,58.02064781304333,4,7,0,0
310,1,0,49.56041605279744,1,7,0,1
311,1,0,51.499293082876726,3,9,0,0
312,1,1,56.43346160498788,3,6,1,0
313,1,0,50.23285213114767,1,8,1,1
314,1,0,52.19411106341742,3,8,1,1
315,1,0,53.90044994323256,3,4,0,0
316,1,1,57.66443239121102,1,5,0,1
317,1,1,56.61628200127984,3,5,1,0
318,1,0,52.958284317797656,2,5,0,0
319,1,0,51.38184524807369,3,7,1,1
320,1,0,51.2303526336208,5,4,0,0
321,1,1,57.522367822503774,1,4,0,1
322,1,1,55.64166730793447,2,6,0,1
323,1,1,56.37963406240936,3,5,1,0
324,1,0,51.2532413274978,1,7,1,1
325,1,0,52.00006054448793,4,6,0,0
326,1,0,50.54127842555982,2,7,1,1
327,1,1,55.23402706035748,3,7,0,1
328,1,0,51.11147105326593,2,7,1,0
329,1,1,55.80454783648496,3,7,1,0
330,1,0,52.58247295524149,2,5,1,1
331,1,0,50.59047774337852,2,5,0,1
332,1,1,57.02225156834612,2,4,0,0
333,1,0,51.29192102003078,1,9,1,1
334,1,0,55.01971932996028,2,5,0,0
335,1,0,52.23919852795528,3,9,1,1
336,1,0,52.44486519059825,3,10,0,1
337,1,1,56.44276005711694,2,4,0,0
338,1,1,58.5001350480882,1,5,0,0
339,1,1,56.94805527031093,3,6,1,1
340,1,0,51.17515980400581,3,7,0,0
341,1,1,55.58789554843151,2,8,0,1
342,1,0,50.422524877554366,3,7,0,1
343,1,0,52.4528051397394,3,6,0,0
344,1,0,52.74660034937782,3,6,1,0
345,1,1,57.17308304349387,3,7,1,0
346,1,0,49.71306721707435,2,7,0,1
347,1,0,50.116451261155525,2,10,1,1
348,1,1,57.70010703113054,1,6,0,0
349,1,1,56.32693685848104,1,8,0,0
350,1,0,50.34074665136022,3,5,0,0
351,1,0,52.1500634296328,3,7,0,1
352,1,0,51.339862071703536,2,7,1,0
353,1,1,55.11838257142835,3,7,0,0
354,1,1,56.73559661141714,3,4,0,0
355,1,1,56.36376159037157,2,5,0,1
356,1,0,51.50279803909937,0,4,0,1
357,1,0,48.56440993133884,2,10,1,1
358,1,0,52.07934032501648,4,5,1,1
359,1,1,55.30971269213334,1,3,0,0
360,1,1,56.70099177004173,3,6,0,0
361,1,1,57.193844670344,5,9,1,0
362,1,0,51.696002651961706,4,6,0,1
363,1,1,57.993567164075216,2,5,1,0
364,1,1,58.80837466471728,4,5,1,0
365,1,1,56.88552108051634,4,6,1,0
366,1,0,51.45337771952804,4,5,1,0
367,1,1,57.61240875693981,4,2,0,1
368,1,0,52.45114008989771,0,6,0,1
369,1,0,51.00714224632052,1,7,0,0
370,1,0,50.966111232446416,2,6,0,0
371,1,0,50.95391463458664,3,7,0,0
372,1,1,57.827968496574506,2,7,1,1
373,1,1,58.80145169303995,2,4,0,0
374,1,0,53.1564102950132,1,4,0,0
375,1,0,52.26831446110583,4,7,1,0
376,1,1,57.24583671984512,4,5,0,1
377,1,0,53.19004468326799,3,8,0,0
378,1,0,49.580869130217536,3,9,1,0
379,1,0,51.28869707418603,1,6,0,0
380,1,1,57.23323663715763,2,5,1,0
381,1,1,55.10196998340233,4,8,0,1
382,1,0,51.0122941513091,3,7,0,0
383,1,0,50.74507586016578,2,7,1,0
384,1,0,51.71637880869872,3,8,1,0
385,1,0,53.44154793518186,2,5,0,1
386,1,0,53.10782576912721,2,10,0,0
387,1,0,52.212269060178905,2,5,1,0
388,1,0,50.61348757053139,2,7,1,1
389,1,0,52.87781028242408,3,6,0,0
390,1,0,51.76425122264584,4,6,1,1
391,1,1,58.510430446529206,5,7,0,1
392,1,1,57.9523704901047,5,8,0,1
393,1,1,54.97002417637782,4,8,1,0
394,1,0,52.0449023518546,2,8,1,0
395,1,0,50.376543577467295,2,6,1,0
396,1,1,57.58468447539087,2,7,1,0
397,1,1,57.256189345249375,2,6,0,1
398,1,0,51.343183157992335,2,8,1,0
399,1,0,51.93374028784519,2,8,1,0
400,1,0,52.7552318732218,2,3,0,1
401,1,1,56.38269245961399,1,10,1,0
402,1,0,50.247168646470136,1,5,0,0
403,1,0,50.41142579247266,2,8,0,0
404,1,0,51.43624706959815,4,5,0,0
405,1,0,51.7463314027496,3,3,0,0
406,1,0,52.07964714094452,2,7,1,0
407,1,1,55.34973590678341,2,7,1,1
408,1,1,55.701905786436576,5,6,0,0
409,1,0,51.39836234753071,1,7,0,0
410,1,0,51.49160314364729,1,4,0,0
411,1,1,57.011768627415,3,5,0,0
412,1,0,50.206098159911335,3,5,1,0
413,1,1,56.28954134325146,4,5,0,1
414,1,1,57.65243362761901,2,10,1,1
415,1,1,54.902439290255785,2,8,0,0
416,1,1,58.088131700124606,2,3,0,1
417,1,1,54.83788075336395,2,6,0,1
418,1,1,54.880227696591845,2,8,1,1
419,1,0,51.2352260435347,3,11,0,0
420,1,1,56.56680669019077,2,6,1,0
421,1,0,52.38456905032884,2,7,1,0
422,1,1,56.23557926309204,1,8,0,0
423,1,0,53.04219592468701,3,4,1,0
424,1,0,52.428082635011,3,5,1,0
425,1,1,56.83442321039297,0,8,1,0
426,1,1,57.61602953100768,1,6,1,0
427,1,1,58.89921451218735,3,6,1,1
428,1,0,53.23833887829541,2,7,0,1
429,1,1,56.47517118713845,1,6,0,0
430,1,1,55.46887164435513,3,7,0,1
431,1,0,50.83158437710159,2,10,0,0
432,1,0,52.02052298139023,2,6,0,1
433,1,0,51.155554666087305,4,8,0,1
434,1,1,55.469123128826105,2,9,0,1
435,1,1,56.47079521076532,3,7,0,1
436,1,1,55.59314662755598,4,6,1,1
437,1,1,56.522509995932914,2,6,0,0
438,1,0,50.774447071549375,2,7,0,0
439,1,1,55.93181462230833,2,6,0,1
440,1,1,56.81723957667205,3,7,0,0
441,1,1,56.940873344915154,0,8,1,0
442,1,0,50.763727803861954,2,6,1,0
443,1,0,51.785384000170026,2,7,0,1
444,1,0,51.35575657433416,3,6,1,0
445,1,0,51.20371469155998,2,7,0,1
446,1,0,51.59744718421501,1,6,0,1
447,1,1,57.86793166815682,3,6,1,1
448,1,0,52.57099494853378,2,6,1,0
449,1,1,56.20966737614928,2,8,1,1
450,1,0,52.186753688861394,3,3,1,0
451,1,1,56.69367656332568,1,7,0,0
452,1,0,50.83096151978682,2,11,0,0
453,1,1,56.28908379748761,3,5,0,0
454,1,0,52.03618969742553,3,3,1,0
455,1,0,51.92444605278999,1,7,1,0
456,1,0,50.07119423284644,4,10,0,0
457,1,0,52.44051652883101,4,6,0,0
458,1,0,50.53315351408071,1,8,0,0
459,1,0,53.858910771973775,3,4,0,0
460,1,0,51.58139214080978,1,6,0,1
461,1,0,51.310496800821774,0,6,1,1
462,1,1,57.62379582072287,2,5,1,1
463,1,1,56.47075922904182,3,7,1,0
464,1,1,56.2557436581636,3,9,1,1
465,1,1,56.20057082455576,5,8,0,0
466,1,0,51.18595488783283,2,6,0,0
467,1,1,57.05155248879551,1,4,0,1
468,1,0,50.625286457486055,2,7,1,1
469,1,1,57.6415777922424,1,8,0,0
470,1,0,52.52342694794287,2,6,1,0
471,1,0,52.82004941598141,2,6,0,0
472,1,1,56.14945222266515,2,10,0,0
473,1,1,55.8028833638351,3,8,0,1
474,1,1,54.898888470169474,3,5,0,0
475,1,1,55.332746209005165,4,7,1,0
476,1,0,53.15143420008857,2,6,1,0
477,1,1,57.35456951325458,1,4,0,1
478,1,0,50.94988541103571,2,9,0,0
479,1,1,57.371476842274376,1,7,0,1
480,1,1,56.71535768270861,1,7,0,0
481,1,1,57.226818210547215,2,6,1,1
482,1,1,56.8391373341654,2,8,0,1
483,1,0,50.73451470126364,1,5,1,0
484,1,1,56.796106752938464,2,4,0,1
485,1,1,56.99535387766878,0,8,1,0
486,1,0,51.65083188210074,3,5,0,1
487,1,0,49.27625999789438,3,9,1,1
488,1,1,57.89324363055889,4,7,0,1
489,1,0,51.65530969599163,2,6,0,0
490,1,1,56.24249011387424,3,10,1,0
491,1,0,51.78167249004815,0,6,1,0
492,1,0,51.12603526499974,3,7,1,0
493,1,1,57.184633846429,3,6,0,1
494,1,1,56.91232153364177,3,8,1,0
495,1,1,56.17012152322447,1,7,1,1
496,1,1,55.41303135413697,2,7,0,0
497,1,1,58.32222095637443,1,4,1,1
498,1,0,51.20352468927233,3,11,1,0
499,1,1,55.07957610485153,2,7,0,0
500,1,0,52.12962169419581,2,4,0,1
501,1,1,55.57952609901096,2,5,1,1
502,1,0,51.30265689195056,4,2,1,1
503,1,0,52.09884527736194,2,7,0,1
504,1,0,52.385853333137824,3,6,1,1
505,1,0,51.585471200649415,2,7,1,0
506,1,0,50.41807921107625,4,9,0,0
507,1,0,51.78973628065486,5,6,1,0
508,1,0,50.152497521129945,4,4,1,0
509,1,0,51.1327348899078,3,8,1,0
510,1,0,51.61201221594629,1,7,1,0
511,1,1,57.95449360884638,3,8,0,1
512,1,0,51.82302314972635,2,6,1,0
513,1,1,57.3884971659972,5,6,0,0
514,1,1,56.87941888644117,3,8,0,0
515,1,0,51.65256946729416,2,8,1,0
516,1,0,52.32410522486168,3,6,0,0
517,1,0,50.4201337841498,3,9,0,1
518,1,0,52.626494627094594,4,6,0,1
519,1,0,51.80903838529076,3,6,1,1
520,1,0,49.62776546801541,4,9,1,0
521,1,1,56.78046537682423,2,6,1,1
522,1,1,56.22423793811773,3,5,0,0
523,1,0,50.41352654475172,2,7,1,0
524,1,0,52.12795135104267,2,4,0,1
525,1,0,53.0678537456581,4,7,0,0
526,1,1,56.55502888142619,2,8,1,1
527,1,1,56.31787106262959,1,5,0,0
528,1,0,51.124128638145535,2,7,0,0
529,1,1,56.19120794408622,3,6,0,1
530,1,0,51.94654499225076,2,3,1,0
531,1,0,51.35041798313939,2,6,1,1
532,1,1,57.18940479697566,1,5,0,0
533,1,0,49.67815796106919,3,9,0,0
534,1,0,53.39504773906215,3,5,1,0
535,1,1,57.09316230431615,3,5,0,1
536,1,0,51.11448185802103,3,5,1,0
537,1,0,51.44838758360131,3,8,1,1
538,1,0,51.91309932436875,2,5,0,0
539,1,1,57.85490539321033,0,3,1,0
540,1,0,51.57312728243425,1,7,0,0
541,1,1,56.67067707294993,3,5,1,0
542,1,0,52.016862942728224,0,5,0,1
543,1,1,57.23484510969967,4,4,0,1
544,1,1,55.66857671289284,5,4,0,1
545,1,0,50.60306210618259,2,5,1,1
546,1,0,50.83408669672399,3,8,0,0
547,1,0,52.70052328105839,2,6,0,1
548,1,0,51.3872392420753,1,8,1,0
549,1,1,55.69577001074493,2,9,0,1
550,1,1,56.29720053272748,3,6,0,0
551,1,1,56.06550769483015,3,5,0,1
552,1,1,57.397329759309656,3,6,0,1
553,1,0,51.02121403691138,1,8,1,0
554,1,1,56.70382281092854,2,2,0,1
555,1,0,53.30982002474784,2,5,0,1
556,1,0,51.70380907807765,1,7,1,1
557,1,0,51.15709536343174,3,6,1,1
558,1,1,56.41732205643168,2,9,0,0
559,1,1,56.80615851870217,0,12,0,0
560,1,1,56.65686825291165,4,8,1,1
561,1,0,50.77436063660434,1,5,0,0
562,1,1,58.91403986121279,2,4,1,1
563,1,0,52.24204538954498,4,5,1,1
564,1,1,55.97749849852091,3,4,0,1
565,1,0,51.98462057219388,1,8,1,0
566,1,1,57.022549901733846,4,9,0,0
567,1,1,56.5607710270115,3,6,1,1
568,1,1,55.68723824715409,1,7,1,1
569,1,0,51.27750601780809,2,8,0,0
570,1,0,52.13315756863288,2,6,1,0
571,1,0,50.97142321410024,2,6,0,1
572,1,0,52.400153402307765,3,5,1,0
573,1,1,57.12496054714148,3,7,0,1
574,1,1,56.85051983474322,1,12,0,0
575,1,1,57.70906001207445,0,7,1,0
576,1,0,52.591556181642005,2,5,0,0
577,1,1,57.266722273342985,2,6,1,0
578,1,1,56.68617851750851,3,6,0,0
579,1,0,52.092860149213664,2,7,0,0
580,1,1,57.0274684497728,3,9,1,1
581,1,1,58.26104984104681,3,6,0,1
582,1,0,50.74690766230861,2,9,0,0
583,1,0,50.43737385279756,2,5,0,1
584,1,0,50.97484131402765,2,8,0,1
585,1,1,57.698354638246485,2,8,0,0
586,1,1,58.11066988555686,2,5,1,1
587,1,1,56.858220877143566,4,7,0,0
588,1,1,58.07986211180168,3,4,1,1
589,1,0,51.2087566725405,3,5,0,1
590,1,0,51.998175570194775,2,5,1,0
591,1,1,56.56738511150036,3,4,0,0
592,1,1,56.23990036384535,1,11,0,0
593,1,1,57.38549808496098,2,2,1,0
594,1,0,52.59613903293694,1,4,0,1
595,1,1,56.192391983007646,2,5,0,0
596,1,1,57.893722162202415,3,4,1,0
597,1,1,55.9194256796562,2,10,1,1
598,1,0,52.0904675634547,1,8,0,1
599,1,0,51.609146321593634,2,6,0,0
600,1,0,53.22832666973759,4,9,0,1
601,1,1,56.90437413427523,2,4,1,1
602,1,1,55.73787564054967,1,4,0,0
603,1,1,57.443565080024776,2,8,1,0
604,1,0,51.32487905051447,3,6,1,1
605,1,1,57.20963267229765,3,9,1,1
606,1,0,52.279597168727406,3,4,0,0
607,1,0,51.04202893576462,4,5,0,0
608,1,1,58.000986649801945,3,5,1,1
609,1,0,51.72750584778887,3,6,0,1
610,1,1,55.649996087017584,2,10,0,0
611,1,0,52.023361808441,2,8,1,0
612,1,0,50.23603928251252,1,7,1,1
613,1,0,52.43236096334342,1,7,0,0
614,1,0,50.390587161973336,2,7,0,0
615,1,0,50.26257648039181,3,6,1,0
616,1,1,56.87292336610209,3,7,0,1
617,1,1,56.56918959188528,4,5,1,1
618,1,1,56.934803037574056,2,3,0,0
619,1,1,57.01954843880427,2,7,0,1
620,1,1,58.06552535157701,2,10,0,0
621,1,1,55.87286227791283,3,4,1,0
622,1,0,53.1349824056418,4,6,0,0
623,1,0,50.16028034545246,5,5,1,0
624,1,1,55.16217507338611,4,3,1,0
625,1,0,51.92875274900065,2,6,1,0
626,1,0,51.17585192138945,4,11,0,1
627,1,1,56.05596100365991,3,6,0,1
628,1,0,51.0691815558372,4,4,0,1
629,1,0,52.537936610206174,1,8,1,0
630,1,0,51.84601019506652,0,6,1,0
631,1,1,57.452712708710216,2,6,0,1
632,1,0,52.24374713573453,2,7,1,1
633,1,0,51.12041678870577,3,7,1,0
634,1,1,54.607789976481016,1,8,0,1
635,1,0,48.897763004608194,1,6,1,0
636,1,0,50.98600863892276,3,11,0,0
637,1,0,50.17791575471496,1,8,0,1
638,1,0,49.88335056505846,2,6,1,1
639,1,0,51.183499306986405,1,7,1,0
640,1,0,53.28195832717,2,7,0,1
641,1,1,57.16268787181632,3,10,0,0
642,1,1,56.76363326836532,3,7,0,0
643,1,1,54.46278627957272,3,8,1,1
644,1,1,58.78489338182938,2,5,1,1
645,1,1,57.059247593523466,2,5,0,0
646,1,0,51.75098137018989,1,6,0,1
647,1,0,51.243559767164506,2,6,0,0
648,1,0,51.84614606014472,3,6,0,0
649,1,1,58.617056281547335,3,4,0,0
650,1,1,58.2935971106221,2,4,0,1
651,1,0,48.87179911546827,4,8,1,1
652,1,0,52.3441365805534,4,9,1,0
653,1,1,57.59645285496174,3,9,0,1
654,1,0,51.10168477873751,3,2,1,0
655,1,0,51.13750487211493,2,7,0,0
656,1,0,50.07976534643633,3,6,0,1
657,1,0,52.869233889666766,1,6,1,1
658,1,0,52.82597516604724,5,6,1,0
659,1,1,56.60585007905996,1,9,0,1
660,1,0,52.897716945685154,2,6,0,1
661,1,0,51.80924214116018,3,8,1,1
662,1,0,51.43937197751971,1,7,1,1
663,1,1,56.42284952610864,3,11,1,0
664,1,1,55.438849976665736,3,8,1,1
665,1,1,56.65786421377016,3,7,0,1
666,1,1,56.26497031019377,3,5,0,0
667,1,0,51.35989316988916,2,7,0,1
668,1,0,53.13748298578877,3,9,0,1
669,1,1,58.03572927410863,2,9,1,0
670,1,0,50.78593398957686,4,8,0,0
671,1,0,52.95093666699298,2,3,1,0
672,1,1,55.84252560412995,2,5,0,0
673,1,0,51.8384852545998,2,2,1,0
674,1,1,56.38899043755295,4,4,0,0
675,1,1,59.7627457253983,3,7,1,1
676,1,1,55.48267985776421,1,8,1,1
677,1,0,51.01721696190933,2,8,0,1
678,1,1,55.6742334788683,3,6,0,0
679,1,0,51.54354656725,1,9,0,0
680,1,0,51.09968239844953,3,6,1,0
681,1,0,51.4548993444777,2,7,1,0
682,1,0,51.42928139851066,3,7,1,0
683,1,1,56.29232099646221,1,7,1,1
684,1,0,50.332588096254206,3,6,0,0
685,1,0,51.07166442688726,4,5,0,0
686,1,1,55.52133054486412,3,9,0,1
687,1,1,55.49052846315572,3,6,0,0
688,1,1,57.11495928065434,2,4,1,1
689,1,0,51.68326427460868,2,4,0,1
690,1,1,56.85262544502054,3,6,0,0
691,1,1,54.871313980829306,1,7,1,1
692,1,1,55.9338444863743,2,14,1,0
693,1,1,55.60549687794977,4,7,0,1
694,1,0,48.73010778834269,3,7,0,1
695,1,1,57.34214795240288,4,7,0,1
696,1,0,51.23367493551848,2,5,0,1
697,1,0,51.43188455118607,3,7,0,0
698,1,0,49.519757019180986,4,9,1,1
699,1,1,54.989990725578615,2,6,0,1
700,1,0,51.77436206584087,3,7,0,0
701,1,0,51.80101506511991,1,8,1,1
702,1,0,51.81485754098261,4,4,1,0
703,1,1,55.30111851024424,3,6,0,1
704,1,0,50.53212926137076,3,6,0,1
705,1,0,50.80255228397501,3,6,1,1
706,1,1,57.28925258267041,4,7,0,0
707,1,1,56.09786071859069,4,8,0,0
708,1,0,52.18500488031127,1,5,1,0
709,1,0,52.273435978193966,3,7,1,0
710,1,1,54.086514222780494,1,8,1,1
711,1,0,51.67263110593588,2,7,0,0
712,1,1,57.82715538188237,3,4,1,1
713,1,0,50.74500266437801,3,7,1,1
714,1,1,56.6231992577541,1,4,0,0
715,1,0,50.21598852233421,1,8,0,1
716,1,1,55.1485030864887,2,7,0,1
717,1,0,50.40428908993649,3,4,0,1
718,1,1,57.6621067468088,2,3,0,0
719,1,1,56.206500394764326,2,6,1,0
720,1,1,56.35029691487338,2,8,0,0
721,1,1,58.20467150098353,1,5,0,1
722,1,1,56.62036676820311,3,9,0,0
723,1,1,55.57007585986429,4,9,1,0
724,1,1,55.92394486267088,3,8,0,0
725,1,1,57.10135454909618,1,8,0,0
726,1,1,56.76258351527349,3,6,0,1
727,1,0,51.07187280350712,3,6,0,1
728,1,1,56.69612879051662,2,3,1,0
729,1,1,56.123994058837496,2,7,1,1
730,1,1,56.67022629600834,5,6,1,0
731,1,1,53.52366166445814,3,9,1,0
732,1,0,51.94225190964141,3,5,0,0
733,1,0,51.424930354615576,3,8,1,0
734,1,0,51.75383365440578,2,8,1,1
735,1,1,56.19798224273529,3,8,0,1
736,1,1,56.185736675525,3,4,0,0
737,1,0,52.056931291535626,4,7,1,0
738,1,0,51.41402535461148,3,6,1,0
739,1,1,57.48386526847487,2,5,0,0
740,1,1,57.23020437375962,4,6,0,0
741,1,1,59.12441789741042,2,6,0,0
742,1,0,52.54897044960318,3,8,0,0
743,1,0,50.07194759869029,3,7,0,1
744,1,0,51.62324292946705,4,8,0,0
745,1,1,58.13536102273121,3,5,0,0
746,1,0,51.21870397158782,3,7,0,0
747,1,0,50.46495258820276,1,9,0,0
748,1,1,57.49795505832903,1,6,1,1
749,1,1,56.09946437527097,3,7,0,0
750,1,0,51.5517408563299,2,6,0,1
751,1,1,57.53929273921748,1,5,0,1
752,1,0,51.25818214382598,2,7,1,1
753,1,0,48.92712849601637,5,10,0,1
754,1,0,52.11951529628892,4,6,0,1
755,1,0,52.31553059676197,3,7,0,1
756,1,1,56.41319587064359,2,6,1,1
757,1,0,52.566494608180896,2,6,0,0
758,1,0,51.33265286058067,4,5,1,0
759,1,0,50.66026725619283,3,4,1,1
760,1,0,51.537611035092205,3,6,1,0
761,1,0,52.75634689503389,1,6,0,0
762,1,1,56.97014863621622,3,7,1,1
763,1,0,52.2878296363041,1,8,0,0
764,1,0,51.87314084590742,2,8,1,0
765,1,0,49.361766257837154,3,7,0,0
766,1,1,56.91091437009004,3,8,0,1
767,1,0,50.51524467753268,1,6,1,0
768,1,1,56.22428938023894,2,6,0,0
769,1,0,52.24665674333855,3,4,0,0
770,1,0,51.65961977863286,2,6,0,0
771,1,0,50.87259412746636,4,6,0,0
772,1,0,52.2559759983469,3,6,1,0
773,1,1,56.40389252270302,3,5,0,0
774,1,0,52.28539919607064,4,3,0,0
775,1,1,56.78317202019584,3,7,1,1
776,1,1,58.10854169678845,3,6,0,0
777,1,1,58.311530572310176,2,7,1,0
778,1,0,51.059872180166096,3,6,1,1
779,1,0,52.2421257505101,2,6,0,0
780,1,1,54.75623061253984,2,7,0,0
781,1,0,50.19466144824167,2,5,0,1
782,1,1,55.03499300378213,4,9,1,0
783,1,1,54.3198433852167,3,3,0,0
784,1,0,54.02690359410498,4,6,0,1
785,1,0,52.23499588854185,3,5,1,0
786,1,0,50.900117801162224,5,9,0,0
787,1,0,52.58067564723528,4,5,0,0
788,1,0,52.328390035222434,2,7,1,1
789,1,0,51.08387033703074,4,3,0,1
790,1,1,56.71562027276308,2,5,0,1
791,1,0,52.22552618161567,3,4,0,1
792,1,1,57.783555240740014,3,8,1,0
793,1,0,51.543250900687525,2,10,0,0
794,1,0,52.77629186335894,4,7,1,0
795,1,1,56.857066431343895,3,7,0,0
796,1,0,52.7190826280968,2,7,0,1
797,1,0,50.950230052353255,5,4,1,1
798,1,1,57.508832630048175,2,8,0,0
799,1,1,57.34922492257317,2,4,1,1
800,1,0,52.9387261206908,3,8,0,1
801,1,0,50.35777088575106,2,9,1,1
802,1,1,57.39871077253837,2,6,0,1
803,1,0,51.759625420527456,2,9,0,0
804,1,0,50.623871419748426,2,9,0,1
805,1,1,55.706919394007706,3,7,0,1
806,1,0,50.015040131391416,3,6,0,0
807,1,1,58.033134342339,2,7,0,1
808,1,1,55.67925425994368,3,6,0,0
809,1,1,57.96797841930035,3,7,0,1
810,1,0,52.57720661619542,3,6,1,0
811,1,1,55.00063889423463,2,9,0,0
812,1,0,52.57205265908851,2,5,0,1
813,1,1,56.85007961899933,2,4,0,1
814,1,0,52.31693711185606,1,5,1,1
815,1,0,50.28503994759346,4,9,1,0
816,1,0,52.8224652581083,2,5,0,1
817,1,1,55.81577956451072,4,7,1,0
818,1,0,51.76913545930952,3,8,1,0
819,1,0,50.39314343565619,2,6,0,0
820,1,1,56.68571288360162,2,7,1,0
821,1,1,57.0247894134838,1,8,1,0
822,1,0,52.08684546115357,2,5,0,0
823,1,0,50.5345878252166,3,6,1,1
824,1,1,55.25473427760616,2,7,1,0
825,1,1,59.00859475418764,3,6,1,1
826,1,1,56.99679559649071,1,6,1,0
827,1,0,50.76847708602128,3,7,1,1
828,1,0,51.68737968364605,2,7,1,0
829,1,1,57.57090690945538,0,7,1,0
830,1,1,57.529299733186654,3,5,1,1
831,1,1,57.633811792973646,3,2,0,1
832,1,1,58.54367753259085,3,8,1,1
833,1,1,55.86910397365519,3,7,0,0
834,1,0,52.46991238909884,4,5,1,1
835,1,1,57.79544634897829,2,7,0,0
836,1,0,50.54529220046639,3,6,0,0
837,1,1,56.76094722841508,3,6,1,0
838,1,1,56.16324088550609,2,7,0,0
839,1,1,56.46203174017272,3,9,0,0
840,1,1,56.36951924823172,3,9,1,1
841,1,1,55.47799876318337,3,8,1,1
842,1,0,52.38275491429965,1,7,0,0
843,1,0,52.029811308971,2,3,1,1
844,1,1,58.89213990806399,5,4,1,0
845,1,1,57.08350861657386,2,6,1,0
846,1,0,50.935311813588775,3,6,1,1
847,1,1,55.74764997881942,4,7,0,0
848,1,1,55.39811456539913,3,8,0,1
849,1,0,51.458458122150354,2,7,0,0
850,1,0,51.991170095606456,3,6,1,1
851,1,1,57.93394645794461,1,6,0,0
852,1,0,51.89323330145403,2,5,1,1
853,1,0,52.63819012352775,2,5,0,1
854,1,0,49.95722259286846,5,7,0,1
855,1,0,50.01879791109342,2,8,0,1
856,1,1,55.46266765744256,3,10,1,0
857,1,1,55.80656484892345,4,5,0,1
858,1,1,55.05477097927919,4,6,0,1
859,1,1,56.02264187271465,1,7,1,0
860,1,1,55.80434708896458,1,8,1,1
861,1,1,57.244354353350815,4,8,0,0
862,1,0,51.82944767197158,3,7,1,0
863,1,0,50.602150654378114,3,8,1,0
864,1,1,55.62975592991727,3,7,1,1
865,1,1,55.88194934733435,1,8,0,1
866,1,0,51.73923805781569,1,6,0,0
867,1,0,50.55768749154925,3,8,0,1
868,1,1,56.48768512595141,3,6,1,0
869,1,0,51.08563840580658,4,7,1,0
870,1,0,51.893219951181926,1,9,0,1
871,1,1,55.776839395526736,3,8,0,1
872,1,1,56.64903505538776,2,6,0,0
873,1,1,56.64393143877521,2,7,0,1
874,1,1,55.32667282350911,5,6,0,0
875,1,0,50.89416327358188,5,8,1,1
876,1,0,50.95441244362411,3,7,1,0
877,1,1,57.28874249166347,5,4,0,0
878,1,0,51.16401327658953,2,8,0,1
879,1,0,52.09099872666624,3,6,0,0
880,1,1,55.53013736196544,4,6,1,0
881,1,0,51.98104122309838,3,8,1,1
882,1,1,54.7682682116395,2,9,1,0
883,1,0,52.96356521840108,2,7,1,1
884,1,0,51.826529503637495,2,7,1,0
885,1,0,52.43958296073532,1,3,0,0
886,1,0,50.73223188090412,2,3,1,0
887,1,0,52.509937167991765,4,6,1,1
888,1,1,54.612264243389866,2,10,1,0
889,1,1,56.099708678762696,3,5,0,0
890,1,0,51.846762144972224,2,6,1,0
891,1,0,52.57810764933867,2,8,0,0
892,1,0,51.83029046391632,1,6,0,0
893,1,1,55.897183676017335,4,7,1,0
894,1,1,56.21557666002999,1,9,1,0
895,1,0,51.89750419383137,4,6,0,1
896,1,0,51.73072489638989,2,7,0,1
897,1,1,57.00135343038383,3,8,0,0
898,1,0,52.16750301531321,1,5,0,0
899,1,0,51.1741066219966,1,8,0,0
